fullName,Player_learned_embedding,Total_Runs_Scored_per_match,Total_Runs_Scored_per_T20_match,strike_rate_Global,strike_rate_T20,avg_fours_per_T20_match,avg_sixes_per_T20_match,avg_fantasy_point_scored_in_T20_match,Balls_Played,Avg_Balls_Thrown_per_T20_match,avg_dot_balls_per_T20_match,avg_median_overs_per_T20_match,avg_run_conceded_per_T20,avg_wickets_taken_per_match,avg_economyRate_per_match,avg_fielding_FP,total_centuries,total_halftcenturies
Brad Hogg,,3.6666666666666665,3.6666666666666665,76.36333333333333,76.36333333333333,0.16666666666666666,0.0,39.23809523809524,3.6666666666666665,21.80952380952381,8.095238095238095,4.0,27.142857142857142,1.0952380952380953,7.800000000000001,7.6,0.0,0.0
Brendon McCullum,,26.422018348623855,26.422018348623855,115.82715596330276,115.82715596330276,2.688073394495413,1.1926605504587156,43.018348623853214,20.05504587155963,0.0,0.0,0.0,0.0,0.0,0.0,11.047619047619047,2.0,13.0
Brett Geeves,,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,24.0,7.5,4.0,45.5,0.5,11.375,15.0,0.0,0.0
Brett Lee,,6.526315789473684,6.526315789473684,109.10263157894735,109.10263157894735,0.42105263157894735,0.42105263157894735,31.289473684210527,5.105263157894737,23.026315789473685,10.526315789473685,4.0,28.81578947368421,0.6578947368421053,7.521578947368421,10.181818181818182,0.0,0.0
Callum Ferguson,,12.25,12.25,87.07374999999999,87.07374999999999,1.125,0.0,18.375,14.625,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Cameron Green,,28.25,28.25,140.25,140.25,2.5,1.375,53.75,17.625,14.25,5.5,2.0,22.5625,0.375,9.603125,11.5,1.0,2.0
Cameron White,,21.2,21.2,104.57911111111112,104.57911111111112,1.6888888888888889,0.8,34.829787234042556,16.77777777777778,7.0,1.3333333333333333,1.0,14.333333333333334,0.16666666666666666,12.75,10.285714285714286,0.0,6.0
Carlos Brathwaite,,12.928571428571429,12.928571428571429,149.89142857142858,149.89142857142858,0.7142857142857143,1.1428571428571428,44.25,7.928571428571429,15.875,4.875,2.15,23.6875,0.8125,9.120625,11.6,0.0,0.0
Chamara Kapugedera,,5.333333333333333,5.333333333333333,51.846666666666664,51.846666666666664,0.0,0.0,15.0,7.666666666666667,5.666666666666667,0.0,1.0,16.333333333333332,0.0,18.066666666666666,10.666666666666666,0.0,0.0
Chamara Silva,,13.333333333333334,13.333333333333334,117.14,117.14,1.6666666666666667,0.3333333333333333,33.0,8.666666666666666,6.0,0.0,1.0,21.0,0.0,21.0,12.0,0.0,0.0
Chaminda Vaas,,7.363636363636363,7.363636363636363,92.86545454545454,92.86545454545454,0.18181818181818182,0.2727272727272727,53.15384615384615,6.636363636363637,21.692307692307693,10.307692307692308,4.0,27.307692307692307,1.3846153846153846,7.582307692307692,12.0,0.0,0.0
Chandan Madan,,15.0,15.0,78.94,78.94,3.0,0.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Chandrasekar Ganapathy,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,13.0,0.0,13.0,0.0,0.0,0.0
Charl Langeveldt,,4.0,4.0,50.0,50.0,0.0,0.5,56.142857142857146,4.5,22.285714285714285,10.714285714285714,4.0,26.714285714285715,1.8571428571428572,7.2128571428571435,0.0,0.0,0.0
Chetan Sakariya,,2.5,2.5,48.9,48.9,0.375,0.0,35.8421052631579,3.875,22.42105263157895,7.947368421052632,4.0,31.526315789473685,1.0526315789473684,8.407368421052633,9.6,0.0,0.0
Chetanya Nanda,,0.0,0.0,0.0,0.0,0.0,0.0,21.333333333333332,1.0,16.0,4.666666666666667,3.0,19.0,0.6666666666666666,6.333333333333333,0.0,0.0,0.0
Cheteshwar Pujara,,17.727272727272727,17.727272727272727,92.59136363636364,92.59136363636364,2.272727272727273,0.18181818181818182,25.652173913043477,17.772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
Chidhambaram Gautam,,13.0,13.0,104.61153846153846,104.61153846153846,1.3076923076923077,0.46153846153846156,26.76923076923077,11.538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
Chris Gayle,,35.212765957446805,35.212765957446805,128.7082978723404,128.7082978723404,2.8652482269503547,2.5319148936170213,57.45390070921986,23.638297872340427,14.578947368421053,5.157894736842105,2.2,19.18421052631579,0.47368421052631576,8.646842105263158,8.923076923076923,6.0,31.0
Chris Green,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,6.0,2.5,24.0,0.0,8.47,0.0,0.0,0.0
Chris Jordan,,6.230769230769231,6.230769230769231,83.81692307692308,83.81692307692308,0.23076923076923078,0.23076923076923078,33.294117647058826,5.923076923076923,19.647058823529413,6.588235294117647,3.4,31.470588235294116,0.8823529411764706,9.49,10.0,0.0,0.0
Chris Lynn,,31.642857142857142,31.642857142857142,126.06285714285715,126.06285714285715,3.142857142857143,1.5714285714285714,48.642857142857146,22.5,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,10.0
Chris Morris,,12.117647058823529,12.117647058823529,111.92941176470588,111.92941176470588,0.803921568627451,0.6862745098039216,51.75308641975309,7.803921568627451,21.234567901234566,8.703703703703704,4.0,28.333333333333332,1.1728395061728396,8.105802469135803,10.411764705882353,0.0,2.0
Chris Woakes,,6.5,6.5,92.6025,92.6025,0.5833333333333334,0.16666666666666666,49.57142857142857,6.416666666666667,20.952380952380953,8.238095238095237,4.0,31.333333333333332,1.4285714285714286,8.91,8.571428571428571,0.0,0.0
Christopher Scantlebury-Searles,,0.0,0.0,0.0,0.0,0.0,0.0,14.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.666666666666666,0.0,0.0
Clint McKay,,8.0,8.0,53.33,53.33,0.0,0.0,18.5,15.0,21.0,7.0,3.5,30.0,0.5,8.5,0.0,0.0,0.0
Colin Ingram,,13.666666666666666,13.666666666666666,109.22800000000001,109.22800000000001,1.4666666666666666,0.3333333333333333,20.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Colin Munro,,14.75,14.75,94.315,94.315,1.5833333333333333,0.6666666666666666,24.153846153846153,11.75,6.0,2.5,1.0,7.5,0.0,7.5,8.0,0.0,0.0
Colin de Grandhomme,,14.428571428571429,14.428571428571429,107.41095238095238,107.41095238095238,0.8571428571428571,0.8571428571428571,28.68,10.714285714285714,11.368421052631579,3.263157894736842,2.0,16.789473684210527,0.3157894736842105,10.130526315789472,9.0,0.0,0.0
Corey Anderson,,18.551724137931036,18.551724137931036,103.23758620689655,103.23758620689655,1.3793103448275863,1.0689655172413792,39.1,14.586206896551724,13.5,3.909090909090909,2.0,23.545454545454547,0.5,10.268181818181818,7.833333333333333,0.0,3.0
D'Arcy Short,,16.428571428571427,16.428571428571427,117.57428571428571,117.57428571428571,1.5714285714285714,0.7142857142857143,31.857142857142858,14.142857142857142,9.0,4.0,1.5,9.5,0.5,7.25,8.0,0.0,0.0
Dale Steyn,,4.513513513513513,4.513513513513513,85.23513513513512,85.23513513513512,0.3783783783783784,0.08108108108108109,39.85263157894737,4.324324324324325,22.905263157894737,11.2,4.0,26.4,1.0210526315789474,7.038631578947368,8.833333333333334,0.0,0.0
Damien Martyn,,19.0,19.0,79.16,79.16,1.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Christian,,2.0,2.0,41.07,41.07,0.14285714285714285,0.0,24.77777777777778,3.4285714285714284,11.11111111111111,3.2222222222222223,2.0,17.22222222222222,0.4444444444444444,9.673333333333334,10.666666666666666,0.0,0.0
Daniel Christian,,13.117647058823529,13.117647058823529,118.21794117647059,118.21794117647059,0.6470588235294118,0.5588235294117647,45.95,11.0,19.575,7.175,3.0,25.925,0.85,7.83625,9.555555555555555,0.0,0.0
Daniel Harris,,27.75,27.75,109.2425,109.2425,2.75,1.25,43.0,25.25,9.0,2.0,1.5,13.0,0.0,9.25,8.0,0.0,0.0
Daniel Sams,,3.3846153846153846,3.3846153846153846,122.11769230769231,122.11769230769231,0.07692307692307693,0.23076923076923078,34.6875,3.3846153846153846,22.5,9.0,4.0,32.6875,0.875,8.76,11.428571428571429,0.0,0.0
Daniel Vettori,,7.117647058823529,7.117647058823529,89.3164705882353,89.3164705882353,0.6470588235294118,0.11764705882352941,36.470588235294116,6.647058823529412,22.852941176470587,8.352941176470589,4.0,25.852941176470587,0.8235294117647058,6.92,8.615384615384615,0.0,0.0
Daren Sammy,,14.75,14.75,120.69200000000001,120.69200000000001,0.75,0.9,39.04545454545455,12.05,12.421052631578947,3.9473684210526314,2.0,18.42105263157895,0.5789473684210527,9.328947368421053,8.0,0.0,1.0
Darren Bravo,,6.0,6.0,120.0,120.0,1.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Lehmann,,9.0,9.0,78.125,78.125,1.5,0.0,14.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darshan Nalkande,,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,1.0,18.333333333333332,5.666666666666667,3.0,34.333333333333336,1.0,11.160000000000002,0.0,0.0,0.0
Daryl Mitchell,,16.5,16.5,75.83,75.83,0.5,0.0,28.0,22.0,6.0,0.5,1.0,13.5,0.0,13.5,16.0,0.0,0.0
Dasun Shanaka,,8.666666666666666,8.666666666666666,78.27333333333333,78.27333333333333,0.6666666666666666,0.3333333333333333,18.666666666666668,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
David Hussey,,21.672131147540984,21.672131147540984,106.86868852459015,106.86868852459015,1.4754098360655739,0.9836065573770492,37.80952380952381,17.62295081967213,12.192307692307692,3.5384615384615383,2.0,18.23076923076923,0.3076923076923077,9.486153846153845,9.84,0.0,5.0
David Miller,,23.6,23.6,124.0373043478261,124.0373043478261,1.626086956521739,1.0956521739130434,39.059322033898304,17.05217391304348,0.0,0.0,0.0,0.0,0.0,0.0,10.366666666666667,1.0,12.0
David Warner,,36.34659090909091,36.34659090909091,121.78386363636363,121.78386363636363,3.6704545454545454,1.2840909090909092,56.09659090909091,25.977272727272727,0.0,0.0,0.0,0.0,0.0,0.0,11.223880597014926,4.0,61.0
David Wiese,,13.454545454545455,13.454545454545455,149.56727272727272,149.56727272727272,1.0909090909090908,0.6363636363636364,40.55555555555556,9.181818181818182,19.733333333333334,5.733333333333333,4.0,29.333333333333332,1.0666666666666667,8.754,8.0,0.0,0.0
David Willey,,10.6,10.6,94.856,94.856,1.4,0.0,31.09090909090909,12.4,19.636363636363637,7.636363636363637,4.0,24.727272727272727,0.5454545454545454,7.514545454545455,11.0,0.0,0.0
Davy Jacobs,,13.142857142857142,13.142857142857142,81.61428571428571,81.61428571428571,1.4285714285714286,0.5714285714285714,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
Dawid Malan,,26.0,26.0,100.0,100.0,1.0,1.0,41.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Debabrata Das,,13.818181818181818,13.818181818181818,123.35136363636364,123.35136363636364,1.0454545454545454,0.7272727272727273,22.708333333333332,11.863636363636363,0.0,0.0,0.0,0.0,0.0,0.0,9.714285714285714,0.0,0.0
Deepak Chahar,,6.153846153846154,6.153846153846154,84.23,84.23,0.15384615384615385,0.46153846153846156,35.027027027027025,4.538461538461538,20.931506849315067,9.123287671232877,4.0,27.65753424657534,0.9863013698630136,8.167945205479452,9.0,0.0,0.0
Deepak Hooda,,15.172413793103448,15.172413793103448,116.5783908045977,116.5783908045977,0.9195402298850575,0.6666666666666666,28.183673469387756,11.793103448275861,11.451612903225806,3.2580645161290325,2.0,16.419354838709676,0.3225806451612903,9.391935483870967,11.58974358974359,0.0,7.0
Devdutt Padikkal,,26.68421052631579,26.68421052631579,107.89315789473685,107.89315789473685,2.912280701754386,0.7368421052631579,42.05263157894737,21.280701754385966,0.0,0.0,0.0,0.0,0.0,0.0,9.043478260869565,1.0,9.0
Devon Conway,,42.0,42.0,111.33000000000001,111.33000000000001,4.5,1.3636363636363635,62.31818181818182,29.727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0
Devraj Patil,,6.5,6.5,237.5,237.5,0.5,0.0,19.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
Dewald Brevis,,23.0,23.0,127.01,127.01,2.0,1.5714285714285714,44.285714285714285,16.142857142857142,3.0,1.0,0.3,8.0,1.0,16.0,8.0,0.0,0.0
Dhawal Kulkarni,,4.521739130434782,4.521739130434782,91.12782608695652,91.12782608695652,0.30434782608695654,0.08695652173913043,33.48913043478261,4.695652173913044,19.42391304347826,8.315217391304348,4.0,26.891304347826086,0.9347826086956522,8.65945652173913,9.529411764705882,0.0,0.0
Dhruv Jurel,,13.818181818181818,13.818181818181818,146.29545454545453,146.29545454545453,1.0,0.8181818181818182,24.272727272727273,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Dhruv Shorey,,6.5,6.5,75.69,75.69,0.0,0.5,11.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dilhara Fernando,,2.0,2.0,150.0,150.0,0.0,0.0,54.3,1.5,23.4,10.7,4.0,29.8,1.7,7.708,11.0,0.0,0.0
Dillon du Preez,,10.0,10.0,76.92,76.92,0.0,0.0,67.0,13.0,21.0,9.0,3.5,28.0,2.0,8.0,0.0,0.0,0.0
Dimitri Mascarenhas,,7.181818181818182,7.181818181818182,93.40818181818182,93.40818181818182,0.45454545454545453,0.09090909090909091,55.0,7.090909090909091,23.692307692307693,10.0,4.0,27.384615384615383,1.4615384615384615,6.946153846153846,8.0,0.0,0.0
Dinesh Karthik,,20.43438914027149,20.43438914027149,117.62552036199095,117.62552036199095,1.9864253393665159,0.6289592760180995,36.648305084745765,15.39819004524887,0.0,0.0,0.0,0.0,0.0,0.0,13.942028985507246,0.0,20.0
Dinesh Salunkhe,,11.0,11.0,143.33333333333334,143.33333333333334,1.6666666666666667,0.0,19.4,8.0,9.6,3.0,1.0,15.6,0.2,10.431999999999999,8.0,0.0,0.0
Dirk Nannes,,1.3333333333333333,1.3333333333333333,25.756666666666664,25.756666666666664,0.0,0.0,34.758620689655174,4.333333333333333,22.24137931034483,10.551724137931034,4.0,27.06896551724138,0.9655172413793104,7.174137931034483,8.444444444444445,0.0,0.0
Dishant Yagnik,,10.0,10.0,121.97117647058822,121.97117647058822,1.3529411764705883,0.11764705882352941,21.782608695652176,8.058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
Doddapaneni Kalyankrishna,,3.0,3.0,37.5,37.5,0.0,0.0,21.0,8.0,16.0,3.6666666666666665,3.0,29.0,0.6666666666666666,10.943333333333333,8.0,0.0,0.0
Dominic Thornely,,9.75,9.75,46.525,46.525,0.5,0.5,33.2,13.25,10.5,4.75,1.5,10.0,0.75,6.9575,8.0,0.0,0.0
Domnic Muthuswami,,0.5,0.5,16.665,16.665,0.0,0.0,23.5,1.5,14.0,7.833333333333333,2.5,16.833333333333332,0.6666666666666666,7.916666666666667,0.0,0.0,0.0
Doug Bollinger,,5.25,5.25,60.235,60.235,0.25,0.25,48.333333333333336,5.75,21.333333333333332,10.0,4.0,25.666666666666668,1.3703703703703705,7.324074074074074,8.25,0.0,0.0
Doug Bracewell,,12.0,12.0,133.33,133.33,1.0,0.0,118.0,9.0,24.0,10.0,4.0,32.0,3.0,8.0,14.0,0.0,0.0
Duan Jansen,,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,24.0,6.0,4.0,53.0,1.0,13.25,16.0,0.0,0.0
Dushmantha Chameera,,5.375,5.375,95.505,95.505,0.375,0.375,29.75,3.5,22.0,10.166666666666666,4.0,32.0,0.75,8.706666666666667,11.0,0.0,0.0
Dwaine Pretorius,,8.8,8.8,123.928,123.928,0.6,0.6,37.285714285714285,5.6,21.428571428571427,6.571428571428571,4.0,34.0,0.8571428571428571,9.607142857142858,7.5,0.0,0.0
Dwaraka Ravi Teja,,15.0,15.0,117.66959999999999,117.66959999999999,1.4,0.36,25.178571428571427,12.68,9.0,2.0,1.5,14.0,0.5,9.25,9.636363636363637,0.0,1.0
Dwayne Bravo,,13.805309734513274,13.805309734513274,126.94,126.94,1.0707964601769913,0.584070796460177,52.0,10.654867256637168,19.740506329113924,6.670886075949367,3.45,27.59493670886076,1.1582278481012658,8.392721518987342,11.238095238095237,0.0,5.0
Dwayne Smith,,26.797752808988765,26.797752808988765,114.49550561797753,114.49550561797753,2.752808988764045,1.3146067415730338,50.857142857142854,19.820224719101123,11.717391304347826,3.891304347826087,2.0,17.608695652173914,0.5652173913043478,10.027173913043478,9.61111111111111,0.0,17.0
Eklavya Dwivedi,,12.0,12.0,155.555,155.555,1.0,1.0,19.333333333333332,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Eoin Morgan,,18.733333333333334,18.733333333333334,103.29653333333333,103.29653333333333,1.4933333333333334,0.8533333333333334,31.192307692307693,15.28,0.0,0.0,0.0,0.0,0.0,0.0,10.17142857142857,0.0,5.0
Evin Lewis,,25.153846153846153,25.153846153846153,113.28423076923076,113.28423076923076,2.3846153846153846,1.3846153846153846,39.629629629629626,18.346153846153847,0.0,0.0,0.0,0.0,0.0,0.0,8.666666666666666,0.0,4.0
Fabian Allen,,3.5,3.5,42.205,42.205,0.25,0.0,22.2,4.75,22.5,6.5,4.0,34.0,0.5,9.125,8.0,0.0,0.0
Faf du Plessis,,33.60162601626016,33.60162601626016,118.8409756097561,118.8409756097561,3.040650406504065,1.1788617886178863,51.5,25.048780487804876,6.0,0.0,1.0,16.0,0.0,16.0,10.94915254237288,0.0,33.0
Faiz Fazal,,16.636363636363637,16.636363636363637,88.43727272727273,88.43727272727273,2.0,0.09090909090909091,26.583333333333332,15.727272727272727,6.0,0.5,1.0,10.0,0.0,10.0,10.8,0.0,0.0
Farhaan Behardien,,4.666666666666667,4.666666666666667,76.19,76.19,0.6666666666666666,0.0,11.333333333333334,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Farveez Maharoof,,12.642857142857142,12.642857142857142,111.73642857142856,111.73642857142856,0.8571428571428571,0.6428571428571429,55.9,8.785714285714286,21.0,8.85,4.0,26.0,1.35,7.5329999999999995,8.8,0.0,0.0
Fazalhaq Farooqi,,1.5,1.5,22.5,22.5,0.0,0.0,30.142857142857142,6.5,21.714285714285715,8.285714285714286,4.0,32.42857142857143,0.8571428571428571,8.858571428571429,8.0,0.0,0.0
Fidel Edwards,,2.0,2.0,91.66499999999999,91.66499999999999,0.0,0.0,32.5,2.5,23.333333333333332,12.5,4.0,25.666666666666668,0.8333333333333334,6.646666666666667,0.0,0.0,0.0
Gagandeep Singh,,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,21.0,6.5,3.5,35.25,0.75,10.0825,0.0,0.0,0.0
Gautam Gambhir,,27.74342105263158,27.74342105263158,106.08381578947369,106.08381578947369,3.236842105263158,0.3881578947368421,40.703947368421055,22.394736842105264,0.0,0.0,0.0,0.0,0.0,0.0,8.705882352941176,0.0,36.0
George Bailey,,17.91891891891892,17.91891891891892,107.85027027027027,107.85027027027027,1.5945945945945945,0.5135135135135135,29.736842105263158,14.702702702702704,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0
George Garton,,0.6666666666666666,0.6666666666666666,22.22,22.22,0.0,0.0,20.2,1.3333333333333333,18.0,6.4,3.0,27.0,0.6,9.514,8.0,0.0,0.0
Glenn Maxwell,,22.658333333333335,22.658333333333335,128.22425,128.22425,1.8833333333333333,1.3166666666666667,44.12903225806452,14.375,11.616438356164384,3.767123287671233,2.0,16.08219178082192,0.4246575342465753,8.766438356164384,9.534883720930232,0.0,18.0
Glenn McGrath,,1.3333333333333333,1.3333333333333333,44.443333333333335,44.443333333333335,0.3333333333333333,0.0,32.642857142857146,1.6666666666666667,23.142857142857142,11.571428571428571,4.0,25.5,0.8571428571428571,6.696428571428571,8.0,0.0,0.0
Glenn Phillips,,8.125,8.125,114.11125,114.11125,0.375,0.75,21.5,6.875,7.5,2.5,1.0,10.0,0.5,8.75,8.0,0.0,0.0
Gnaneswara Rao,,19.0,19.0,111.76,111.76,3.0,0.0,23.0,17.0,6.0,3.0,1.0,7.0,0.0,7.0,8.0,0.0,0.0
Graeme Smith,,25.482758620689655,25.482758620689655,82.03448275862068,82.03448275862068,3.2413793103448274,0.3103448275862069,37.206896551724135,23.03448275862069,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,0.0,4.0
Graham Napier,,15.0,15.0,93.75,93.75,1.0,0.0,47.0,16.0,24.0,9.0,4.0,27.0,1.0,6.75,0.0,0.0,0.0
Gurinder Sandhu,,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,24.0,5.0,4.0,41.0,0.5,10.25,0.0,0.0,0.0
Gurkeerat Singh,,0.0,0.0,0.0,0.0,0.0,0.0,13.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.882352941176471,0.0,0.0
Gurkeerat Singh Mann,,15.96875,15.96875,106.68125,106.68125,1.71875,0.34375,27.96875,13.1875,13.0,4.333333333333333,2.5,16.166666666666668,0.8333333333333334,7.581666666666667,12.0,0.0,2.0
Gurnoor Brar,,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,18.0,7.0,3.0,42.0,0.0,14.0,0.0,0.0,0.0
Halhadar Das,,2.0,2.0,40.0,40.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hanuma Vihari,,12.347826086956522,12.347826086956522,80.53869565217391,80.53869565217391,1.0,0.043478260869565216,21.565217391304348,13.956521739130435,7.0,3.0,1.0,7.833333333333333,0.16666666666666666,7.416666666666667,7.5,0.0,0.0
Harbhajan Singh,,9.255555555555556,9.255555555555556,117.29033333333332,117.29033333333332,0.8777777777777778,0.4666666666666667,40.66257668711656,6.711111111111111,21.35,8.2,4.0,25.1875,0.9375,7.3045625,11.0,0.0,1.0
Hardik Pandya,,20.078260869565216,20.078260869565216,139.62608695652173,139.62608695652173,1.4956521739130435,1.0869565217391304,44.91935483870968,13.765217391304347,14.839506172839506,5.481481481481482,2.0,21.765432098765434,0.654320987654321,8.847777777777777,10.610169491525424,0.0,10.0
Hardus Viljoen,,1.0,1.0,33.33,33.33,0.0,0.0,35.0,2.3333333333333335,23.0,7.833333333333333,4.0,37.0,1.1666666666666667,9.555,0.0,0.0,0.0
Harmeet Singh,,3.0,3.0,68.055,68.055,0.5,0.0,34.5,2.0,19.607142857142858,7.607142857142857,3.75,26.107142857142858,0.9642857142857143,8.498928571428571,7.0,0.0,0.0
Harpreet Brar,,9.294117647058824,9.294117647058824,120.23764705882353,120.23764705882353,0.6470588235294118,0.4117647058823529,32.77777777777778,8.0,17.346153846153847,6.346153846153846,3.0,22.76923076923077,0.6923076923076923,8.032692307692308,8.0,0.0,0.0
Harpreet Singh,,16.0,16.0,109.88,109.88,1.3333333333333333,0.5,27.0,14.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
Harry Brook,,17.272727272727273,17.272727272727273,79.15363636363637,79.15363636363637,2.090909090909091,0.36363636363636365,27.545454545454547,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0
Harry Gurney,,1.0,1.0,20.0,20.0,0.0,0.0,27.75,5.0,20.25,6.375,4.0,29.75,0.875,8.77,0.0,0.0,0.0
Harshal Patel,,6.2105263157894735,6.2105263157894735,96.60868421052632,96.60868421052632,0.39473684210526316,0.3684210526315789,42.8,4.842105263157895,20.97752808988764,7.53932584269663,4.0,30.02247191011236,1.247191011235955,8.730337078651685,9.666666666666666,0.0,0.0
Harshit Rana,,0.6666666666666666,0.6666666666666666,66.66666666666667,66.66666666666667,0.0,0.0,25.25,1.0,16.5,7.75,3.0,24.75,0.75,9.385,8.0,0.0,0.0
Hashim Amla,,36.0625,36.0625,105.454375,105.454375,3.75,1.3125,51.8125,25.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Heinrich Klaasen,,30.235294117647058,30.235294117647058,149.52882352941174,149.52882352941174,2.176470588235294,1.5294117647058822,53.588235294117645,18.235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,20.571428571428573,1.0,2.0
Herschelle Gibbs,,24.61111111111111,24.61111111111111,95.48833333333333,95.48833333333333,2.3055555555555554,0.8611111111111112,40.75,22.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,9.478260869565217,0.0,6.0
Himanshu Sharma,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,4.0,3.0,28.0,0.0,9.33,0.0,0.0,0.0
Hrithik Shokeen,,11.0,11.0,80.56333333333333,80.56333333333333,1.5,0.0,23.384615384615383,10.833333333333334,15.692307692307692,6.3076923076923075,3.0,24.153846153846153,0.38461538461538464,10.139999999999999,9.2,0.0,0.0
Imran Tahir,,3.6666666666666665,3.6666666666666665,71.45333333333333,71.45333333333333,0.5555555555555556,0.0,46.33898305084746,4.111111111111111,22.305084745762713,7.6440677966101696,4.0,28.864406779661017,1.3898305084745763,7.858305084745762,8.444444444444445,0.0,0.0
Iqbal Abdulla,,6.769230769230769,6.769230769230769,83.94461538461539,83.94461538461539,0.6923076923076923,0.07692307692307693,33.8125,6.461538461538462,19.166666666666668,7.208333333333333,3.25,23.104166666666668,0.8333333333333334,7.364791666666666,9.2,0.0,0.0
Irfan Pathan,,13.890243902439025,13.890243902439025,121.42560975609756,121.42560975609756,1.0609756097560976,0.45121951219512196,44.333333333333336,11.536585365853659,20.22772277227723,8.762376237623762,4.0,26.22772277227723,0.7920792079207921,7.937425742574257,9.67741935483871,0.0,1.0
Ish Sodhi,,3.5,3.5,35.6,35.6,0.0,0.0,38.25,8.5,22.625,8.25,4.0,25.25,1.125,6.78625,0.0,0.0,0.0
Ishan Kishan,,27.341176470588234,27.341176470588234,115.87529411764706,115.87529411764706,2.588235294117647,1.2117647058823529,44.48275862068966,20.36470588235294,0.0,0.0,0.0,0.0,0.0,0.0,12.564102564102564,0.0,15.0
Ishan Malhotra,,7.0,7.0,175.0,175.0,1.0,0.0,12.0,4.0,6.0,0.0,1.0,23.0,0.0,23.0,0.0,0.0,0.0
Ishan Porel,,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,24.0,10.0,4.0,39.0,1.0,9.75,0.0,0.0,0.0
Ishank Jaggi,,10.857142857142858,10.857142857142858,69.95714285714286,69.95714285714286,0.8571428571428571,0.0,18.0,13.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Ishant Sharma,,2.1538461538461537,2.1538461538461537,78.71769230769232,78.71769230769232,0.15384615384615385,0.07692307692307693,29.128712871287128,2.3846153846153846,21.257425742574256,9.653465346534654,4.0,28.782178217821784,0.8118811881188119,8.215445544554456,9.666666666666666,0.0,0.0
Ishwar Pandey,,0.0,0.0,0.0,0.0,0.0,0.0,28.666666666666668,2.0,19.25,9.291666666666666,3.0,24.625,0.75,7.932916666666666,8.0,0.0,0.0
Isuru Udana,,3.75,3.75,108.3325,108.3325,0.25,0.25,29.0,2.75,17.4,4.9,3.0,28.2,0.8,9.449,10.0,0.0,0.0
Jacob Oram,,8.833333333333334,8.833333333333334,86.42166666666667,86.42166666666667,0.5,0.4166666666666667,32.46666666666667,9.0,16.928571428571427,6.142857142857143,3.5,24.928571428571427,0.6428571428571429,9.630714285714287,10.571428571428571,0.0,0.0
