date,event,match_id,teamname,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
['2021-01-19'],Syed Mushtaq Ali Trophy,1244398,Sikkim,11,0,0,0,0,0.0,"[9, 11, 13]",3.0,18,7,0,17,1,0,1,0,0,0,0,5.67,0,0,1,0,0,0,36,12,48
['2021-01-17'],Syed Mushtaq Ali Trophy,1244380,Sikkim,7,0,0,0,0,0.0,"[5, 7, 9, 11]",4.0,24,7,0,23,1,0,2,0,0,0,3,5.75,0,0,0,0,0,0,61,0,61
