match_id,match_number,team1,team2,toss_winner,toss_decision,winner,venue_id,matches,total_runs,total_wickets,bowled_wickets,caught_wickets,lbw_wickets,precipitation,temperature_2m,relative_humidity_2m,dew_point_2m,rain,wind_speed_100m
1023607,0.09923664122137404,Hobart Hurricanes,Adelaide Strikers,Hobart Hurricanes,field,Hobart Hurricanes,905,0.24605678233438485,0.2722235211596914,0.23241296518607443,0.22554347826086954,0.2698933552091879,0.17445482866043613,0.0,0.45759304746537605,0.714420423353082,0.6183656236447562,0.0,0.40447598295902615
1023609,0.10687022900763359,Brisbane Heat,Sydney Sixers,Sydney Sixers,field,Sydney Sixers,209,0.22082018927444794,0.246481178396072,0.21656662665066026,0.17391304347826086,0.25922887612797374,0.12461059190031153,0.0,0.6204152663893222,0.8236518004891622,0.8187241909803009,0.0,0.5426959020546706
1023611,0.11450381679389313,Sydney Thunder,Melbourne Stars,Sydney Thunder,field,Sydney Thunder,2967,0.11356466876971609,0.11129296235679215,0.10444177671068428,0.10733695652173912,0.11525840853158327,0.1059190031152648,0.0,0.5829886868053236,0.7307917510287686,0.7445709493938244,0.0,0.28542381319685195
1023613,0.12213740458015267,Perth Scorchers,Brisbane Heat,Perth Scorchers,bat,Brisbane Heat,213,0.11041009463722398,0.11643675473462707,0.09963985594237695,0.08016304347826086,0.11484823625922888,0.056074766355140186,0.0,0.6113038559644743,0.6259622327686036,0.7263390490427091,0.0,0.61885331908619
1023615,0.1297709923664122,Adelaide Strikers,Hobart Hurricanes,Adelaide Strikers,field,Adelaide Strikers,131,0.28075709779179814,0.31631985036240357,0.2590636254501801,0.28532608695652173,0.29327317473338804,0.2367601246105919,0.0,0.8449948476490572,0.21381140747640204,0.6383093079419953,0.0,0.4652858269740103
1023617,0.13740458015267173,Melbourne Renegades,Melbourne Stars,Melbourne Renegades,field,Melbourne Stars,1177,0.21451104100946372,0.233832125321487,0.20336134453781513,0.20380434782608695,0.22641509433962265,0.16199376947040497,0.0,0.795948964674016,0.279074734253378,0.663732673964698,0.0,0.5074959392704486
1023619,0.1450381679389313,Hobart Hurricanes,Sydney Thunder,Sydney Thunder,field,Sydney Thunder,905,0.24605678233438485,0.2722235211596914,0.23241296518607443,0.22554347826086954,0.2698933552091879,0.17445482866043613,0.0,0.5455722602247284,0.5545420475217214,0.6291021931496183,0.0,0.3768027992786988
1023621,0.15267175572519082,Sydney Sixers,Melbourne Renegades,Melbourne Renegades,bat,Sydney Sixers,132,0.2586750788643533,0.2685293429974281,0.24465786314525811,0.2418478260869565,0.2719442165709598,0.18691588785046728,0.0,0.6305480244613274,0.7756048678194757,0.8098310702017453,0.0,0.34608037626960586
1023623,0.16030534351145037,Melbourne Stars,Adelaide Strikers,Melbourne Stars,field,Melbourne Stars,61,0.277602523659306,0.2924245966799158,0.26482593037214885,0.2323369565217391,0.2940935192780968,0.17445482866043613,0.0,0.5352878138548621,0.7758165841602246,0.7174560571033091,0.0,0.34448864724607164
1023625,0.1679389312977099,Brisbane Heat,Perth Scorchers,Brisbane Heat,field,Perth Scorchers,209,0.22082018927444794,0.246481178396072,0.21656662665066026,0.17391304347826086,0.25922887612797374,0.12461059190031153,0.0,0.6699667770238998,0.8096764705867541,0.8614678517012822,0.0,0.39292897416365397
1023627,0.17557251908396945,Melbourne Renegades,Hobart Hurricanes,Hobart Hurricanes,field,Hobart Hurricanes,1177,0.21451104100946372,0.233832125321487,0.20336134453781513,0.20380434782608695,0.22641509433962265,0.16199376947040497,0.0,0.578529071073318,0.6242248437661362,0.6916882902916399,0.0,0.1970266821486974
1023629,0.18320610687022898,Sydney Sixers,Sydney Thunder,Sydney Sixers,bat,Sydney Thunder,132,0.2586750788643533,0.2685293429974281,0.24465786314525811,0.2418478260869565,0.2719442165709598,0.18691588785046728,0.0034246574447669084,0.6536047064115112,0.8044214869082043,0.8434587756827492,0.0034246574447669084,0.4179344795866507
1023631,0.19083969465648853,Perth Scorchers,Melbourne Stars,Perth Scorchers,bat,Melbourne Stars,213,0.11041009463722398,0.11643675473462707,0.09963985594237695,0.08016304347826086,0.11484823625922888,0.056074766355140186,0.0,0.7189014219138431,0.299705973546062,0.6175552962546355,0.0,0.47486972663492016
1023633,0.19847328244274806,Adelaide Strikers,Melbourne Renegades,Adelaide Strikers,field,Melbourne Renegades,131,0.28075709779179814,0.31631985036240357,0.2590636254501801,0.28532608695652173,0.29327317473338804,0.2367601246105919,0.0,0.6566991072376619,0.40163247942214675,0.6411453829055438,0.0,0.09222869523413503
1023635,0.20610687022900762,Melbourne Stars,Brisbane Heat,Melbourne Stars,bat,Brisbane Heat,61,0.277602523659306,0.2924245966799158,0.26482593037214885,0.2323369565217391,0.2940935192780968,0.17445482866043613,0.0,0.6137612063898217,0.6202305848714538,0.7219127463317423,0.0,0.4210320409865619
1023637,0.21374045801526714,Sydney Thunder,Adelaide Strikers,Sydney Thunder,field,Adelaide Strikers,2967,0.11356466876971609,0.11129296235679215,0.10444177671068428,0.10733695652173912,0.11525840853158327,0.1059190031152648,0.0,0.5973485325612666,0.6855264291743555,0.7405194238604516,0.0,0.45438001873717315
1023639,0.2213740458015267,Brisbane Heat,Melbourne Renegades,Brisbane Heat,field,Melbourne Renegades,209,0.22082018927444794,0.246481178396072,0.21656662665066026,0.17391304347826086,0.25922887612797374,0.12461059190031153,0.0,0.7037427046809386,0.8528993215066892,0.9113017808618478,0.0,0.30388356087412416
1023641,0.22900763358778622,Hobart Hurricanes,Perth Scorchers,Perth Scorchers,field,Perth Scorchers,905,0.24605678233438485,0.2722235211596914,0.23241296518607443,0.22554347826086954,0.2698933552091879,0.17445482866043613,0.0,0.5459767623523575,0.49934229011491355,0.6007414435141335,0.0,0.2026264603692237
1023643,0.23664122137404578,Melbourne Stars,Sydney Sixers,Sydney Sixers,field,Sydney Sixers,61,0.277602523659306,0.2924245966799158,0.26482593037214885,0.2323369565217391,0.2940935192780968,0.17445482866043613,0.0,0.5174897000140707,0.6777463139047538,0.6581010393942233,0.0,0.3676727605053277
1023645,0.2442748091603053,Perth Scorchers,Melbourne Stars,Perth Scorchers,field,Perth Scorchers,213,0.11041009463722398,0.11643675473462707,0.09963985594237695,0.08016304347826086,0.11484823625922888,0.056074766355140186,0.0,0.6626756261733834,0.40955797149238476,0.6471315268464622,0.0,0.5723907145638958
1023647,0.25190839694656486,Brisbane Heat,Sydney Sixers,Sydney Sixers,field,,209,0.22082018927444794,0.246481178396072,0.21656662665066026,0.17391304347826086,0.25922887612797374,0.12461059190031153,0.0,0.6471124068128498,0.8125318270690408,0.8403999067731357,0.0,0.2741237635105998
1023649,0.2595419847328244,Perth Scorchers,Sydney Sixers,Perth Scorchers,field,Perth Scorchers,213,0.11041009463722398,0.11643675473462707,0.09963985594237695,0.08016304347826086,0.11484823625922888,0.056074766355140186,0.0,0.8202292048849591,0.3400050770306068,0.7370756388052495,0.0,0.37209722931611233
1114856,0.0,Sydney Thunder,Sydney Sixers,Sydney Thunder,field,Sydney Thunder,2967,0.11356466876971609,0.11129296235679215,0.10444177671068428,0.10733695652173912,0.11525840853158327,0.1059190031152648,0.0,0.729620728296017,0.5431347290019126,0.7956203493818929,0.0,0.38063767217037525
1114857,0.007633587786259542,Brisbane Heat,Melbourne Stars,Melbourne Stars,field,Brisbane Heat,209,0.22082018927444794,0.246481178396072,0.21656662665066026,0.17391304347826086,0.25922887612797374,0.12461059190031153,0.0,0.6558092227819841,0.7488716427243809,0.8235860337749554,0.0,0.4879080211969763
1114858,0.015267175572519085,Hobart Hurricanes,Melbourne Renegades,Melbourne Renegades,field,Melbourne Renegades,905,0.24605678233438485,0.2722235211596914,0.23241296518607443,0.22554347826086954,0.2698933552091879,0.17445482866043613,0.0,0.5063355538446954,0.5849627348086287,0.6078316207941655,0.0,0.388083653438758
1114859,0.022900763358778626,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,bat,Adelaide Strikers,131,0.28075709779179814,0.31631985036240357,0.2590636254501801,0.28532608695652173,0.29327317473338804,0.2367601246105919,0.0,0.5810572498212132,0.5445502250059089,0.6571489487712817,0.0,0.27627544536201176
1114860,0.03053435114503817,Sydney Sixers,Perth Scorchers,Perth Scorchers,field,Perth Scorchers,132,0.2586750788643533,0.2685293429974281,0.24465786314525811,0.2418478260869565,0.2719442165709598,0.18691588785046728,0.0,0.6770657489135797,0.6796095860244088,0.8128697219484043,0.0,0.5593660501584592
1114861,0.03816793893129771,Melbourne Renegades,Brisbane Heat,Melbourne Renegades,field,Melbourne Renegades,1177,0.21451104100946372,0.233832125321487,0.20336134453781513,0.20380434782608695,0.22641509433962265,0.16199376947040497,0.020547945524765812,0.5667985498222836,0.6819788523084032,0.7006016687485066,0.020547945524765812,0.3683445372709496
1114862,0.04580152671755725,Perth Scorchers,Melbourne Stars,Melbourne Stars,field,Perth Scorchers,213,0.11041009463722398,0.11643675473462707,0.09963985594237695,0.08016304347826086,0.11484823625922888,0.056074766355140186,0.0,0.6064498102078175,0.5330307415357864,0.674276795525605,0.0,0.5223295320778268
1114863,0.05343511450381679,Brisbane Heat,Sydney Thunder,Sydney Thunder,bat,Brisbane Heat,209,0.22082018927444794,0.246481178396072,0.21656662665066026,0.17391304347826086,0.25922887612797374,0.12461059190031153,0.006849314889533817,0.6309323217076815,0.8019037193637871,0.8193319213296326,0.006849314889533817,0.24953489431757656
1114864,0.06106870229007634,Sydney Sixers,Adelaide Strikers,Sydney Sixers,field,Adelaide Strikers,132,0.2586750788643533,0.2685293429974281,0.24465786314525811,0.2418478260869565,0.2719442165709598,0.18691588785046728,0.0,0.6230647553252935,0.8172934196230631,0.8183392950923907,0.0,0.46945997079347795
1114865,0.06870229007633588,Melbourne Renegades,Perth Scorchers,Perth Scorchers,field,Perth Scorchers,1177,0.21451104100946372,0.233832125321487,0.20336134453781513,0.20380434782608695,0.22641509433962265,0.16199376947040497,0.006849314889533817,0.5552702391848513,0.8804897111100008,0.7747447713669884,0.006849314889533817,0.2131014856731899
1114866,0.07633587786259542,Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,field,Sydney Thunder,3009,0.031545741324921134,0.030792611643675475,0.0319327731092437,0.024456521739130436,0.03773584905660377,0.04361370716510903,0.0,0.43938033916887104,0.4669270928772537,0.4824264733383842,0.0,0.3242213208522931
1114867,0.08396946564885496,Adelaide Strikers,Brisbane Heat,Adelaide Strikers,bat,Adelaide Strikers,131,0.28075709779179814,0.31631985036240357,0.2590636254501801,0.28532608695652173,0.29327317473338804,0.2367601246105919,0.0,0.5412137497995237,0.7126285404055175,0.6946256536467437,0.0,0.28807987749432445
1114868,0.0916030534351145,Sydney Thunder,Hobart Hurricanes,Sydney Thunder,field,Hobart Hurricanes,2967,0.11356466876971609,0.11129296235679215,0.10444177671068428,0.10733695652173912,0.11525840853158327,0.1059190031152648,0.0,0.6177758900065415,0.7834576767494289,0.7986589606131953,0.0,0.24514883322196104
1114869,0.09923664122137404,Perth Scorchers,Sydney Sixers,Perth Scorchers,field,Perth Scorchers,213,0.11041009463722398,0.11643675473462707,0.09963985594237695,0.08016304347826086,0.11484823625922888,0.056074766355140186,0.0,0.6646981368115294,0.5122447625831733,0.7137792884898515,0.0,0.48909186195169263
1114870,0.10687022900763359,Melbourne Stars,Brisbane Heat,Brisbane Heat,field,Brisbane Heat,61,0.277602523659306,0.2924245966799158,0.26482593037214885,0.2323369565217391,0.2940935192780968,0.17445482866043613,0.0,0.510613204294587,0.6665326592913721,0.6483773740625924,0.0,0.5079188573696709
1114871,0.11450381679389313,Melbourne Renegades,Sydney Sixers,Melbourne Renegades,field,Melbourne Renegades,564,0.05362776025236593,0.050409165302782326,0.05258103241296519,0.05570652173913043,0.05988515176374077,0.059190031152647975,0.0,0.5079333372488307,0.6496051777736966,0.6379953341858522,0.0,0.3982004788932705
1114872,0.12213740458015267,Hobart Hurricanes,Adelaide Strikers,Hobart Hurricanes,bat,Hobart Hurricanes,905,0.24605678233438485,0.2722235211596914,0.23241296518607443,0.22554347826086954,0.2698933552091879,0.17445482866043613,0.0,0.5310101836300769,0.5866479548007222,0.6307228276721815,0.0,0.2890608322013621
1114873,0.1297709923664122,Brisbane Heat,Perth Scorchers,Perth Scorchers,field,Brisbane Heat,209,0.22082018927444794,0.246481178396072,0.21656662665066026,0.17391304347826086,0.25922887612797374,0.12461059190031153,0.0,0.6297188557750066,0.8315881913484195,0.8302710676176054,0.0,0.23741658533899887
1114874,0.13740458015267173,Melbourne Stars,Melbourne Renegades,Melbourne Renegades,field,Melbourne Renegades,61,0.277602523659306,0.2924245966799158,0.26482593037214885,0.2323369565217391,0.2940935192780968,0.17445482866043613,0.0,0.6105251691436817,0.6275655961223187,0.7261668385193867,0.0,0.4667169267679434
1114875,0.1450381679389313,Sydney Thunder,Adelaide Strikers,Adelaide Strikers,bat,Adelaide Strikers,2967,0.11356466876971609,0.11129296235679215,0.10444177671068428,0.10733695652173912,0.11525840853158327,0.1059190031152648,0.0,0.6521585708550242,0.7242342253015329,0.8085852432432934,0.0,0.44646836266799583
1114876,0.15267175572519082,Hobart Hurricanes,Sydney Sixers,Hobart Hurricanes,bat,Hobart Hurricanes,905,0.24605678233438485,0.2722235211596914,0.23241296518607443,0.22554347826086954,0.2698933552091879,0.17445482866043613,0.0,0.5174593623544985,0.7043651963957444,0.6712381640366243,0.0,0.3727056208546179
1114877,0.16030534351145037,Perth Scorchers,Melbourne Renegades,Perth Scorchers,field,Perth Scorchers,213,0.11041009463722398,0.11643675473462707,0.09963985594237695,0.08016304347826086,0.11484823625922888,0.056074766355140186,0.0,0.7494413325498481,0.1631337848671879,0.489729372446825,0.0,0.4304948855278606
1114878,0.1679389312977099,Adelaide Strikers,Melbourne Stars,Melbourne Stars,bat,Adelaide Strikers,131,0.28075709779179814,0.31631985036240357,0.2590636254501801,0.28532608695652173,0.29327317473338804,0.2367601246105919,0.0,0.5096625838444455,0.5824030553187932,0.6056944458611878,0.0,0.4366231739044538
1114879,0.17557251908396945,Brisbane Heat,Hobart Hurricanes,Hobart Hurricanes,bat,Hobart Hurricanes,209,0.22082018927444794,0.246481178396072,0.21656662665066026,0.17391304347826086,0.25922887612797374,0.12461059190031153,0.0,0.6477191802294,0.8139249994916672,0.8410076371224675,0.0,0.2734516701520979
1114880,0.18320610687022898,Sydney Thunder,Perth Scorchers,Sydney Thunder,bat,Sydney Thunder,2967,0.11356466876971609,0.11129296235679215,0.10444177671068428,0.10733695652173912,0.11525840853158327,0.1059190031152648,0.0,0.6048318219224069,0.8636055301865379,0.8177011782255923,0.0,0.29219030283101255
1114881,0.19083969465648853,Melbourne Renegades,Melbourne Stars,Melbourne Renegades,field,Melbourne Stars,1177,0.21451104100946372,0.233832125321487,0.20336134453781513,0.20380434782608695,0.22641509433962265,0.16199376947040497,0.2260273742313287,0.5249325391624482,0.8983029191167696,0.7514484413092686,0.2260273742313287,0.20674405070266783
1114882,0.19847328244274806,Adelaide Strikers,Perth Scorchers,Perth Scorchers,field,Perth Scorchers,1301,0.0031545741324921135,0.0034837502922609306,0.00624249699879952,0.00815217391304348,0.0061525840853158325,0.009345794392523364,0.0,0.7485817655286361,0.5718245707677909,0.828792257100898,0.0,0.365634018998131
1114883,0.20610687022900762,Sydney Sixers,Sydney Thunder,Sydney Sixers,field,Sydney Sixers,132,0.2586750788643533,0.2685293429974281,0.24465786314525811,0.2418478260869565,0.2719442165709598,0.18691588785046728,0.010273972676766469,0.5846370127503062,0.7873209082143461,0.7699234236712775,0.010273972676766469,0.4183897734735406
1114884,0.21374045801526714,Hobart Hurricanes,Brisbane Heat,Brisbane Heat,bat,Hobart Hurricanes,905,0.24605678233438485,0.2722235211596914,0.23241296518607443,0.22554347826086954,0.2698933552091879,0.17445482866043613,0.0,0.4280643719233376,0.5677703474933685,0.5263957641125412,0.0,0.4839168513993188
1114885,0.2213740458015267,Melbourne Stars,Sydney Sixers,Sydney Sixers,field,Sydney Sixers,61,0.277602523659306,0.2924245966799158,0.26482593037214885,0.2323369565217391,0.2940935192780968,0.17445482866043613,0.0,0.5259842446942841,0.6224443224905226,0.6423000503115959,0.0,0.3744343512812412
1114886,0.22900763358778622,Adelaide Strikers,Hobart Hurricanes,Adelaide Strikers,bat,Adelaide Strikers,131,0.28075709779179814,0.31631985036240357,0.2590636254501801,0.28532608695652173,0.29327317473338804,0.2367601246105919,0.0,0.7335544912621047,0.24124940339464113,0.5744976212621544,0.0,0.29936481403625625
1114887,0.23664122137404578,Sydney Sixers,Brisbane Heat,Sydney Sixers,field,Sydney Sixers,132,0.2586750788643533,0.2685293429974281,0.24465786314525811,0.2418478260869565,0.2719442165709598,0.18691588785046728,0.0,0.5492431170329634,0.8410097526129047,0.7541224548463287,0.0,0.21433213218578476
1114888,0.2442748091603053,Melbourne Stars,Sydney Thunder,Sydney Thunder,field,Sydney Thunder,61,0.277602523659306,0.2924245966799158,0.26482593037214885,0.2323369565217391,0.2940935192780968,0.17445482866043613,0.0,0.6182107702439557,0.7075942677246776,0.7676950993147393,0.0,0.28233221707330963
1114889,0.25190839694656486,Perth Scorchers,Hobart Hurricanes,Perth Scorchers,field,Perth Scorchers,213,0.11041009463722398,0.11643675473462707,0.09963985594237695,0.08016304347826086,0.11484823625922888,0.056074766355140186,0.0,0.6553945878760576,0.6941102354535393,0.7996718242710701,0.0,0.45502641808405214
1114890,0.2595419847328244,Melbourne Renegades,Adelaide Strikers,Melbourne Renegades,field,Adelaide Strikers,1177,0.21451104100946372,0.233832125321487,0.20336134453781513,0.20380434782608695,0.22641509433962265,0.16199376947040497,0.0,0.535651845544622,0.728029970539076,0.6989810544836218,0.0,0.35880619365918187
1114891,0.26717557251908397,Sydney Sixers,Melbourne Stars,Sydney Sixers,field,Sydney Sixers,132,0.2586750788643533,0.2685293429974281,0.24465786314525811,0.2418478260869565,0.2719442165709598,0.18691588785046728,0.0,0.6307502957502484,0.8166269734026192,0.8258346360674831,0.0,0.4574863280982401
1114892,0.27480916030534347,Sydney Thunder,Melbourne Renegades,Sydney Thunder,field,Melbourne Renegades,757,0.09779179810725552,0.10647650222118307,0.08955582232893158,0.1059782608695652,0.09762100082034454,0.08099688473520249,0.0,0.6037902087186555,0.7891561864367223,0.7878920045908666,0.0,0.10575920341171462
1114893,0.282442748091603,Perth Scorchers,Adelaide Strikers,Perth Scorchers,field,Perth Scorchers,213,0.11041009463722398,0.11643675473462707,0.09963985594237695,0.08016304347826086,0.11484823625922888,0.056074766355140186,0.0,0.624247883598396,0.6251696930296398,0.7338343900178015,0.0,0.5650345790222775
1114894,0.2900763358778626,Melbourne Stars,Hobart Hurricanes,Melbourne Stars,field,Melbourne Stars,61,0.277602523659306,0.2924245966799158,0.26482593037214885,0.2323369565217391,0.2940935192780968,0.17445482866043613,0.0,0.7696968170410934,0.5719917977467992,0.8485232762912276,0.0,0.20468133145051307
1114895,0.29770992366412213,Brisbane Heat,Melbourne Renegades,Brisbane Heat,field,Melbourne Renegades,209,0.22082018927444794,0.246481178396072,0.21656662665066026,0.17391304347826086,0.25922887612797374,0.12461059190031153,0.0,0.6725960610785962,0.8002189306944251,0.8598472779517539,0.0,0.3012643713157706
1114896,0.30534351145038163,Perth Scorchers,Hobart Hurricanes,Perth Scorchers,field,Hobart Hurricanes,3404,0.14826498422712933,0.16289455225625438,0.1452581032412965,0.11413043478260869,0.17432321575061527,0.08722741433021806,0.0,0.7275072249042608,0.348300959606439,0.6654748545571276,0.0,0.27002171955383797
1114897,0.3129770992366412,Adelaide Strikers,Melbourne Renegades,Adelaide Strikers,bat,Adelaide Strikers,131,0.28075709779179814,0.31631985036240357,0.2590636254501801,0.28532608695652173,0.29327317473338804,0.2367601246105919,0.0,0.5772144593836294,0.5836590039924145,0.6729499378539089,0.0,0.6369708965114023
1114898,0.32061068702290074,Adelaide Strikers,Hobart Hurricanes,Adelaide Strikers,bat,Adelaide Strikers,131,0.28075709779179814,0.31631985036240357,0.2590636254501801,0.28532608695652173,0.29327317473338804,0.2367601246105919,0.0,0.7770384699822442,0.23842541775101822,0.6067073297767408,0.0,0.3738762980106428
1152511,0.0,Brisbane Heat,Adelaide Strikers,Adelaide Strikers,field,Adelaide Strikers,209,0.22082018927444794,0.246481178396072,0.21656662665066026,0.17391304347826086,0.25922887612797374,0.12461059190031153,0.0,0.6396291174517095,0.9208531658420668,0.8722044617215008,0.0,0.26815998679208236
1152512,0.007633587786259542,Melbourne Renegades,Perth Scorchers,Melbourne Renegades,field,Melbourne Renegades,1177,0.21451104100946372,0.233832125321487,0.20336134453781513,0.20380434782608695,0.22641509433962265,0.16199376947040497,0.0,0.49257236895211165,0.7441621245001331,0.663935271005487,0.0,0.5080837689345424
1152513,0.015267175572519085,Sydney Thunder,Melbourne Stars,Melbourne Stars,field,Sydney Thunder,757,0.09779179810725552,0.10647650222118307,0.08955582232893158,0.1059782608695652,0.09762100082034454,0.08099688473520249,0.11643835312207489,0.4844620810680397,0.850804776242437,0.6943015307937668,0.11643835312207489,0.3053471197696405
1152514,0.022900763358778626,Sydney Sixers,Perth Scorchers,Sydney Sixers,bat,Sydney Sixers,132,0.2586750788643533,0.2685293429974281,0.24465786314525811,0.2418478260869565,0.2719442165709598,0.18691588785046728,0.0,0.5514678585098176,0.6358123815472304,0.6747123558669712,0.0,0.69927640860504
1152515,0.03053435114503817,Brisbane Heat,Hobart Hurricanes,Brisbane Heat,field,Hobart Hurricanes,950,0.05993690851735015,0.06434416647182604,0.0631452581032413,0.051630434782608696,0.07465135356849877,0.059190031152647975,0.02397260211336836,0.6038205666033339,0.8203955768682799,0.8008872647120554,0.02397260211336836,0.7274206824906868
1152516,0.03816793893129771,Adelaide Strikers,Melbourne Renegades,Melbourne Renegades,field,Melbourne Renegades,131,0.28075709779179814,0.31631985036240357,0.2590636254501801,0.28532608695652173,0.29327317473338804,0.2367601246105919,0.0,0.622518677452994,0.36110058790341126,0.5740924676959333,0.0,0.32871254077239126
1152517,0.04580152671755725,Hobart Hurricanes,Melbourne Stars,Hobart Hurricanes,field,Hobart Hurricanes,905,0.24605678233438485,0.2722235211596914,0.23241296518607443,0.22554347826086954,0.2698933552091879,0.17445482866043613,0.0,0.7217329368072475,0.23238512161927333,0.5527307398396164,0.0,0.48981239402082205
1152518,0.05343511450381679,Sydney Thunder,Sydney Sixers,Sydney Sixers,field,Sydney Thunder,2967,0.11356466876971609,0.11129296235679215,0.10444177671068428,0.10733695652173912,0.11525840853158327,0.1059190031152648,0.0,0.5698423878824806,0.7834627789817401,0.752471433806299,0.0,0.3995722758419598
1152519,0.06106870229007634,Perth Scorchers,Adelaide Strikers,Perth Scorchers,field,Perth Scorchers,3404,0.14826498422712933,0.16289455225625438,0.1452581032412965,0.11413043478260869,0.17432321575061527,0.08722741433021806,0.0,0.629415438729072,0.4992106525212842,0.667298045605123,0.0,0.45116251862412204
1152520,0.06870229007633588,Sydney Sixers,Melbourne Stars,Melbourne Stars,field,Melbourne Stars,132,0.2586750788643533,0.2685293429974281,0.24465786314525811,0.2418478260869565,0.2719442165709598,0.18691588785046728,0.0,0.6194242361766306,0.7059533477331253,0.7683028094063928,0.0,0.5656625826565548
1152521,0.07633587786259542,Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,field,Hobart Hurricanes,905,0.24605678233438485,0.2722235211596914,0.23241296518607443,0.22554347826086954,0.2698933552091879,0.17445482866043613,0.0,0.5128075878867626,0.8323155487545995,0.7162102098871788,0.0,0.1732703522531624
