Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
Hong Kong,M Coetzee,3f149080,1,35,18,5,1,194.44,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,6,71,0,8,79
Hong Kong,Nizakat Khan,e3eb9e46,2,2,2,0,0,100.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,2
Hong Kong,Anshuman Rath,552b228c,3,19,11,4,0,172.73,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,41,0,0,41
Hong Kong,Babar Hayat,fbb657bb,4,52,30,2,5,173.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,104,0,0,104
Hong Kong,JJ Atkinson,bf2d865c,5,68,36,8,3,188.89,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,6,132,0,8,140
Hong Kong,Haroon Arshad,be0f9ce9,6,0,0,0,0,0.0,"[1, 3, 17, 19]",4.0,24,10,1,35,3,2,1,0,0,1,0,8.75,1,0,0,0,0,0,47,8,55
Hong Kong,Aizaz Khan,f6c2659d,7,0,0,0,0,0.0,"[5, 7, 16, 18]",4.0,24,8,0,44,2,4,2,0,1,0,3,11.0,1,0,0,0,0,0,64,8,72
Hong Kong,Nasrulla Rana,9ffb7550,8,0,0,0,0,0.0,"[9, 11, 20]",3.0,18,3,0,41,4,2,0,0,0,1,1,13.67,0,0,0,0,0,0,-3,0,-3
Hong Kong,Yasim Murtaza,c9d05f1a,9,0,0,0,0,0.0,"[8, 10, 12, 14]",4.0,24,9,0,18,0,0,1,0,0,0,0,4.5,0,0,0,0,0,0,40,0,40
Hong Kong,Ehsan Khan,d3851cd8,10,0,0,0,0,0.0,"[2, 4, 13, 15]",4.0,24,12,0,30,2,2,1,0,0,0,0,7.5,0,0,0,0,0,0,37,0,37
Hong Kong,Anas Khan,66a7f213,11,0,0,0,0,0.0,[6],1.0,6,4,0,10,1,0,0,0,0,0,5,10.0,0,0,0,0,0,0,4,0,4
Japan,L Yamamoto-Lake,fa23405f,1,6,8,0,1,75.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,0,0,12
Japan,K Kadowaki-Fleming,33290a80,2,78,53,6,5,147.17,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,146,0,0,146
Japan,W Miyauchi,fef40097,3,6,8,1,0,75.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,10,0,0,10
Japan,S Ravichandran,9f2be73d,4,5,7,1,0,71.43,"[6, 12]",2.0,12,4,0,18,2,0,0,0,0,0,2,9.0,0,0,1,0,0,9,4,12,25
Japan,KH Abe,f22d2247,5,7,12,0,0,58.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,-4,3,0,0,3
Japan,D Suzuki,64c81abf,6,45,21,4,2,214.29,"[5, 7, 13]",3.0,18,6,0,21,1,1,1,0,1,0,1,7.0,0,0,0,0,6,83,41,0,124
Japan,I Takahashi,c988daa1,7,20,11,0,2,181.82,"[10, 14]",2.0,12,4,0,23,5,0,0,0,0,0,0,11.5,1,0,0,0,6,38,0,8,46
Japan,K Kato-Stafford,e03ca117,8,0,0,0,0,0.0,"[9, 17]",1.167,7,1,0,18,0,2,0,0,0,0,1,15.42,0,0,0,0,0,0,1,0,1
Japan,M Taniyama,cbd91942,9,0,0,0,0,0.0,"[8, 16]",2.0,12,1,0,23,1,2,0,0,0,0,0,11.5,0,0,0,0,0,0,-3,0,-3
Japan,R Sakurano-Thomas,dd14abf5,10,0,0,0,0,0.0,"[1, 3, 15]",3.0,18,5,0,47,5,3,1,0,0,0,2,15.67,0,0,0,0,0,0,24,0,24
Japan,C Hinze,626af7ff,11,0,0,0,0,0.0,"[2, 4, 11]",3.0,18,5,0,32,5,1,0,0,0,0,0,10.67,0,0,0,0,0,0,3,0,3
