Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
Maldives,MNR Cooray,a9ddd37d,1,8,6,2,0,133.33,"[13, 15, 17, 19]",4.0,24,10,0,22,1,1,2,0,0,0,0,5.5,0,0,0,0,0,16,64,0,80
Maldives,Hassan Rasheed,1ca51098,2,17,22,1,1,77.27,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,27,0,16,43
Maldives,Mohamed Azzam,e43c9818,3,3,5,0,0,60.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,3,0,12,15
Maldives,Azyan Farhath,3e06e7ac,4,6,10,0,0,60.0,"[4, 6, 8, 10]",4.0,24,11,0,15,0,0,2,0,0,0,1,3.75,0,0,0,0,-2,4,67,0,71
Maldives,Ibrahim Nashath,98514dce,5,9,14,0,1,64.29,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,-2,13,0,16,29
Maldives,Mohamed Rishwan,7d15170b,6,9,10,0,0,90.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,9,0,0,9
Maldives,Ibrahim Hassan,4add4c98,7,13,20,1,0,65.0,"[2, 14]",2.0,12,3,0,23,2,1,0,0,0,0,2,11.5,0,0,0,0,-2,15,-1,0,14
Maldives,Umar Adam,5d77a96a,8,8,6,1,0,133.33,"[5, 7, 9, 11]",4.0,24,14,0,14,1,0,0,0,0,0,1,3.5,1,0,0,0,0,12,20,8,40
Maldives,Ameel Mauroof,1579d497,9,0,3,0,0,0.0,"[16, 18, 20]",2.833,17,5,0,22,1,1,3,0,2,0,0,7.77,0,0,0,0,0,0,100,0,100
Maldives,Mohamed Saafee,c426da8b,10,0,1,0,0,0.0,"[1, 3, 12]",3.0,18,7,0,25,3,1,2,0,0,0,0,8.33,1,0,0,0,0,-2,57,8,63
Maldives,Ibrahim Rizan,7267e3cd,11,0,2,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,-2,0,0,-2
United Arab Emirates,Ashfaq Ahmed,9d1f42c6,1,4,4,1,0,100.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,8,0,0,8
United Arab Emirates,Chirag Suri,6176f240,2,10,6,2,0,166.67,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,18,0,0,18
United Arab Emirates,Ghulam Shabber,ced0ec25,3,13,14,2,0,92.86,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,21,0,0,21
United Arab Emirates,Muhammad Usman,45642393,4,43,52,1,1,82.69,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,57,0,0,57
United Arab Emirates,Adnan Mufti,811425b1,5,1,3,0,0,33.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1
United Arab Emirates,Mohammad Boota,39713d08,6,35,29,2,2,120.69,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,59,0,8,67
United Arab Emirates,Rohan Mustafa,d1988788,7,1,2,0,0,50.0,"[6, 12, 14, 16]",4.0,24,15,0,18,2,0,3,0,2,0,3,4.5,1,0,0,0,0,1,116,8,125
United Arab Emirates,Mohammad Naveed,4861d29b,8,1,3,0,0,33.33,"[1, 3]",2.0,12,6,0,8,1,0,0,0,0,0,0,4.0,0,0,0,0,0,1,12,0,13
United Arab Emirates,Fahad Nawaz,5d68fe4f,9,8,4,0,1,200.0,"[2, 4, 8, 10]",4.0,24,15,0,22,2,1,2,0,0,0,0,5.5,1,0,0,0,0,14,69,8,91
United Arab Emirates,Zahoor Khan,f0e293b0,10,0,1,0,0,0.0,"[5, 15, 17]",2.5,15,10,0,7,0,0,2,0,2,0,1,2.8,0,0,1,0,0,-2,82,12,92
United Arab Emirates,Imran Haider,0226b73a,11,1,1,0,0,100.0,"[7, 9, 11, 13]",4.0,24,8,0,23,0,1,1,0,0,1,0,5.75,0,0,0,0,0,1,37,0,38
