Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
Adelaide Strikers,AT Carey,69d03465,1,22,7,2,2,314.29,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,42,0,18,60
Adelaide Strikers,MW Short,a90e53ec,2,40,21,6,0,190.48,"[7, 11, 15]",3.0,18,4,0,21,1,0,1,0,1,0,0,7.0,0,0,0,0,6,74,39,0,113
Adelaide Strikers,OJ Pope,e94bc520,3,1,4,0,0,25.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,8,9
Adelaide Strikers,L Scott,0ebb3444,4,67,43,4,5,155.81,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,4,125,0,8,133
Adelaide Strikers,AI Ross,fb0d68b4,5,6,5,1,0,120.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,10,0,0,10
Adelaide Strikers,HJ Manenti,0e56c514,6,3,6,0,0,50.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,3,0,0,3
Adelaide Strikers,DJM Short,1a156c88,7,10,12,1,0,83.33,"[8, 10, 13, 17]",3.333,20,4,0,37,1,3,2,0,0,1,0,11.1,0,0,0,0,0,14,50,0,64
Adelaide Strikers,B Doggett,898e628d,8,2,4,0,0,50.0,"[1, 3]",2.0,12,7,0,16,3,0,1,0,0,0,1,8.0,0,0,0,1,0,2,32,6,40
Adelaide Strikers,L Haskett,037429dc,9,5,9,0,0,55.56,"[2, 6]",2.0,12,2,0,34,4,2,0,0,0,0,1,17.0,0,0,0,0,0,5,-4,0,1
Adelaide Strikers,L Pope,616a8149,10,1,2,0,0,50.0,"[5, 9, 16]",3.0,18,3,0,21,0,0,0,0,0,0,4,7.0,0,0,0,0,0,1,5,0,6
Adelaide Strikers,JS Buckingham,10735e1d,11,0,2,0,0,0.0,"[4, 12, 14]",3.0,18,8,0,31,2,2,0,0,0,0,3,10.33,0,0,0,0,0,0,6,0,6
Perth Scorchers,S Fanning,a9d2dab9,1,29,20,3,1,145.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,53,0,0,53
Perth Scorchers,FH Allen,bf74b130,2,10,7,2,0,142.86,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,18,0,20,38
Perth Scorchers,AM Hardie,d405c0d5,3,28,17,3,1,164.71,"[5, 13]",2.0,12,4,0,14,2,0,0,0,0,0,0,7.0,1,0,0,0,4,54,6,8,68
Perth Scorchers,C Connolly,fe366f34,4,39,21,0,4,185.71,"[8, 10, 14]",3.0,18,9,0,15,0,1,1,0,0,0,0,5.0,1,0,0,0,6,73,38,8,119
Perth Scorchers,AJ Turner,ff1e12a0,5,21,18,1,0,116.67,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,25,0,8,33
Perth Scorchers,NR Hobson,4312e0fd,6,15,8,1,1,187.5,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,25,0,8,33
Perth Scorchers,M Spoors,da4a1e46,7,8,7,1,0,114.29,[6],1.0,6,1,0,18,1,2,0,0,0,0,0,18.0,0,0,0,0,0,12,1,0,13
Perth Scorchers,AC Agar,a2421394,8,0,0,0,0,0.0,"[7, 12, 18]",3.0,18,6,0,19,1,0,1,0,0,0,0,6.33,2,0,0,0,0,0,33,16,49
Perth Scorchers,JP Behrendorff,4933f499,9,0,0,0,0,0.0,"[1, 3, 15, 20]",3.167,19,9,0,21,1,1,3,0,0,0,0,6.63,0,0,0,0,0,0,90,0,90
Perth Scorchers,LR Morris,b08e58e2,10,0,0,0,0,0.0,"[2, 4, 16, 19]",4.0,24,9,0,56,7,3,2,0,0,0,3,14.0,0,0,0,0,0,0,53,0,53
Perth Scorchers,M Beardman,b5a12740,11,0,0,0,0,0.0,"[9, 11, 17]",3.0,18,8,0,17,2,0,3,0,1,0,0,5.67,1,0,0,0,0,0,99,8,107
