Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
Chennai Super Kings,PA Patel,b5da6c24,1,3,11,0,0,27.27,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,-6,-3,0,8,5
Chennai Super Kings,ML Hayden,d8699ab7,2,1,2,0,0,50.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,8,9
Chennai Super Kings,SK Raina,1dc12ab9,3,98,54,10,5,181.48,"[8, 10]",2.0,12,5,0,11,1,0,1,1,0,0,0,5.5,2,0,0,0,6,186,42,16,244
Chennai Super Kings,S Badrinath,3576e47e,4,29,27,4,0,107.41,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,49,0,16,65
Chennai Super Kings,JDP Oram,3eac9d95,5,2,6,0,0,33.33,"[5, 15, 17, 19]",4.0,24,8,0,27,2,1,2,0,0,0,0,6.75,0,0,0,0,0,2,60,0,62
Chennai Super Kings,MS Dhoni,4a8a2e3b,6,22,19,0,1,115.79,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,28,0,0,28
Chennai Super Kings,JA Morkel,c3d35165,7,4,1,1,0,400.0,"[2, 4, 6, 14]",4.0,24,10,0,21,2,0,2,0,0,0,0,5.25,0,0,0,0,0,8,64,0,72
Chennai Super Kings,S Tyagi,c24a2c5d,8,0,0,0,0,0.0,"[1, 3]",2.0,12,7,0,8,1,0,0,0,0,0,1,4.0,0,0,0,0,0,0,13,0,13
Chennai Super Kings,SB Jakati,c8179c68,9,0,0,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
Chennai Super Kings,L Balaji,b2b50355,10,0,0,0,0,0.0,"[11, 13, 18, 20]",3.5,21,9,0,21,2,0,4,0,0,0,1,6.0,0,0,0,0,0,0,119,0,119
Chennai Super Kings,M Muralitharan,4ba44e19,11,0,0,0,0,0.0,"[7, 9, 12, 16]",4.0,24,8,0,33,3,1,0,0,0,0,1,8.25,1,0,0,0,0,0,8,8,16
Rajasthan Royals,RJ Quiney,23ac69e6,1,28,31,4,0,90.32,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,48,0,0,48
Rajasthan Royals,GC Smith,72861603,2,2,5,0,0,40.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,2,0,8,10
Rajasthan Royals,SA Asnodkar,ae091d39,3,10,8,0,1,125.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,16,0,0,16
Rajasthan Royals,RA Jadeja,fe93fd9d,4,37,33,2,1,112.12,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,55,0,0,55
Rajasthan Royals,YK Pathan,3c6ffae8,5,20,13,3,0,153.85,"[2, 4, 6]",3.0,18,9,0,17,1,1,2,0,1,0,0,5.67,0,0,0,0,4,36,71,0,107
Rajasthan Royals,AD Mascarenhas,3edb58fc,6,8,8,1,0,100.0,"[1, 3, 5]",3.333,20,10,0,26,2,1,0,0,0,0,0,7.8,1,0,0,0,0,12,10,8,30
Rajasthan Royals,SK Warne,bb18be76,7,3,9,0,0,33.33,"[10, 12, 14, 16]",4.0,24,10,0,24,3,0,1,0,0,0,1,6.0,0,0,0,0,0,3,37,0,40
Rajasthan Royals,M Rawat,de8d3876,8,8,6,1,0,133.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,12,0,12,24
Rajasthan Royals,MM Patel,f0f628c7,9,0,1,0,0,0.0,"[8, 11, 13, 20]",4.0,24,10,0,25,2,1,2,0,0,0,0,6.25,0,0,0,0,0,-2,62,0,60
Rajasthan Royals,SK Trivedi,3d7e087f,10,2,3,0,0,66.67,"[9, 17, 19]",3.0,18,3,0,35,5,0,0,0,0,0,1,11.67,0,0,0,0,0,2,-1,0,1
Rajasthan Royals,Kamran Khan,6ef60d3a,11,0,0,0,0,0.0,"[7, 15, 18]",2.667,16,3,0,35,2,3,0,0,0,1,0,13.12,1,0,0,0,0,0,-3,8,5
