player_id,name,matches,strike rate in all matches combined,Total Runs Scored in all matches combined,no. of fours,no. of sixes,highest runs scored in a match,Balls Played till now,no. of dot_balls,maiden_overs,run conceded,Average Economy Rate,no. of wickets,no. of balls thrown,highest wickets taken in a match,total centuries,total halfcenturies,total catches,total stumps,total direct_runouts,total indirect_runouts,total avg fp
4a4991c1,Mian Mehmood,4,64.395,28,2,0,12,33,0,0,0,0.0,0,0,0,0,0,1,0,0,0,10.5
a049c39b,Tariq Aziz,3,0.0,27,1,1,23,36,33,0,62,5.167,6,72,3,0,0,0,0,0,0,92.0
8a1d0222,Kuldeep Lal,6,,27,3,0,17,26,8,0,52,11.5,2,30,1,0,0,0,0,0,0,17.5
ab8ef1e9,TC Vine,8,,0,0,0,0,0,39,0,142,8.405,5,102,1,0,0,0,0,0,0,24.0
17bc032c,C Munoz-Mills,34,,254,21,12,33,190,0,0,0,0.0,0,0,0,0,0,21,0,0,3,19.0
a3b9191a,PD Hennessy,9,71.579,134,6,4,52,141,22,0,48,0.0,3,42,2,0,1,1,0,0,0,33.445
bd3cecc6,Zohaib Sarwar,13,0.0,80,2,6,33,71,44,0,191,8.659,6,133,2,0,0,2,0,0,0,27.385
161641cd,Aamer Ikram,3,78.417,53,3,4,23,67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,29.667
a0a32dd1,Imran Khan,6,96.41,57,5,3,36,47,19,0,27,0.0,1,36,1,0,0,3,0,0,0,30.5
6ebf4d4e,Farzan Afzal,4,90.67,121,8,6,59,115,36,0,46,3.833,2,72,2,0,1,1,0,0,0,81.25
7db29f25,Ali Naqi,3,,0,0,0,0,0,12,0,46,7.667,0,36,0,0,0,0,0,0,0,5.333
91cd337c,R Panchal,16,68.401,131,3,4,24,178,62,1,108,6.511,2,108,1,0,0,7,0,0,0,22.188
d03efd83,Mukhtiar Singh,1,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
33328ec7,Fakhrul Mohon,6,,8,0,1,8,9,44,1,132,8.805,3,102,1,0,0,1,0,0,0,27.5
ddc7e056,P Buccimazza,4,29.545,2,0,0,1,13,34,0,64,6.057,3,66,2,0,0,1,0,0,0,34.75
58aa33cd,Najjam Shahzad,22,101.43,302,26,15,47,235,169,0,427,7.26,19,356,3,0,0,13,0,0,0,63.636
69e53eb3,F Stoman,19,71.517,128,5,4,28,168,111,1,288,0.0,11,240,3,0,0,6,1,1,1,37.053
aa4154ad,MD Garratt,6,,5,0,0,4,18,14,0,64,0.0,2,47,1,0,0,1,0,0,0,13.833
4e6ff836,JA Fitzgerald,31,,279,13,16,28,201,117,0,519,0.0,12,309,2,0,0,7,0,1,2,31.033
b89cde87,K Nestor,29,70.607,213,19,7,35,223,91,0,349,0.0,7,225,2,0,0,8,0,0,0,23.484
177009a5,LA Collado,6,56.25,17,1,0,8,27,0,0,0,0.0,0,0,0,0,0,2,2,0,0,9.167
3bc56bd6,CJ Delany,9,92.58,210,22,1,69,193,12,0,59,0.0,0,30,0,0,2,1,0,1,0,38.667
f08adc01,MG Hunter,3,49.245,28,1,1,27,39,25,0,47,6.263,3,45,2,0,0,0,0,0,0,52.667
01c05b6c,RJ Hatchman,15,,94,6,4,32,76,49,0,349,12.923,5,180,1,0,0,1,0,0,0,20.533
716bf559,BA Pai,36,102.528,911,81,15,86,807,339,1,759,6.662,28,687,3,0,6,13,0,1,2,75.998
03b9ec54,E Packard,6,86.758,45,3,1,26,58,48,0,143,7.958,2,108,1,0,0,2,0,0,0,30.833
486f252b,MO Bacarese,3,52.437,28,0,1,13,55,25,0,32,4.0,1,48,1,0,0,1,0,0,0,31.333
7cd7eb50,JD Freyone,14,0.0,105,8,2,21,138,0,0,0,0.0,0,0,0,0,0,3,0,0,1,11.214
ab75eb29,T Caruana,1,,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
125bba96,J Perman,7,,43,3,3,30,37,49,0,137,7.916,5,114,2,0,0,1,0,0,0,39.286
84d0b84c,Tauqeer Hussain,4,71.43,6,0,0,3,10,21,0,51,5.625,4,51,2,0,0,2,0,0,0,41.25
321fcf79,S Singh,1,0.0,0,0,0,0,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
2d46e8ed,Zulqarnain Haider,6,,8,0,0,4,12,57,0,81,5.278,5,96,2,0,0,0,0,0,0,39.0
ecbd4377,NH Naureen,1,,0,0,0,0,0,10,1,32,10.67,1,18,1,0,0,0,0,0,0,45.0
7c6293d1,A Orfila,4,0.0,2,0,0,2,9,23,0,102,8.105,2,72,1,0,0,0,0,0,0,18.25
e4f6147b,N Advani,9,29.168,4,0,0,2,13,21,0,52,7.375,5,50,4,0,0,2,0,0,0,22.0
7e9f1cde,Kushal Malla,45,128.474,879,50,63,137,597,151,0,390,6.615,19,366,4,1,5,15,0,0,2,54.289
41fc1ece,BB Chari,3,42.593,21,4,0,19,31,0,0,0,0.0,0,0,0,0,0,2,0,0,0,17.0
6e3f5a5c,R Ngarava,63,,72,8,2,12,63,652,9,1566,7.252,71,1298,4,0,0,10,0,1,4,49.063
8b7ce771,D Jakiel,16,,62,5,0,38,76,176,2,367,7.275,20,310,4,0,0,7,0,1,2,61.75
ade3660b,WT Mashinge,2,,0,0,0,0,0,10,0,59,11.665,1,30,1,0,0,2,0,0,0,21.5
dca8273d,Zubaidi Zulkifle,52,114.035,957,92,49,96,662,0,0,0,0.0,0,0,0,0,3,23,0,0,3,38.056
349cf113,Ainool Haqqiem,4,103.3,20,1,0,12,20,0,0,0,0.0,0,0,0,0,0,1,2,0,0,14.0
f104c434,Muhammad Wafiq,31,43.73,34,1,2,12,52,245,3,727,8.04,24,556,3,0,0,3,0,0,1,33.903
af19aa66,PK Matautaava,19,94.595,368,27,19,103,287,162,2,336,6.223,16,336,3,1,2,13,0,1,0,75.473
1087dd78,Mohamed Arief,18,106.533,237,26,5,52,192,4,0,19,0.0,0,12,0,0,1,5,0,0,1,25.388
6dba59e0,Syazrul Idrus,26,93.527,59,4,3,10,59,218,3,564,7.971,42,468,7,0,0,3,0,0,1,64.189
1bada9da,Ainool Hafizs,42,93.552,150,9,3,21,159,0,0,0,0.0,0,0,0,0,0,15,8,0,12,11.713
49f6d023,AL Stephen,15,20.204,14,0,0,7,38,117,1,353,7.77,14,277,3,0,0,3,0,0,0,36.067
ffb59fe6,T Langa,1,155.56,14,2,0,14,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,22.0
60bec5c3,Muhammad Amir,43,,409,39,8,80,408,155,1,431,0.0,27,361,5,0,1,22,0,1,0,40.07
c5aef772,R Shepherd,53,,537,25,39,44,386,292,0,1571,10.044,56,944,4,0,0,8,0,0,1,51.983
aeab0d4f,D Klein,23,93.024,123,10,5,31,99,279,0,547,6.186,28,528,3,0,0,8,1,1,2,62.782
6a63c29c,SVE Bharathi,34,,7,0,0,4,16,367,2,592,5.647,43,695,4,0,0,14,0,1,3,55.677
020e49e9,AD Algar,6,,40,2,1,28,50,0,0,0,0.0,0,0,0,0,0,2,0,0,0,12.0
8f77af6b,Vinod Kumar,1,75.0,3,0,0,3,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3.0
c01d1c0a,T Jamtsho,26,83.678,419,35,21,64,369,91,1,280,8.956,6,190,2,0,2,10,0,0,0,40.924
28574428,J Singye,19,69.012,310,15,4,46,415,120,1,339,7.387,12,292,3,0,0,9,0,0,2,50.738
286fab38,Tenzin Wangchuk jnr,2,32.145,9,2,0,9,17,0,0,0,0.0,0,0,0,0,0,0,0,0,0,6.5
e454c356,T Singye,2,87.5,17,2,0,11,25,16,0,65,9.625,1,36,1,0,0,0,0,0,0,29.0
12bba2d4,U Dorji,2,103.03,16,2,0,8,17,0,0,0,0.0,0,0,0,0,0,0,0,0,0,12.0
a9e63549,N Chejay,10,,63,3,1,34,91,0,0,0,0.0,0,0,0,0,0,2,1,0,0,10.7
d7f1fe76,S Tobgay,2,66.895,39,1,0,24,58,6,0,50,12.5,0,24,0,0,0,1,0,0,0,23.5
69cccff3,Rashid Khan,2,,3,0,0,3,5,17,0,67,10.375,1,42,1,0,0,0,0,0,0,26.5
3d7f02d4,RM Dorji,24,74.77,363,20,16,57,383,74,0,288,0.0,9,216,2,0,2,5,0,0,3,38.666
7714c405,J Thinley,2,,0,0,0,0,0,8,0,25,10.25,0,18,0,0,0,0,0,0,0,7.0
45f4af74,S Chophel,5,60.0,11,0,0,4,18,0,0,0,0.0,0,0,0,0,0,0,1,0,1,5.8
f9b9883f,K Dorji,2,,0,0,0,0,0,10,0,71,9.96,2,42,2,0,0,0,0,0,0,28.0
7267e3cd,Ibrahim Rizan,35,58.148,98,6,1,11,143,234,3,648,8.479,27,560,3,0,0,19,0,0,0,38.086
ed82d9a5,L Shafeeg,22,,48,3,1,19,55,130,0,443,8.939,15,320,3,0,0,2,0,0,2,28.5
c8e5012c,Nazwan Ismail,11,,8,0,0,2,20,27,0,189,0.0,5,104,2,0,0,4,0,0,0,18.0
e43c9818,Mohamed Azzam,34,68.193,231,13,2,25,316,0,0,0,0.0,0,0,0,0,0,14,5,1,4,13.853
adb2f841,Ali Ivan,1,28.21,11,0,0,11,39,0,0,0,0.0,0,0,0,0,0,0,0,0,0,5.0
3e06e7ac,Azyan Farhath,32,75.154,726,53,11,66,862,108,4,226,0.0,19,223,4,0,5,4,0,2,0,57.219
415ed107,K Nima,1,66.67,2,0,0,2,3,5,0,22,7.33,1,18,1,0,0,0,0,0,0,40.0
af76af63,K Loday,1,0.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
a73251ff,JN Dorji,8,,69,8,0,30,88,0,0,0,0.0,0,0,0,0,0,0,0,0,0,12.126
dc2abe5e,Ahsan Ali,2,56.25,36,4,0,36,39,0,0,0,0.0,0,0,0,0,0,0,0,0,0,27.0
4e1b4323,TS Kamunhukamwe,12,95.041,259,25,10,39,245,0,0,0,0.0,0,0,0,0,0,1,0,0,0,38.25
28496266,CT Mumba,9,96.703,39,4,1,25,38,61,0,193,9.278,3,126,1,0,0,0,0,1,0,24.111
a879b92c,W Madhevere,68,97.953,1114,122,16,73,948,150,1,475,7.83,15,408,2,0,7,26,0,0,3,39.484
80ad39ac,Hasan Mahmud,20,,7,0,0,3,15,185,2,503,7.318,22,413,3,0,0,8,0,0,0,45.3
f6571355,CK Tshuma,1,,0,0,0,0,0,3,0,10,10.0,0,6,0,0,0,0,0,0,0,3.0
2669d6b7,Mohsin Khan,3,,0,0,0,0,0,24,0,73,7.667,4,54,3,0,0,0,0,0,0,46.667
78bbeba1,Khizar Hayat,44,,251,15,5,28,251,324,5,785,6.408,38,762,5,0,0,12,0,1,5,46.431
1d89c232,BV Save,2,106.82,16,3,0,9,17,0,0,0,0.0,0,0,0,0,0,2,0,0,0,21.0
0e4843d2,Hamed Khan,5,0.0,30,2,0,10,43,0,0,0,0.0,0,0,0,0,0,1,0,0,0,7.6
3c6b4b2b,Aftab Hussain,10,133.333,7,1,0,5,5,94,1,251,7.1,16,228,3,0,0,1,0,0,0,56.7
a46de6e0,Hassan Khan Mohammad,2,,0,0,0,0,3,3,0,43,16.0,0,18,0,0,0,0,0,0,0,-0.5
adc96559,D Mogan,3,,2,0,0,2,8,23,0,116,9.667,1,72,1,0,0,0,0,0,0,16.0
48adc7d3,Ahmed Raid,1,,0,0,0,0,0,1,0,14,7.0,0,12,0,0,0,0,0,0,0,3.0
d0111079,IGTR Kumara,1,25.0,3,0,0,3,12,5,0,17,8.5,0,12,0,0,0,0,0,0,0,2.0
a390cdd7,Usman Ali,1,,0,0,0,0,0,4,0,36,12.0,0,18,0,0,0,0,0,0,0,0.0
cddafe26,V Aravind,36,100.52,821,80,21,97,714,0,0,0,0.0,0,0,0,0,4,20,5,1,1,44.25
e2f7d34b,Muhammad Naeem,1,122.73,27,0,2,27,22,0,0,0,0.0,0,0,0,0,0,0,0,0,0,43.0
f0e8d51a,Shoaib Ali,1,,0,0,0,0,0,11,0,23,5.75,1,24,1,0,0,0,0,0,0,40.0
598f5484,Adil Butt,1,150.0,6,0,0,6,4,8,0,27,9.0,1,18,1,0,0,1,0,0,0,47.0
b05cfcec,Sajid Cheema,4,84.822,39,3,2,19,45,0,0,0,0.0,0,0,0,0,0,2,0,0,0,18.75
33687b0e,Shamsudheen Purat,1,104.55,23,4,0,23,22,0,0,0,0.0,0,0,0,0,0,0,0,0,0,39.0
c4a60a7b,Mohammad Ayaz,1,0.0,0,0,0,0,2,7,0,29,14.5,0,12,0,0,0,0,0,0,0,-1.0
a7553f15,Faisal Khan,36,145.399,1069,113,61,101,631,31,0,147,10.277,1,90,1,1,7,16,0,0,0,62.806
23fa9ea9,Abdul Waheed,37,104.697,818,84,22,110,657,44,0,137,7.592,5,114,2,1,4,16,0,0,2,46.567
06cad4f0,A Sharafu,38,119.827,971,100,38,90,726,0,0,0,0.0,0,0,0,0,7,17,0,0,0,49.289
b73625cb,Sarfraz Butt,5,,21,1,0,13,19,0,0,0,0.0,0,0,0,0,0,2,3,2,1,21.4
40aea524,Abdul Wahid,9,127.108,150,11,8,72,106,46,0,157,8.678,10,114,4,0,1,4,0,1,0,71.556
599ce28e,Ansh Tandon,6,95.684,34,3,1,14,34,0,0,0,0.0,0,0,0,0,0,6,0,0,0,17.333
c7cf22bf,Khawar Zafar,1,166.67,5,1,0,5,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,9.0
e6409ae1,Mohammed Sameer,2,125.555,38,6,1,28,29,0,0,0,0.0,0,0,0,0,0,0,0,0,0,37.0
e7353cbb,Anasim Khan,5,,38,4,2,23,28,38,0,145,8.65,6,108,3,0,0,1,0,0,0,58.0
df1f2f29,Fiaz Ahmed,23,96.739,515,33,23,96,424,0,0,0,0.0,0,0,0,0,3,11,0,0,0,40.217
a9a18e3e,Imran Anwar,61,,769,47,54,87,595,397,3,1228,7.91,55,988,4,0,5,10,0,2,1,57.46
c39ee9e0,Junaid Aziz,45,,471,31,23,52,422,45,0,181,0.0,14,126,5,0,1,16,0,0,2,29.511
85b0ccd1,Khurram Shahzad,2,17.145,2,0,0,1,12,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0
826e1017,I Liyanage,32,99.341,797,88,21,86,642,0,0,0,0.0,0,0,0,0,7,15,4,2,7,50.095
384cebed,Abdul Majid,7,,1,0,0,1,1,57,0,120,7.597,5,120,4,0,0,0,0,0,0,31.285
41eb66fd,Muhammad Younis,11,0.0,147,15,5,33,139,2,0,13,0.0,0,6,0,0,0,1,0,0,0,23.545
3a6c6e3a,Ammad Uddin,5,112.666,60,5,4,41,38,2,0,10,0.0,0,6,0,0,0,0,0,0,0,23.2
db95ddeb,Sarfaraz Ali,42,129.883,771,66,57,69,547,257,0,813,7.453,35,673,4,0,4,6,0,0,1,68.499
cc3fb3b3,Imran Butt,2,,12,1,1,12,6,18,0,72,11.0,3,42,2,0,0,1,0,0,0,67.5
5d60560f,Imran Ali Butt,20,89.109,413,38,11,62,416,0,0,0,0.0,0,0,0,0,2,7,6,0,2,40.05
49dcf691,Emran Shahbakhsh,1,100.0,2,0,0,2,2,1,0,14,16.8,0,5,0,0,0,0,0,0,0,3.0
0d24b1f7,UKPW Kumaranayaka,3,,0,0,0,0,0,25,0,72,7.667,1,60,1,0,0,2,0,0,0,22.667
b9cfb0b1,Sayed Monib,39,,253,14,22,32,139,274,0,977,9.206,47,674,4,0,0,14,0,1,1,55.079
60afbd75,Navid Balouch,1,90.48,19,1,0,19,21,2,0,23,11.5,0,12,0,0,0,0,0,0,0,21.0
01b45044,Mohammad Amin,5,,73,3,3,32,76,5,0,18,9.0,1,12,1,0,0,1,0,0,0,29.0
415c6ccf,Usman Patel,50,103.418,1043,103,37,111,785,0,0,0,0.0,0,0,0,1,8,20,14,5,18,46.418
957819df,DK Dahani,1,133.33,4,1,0,4,3,0,0,0,0.0,0,0,0,0,0,1,0,0,0,16.0
b86dd1b0,Ali Mohammadipour,1,146.15,19,4,0,19,13,0,0,0,0.0,0,0,0,0,0,0,0,0,0,37.0
fbd96cb6,Mehran Siasar,1,0.0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2.0
8e367d57,Arshad Mazarzei,1,9.09,1,0,0,1,11,0,0,0,0.0,0,0,0,0,0,1,0,0,0,3.0
fd67025d,Masood Jayezeh,1,25.0,1,0,0,1,4,0,0,17,17.0,0,6,0,0,0,0,0,0,0,1.0
febfa931,Nader Zahadiafzal,1,0.0,0,0,0,0,3,9,0,15,5.0,0,18,0,0,0,0,0,0,0,11.0
30ac4e69,Yousef Shadzehisarjou,1,84.78,39,4,0,39,46,0,0,0,0.0,0,0,0,0,0,0,0,0,0,59.0
772f226b,Aphsal Ashraf,3,,49,1,5,45,25,7,0,35,0.0,2,24,2,0,0,1,0,0,0,55.333
43420e97,Naiem Bameri,1,28.57,4,0,0,4,14,11,0,14,4.67,1,18,1,0,0,0,0,0,0,40.0
452e7e96,Navid Abdollahpour,1,,0,0,0,0,0,11,0,26,8.67,1,18,1,0,0,0,0,0,0,36.0
83f59aa3,Muhammad Ansar,2,,0,0,0,0,0,16,0,56,9.335,3,36,3,0,0,0,0,0,0,51.5
adbf0400,Basil Hameed,49,114.95,701,35,37,51,543,194,1,561,0.0,38,488,4,0,2,20,0,2,0,54.758
cf06cb34,K Subramanian,1,,0,0,0,0,0,9,0,27,6.75,3,24,3,0,0,0,0,0,0,90.0
44e00a4c,N Senamontree,31,52.432,49,1,0,13,94,374,8,606,5.587,40,664,4,0,0,2,0,0,0,56.807
f20e7aac,W Uisuk,4,32.74,11,1,0,5,40,9,0,46,11.5,0,24,0,0,0,1,0,0,0,5.0
e6948355,P Suanchuai,13,64.672,115,5,3,37,171,0,0,0,0.0,0,0,0,0,0,5,2,0,5,17.769
3eb26dc4,S Desungnoen,19,62.583,159,13,3,27,207,50,0,186,7.423,4,162,2,0,0,10,0,0,0,25.631
8e38d470,Robert Raina,15,105.706,110,13,3,42,115,72,0,145,0.0,16,144,3,0,0,6,0,0,0,52.267
bf2d865c,JJ Atkinson,26,90.375,354,35,11,68,304,0,0,0,0.0,0,0,0,0,3,24,1,1,2,31.231
caa18d8b,Ismail Sardar,2,32.54,5,0,0,3,16,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2.5
edc2a9c6,B Karki,1,,0,0,0,0,0,18,1,7,1.75,1,24,1,0,0,0,0,0,0,69.0
ce794613,T Natarajan,4,,0,0,0,0,0,30,0,123,7.688,7,96,3,0,0,0,0,0,0,58.75
caf69bf7,DR Sams,10,169.047,106,8,6,41,62,60,0,306,10.519,7,180,2,0,0,4,0,0,1,44.5
472455a3,T Whiteman,7,118.083,136,14,4,37,115,0,0,0,0.0,0,0,0,0,0,2,0,0,0,35.428
c83c594d,M Cope,8,69.888,14,1,0,6,22,59,0,266,8.725,11,178,2,0,0,7,0,0,2,53.749
cf0b9a0d,Khalid Ahmadi,20,,144,14,8,31,86,217,0,490,6.829,29,434,3,0,0,3,0,1,3,71.3
036dcf9b,Saber Zakhil,24,123.943,420,22,35,64,283,72,0,164,7.167,10,152,3,0,1,9,0,0,1,52.833
02b078b1,P Malav,21,,29,2,0,8,44,157,0,557,8.025,24,434,3,0,0,4,0,0,3,43.524
fb34b0ec,WJ Cope,27,60.523,203,28,0,49,198,131,1,389,8.138,16,300,4,0,0,7,0,3,1,37.482
6d27e42d,Wahidullah Usmani,6,74.785,138,14,2,72,137,0,0,0,0.0,0,0,0,0,1,0,0,0,0,34.333
407d13cc,Ashiqullah Said,8,165.625,16,2,0,9,13,103,0,159,5.625,10,174,3,0,0,1,0,0,1,55.876
8708c072,R Heyns,2,125.0,20,3,1,20,16,0,0,0,0.0,0,0,0,0,0,2,0,0,0,27.0
d516a95f,NSK Mehta,8,,1,0,0,1,3,82,0,205,6.635,9,186,2,0,0,5,0,1,0,52.0
71847f28,S Browne,2,12.5,1,0,0,1,9,0,0,0,0.0,0,0,0,0,0,2,0,0,0,7.5
b6bad765,Shaheryar Butt,22,106.339,379,29,22,81,310,2,0,17,0.0,0,6,0,0,1,11,0,2,0,36.138
4e3fd330,S Kushretha,11,58.317,53,3,0,28,70,122,0,272,6.5,16,252,3,0,0,3,0,2,1,63.909
d85d52c2,M Dixit,20,78.84,78,3,2,25,72,119,0,435,8.456,14,341,3,0,0,5,0,0,1,33.649
76b19864,Murid Ekrami,12,125.723,61,9,1,18,40,107,0,296,7.44,10,243,2,0,0,3,0,0,0,43.667
ab1445ea,J Mees,30,99.054,606,53,22,85,506,0,0,0,0.0,0,0,0,0,3,14,1,1,6,39.0
8d78d0d0,Mamoon Latif,6,72.882,44,3,1,25,47,0,0,0,0.0,0,0,0,0,0,2,0,0,0,13.333
c18cecbe,J Barker,29,97.685,409,29,2,48,425,0,0,0,0.0,0,0,0,0,0,12,0,1,2,23.275
4dd6a707,Sazzad Hosen,7,91.163,68,10,0,28,72,2,0,22,0.0,0,12,0,0,0,1,0,0,0,17.143
5338b9f5,Muhammad Muneeb,17,94.49,379,42,11,54,325,0,0,0,0.0,0,0,0,0,2,4,0,1,0,40.765
b857468a,V Vijh,31,99.43,596,39,21,53,523,198,0,790,8.447,35,593,3,0,1,3,0,0,2,68.419
3d6617c6,S Jamil,8,54.93,37,5,0,15,55,2,0,11,0.0,0,6,0,0,0,6,0,0,3,14.625
5787be00,S Davizi,24,127.722,849,98,30,115,563,32,0,141,0.0,5,96,2,2,7,12,0,1,1,77.083
073ef5a0,S Pokhriyal,1,59.09,13,1,0,13,22,0,0,0,0.0,0,0,0,0,0,0,0,0,0,13.0
d4aa6a65,S Rengarajan,1,50.0,6,0,0,6,12,8,0,29,9.67,1,18,1,0,0,0,0,0,0,35.0
f78aa227,Hilal Ahmad,5,0.0,51,2,0,44,74,0,0,0,0.0,0,0,0,0,0,1,0,0,0,13.8
9244df4b,A Ashokan,23,112.297,572,28,22,55,498,135,1,438,8.163,15,342,3,0,3,11,0,0,3,67.131
015dc0cd,K Mendon,6,98.612,121,9,3,45,118,21,1,35,6.875,1,36,1,0,0,2,0,0,0,43.5
c2fd51b1,K Gilham,3,97.62,15,1,0,10,13,38,0,86,7.167,4,72,2,0,0,1,0,0,0,62.333
25261429,H Gori,1,0.0,0,0,0,0,3,6,0,22,11.0,1,12,1,0,0,0,0,0,0,27.0
a9a09cb8,S Wickramasekara,23,116.778,431,32,22,65,312,135,0,408,7.644,16,329,5,0,4,6,0,1,3,64.0
87609cbb,Naveed Ahmed,26,,79,8,1,21,88,192,0,557,0.0,23,462,3,0,0,4,0,1,0,37.925
e141fddd,EB Knowles,4,76.18,50,6,0,23,55,0,0,0,0.0,0,0,0,0,0,1,0,0,0,20.5
e9bdb79b,Sherul Mehta,3,65.173,60,6,0,40,88,0,0,0,0.0,0,0,0,0,0,2,0,0,1,34.667
1afd4f89,S Vats,4,,0,0,0,0,0,30,0,119,8.5,0,84,0,0,0,0,0,0,0,7.0
63f3e7f2,JC Martin,4,,35,1,1,19,35,0,0,0,0.0,0,0,0,0,0,1,4,0,1,26.75
580ae7f2,IDA Damarell,19,83.578,327,32,7,52,310,0,0,0,0.0,0,0,0,0,2,12,6,2,9,40.791
39e599c8,A McAuley,19,74.7,304,26,2,45,331,0,0,0,0.0,0,0,0,0,0,3,0,0,1,24.631
52a0b3ed,M Breban,1,,0,0,0,0,0,10,0,24,6.0,3,24,3,0,0,0,0,0,0,99.0
467c28f9,C Hartmann,18,92.31,208,11,9,34,196,0,0,0,0.0,0,0,0,0,0,10,2,0,6,25.0
3967b66f,CJ Langford,14,107.386,110,9,2,24,104,144,0,266,6.562,18,258,3,0,0,3,0,0,0,62.571
51a125b3,T Nightingale,22,,371,29,14,61,292,42,0,144,0.0,3,120,2,0,1,15,0,1,2,41.364
83f0b848,C Liebenberg,1,100.0,1,0,0,1,1,7,0,14,7.0,0,12,0,0,0,0,0,0,0,10.0
6e60a792,MJ Ansell,18,85.567,54,2,3,17,62,207,1,328,5.623,14,369,2,0,0,8,0,1,3,47.279
b0aadf4f,N Knights,14,91.967,193,16,13,69,139,0,0,0,0.0,0,0,0,0,1,3,0,0,1,27.501
8bee668b,G Burrows,17,103.495,432,36,10,69,365,7,0,24,0.0,2,18,1,0,4,7,0,1,1,49.236
dba54d8e,JA Burrows,20,65.884,56,6,1,28,59,152,1,435,9.144,25,351,4,0,0,8,0,0,3,51.251
86ac0262,S Mills,1,33.33,1,0,0,1,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0
a69e2964,OJ Webster,6,146.985,132,14,5,48,95,50,0,132,0.0,7,114,3,0,0,3,0,0,0,86.833
dfcdb11e,LT Bichard,21,,42,4,0,25,43,205,3,422,6.084,25,438,4,0,0,6,0,0,0,52.001
33742f04,Usman Qadir,24,,31,2,1,18,27,161,0,555,8.204,29,408,4,0,0,5,0,0,0,43.793
6766ca00,M Shumba,28,97.128,376,23,13,66,334,23,0,103,9.066,4,72,3,0,1,18,0,1,0,30.393
fc2fffb5,Abdullah Shafique,3,41.413,41,4,1,41,37,0,0,0,0.0,0,0,0,0,0,0,0,0,0,21.0
38214163,M Faraz Akram,8,129.77,91,4,6,34,60,36,0,198,10.643,1,116,1,0,0,1,0,0,1,29.249
68c56d09,KA Jamieson,13,,49,7,0,30,32,100,0,414,9.603,10,266,3,0,0,4,0,0,0,36.538
df5a6881,DP Conway,48,107.763,1364,130,37,99,1054,0,0,0,0.0,0,0,0,0,10,31,6,0,0,54.417
73c18486,KR Mayers,38,138.667,762,68,51,73,549,39,0,156,9.792,0,96,0,0,3,15,0,2,0,42.71
dadbdb68,JA Duffy,18,,17,2,0,8,19,161,0,413,7.177,19,336,4,0,0,8,0,0,1,44.723
39086549,JR Philippe,12,88.922,150,11,5,45,137,0,0,0,0.0,0,0,0,0,0,0,0,1,2,21.667
64775749,RP Meredith,6,,0,0,0,0,0,58,0,227,9.827,9,137,3,0,0,0,0,0,0,49.167
bf74b130,FH Allen,46,0.0,1141,99,78,137,712,0,0,0,0.0,0,0,0,2,6,19,0,0,0,50.802
bb34fd31,Shoriful Islam,39,87.642,29,3,1,6,33,320,1,1066,8.308,42,775,3,0,0,8,0,3,1,41.463
8afe73e2,WA Young,20,94.304,344,35,10,56,338,0,0,0,0.0,0,0,0,0,2,6,0,0,0,30.799
37654b75,Nasum Ahmed,31,0.0,56,4,2,19,57,229,3,716,8.485,29,557,4,0,0,6,0,0,0,39.484
c122fe73,Asad Ali Rehemtulla,16,64.146,42,3,0,16,54,114,0,415,9.583,17,280,4,0,0,4,0,0,1,43.188
7d4f6e1f,B Ivanov,4,,15,1,0,10,28,0,0,0,0.0,0,0,0,0,0,2,0,0,0,6.25
4d83491d,Aftab Kayani,8,86.593,32,3,0,20,32,50,0,96,6.583,9,90,2,0,0,1,0,0,0,47.375
d7265622,G Manan,11,129.815,125,15,8,40,72,0,0,0,0.0,0,0,0,0,0,2,0,0,0,24.272
1125ebe4,R Satheesan,32,145.617,1059,110,53,99,680,46,0,173,9.033,6,123,3,0,8,13,0,0,2,72.843
9865ed99,Asif Bevinje,9,103.716,114,12,4,35,98,98,0,233,7.178,13,185,5,0,0,1,0,0,1,79.444
13bf1d91,Sulaiman Ali,13,88.964,139,12,4,33,131,42,0,181,10.389,6,112,2,0,0,4,0,0,0,37.0
9c3a8776,D Nikolov,20,,90,9,2,42,106,15,0,74,0.0,0,46,0,0,0,7,0,1,1,10.951
0fa81719,V Saini,38,111.556,760,60,21,91,603,308,0,869,7.643,28,698,3,0,4,24,0,1,4,67.158
c9c356e2,P Florin,10,83.5,23,2,0,14,29,45,0,130,7.648,12,113,3,0,0,1,0,0,0,40.2
