,Team,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
0,Northamptonshire,730d120f,0.0,0.3333333333333333,0.3877551020408163,0.5,0.0,0.47845454545454547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0,0,32
1,Northamptonshire,7bcde3fe,0.1,0.03333333333333333,0.061224489795918366,0.0,0.0,0.30304545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0,2,0,16,18
2,Northamptonshire,58c481c6,0.20000000000000004,0.3833333333333333,0.32653061224489793,0.0,0.6666666666666666,0.6534090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,37,0,0,37
3,Northamptonshire,5f26f677,0.30000000000000004,0.8333333333333334,0.7551020408163265,0.6666666666666666,1.0,0.6142727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,2,94,0,8,102
4,Northamptonshire,c4450a69,0.4,0.21666666666666667,0.26530612244897955,0.0,0.3333333333333333,0.45454545454545453,1.0,1.0,0.23076923076923078,0.0,1.0,0.8,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.8653846153846154,0.0,0.0,0.0,0.0,0,19,24,0,43
5,Northamptonshire,f78e7113,0.5000000000000001,0.03333333333333333,0.08163265306122448,0.0,0.0,0.22727272727272727,1.0,1.0,0.5384615384615385,0.0,0.5777777777777778,0.6000000000000001,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,2,42,0,44
6,Northamptonshire,e22d3b5c,0.6000000000000001,0.36666666666666664,0.24489795918367346,0.6666666666666666,0.0,0.8333181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,44,0,28,72
7,Northamptonshire,0f21680d,0.7000000000000001,0.36666666666666664,0.2040816326530612,0.0,1.0,1.0,0.25,0.25,0.07692307692307693,0.0,0.2888888888888889,0.0,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,6,46,1,0,47
8,Northamptonshire,402f8494,0.8,0.11666666666666667,0.12244897959183673,0.16666666666666666,0.0,0.5303181818181818,1.0,1.0,1.0,0.0,0.5555555555555556,0.6000000000000001,0.25,0.0,0.0,0.0,0.0,0.0,0.4807692307692308,0.0,0.0,0.0,0.0,0,11,15,0,26
9,Northamptonshire,2a0d5d4a,0.9,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.7692307692307693,0.0,0.6,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.5930769230769231,0.0,0.0,0.0,0.0,0,0,60,0,60
10,Northamptonshire,e871a7a1,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.3076923076923077,0.0,0.7555555555555555,0.6000000000000001,0.25,1.0,0.0,0.0,0.0,1.0,0.8715384615384616,0.0,0.0,0.0,0.0,0,0,79,0,79
