,Team,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
0,Essex,7bcde3fe,0.0,0.4639175257731959,0.4107142857142857,0.7000000000000001,0.16666666666666666,0.6521666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,89,0,0,89
1,Essex,734344b3,0.1,0.23711340206185566,0.25,0.2,0.3333333333333333,0.5476333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,47,0,0,47
2,Essex,270e4c23,0.20000000000000004,0.17525773195876287,0.17857142857142855,0.2,0.16666666666666666,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,35,0,0,35
3,Essex,4b685e2d,0.30000000000000004,0.7319587628865979,0.6428571428571428,0.8,0.5,0.6574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,135,0,0,135
4,Essex,57590dbb,0.4,0.5979381443298969,0.4107142857142857,0.2,1.0,0.8405666666666667,0.25,0.25,0.15384615384615385,0.0,0.12121212121212122,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.48484848484848486,1.0,0.0,0.0,0.0,6,116,2,16,134
5,Essex,caf69bf7,0.5000000000000001,0.21649484536082475,0.17857142857142855,0.0,0.5,0.7000000000000001,1.0,1.0,0.8461538461538463,0.0,0.30303030303030304,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.30303030303030304,0.0,0.0,0.0,0.0,6,45,102,0,147
6,Essex,23638956,0.6000000000000001,0.12371134020618557,0.07142857142857142,0.30000000000000004,0.0,1.0,1.0,1.0,0.23076923076923078,0.0,0.7121212121212122,0.25,0.5714285714285714,0.3333333333333333,0.0,0.0,0.0,0.0,0.7121212121212122,0.0,0.0,0.0,0.0,0,24,24,0,48
7,Essex,25a42048,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
8,Essex,eab74985,0.8,0.0,0.0,0.0,0.0,0.0,0.75,0.75,1.0,0.0,0.24242424242424243,0.375,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.32303030303030306,0.0,0.0,0.0,0.0,0,0,75,0,75
9,Essex,39e2c0fd,0.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.38461538461538464,0.0,0.696969696969697,0.5,0.42857142857142855,0.3333333333333333,0.0,0.0,0.0,0.5,0.696969696969697,0.0,0.0,0.0,0.0,0,0,26,0,26
10,Essex,679cd31e,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.38461538461538464,0.0,0.696969696969697,0.625,0.2857142857142857,0.0,0.0,0.0,0.0,0.5,0.696969696969697,1.0,0.0,0.0,0.0,0,0,1,16,17
11,Glamorgan,6c7349c4,0.0,0.041237113402061855,0.08928571428571427,0.1,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0,8
12,Glamorgan,7e4c8ba3,0.1,1.0,1.0,1.0,0.6666666666666666,0.5773666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6,179,0,8,187
13,Glamorgan,c995d726,0.20000000000000004,0.030927835051546393,0.07142857142857142,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3,0,16,19
14,Glamorgan,72898514,0.30000000000000004,0.010309278350515464,0.07142857142857142,0.0,0.0,0.08333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1
15,Glamorgan,9e1b7792,0.4,0.1134020618556701,0.25,0.2,0.0,0.2619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,19,0,8,27
16,Glamorgan,6755cd5c,0.5000000000000001,0.020618556701030927,0.07142857142857142,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2
17,Glamorgan,03df7a25,0.6000000000000001,0.35051546391752575,0.30357142857142855,0.2,0.5,0.6666666666666667,1.0,1.0,0.07692307692307693,0.0,1.0,1.0,0.42857142857142855,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,6,70,-5,0,65
18,Glamorgan,1a45b864,0.7000000000000001,0.24742268041237114,0.23214285714285712,0.2,0.3333333333333333,0.6154000000000001,1.0,1.0,0.38461538461538464,0.0,0.6666666666666667,0.375,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.5,0.0,0.0,0.0,6,50,3,8,61
19,Glamorgan,dd9de7ad,0.8,0.030927835051546393,0.05357142857142857,0.0,0.0,0.33333333333333337,1.0,1.0,0.3076923076923077,0.0,0.8636363636363636,0.125,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.8636363636363636,0.0,0.0,0.0,0.0,0,3,48,0,51
20,Glamorgan,80e44dc5,0.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5384615384615385,0.0,0.48484848484848486,0.625,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.48484848484848486,0.0,0.0,0.0,0.0,0,0,57,0,57
21,Glamorgan,5da34add,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6153846153846154,0.0,0.7878787878787878,0.875,0.42857142857142855,0.3333333333333333,0.0,0.0,0.0,0.0,0.7878787878787878,0.0,0.0,0.0,0.0,0,0,27,0,27
