,Team,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
0,Dhaka Dynamites,7ed9fd56,0.0,1.0,1.0,1.0,0.5,0.4400025143000817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2,76,0,8,84
1,Dhaka Dynamites,9d430b40,0.1,0.8333333333333333,0.36666666666666664,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.625,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,6,77,42,6,125
2,Dhaka Dynamites,7dc35884,0.20000000000000004,0.023809523809523808,0.2,0.0,0.0,0.052391727952731164,1.0,1.0,0.8461538461538463,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5333333333333333,0.0,0.0,0.0,0.0,0,1,77,0,78
3,Dhaka Dynamites,7b0fb3d5,0.30000000000000004,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0,-2,0,20,18
4,Dhaka Dynamites,d365d463,0.4,0.6428571428571428,0.8666666666666667,0.5,0.25,0.32638757935759627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,45,0,12,57
5,Dhaka Dynamites,a757b0d8,0.5000000000000001,0.21428571428571427,0.5,0.0,0.0,0.18857250612860643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,7,0,0,7
6,Dhaka Dynamites,8c783a97,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.07692307692307693,0.0,0.3125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0,0,1,6,7
7,Dhaka Dynamites,bbd41817,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8461538461538463,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.23333333333333334,0.0,0.0,0.0,0.0,0,0,17,0,17
8,Dhaka Dynamites,0ff20bec,0.8,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.46153846153846156,0.0,0.625,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.44466666666666665,0.0,0.0,0.0,0.0,0,0,41,0,41
9,Dhaka Dynamites,8bd614b2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
10,Dhaka Dynamites,f56cd097,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6153846153846154,0.0,0.84375,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0,0,68,0,68
11,Khulna Titans,53597be1,0.0,0.42857142857142855,0.4666666666666667,0.5,0.25,0.40407945188258215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0,0,32
12,Khulna Titans,62e203d4,0.1,0.047619047619047616,0.16666666666666666,0.0,0.0,0.12571500408573763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2
13,Khulna Titans,ad9c32a2,0.20000000000000004,0.16666666666666666,0.3333333333333333,0.25,0.0,0.22000125715004085,0.20825,0.20833333333333331,0.07692307692307693,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.5,0.0,0.0,0.0,-2,9,1,8,18
14,Khulna Titans,bf1d7d3e,0.30000000000000004,0.3333333333333333,0.5666666666666667,0.25,0.0,0.25881576466151235,0.75,0.75,0.6923076923076923,0.0,0.4375,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.31133333333333335,0.0,0.0,0.0,0.0,0,18,65,0,83
15,Khulna Titans,1274d7ab,0.4,0.5714285714285714,0.6666666666666666,0.25,0.25,0.37714501225721286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34,0,0,34
