match_id,venue_name,city,venue_lat,venue_long
1359484,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,0.0,0.0
1359485,"Barsapara Cricket Stadium, Guwahati",Guwahati,0.0,0.0
1359495,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,0.0,0.0
1359504,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,0.0,0.0
1359517,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,0.0,0.0
1359519,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,0.0,0.0
1359537,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,0.0,0.0
1422120,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,0.0,0.0
1422129,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,0.0,0.0
1422139,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,0.0,0.0
1426261,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,0.0,0.0
1426264,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,0.0,0.0
1426265,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,0.0,0.0
1426271,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,0.0,0.0
1426272,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,0.0,0.0
1426275,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,0.0,0.0
1426282,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,0.0,0.0
1426286,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,0.0,0.0
1426292,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,0.0,0.0
1426303,"Barsapara Cricket Stadium, Guwahati",Guwahati,0.0,0.0
598035,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,0.0,0.0
598040,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,0.0,0.0
829793,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,0.0,0.0
829801,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,0.0,0.0
981003,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,0.0,0.0
981011,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,0.0,0.0
1046679,"Skarpnack 1, Stockholm",Stockholm,0.0,0.0
1046681,"Skarpnack 2, Stockholm",Stockholm,0.0,0.0
1046685,"Skarpnack 1, Stockholm",Stockholm,0.0,0.0
1046687,"Skarpnack 2, Stockholm",Stockholm,0.0,0.0
1058152,"Gymkhana Club Ground, Nairobi",Nairobi,0.0,0.0
1058155,"Gymkhana Club Ground, Nairobi",Nairobi,0.0,0.0
1059539,"Gymkhana Club Ground, Nairobi",Nairobi,0.0,0.0
1063553,Sano International Cricket Ground,,0.0,0.0
1143115,"Tafawa Balewa Square Cricket Oval, Lagos",Lagos,0.0,0.0
1143118,"Tafawa Balewa Square Cricket Oval, Lagos",Lagos,0.0,0.0
1143121,"Tafawa Balewa Square Cricket Oval, Lagos",Lagos,0.0,0.0
1143122,"Tafawa Balewa Square Cricket Oval, Lagos",Lagos,0.0,0.0
