match_id,match_date,latitude,longitude,daily_apparent_temperature_mean,hourly_relative_humidity_2m,hourly_apparent_temperature,hourly_precipitation,hourly_is_day,hourly_temperature_2m_spread,hourly_temperature_2m
1323168,2022-09-21,6.757869,-58.17807,31.210823,84.9416,31.210823,9.400001,0.5,,26.391417
1323169,2022-09-22,6.757869,-58.17807,31.925165,86.23569,31.925165,1.4000001,0.5,,26.874748
1323170,2022-09-22,6.757869,-58.17807,31.925165,86.23569,31.925165,1.4000001,0.5,,26.874748
1323171,2022-09-24,6.757869,-58.17807,33.121395,82.3948,33.121395,2.7,0.5,,27.591415
1323173,2022-09-25,6.757869,-58.17807,32.94113,82.84788,32.941128,3.4,0.5,,27.58725
1323174,2022-09-27,6.757869,-58.17807,32.989864,82.68633,32.98987,2.6000001,0.5,,27.785166
1323175,2022-09-27,6.757869,-58.17807,32.989864,82.68633,32.98987,2.6000001,0.5,,27.785166
1323176,2022-09-28,6.757869,-58.17807,32.93488,80.87853,32.93488,2.5,0.5,,27.876833
1323177,2022-09-30,6.757869,-58.17807,32.509373,79.05247,32.509373,0.1,0.5,,28.285166
1369558,2023-08-16,14.070733,-60.931835,31.952942,78.32325,31.952942,0.8,0.5416667,,28.737581
1369559,2023-08-17,14.070733,-60.931835,32.064827,78.708305,32.064827,1.2,0.5416667,,28.714666
1369560,2023-08-19,14.070733,-60.931835,29.868738,81.329704,29.868734,14.0,0.5416667,,28.15425
1369561,2023-08-19,14.070733,-60.931835,29.868738,81.329704,29.868734,14.0,0.5416667,,28.15425
1369564,2023-08-23,17.298466,-62.722027,35.73924,81.84338,35.73924,0.0,0.5416667,,28.876417
1369565,2023-08-24,17.298466,-62.722027,34.938297,79.53203,34.938305,0.2,0.5416667,,28.763916
1369566,2023-08-26,17.298466,-62.722027,33.910133,76.30414,33.91013,0.1,0.5416667,,28.8785
1369567,2023-08-26,17.298466,-62.722027,33.910133,76.30414,33.91013,0.1,0.5416667,,28.8785
1369568,2023-08-27,17.298466,-62.722027,34.407864,74.17124,34.407867,0.1,0.5416667,,29.426416
1369569,2023-08-27,17.298466,-62.722027,34.407864,74.17124,34.407867,0.1,0.5416667,,29.426416
1369570,2023-08-30,13.105281,-59.622578,32.147694,82.74113,32.147694,2.9,0.5416667,,27.807669
1369571,2023-08-31,13.105281,-59.622578,32.67043,71.85482,32.670425,0.2,0.5416667,,29.043083
1369572,2023-09-02,13.105281,-59.622578,32.310017,72.837685,32.310017,0.6,0.5416667,,28.980583
1369573,2023-09-02,13.105281,-59.622578,32.310017,72.837685,32.310017,0.6,0.5416667,,28.980583
1369574,2023-09-03,13.105281,-59.622578,32.629734,69.578064,32.629738,0.1,0.5416667,,29.366
1369575,2023-09-03,13.105281,-59.622578,32.629734,69.578064,32.629738,0.1,0.5416667,,29.366
1369576,2023-09-05,10.667081,-61.523479,31.600874,82.54317,31.60087,4.3,0.5416667,,27.1005
1369577,2023-09-06,10.667081,-61.523479,33.170338,76.26368,33.170338,1.5,0.5416667,,28.392166
1369578,2023-09-09,10.27479,-61.43422,32.50584,72.988625,32.505844,0.0,0.5416667,,28.734085
1369579,2023-09-09,10.27479,-61.43422,32.50584,72.988625,32.505844,0.0,0.5416667,,28.734085
1369580,2023-09-10,10.27479,-61.43422,32.95674,70.753685,32.95674,0.0,0.5416667,,29.273666
1369581,2023-09-10,10.27479,-61.43422,32.95674,70.753685,32.95674,0.0,0.5416667,,29.273666
1369582,2023-09-13,6.757869,-58.17807,33.831646,76.57177,33.83164,1.7,0.5,,29.139334
1369583,2023-09-14,6.757869,-58.17807,33.541218,77.25641,33.541218,2.2,0.5,,28.79975
1369584,2023-09-16,6.757869,-58.17807,33.885128,75.6694,33.885128,1.7,0.5,,29.124748
1369585,2023-09-16,6.757869,-58.17807,33.885128,75.6694,33.885128,1.7,0.5,,29.124748
1369586,2023-09-17,6.757869,-58.17807,34.136013,77.830696,34.13602,0.1,0.5,,29.026833
1369587,2023-09-17,6.757869,-58.17807,34.136013,77.830696,34.13602,0.1,0.5,,29.026833
1369588,2023-09-19,6.757869,-58.17807,34.00356,78.29995,34.00356,1.8,0.5,,28.81225
1369589,2023-09-20,6.757869,-58.17807,34.107925,78.766205,34.10793,4.2,0.5,,28.603918
1369590,2023-09-22,6.757869,-58.17807,32.12007,87.43659,32.120075,12.1,0.5,,26.720581
1369591,2023-09-24,6.757869,-58.17807,34.46172,78.27845,34.461716,0.0,0.5,,28.98725
1428678,2024-08-29,17.103361,-61.78495,31.843668,72.93873,31.843668,0.4,0.5416667,,28.908167
1428679,2024-08-30,17.103361,-61.78495,31.706734,73.21036,31.706736,2.4,0.5416667,,28.576918
1428680,2024-08-31,17.298466,-62.722027,31.68805,74.70264,31.68805,1.4000001,0.5416667,,28.132668
1428681,2024-09-01,17.103361,-61.78495,32.083378,74.74271,32.083374,6.4,0.5416667,,28.54775
1428682,2024-09-01,17.298466,-62.722027,32.160786,76.082054,32.16078,1.7,0.5416667,,28.44725
1428683,2024-09-03,17.103361,-61.78495,31.881804,71.46993,31.881805,0.90000004,0.5416667,,29.374832
1428684,2024-09-04,17.298466,-62.722027,31.818037,72.93811,31.818033,1.8,0.5416667,,28.649332
1428685,2024-09-05,17.103361,-61.78495,32.056805,73.61907,32.056805,5.3,0.5416667,,28.408167
1428686,2024-09-06,17.298466,-62.722027,31.714249,80.22675,31.71425,0.5,0.5416667,,27.757668
1428687,2024-09-07,14.070733,-60.931835,32.70653,83.575195,32.706528,13.9,0.5416667,,27.279251
1428688,2024-09-08,17.298466,-62.722027,31.364473,83.39243,31.364471,18.8,0.5416667,,27.48475
1428689,2024-09-10,14.070733,-60.931835,32.01637,75.74125,32.01637,0.2,0.5416667,,28.625084
1428690,2024-09-11,13.105281,-59.622578,32.284836,84.34672,32.28484,0.90000004,0.5416667,,27.357666
1428691,2024-09-12,14.070733,-60.931835,31.591524,80.47219,31.591522,3.4,0.5416667,,28.141748
1428692,2024-09-13,13.105281,-59.622578,33.544613,74.90585,33.54462,0.2,0.5416667,,28.959747
1428693,2024-09-14,13.105281,-59.622578,32.915516,75.58744,32.915512,2.6,0.5,,28.491
1428694,2024-09-15,14.070733,-60.931835,31.974615,77.94831,31.974617,1.0,0.5416667,,28.652166
1428695,2024-09-17,13.105281,-59.622578,32.417767,84.8759,32.41777,10.299999,0.5,,27.3285
1428696,2024-09-18,10.667081,-61.523479,33.302975,80.221565,33.30297,4.5,0.5416667,,27.927582
1428697,2024-09-19,10.667081,-61.523479,33.46893,74.569405,33.468933,0.0,0.5416667,,28.758835
1428698,2024-09-20,6.757869,-58.17807,33.577625,77.86895,33.577625,0.5,0.5,,28.964333
1428699,2024-09-21,6.757869,-58.17807,33.259945,78.17884,33.259945,0.8,0.5,,28.760168
1428700,2024-09-21,6.757869,-58.17807,33.259945,78.17884,33.259945,0.8,0.5,,28.760168
1428701,2024-09-22,6.757869,-58.17807,32.82016,77.93189,32.82016,3.5,0.5,,28.343498
1428702,2024-09-22,10.27479,-61.43422,33.040924,66.59982,33.04092,0.0,0.5416667,,29.577833
1428703,2024-09-24,10.27479,-61.43422,33.018425,82.70523,33.01842,6.7999997,0.5416667,,27.663248
1428704,2024-09-25,6.757869,-58.17807,33.27734,80.229225,33.277348,0.0,0.5,,28.166418
635215,2013-07-30,13.105281,-59.622578,30.523695,83.59936,30.523695,5.3,0.5416667,,27.004915
635216,2013-07-31,6.757869,-58.17807,30.953024,84.46298,30.953024,5.8,0.5416667,,26.216415
635217,2013-08-01,13.105281,-59.622578,29.901224,77.71271,29.90122,0.4,0.5416667,,27.721582
635218,2013-08-02,6.757869,-58.17807,29.733763,87.89916,29.733763,10.5,0.5416667,,25.49975
635219,2013-08-03,13.105281,-59.622578,29.701021,77.18119,29.70102,0.0,0.5416667,,28.090334
635220,2013-08-04,6.757869,-58.17807,30.627748,85.324165,30.627752,8.1,0.5416667,,26.07475
635221,2013-08-04,6.757869,-58.17807,30.627748,85.324165,30.627752,8.1,0.5416667,,26.07475
635222,2013-08-06,14.070733,-60.931835,31.012718,74.77826,31.012724,2.1,0.5416667,,27.784752
635223,2013-08-07,10.667081,-61.523479,32.22407,76.80688,32.22407,9.7,0.5416667,,27.596167
635225,2013-08-09,10.667081,-61.523479,31.851206,80.551605,31.851206,14.3,0.5416667,,26.919083
635226,2013-08-10,14.070733,-60.931835,29.155952,81.83087,29.155954,9.7,0.5416667,,26.443085
635227,2013-08-11,10.667081,-61.523479,30.173737,79.71738,30.173737,7.1000004,0.5416667,,26.475334
635228,2013-08-11,10.667081,-61.523479,30.173737,79.71738,30.173737,7.1000004,0.5416667,,26.475334
635229,2013-08-13,17.103361,-61.78495,29.726263,75.04888,29.726263,0.4,0.5416667,,27.810251
635230,2013-08-15,17.978214,-76.782532,31.456514,77.82621,31.456514,0.8,0.5416667,,28.075083
635231,2013-08-15,17.103361,-61.78495,29.54399,74.83085,29.543982,0.90000004,0.5416667,,27.614416
635232,2013-08-17,17.978214,-76.782532,32.394672,78.815926,32.39468,0.4,0.5416667,,27.708418
635233,2013-08-17,17.103361,-61.78495,30.211876,81.08138,30.211876,2.2,0.5416667,,27.408167
635234,2013-08-17,17.978214,-76.782532,32.394672,78.815926,32.39468,0.4,0.5416667,,27.708418
635235,2013-08-18,17.978214,-76.782532,32.910233,76.61756,32.910233,0.1,0.5416667,,28.2855
635236,2013-08-22,10.667081,-61.523479,32.782833,81.01971,32.782833,3.0,0.5416667,,27.562834
635237,2013-08-23,10.667081,-61.523479,31.604734,79.90969,31.604736,3.9,0.5416667,,27.2295
635238,2013-08-24,10.667081,-61.523479,32.04131,83.105515,32.04131,0.8,0.5416667,,27.098251
743137,2014-07-11,12.059683,-61.752132,27.275644,84.90533,27.275644,11.6,0.5416667,,26.208334
743139,2014-07-12,12.059683,-61.752132,28.425875,78.641624,28.425879,0.6,0.5416667,,27.133331
743143,2014-07-17,17.103361,-61.78495,28.840677,74.79004,28.840681,0.5,0.5416667,,27.295668
743147,2014-07-19,17.103361,-61.78495,28.756609,77.987144,28.756607,1.3,0.5416667,,27.108164
743149,2014-07-19,6.757869,-58.17807,30.436972,85.06241,30.436968,9.0,0.5416667,,26.026833
743151,2014-07-20,17.103361,-61.78495,29.485708,78.15758,29.485704,0.0,0.5416667,,27.322748
743153,2014-07-20,6.757869,-58.17807,30.709345,82.39166,30.709345,2.7,0.5416667,,26.651833
743155,2014-07-23,13.105281,-59.622578,28.181944,83.3134,28.18194,17.0,0.5416667,,26.307
743157,2014-07-24,10.667081,-61.523479,32.21592,80.23944,32.215916,0.5,0.5416667,,27.375334
743161,2014-07-26,10.667081,-61.523479,29.942,83.48795,29.942001,9.8,0.5416667,,26.096167
743163,2014-07-26,13.105281,-59.622578,27.816809,78.90649,27.81681,2.3000002,0.5416667,,27.046583
743165,2014-07-27,10.667081,-61.523479,31.85755,80.69864,31.85755,0.0,0.5416667,,27.116999
743167,2014-07-31,17.978214,-76.782532,32.66383,76.59291,32.66383,2.6,0.5416667,,27.964666
743169,2014-07-31,14.070733,-60.931835,30.323359,76.99932,30.323359,2.3999999,0.5416667,,27.22017
743171,2014-08-02,17.978214,-76.782532,32.408302,75.19346,32.4083,1.7,0.5416667,,28.106333
743173,2014-08-02,14.070733,-60.931835,29.871428,79.39081,29.87143,6.0,0.5416667,,27.299334
743175,2014-08-03,17.978214,-76.782532,32.371193,75.79368,32.371193,1.1,0.5416667,,28.112585
743177,2014-08-03,14.070733,-60.931835,29.606361,75.928406,29.606363,0.70000005,0.5416667,,27.403502
743179,2014-08-07,17.298466,-62.722027,28.568008,80.13263,28.568008,1.2,0.5416667,,27.084
743181,2014-08-07,17.298466,-62.722027,28.568008,80.13263,28.568008,1.2,0.5416667,,27.084
743183,2014-08-09,17.298466,-62.722027,29.062035,80.99465,29.062033,0.5,0.5416667,,26.900665
743185,2014-08-09,17.298466,-62.722027,29.062035,80.99465,29.062033,0.5,0.5416667,,26.900665
743187,2014-08-10,17.298466,-62.722027,28.209198,80.50347,28.209204,3.6,0.5416667,,26.731918
743189,2014-08-10,17.298466,-62.722027,28.209198,80.50347,28.209204,3.6,0.5416667,,26.731918
743191,2014-08-13,17.298466,-62.722027,29.044418,83.55503,29.044418,0.0,0.5416667,,27.067331
743193,2014-08-14,17.298466,-62.722027,28.402594,83.1088,28.402597,0.6,0.5416667,,26.86525
743195,2014-08-16,17.298466,-62.722027,27.856,86.69639,27.856,21.9,0.5416667,,26.294418
857703,2015-06-20,13.105281,-59.622578,27.741083,78.32743,27.741083,0.2,0.5416667,,26.598665
857705,2015-06-21,14.070733,-60.931835,29.037878,76.30231,29.037878,1.5,0.5416667,,27.118086
857707,2015-06-23,13.105281,-59.622578,27.246668,78.94291,27.246668,0.4,0.5416667,,26.711166
857709,2015-06-24,14.070733,-60.931835,28.413322,74.08668,28.41332,0.0,0.5416667,,27.091002
857711,2015-06-25,13.105281,-59.622578,27.78945,75.79532,27.78945,0.0,0.5416667,,26.654915
857713,2015-06-26,14.070733,-60.931835,28.845207,77.35731,28.845205,3.8999999,0.5416667,,27.011835
857715,2015-06-27,13.105281,-59.622578,28.192114,82.809685,28.192114,0.4,0.5416667,,26.727835
857717,2015-06-28,14.070733,-60.931835,29.145754,76.514534,29.145758,0.3,0.5416667,,27.359749
857719,2015-06-30,17.298466,-62.722027,26.971535,82.123344,26.971533,1.2,0.5416667,,26.288168
857721,2015-07-01,17.298466,-62.722027,27.277359,81.79014,27.277357,0.90000004,0.5416667,,26.467333
857723,2015-07-03,17.298466,-62.722027,27.196009,82.70993,27.196009,0.3,0.5416667,,26.471502
857725,2015-07-03,17.298466,-62.722027,27.196009,82.70993,27.196009,0.3,0.5416667,,26.471502
857727,2015-07-04,17.298466,-62.722027,27.095179,79.43499,27.095179,0.0,0.5416667,,26.684
857729,2015-07-04,17.298466,-62.722027,27.095179,79.43499,27.095179,0.0,0.5416667,,26.684
857731,2015-07-06,17.298466,-62.722027,28.198442,78.574776,28.19844,0.2,0.5416667,,26.823584
857733,2015-07-07,17.978214,-76.782532,32.13086,76.86845,32.130856,2.0,0.5416667,,28.04175
857735,2015-07-08,17.298466,-62.722027,28.781702,84.08039,28.781702,0.4,0.5416667,,26.4965
857737,2015-07-09,17.978214,-76.782532,32.088844,70.16724,32.088844,0.0,0.5416667,,28.64592
857739,2015-07-10,17.298466,-62.722027,28.513186,82.57316,28.51319,0.4,0.5416667,,26.344416
857741,2015-07-11,17.298466,-62.722027,28.071777,81.02526,28.071777,1.2,0.5416667,,26.500666
857743,2015-07-11,17.978214,-76.782532,32.603848,72.56994,32.603848,0.2,0.5416667,,28.50425
857745,2015-07-12,17.978214,-76.782532,31.678856,73.61417,31.678854,7.2,0.5416667,,27.770918
857747,2015-07-14,10.667081,-61.523479,30.625435,83.49401,30.625433,4.1,0.5416667,,26.335749
857751,2015-07-16,10.667081,-61.523479,31.278933,82.21347,31.278933,14.7,0.5416667,,26.625334
857753,2015-07-17,6.757869,-58.17807,30.978598,85.10492,30.978598,11.8,0.5416667,,26.153915
857755,2015-07-18,10.667081,-61.523479,30.338036,75.083565,30.338037,0.0,0.5416667,,26.994081
857757,2015-07-18,6.757869,-58.17807,29.766287,87.68646,29.766289,14.000001,0.5416667,,25.39975
857759,2015-07-19,10.667081,-61.523479,30.488646,79.867935,30.488647,4.1000004,0.5416667,,26.625334
857761,2015-07-21,6.757869,-58.17807,29.982122,86.90714,29.982122,8.8,0.5416667,,25.866417
857763,2015-07-23,10.667081,-61.523479,31.344198,80.861786,31.344194,0.6,0.5416667,,27.077417
857765,2015-07-25,10.667081,-61.523479,30.679512,80.902794,30.679514,5.5,0.5416667,,26.562836
857767,2015-07-26,10.667081,-61.523479,31.027802,80.65684,31.027802,1.2,0.5416667,,26.808668
994669,2016-06-30,17.298466,-62.722027,28.342318,75.77934,28.342316,0.2,0.5416667,,27.111084
994671,2016-07-02,17.298466,-62.722027,28.770582,82.50512,28.770576,3.0,0.5416667,,27.100668
994673,2016-07-03,17.298466,-62.722027,28.453547,79.07346,28.453547,0.0,0.5416667,,27.238169
994677,2016-07-28,26.14036,-80.21338,33.98831,77.636604,33.98831,0.0,0.5833333,,28.588251
994679,2016-07-29,26.14036,-80.21338,34.303875,81.36478,34.303875,8.700001,0.5833333,,28.22367
994681,2016-07-30,26.14036,-80.21338,33.747997,81.745346,33.747997,3.2,0.5833333,,27.91117
994683,2016-07-30,26.14036,-80.21338,33.747997,81.745346,33.747997,3.2,0.5833333,,27.91117
994685,2016-07-31,26.14036,-80.21338,32.55637,81.93619,32.556374,7.7,0.5833333,,27.32367
994687,2016-07-31,26.14036,-80.21338,32.55637,81.93619,32.556374,7.7,0.5833333,,27.32367
1003843,2016-11-12,-26.131367,28.057131,16.329561,79.08332,16.32956,14.399999,0.5416667,,17.896667
1003845,2016-11-12,-26.131367,28.057131,16.329561,79.08332,16.32956,14.399999,0.5416667,,17.896667
1003847,2016-11-13,-29.850071,31.027794,17.292744,72.05004,17.292742,2.0,0.5833333,,18.936249
1003849,2016-11-16,-33.739555,18.997892,21.173712,54.937542,21.173714,0.0,0.5833333,,21.612585
1003855,2016-11-18,-26.195204,28.317947,17.667645,50.93764,17.667645,0.0,0.5416667,,19.16025
1003857,2016-11-20,-29.116592,26.20476,18.611952,47.295948,18.611954,0.4,0.5416667,,21.095999
1003859,2016-11-20,-29.116592,26.20476,18.611952,47.295948,18.611954,0.4,0.5416667,,21.095999
1003861,2016-11-20,-26.695658,27.100817,20.352003,65.096855,20.352003,1.2,0.5416667,,20.837334
1003865,2016-11-25,-33.966995,25.609888,19.505926,76.10694,19.505926,0.0,0.5833333,,19.162249
1003867,2016-11-25,-29.116592,26.20476,21.47055,46.957752,21.47055,0.0,0.5416667,,22.96475
1003869,2016-11-25,-25.860279,28.19549,19.779366,73.12754,19.779364,4.9,0.5416667,,19.459581
1003871,2016-11-27,-28.742569,24.797304,25.428793,26.835587,25.42879,0.0,0.5833333,,28.560415
1003873,2016-11-27,-26.131367,28.057131,17.354132,71.787125,17.35413,0.8,0.5416667,,18.021667
1003875,2016-11-30,-33.966995,25.609888,21.044357,75.636955,21.044357,0.0,0.625,,20.135164
1003877,2016-11-30,-29.850071,31.027794,23.084686,76.92756,23.084686,0.0,0.5833333,,21.675833
1003879,2016-12-02,-28.742569,24.797304,24.337555,19.13777,24.337555,0.0,0.5833333,,26.860418
1003881,2016-12-02,-25.860279,28.19549,22.146238,48.194134,22.146235,0.0,0.5416667,,23.578333
1003883,2016-12-04,-29.850071,31.027794,22.70887,71.14814,22.708868,0.0,0.5833333,,23.800833
1003885,2016-12-04,-29.850071,31.027794,22.70887,71.14814,22.708868,0.0,0.5833333,,23.800833
1003887,2016-12-07,-33.973419,18.468786,19.865744,74.05011,19.865746,0.0,0.5833333,,19.451082
1003889,2016-12-07,-33.006779,27.919361,21.849268,74.951355,21.849268,0.2,0.625,,21.794
1003891,2016-12-07,-25.860279,28.19549,23.654352,67.1229,23.65435,4.4,0.5416667,,22.499166
1003895,2016-12-09,-26.695658,27.100817,23.840477,52.593937,23.840477,0.90000004,0.5416667,,24.429
1003899,2016-12-11,-33.006779,27.919361,18.341536,83.96149,18.341536,7.7,0.625,,19.054415
1003901,2016-12-11,-29.850071,31.027794,20.615873,82.79717,20.615877,4.8,0.5833333,,19.992498
1003903,2016-12-13,-33.966995,25.609888,20.04715,75.8622,20.047152,0.8,0.5833333,,20.29975
1003905,2016-12-16,-25.860279,28.19549,23.71035,63.681,23.71035,2.3000002,0.5416667,,22.90125
1124658,2017-11-10,-33.966995,25.609888,15.318909,79.27708,15.318909,1.5,0.5416667,,18.045332
1124659,2017-11-12,-25.860279,28.19549,20.100931,65.085976,20.100931,0.8,0.5416667,,20.770416
1124661,2017-11-15,-28.742569,24.797304,9.87567,47.217697,9.8756695,1.4000001,0.5416667,,14.214168
1124662,2017-11-17,-33.006779,27.919361,12.681431,65.19894,12.68143,1.3,0.5833333,,15.417417
1124664,2017-11-17,-26.131367,28.057131,10.041509,43.797485,10.041509,0.0,0.5416667,,12.888416
1124665,2017-11-19,-26.695658,27.100817,19.043133,24.216454,19.04313,0.0,0.5416667,,22.23025
1124666,2017-11-19,-25.860279,28.19549,18.792494,30.967354,18.792494,0.0,0.5416667,,21.76
1124668,2017-11-24,-33.739555,18.997892,16.631676,53.94351,16.631674,0.0,0.5833333,,18.164251
1124669,2017-11-24,-29.116592,26.20476,17.086515,37.730614,17.086515,0.0,0.5416667,,20.670834
1124671,2017-11-26,-33.973419,18.468786,13.521721,63.999622,13.521721,0.1,0.5833333,,17.666418
1124672,2017-11-26,-33.973419,18.468786,13.521721,63.999622,13.521721,0.1,0.5833333,,17.666418
1124673,2017-11-29,-33.739555,18.997892,22.326271,40.875614,22.326271,0.0,0.5833333,,23.445501
1124675,2017-12-01,-29.850071,31.027794,27.499283,80.304016,27.499283,0.0,0.5833333,,24.560167
1124676,2017-12-01,-29.116592,26.20476,21.658812,33.065186,21.658812,2.3,0.5833333,,24.924997
1124677,2017-12-01,-26.195204,28.317947,17.751375,66.06246,17.751375,3.3,0.5416667,,18.834665
1124678,2017-12-03,-33.966995,25.609888,17.218065,74.371025,17.218065,0.4,0.625,,18.780748
1124679,2017-12-03,-33.966995,25.609888,17.218065,74.371025,17.218065,0.4,0.625,,18.780748
1124681,2017-12-06,-28.742569,24.797304,20.165285,46.85651,20.165287,1.8000001,0.5833333,,21.832916
1124683,2017-12-08,-29.116592,26.20476,18.51058,60.078114,18.51058,2.8,0.5833333,,19.808332
1124684,2017-12-08,-26.695658,27.100817,18.710884,65.309715,18.710884,0.0,0.5416667,,18.623999
1124685,2017-12-10,-33.006779,27.919361,15.784163,61.669373,15.784163,0.90000004,0.625,,17.706999
1124686,2017-12-10,-29.850071,31.027794,18.658533,63.036945,18.658533,0.2,0.5833333,,20.4185
1124687,2017-12-10,-26.131367,28.057131,17.9148,69.533,17.914804,1.2,0.5416667,,18.813416
1124688,2017-12-13,-25.860279,28.19549,18.812475,53.96939,18.812475,0.3,0.5416667,,20.235
1124690,2017-12-16,-25.860279,28.19549,20.482576,62.05025,20.482574,0.0,0.5416667,,20.649584
1157224,2019-04-05,-25.860279,28.19549,15.881869,79.69749,15.881869,4.8,0.5,,16.351667
1157225,2019-04-06,-29.850071,31.027794,18.808355,81.714,18.808355,18.2,0.45833334,,19.295584
1157226,2019-04-07,-26.131367,28.057131,14.222085,82.35535,14.222085,0.1,0.5,,15.142583
1157227,2019-04-10,-29.850071,31.027794,24.244217,86.53552,24.244217,1.0,0.45833334,,21.703918
1157229,2019-04-10,-26.195204,28.317947,15.491218,71.771935,15.491218,0.5,0.45833334,,16.303415
1157230,2019-04-12,-33.739555,18.997892,19.097963,82.04142,19.097965,0.2,0.45833334,,18.368416
1157231,2019-04-12,-26.695658,27.100817,17.075752,82.83088,17.075754,1.1,0.45833334,,16.66775
1157233,2019-04-14,-33.973419,18.468786,13.151188,77.53039,13.151188,4.1,0.45833334,,14.320584
1157234,2019-04-14,-33.006779,27.919361,17.651106,80.63441,17.651106,13.7,0.45833334,,19.104918
1157236,2019-04-16,-33.973419,18.468786,13.235103,75.73226,13.235104,0.1,0.45833334,,14.803916
1157238,2019-04-18,-26.131367,28.057131,14.779353,70.14945,14.779355,0.0,0.45833334,,16.33425
1157240,2019-04-20,-29.610365,30.380833,20.984987,70.880844,20.984985,2.6,0.45833334,,20.83
1157245,2019-04-24,-33.739555,18.997892,19.088448,68.16269,19.088448,0.0,0.45833334,,19.110083
1157247,2019-04-24,-26.131367,28.057131,13.34254,78.373085,13.342538,0.2,0.45833334,,14.769668
1157248,2019-04-26,-33.973419,18.468786,16.692278,85.24652,16.692278,0.0,0.45833334,,17.51225
1157249,2019-04-26,-33.966995,25.609888,17.836874,84.69357,17.836874,0.0,0.45833334,,18.2745
1157250,2019-04-26,-25.860279,28.19549,15.487111,54.97756,15.487111,0.0,0.45833334,,17.414167
1157252,2019-04-28,-29.850071,31.027794,22.89689,85.73873,22.89689,0.3,0.45833334,,20.99975
1157253,2019-04-28,-25.860279,28.19549,16.538807,60.601715,16.538805,0.0,0.45833334,,17.678751
1157254,2019-05-01,-26.131367,28.057131,12.162056,51.513245,12.162056,0.0,0.45833334,,14.617583
1157255,2019-05-01,-33.006779,27.919361,20.180525,77.62848,20.180521,0.2,0.45833334,,20.034082
1157256,2019-05-05,-26.131367,28.057131,15.150847,51.11796,15.150845,0.0,0.45833334,,17.388416
1235373,2021-02-24,-29.850071,31.027794,28.42908,76.95867,28.429077,5.3,0.5416667,,25.731003
1235374,2021-02-22,-29.850071,31.027794,24.62162,74.25452,24.621618,2.1000001,0.5416667,,23.2185
1235375,2021-02-24,-29.850071,31.027794,28.42908,76.95867,28.429077,5.3,0.5416667,,25.731003
1235376,2021-02-23,-29.850071,31.027794,28.477144,74.26832,28.477144,0.0,0.5416667,,25.864334
1235377,2021-02-26,-29.850071,31.027794,23.058838,81.00708,23.058838,3.1,0.5416667,,21.866417
1235378,2021-02-23,-29.850071,31.027794,28.477144,74.26832,28.477144,0.0,0.5416667,,25.864334
1235379,2021-02-19,-29.850071,31.027794,27.588509,76.404205,27.588507,0.0,0.5416667,,25.116419
1235380,2021-02-21,-29.850071,31.027794,24.91509,68.80988,24.915094,3.0000002,0.5416667,,24.551834
1235381,2021-02-20,-29.850071,31.027794,29.546295,70.0702,29.546295,0.1,0.5416667,,26.864334
1235383,2021-02-25,-29.850071,31.027794,25.353926,82.87774,25.353928,29.5,0.5416667,,23.06225
1235384,2021-02-22,-29.850071,31.027794,24.62162,74.25452,24.621618,2.1000001,0.5416667,,23.2185
1235385,2021-02-21,-29.850071,31.027794,24.91509,68.80988,24.915094,3.0000002,0.5416667,,24.551834
1235386,2021-02-26,-29.850071,31.027794,23.058838,81.00708,23.058838,3.1,0.5416667,,21.866417
1235387,2021-02-19,-29.850071,31.027794,27.588509,76.404205,27.588507,0.0,0.5416667,,25.116419
1250546,2021-02-27,-29.850071,31.027794,24.840393,78.733765,24.840393,0.3,0.5416667,,22.458084
1250547,2021-02-28,-29.850071,31.027794,24.7873,81.03138,24.7873,1.8,0.5416667,,22.441416
1299602,2022-02-07,-33.966995,25.609888,24.178606,76.12601,24.17861,0.0,0.5833333,,22.428665
1299603,2022-02-07,-33.966995,25.609888,24.178606,76.12601,24.17861,0.0,0.5833333,,22.428665
1299604,2022-02-08,-33.966995,25.609888,22.221502,81.95675,22.221502,0.0,0.5833333,,20.828667
1299605,2022-02-08,-33.966995,25.609888,22.221502,81.95675,22.221502,0.0,0.5833333,,20.828667
1299606,2022-02-09,-33.966995,25.609888,19.47177,83.517204,19.471767,0.0,0.5833333,,19.826582
1299607,2022-02-09,-33.966995,25.609888,19.47177,83.517204,19.471767,0.0,0.5833333,,19.826582
1299608,2022-02-10,-33.966995,25.609888,20.728014,76.202934,20.728016,0.0,0.5833333,,20.505749
1299609,2022-02-10,-33.966995,25.609888,20.728014,76.202934,20.728016,0.0,0.5833333,,20.505749
1299610,2022-02-12,-33.966995,25.609888,23.114386,85.34936,23.114386,0.0,0.5833333,,21.630747
1299611,2022-02-12,-33.966995,25.609888,23.114386,85.34936,23.114386,0.0,0.5833333,,21.630747
1299612,2022-02-13,-33.966995,25.609888,21.961317,84.956215,21.961317,0.4,0.5833333,,21.58908
1299613,2022-02-13,-33.966995,25.609888,21.961317,84.956215,21.961317,0.4,0.5833333,,21.58908
1299614,2022-02-14,-33.966995,25.609888,19.319963,76.717735,19.319965,1.7,0.5833333,,20.70575
1299615,2022-02-14,-33.966995,25.609888,19.319963,76.717735,19.319965,1.7,0.5833333,,20.70575
1299616,2022-02-15,-33.966995,25.609888,22.739664,74.05091,22.739662,0.4,0.5833333,,22.970331
