match_id,match_date,latitude,longitude,daily_apparent_temperature_mean,hourly_relative_humidity_2m,hourly_apparent_temperature,hourly_precipitation,hourly_is_day,hourly_temperature_2m_spread,hourly_temperature_2m
1114883,2018-01-13,-33.891434,151.223465,21.412346,69.367805,21.412346,4.2,0.625,,22.241585
1114884,2018-01-15,-42.877167,147.373779,10.366609,57.705524,10.366609,0.0,0.625,,13.997584
1114885,2018-01-16,-37.819775,144.98349,17.681602,65.17309,17.6816,0.0,0.5833333,,18.41075
1114886,2018-01-17,-34.915386,138.596039,27.602774,19.722372,27.602776,0.0,0.625,,30.487501
1114887,2018-01-18,-33.891434,151.223465,20.91606,67.53785,20.91606,0.0,0.5833333,,20.652
1114888,2018-01-20,-37.819775,144.98349,23.52633,76.94198,23.52633,0.0,0.5833333,,22.167
1114889,2018-01-20,-31.959843,115.879799,27.46071,68.306526,27.460709,0.0,0.5833333,,25.32675
1114890,2018-01-22,-37.816391,144.94751,20.21377,69.044624,20.213774,0.0,0.5833333,,20.269167
1114891,2018-01-23,-33.891434,151.223465,26.47674,80.21523,26.47674,0.0,0.5833333,,24.068665
1114892,2018-01-24,-35.317909,149.134583,23.996763,72.66095,23.99676,2.2,0.5833333,,22.354834
1114893,2018-01-25,-31.959843,115.879799,22.964981,63.32135,22.964981,0.0,0.5833333,,23.01425
1114894,2018-01-27,-37.819775,144.98349,30.114847,67.08486,30.114851,0.0,0.5833333,,27.202417
1114895,2018-01-27,-27.485596,153.038071,28.95291,75.79573,28.95291,4.6,0.5416667,,25.991417
1114896,2018-02-01,-31.9457271,115.8699183,24.546183,42.32403,24.546186,0.0,0.5833333,,26.225586
1114897,2018-02-02,-34.915386,138.596039,20.241936,48.022873,20.241934,0.0,0.5416667,,22.520834
1114898,2018-02-04,-34.915386,138.596039,25.905405,33.27445,25.905403,0.0,0.5416667,,27.322916
1152511,2018-12-19,-27.485596,153.038071,28.818079,84.89266,28.818075,0.4,0.5833333,,24.860167
1152512,2018-12-20,-37.816391,144.94751,15.858045,76.803635,15.8580475,2.4,0.625,,17.5025
1152513,2018-12-21,-35.317909,149.134583,14.0397415,74.273415,14.0397415,10.1,0.625,,15.700665
1152514,2018-12-22,-33.891434,151.223465,15.777408,71.71227,15.777408,1.7,0.625,,18.018667
1152515,2018-12-22,-28.005657,153.367126,22.864944,76.609406,22.864944,9.499999,0.5833333,,22.858
1152516,2018-12-23,-34.915386,138.596039,20.472544,38.346848,20.472544,0.0,0.5833333,,22.072916
1152517,2018-12-24,-42.877167,147.373779,19.64763,42.02467,19.64763,0.70000005,0.625,,22.157999
1152518,2018-12-24,-33.843254,151.06749,21.842451,75.452866,21.842451,0.0,0.625,,20.683
1152519,2018-12-26,-31.9457271,115.8699183,20.41773,63.069214,20.417727,0.0,0.5833333,,21.406836
1152520,2018-12-27,-33.891434,151.223465,25.387901,73.46822,25.387903,0.0,0.625,,23.837418
1152521,2018-12-28,-42.877167,147.373779,17.994013,73.69354,17.994013,1.7,0.625,,18.7705
1152522,2018-12-29,-37.816391,144.94751,20.478403,86.65818,20.478405,3.8000002,0.625,,19.242083
1152523,2018-12-30,-41.43876,147.13467,17.87633,62.189926,17.87633,0.0,0.625,,18.367083
1152524,2018-12-31,-34.915386,138.596039,19.436075,51.897427,19.436075,0.0,0.625,,20.714584
1152525,2019-01-01,-28.005657,153.367126,27.210566,70.69477,27.210566,0.0,0.5833333,,24.830917
1152526,2019-01-01,-37.819775,144.98349,20.208878,69.735695,20.208876,0.5,0.5833333,,20.039917
1152527,2019-01-02,-33.843254,151.06749,27.834692,74.75045,27.834696,0.0,0.625,,25.153833
1152528,2019-01-03,-38.157318,144.3535,22.831047,70.83893,22.831049,0.0,0.5833333,,21.738668
1152529,2019-01-04,-42.877167,147.373779,17.87679,56.792126,17.87679,5.6,0.625,,19.474667
1152530,2019-01-05,-28.005657,153.367126,28.336517,71.667206,28.336517,0.0,0.5833333,,25.568415
1152531,2019-01-05,-31.9457271,115.8699183,23.042486,42.460167,23.042488,0.0,0.5833333,,24.754751
1152532,2019-01-06,-34.915386,138.596039,17.606972,62.443188,17.606972,0.0,0.625,,19.054167
1152533,2019-01-07,-37.816391,144.94751,20.311787,67.74967,20.311789,0.0,0.5833333,,20.154585
1152534,2019-01-08,-33.843254,151.06749,27.692629,77.23225,27.692627,1.3000001,0.625,,24.616333
1152535,2019-01-09,-37.819775,144.98349,13.969401,56.52622,13.969401,0.0,0.5833333,,16.242
1152536,2019-01-10,-27.485596,153.038071,27.501495,78.177605,27.50149,1.9000001,0.5416667,,24.606
1152537,2019-01-11,-34.915386,138.596039,26.182045,26.538437,26.182047,0.0,0.625,,29.049997
1152538,2019-01-13,-33.843254,151.06749,24.921965,80.54397,24.92196,0.2,0.625,,22.928833
1152540,2019-01-13,-31.9457271,115.8699183,22.046867,61.732162,22.046867,0.0,0.5833333,,22.890167
1152541,2019-01-14,-37.819775,144.98349,27.320831,64.55023,27.320833,0.0,0.5833333,,25.564917
1152542,2019-01-16,-33.891434,151.223465,28.930206,79.282265,28.930206,0.0,0.5833333,,25.483248
1152543,2019-01-17,-27.485596,153.038071,26.932426,66.746956,26.932428,0.2,0.5416667,,25.026834
1152544,2019-01-18,-31.9457271,115.8699183,22.837439,44.066006,22.837435,0.0,0.5833333,,24.413084
1152545,2019-01-19,-37.816391,144.94751,18.30413,62.01175,18.304132,0.0,0.5833333,,19.131666
1152546,2019-01-20,-33.891434,151.223465,25.640776,79.98554,25.640778,2.1000001,0.5833333,,23.389502
1152547,2019-01-21,-34.915386,138.596039,27.25414,44.635456,27.25414,0.0,0.625,,26.964584
1152548,2019-01-22,-33.843254,151.06749,30.808508,75.7343,30.808508,0.0,0.5833333,,26.724665
1152549,2019-01-23,-38.1825088,146.257197,23.242256,67.22558,23.242254,0.0,0.5833333,,22.732584
1152550,2019-01-23,-33.891434,151.223465,23.658972,73.72475,23.658972,0.2,0.5833333,,23.868666
1152551,2019-01-24,-31.9457271,115.8699183,14.163156,66.01098,14.163157,0.5,0.5833333,,16.658916
1152552,2019-01-27,-37.819775,144.98349,20.298138,62.316452,20.29814,0.0,0.5833333,,20.671167
1152553,2019-01-28,-31.9457271,115.8699183,25.144232,37.5088,25.144232,0.0,0.5833333,,26.877665
1152554,2019-01-29,-42.877167,147.373779,20.627846,55.48654,20.627846,0.0,0.5833333,,21.487167
1152555,2019-01-29,-33.891434,151.223465,28.096186,77.14757,28.09619,0.0,0.5833333,,25.416582
1152556,2019-01-30,-37.816391,144.94751,25.351889,51.156933,25.351883,4.7999997,0.5833333,,26.371252
1152557,2019-01-31,-41.43876,147.13467,10.831135,49.382782,10.831134,0.0,0.5833333,,13.748333
1152558,2019-02-01,-27.485596,153.038071,28.581095,65.2423,28.581095,1.7,0.5416667,,26.62475
1152559,2019-02-02,-33.891434,151.223465,25.770887,84.86959,25.77089,3.2000003,0.5833333,,23.166586
1152560,2019-02-03,-34.915386,138.596039,22.818008,52.19864,22.818008,0.0,0.5416667,,24.420832
1152561,2019-02-03,-31.9457271,115.8699183,19.530348,37.962673,19.530346,0.0,0.5833333,,22.771418
1152562,2019-02-07,-42.877167,147.373779,20.897415,70.83104,20.897413,4.8999996,0.5833333,,20.824667
1152563,2019-02-08,-27.485596,153.038071,27.823008,82.672745,27.823006,0.7,0.5416667,,24.439333
1152564,2019-02-09,-34.915386,138.596039,15.663562,58.374218,15.663562,0.5,0.5416667,,17.98125
1152565,2019-02-09,-35.317909,149.134583,13.202428,65.20455,13.202426,0.1,0.5833333,,15.419417
1152566,2019-02-10,-37.819775,144.98349,17.393848,69.85078,17.39385,0.0,0.5833333,,17.866999
1152567,2019-02-14,-42.877167,147.373779,14.347008,65.11566,14.347008,0.1,0.5833333,,16.695501
1152568,2019-02-15,-37.816391,144.94751,18.92155,75.07487,18.921549,0.0,0.5833333,,18.850416
1152569,2019-02-17,-37.816391,144.94751,22.934141,46.66257,22.934143,0.0,0.5833333,,23.842081
1195573,2019-12-17,-27.485596,153.038071,23.342361,57.970783,23.342363,0.0,0.5833333,,23.528917
1195574,2019-12-18,-33.891434,151.223465,22.138617,67.58033,22.138617,0.0,0.625,,22.11033
1195575,2019-12-19,-38.157318,144.3535,17.061226,72.38461,17.061228,0.0,0.625,,17.538666
1195576,2019-12-20,-23.709005,133.875046,33.40147,20.17795,33.401474,0.0,0.5416667,,35.317165
1195577,2019-12-20,-28.005657,153.367126,26.653997,76.728745,26.653994,0.0,0.5833333,,23.699667
1195578,2019-12-21,-35.317909,149.134583,23.493011,49.400925,23.49301,0.0,0.625,,25.142334
1195579,2019-12-21,-31.9457271,115.8699183,23.437912,58.15643,23.437912,0.0,0.5833333,,24.0235
1195580,2019-12-22,-38.1825088,146.257197,15.033364,67.07094,15.033362,0.0,0.625,,15.828418
1195581,2019-12-22,-33.891434,151.223465,18.501804,68.00635,18.501806,0.4,0.625,,19.493666
1195582,2019-12-23,-34.915386,138.596039,21.565176,40.148308,21.565176,0.0,0.5833333,,23.143751
1195583,2019-12-24,-42.877167,147.373779,13.111015,58.942738,13.111015,0.0,0.625,,15.253833
1195584,2019-12-26,-31.9457271,115.8699183,23.906479,69.18356,23.906473,0.0,0.5833333,,23.22975
1195585,2019-12-27,-28.005657,153.367126,23.896507,74.10666,23.896507,1.9000001,0.5833333,,22.843416
1195586,2019-12-28,-33.891434,151.223465,24.531141,67.44746,24.531137,0.0,0.625,,23.952002
1195587,2019-12-29,-37.816391,144.94751,26.0811,47.513905,26.0811,0.0,0.625,,26.679583
1195588,2019-12-30,-41.43876,147.13467,23.84432,60.22626,23.84432,5.0,0.625,,23.881668
1195589,2019-12-31,-34.915386,138.596039,16.073242,55.67639,16.073244,0.0,0.625,,18.21875
1195590,2020-01-01,-28.005657,153.367126,27.483604,77.01777,27.483606,0.3,0.5833333,,24.743416
1195591,2020-01-02,-33.843254,151.06749,25.092508,71.38479,25.092508,1.6,0.625,,23.485083
1195592,2020-01-02,-37.816391,144.94751,18.278002,66.02565,18.278002,0.0,0.5833333,,18.8775
1195593,2020-01-03,-42.877167,147.373779,16.98805,65.579506,16.988052,0.5,0.625,,18.478834
1195594,2020-01-04,-37.819775,144.98349,14.298916,64.00478,14.298917,3.1999998,0.5833333,,17.325335
1195595,2020-01-05,-30.323004,153.095718,26.300224,81.638176,26.300222,2.2,0.5833333,,24.094
1195596,2020-01-05,-31.9457271,115.8699183,23.952696,40.67159,23.952698,0.0,0.5833333,,25.567251
1195597,2020-01-06,-33.843254,151.06749,24.129358,79.33975,24.129358,9.5,0.625,,22.247581
1195598,2020-01-07,-38.157318,144.3535,16.827553,79.278694,16.827553,0.2,0.5833333,,17.578249
1195599,2020-01-08,-34.915386,138.596039,26.113976,24.080317,26.113977,0.0,0.625,,28.866667
1195600,2020-01-08,-37.819775,144.98349,20.298506,77.058876,20.298506,0.0,0.5833333,,20.200333
1195601,2020-01-09,-27.485596,153.038071,29.218203,66.14972,29.218203,0.1,0.5416667,,26.681
1195602,2020-01-10,-37.816391,144.94751,16.584368,71.73452,16.584368,10.599999,0.5833333,,18.348333
1195603,2020-01-11,-33.843254,151.06749,19.889938,62.666485,19.889936,0.5,0.625,,21.01425
1195604,2020-01-11,-31.9457271,115.8699183,25.162664,31.060461,25.162668,0.0,0.5833333,,27.246416
1195605,2020-01-12,-34.915386,138.596039,21.269968,47.547256,21.269968,0.0,0.625,,22.289583
1195606,2020-01-12,-37.819775,144.98349,15.483574,72.71934,15.483571,0.0,0.5833333,,16.67325
1195607,2020-01-13,-42.877167,147.373779,17.938944,62.269047,17.938944,0.0,0.625,,19.374666
1195608,2020-01-14,-27.485596,153.038071,27.335054,78.64563,27.335054,7.2,0.5416667,,24.658081
1195609,2020-01-15,-35.317909,149.134583,24.634445,57.5572,24.634445,0.3,0.5833333,,24.209
1195610,2020-01-15,-31.9457271,115.8699183,27.006662,46.339844,27.00666,0.0,0.5833333,,27.938086
1195611,2020-01-16,-33.891434,151.223465,23.944738,81.17631,23.944738,8.300001,0.5833333,,22.899916
1195612,2020-01-17,-34.915386,138.596039,15.900631,57.089325,15.90063,0.0,0.625,,17.887499
1195613,2020-01-18,-37.819775,144.98349,22.484694,71.66538,22.48469,0.2,0.5833333,,21.500336
1195614,2020-01-18,-33.843254,151.06749,22.092093,90.616035,22.092093,12.800001,0.5833333,,19.912165
1195615,2020-01-19,-41.43876,147.13467,18.2711,62.02951,18.271101,0.0,0.5833333,,19.5025
1195616,2020-01-19,-27.485596,153.038071,29.944326,85.2668,29.94433,13.200001,0.5416667,,25.881002
1195617,2020-01-20,-33.891434,151.223465,23.21448,81.27979,23.214483,4.8,0.5833333,,21.631165
1195618,2020-01-20,-31.9457271,115.8699183,22.287941,59.141506,22.287943,0.0,0.5833333,,23.204752
1195619,2020-01-21,-37.816391,144.94751,17.264782,64.65278,17.264784,0.0,0.5833333,,18.481667
1195620,2020-01-22,-34.915386,138.596039,16.046648,68.73206,16.046646,6.5,0.5833333,,18.5875
1195621,2020-01-23,-27.485596,153.038071,31.233366,82.97388,31.233362,2.5,0.5416667,,27.085167
1195622,2020-01-24,-42.877167,147.373779,14.316944,57.257965,14.316944,0.0,0.5833333,,17.224667
1195623,2020-01-24,-31.9457271,115.8699183,23.784523,59.561428,23.784521,0.0,0.5833333,,23.850584
1195624,2020-01-25,-33.891434,151.223465,28.650255,84.67051,28.650259,0.6,0.5833333,,25.012415
1195625,2020-01-25,-37.819775,144.98349,21.068089,71.89374,21.068087,0.0,0.5833333,,20.131584
1195626,2020-01-26,-33.843254,151.06749,31.58915,71.98846,31.589148,0.2,0.5833333,,28.043417
1195627,2020-01-26,-34.915386,138.596039,19.870623,74.25945,19.87062,0.0,0.5833333,,19.558332
1195628,2020-01-27,-37.816391,144.94751,17.12944,76.34873,17.12944,0.0,0.5833333,,17.154585
1195629,2020-01-30,-42.877167,147.373779,19.991474,64.46675,19.991474,0.0,0.5833333,,21.032999
1195630,2020-01-31,-37.819775,144.98349,31.993551,51.81073,31.993546,7.2999997,0.5833333,,31.371164
1195631,2020-02-01,-34.915386,138.596039,17.606108,74.05886,17.606104,5.9,0.5416667,,18.777084
1195632,2020-02-06,-37.819775,144.98349,22.808533,76.79041,22.808533,0.0,0.5833333,,21.22325
1195633,2020-02-08,-33.891434,151.223465,19.714214,84.46986,19.714212,43.4,0.5416667,,21.356165
1226826,2021-01-08,-34.915386,138.596039,24.100584,42.5,24.10058,0.0,0.625,,25.4625
1226827,2021-01-24,-37.819775,144.98349,29.121264,29.225555,29.121262,0.0,0.5833333,,30.633667
1226828,2020-12-12,-35.317909,149.134583,13.721931,70.20066,13.721931,0.0,0.625,,15.631916
1226829,2021-01-06,-31.9457271,115.8699183,25.141014,17.513266,25.141016,0.0,0.5833333,,29.440168
1226830,2020-12-19,-42.877167,147.373779,10.150994,62.750484,10.150993,0.70000005,0.625,,12.778832
1226831,2020-12-22,-35.317909,149.134583,12.2809,71.96191,12.280902,0.1,0.625,,14.340251
1226832,2021-01-02,-27.485596,153.038071,26.997816,80.35371,26.997812,2.3000002,0.5833333,,23.93725
1226833,2021-01-05,-34.915386,138.596039,14.695689,56.540817,14.695691,0.0,0.625,,17.664583
1226834,2021-01-22,-37.816391,144.94751,18.993109,70.73046,18.99311,0.0,0.5833333,,19.035833
1226835,2021-01-07,-28.005657,153.367126,21.826096,81.184685,21.826094,5.4,0.5833333,,22.174667
1226836,2021-01-25,-34.915386,138.596039,23.173353,74.7817,23.173353,7.0,0.5833333,,22.710417
1226837,2020-12-13,-42.877167,147.373779,18.446959,51.108593,18.446957,0.0,0.625,,20.703833
1226838,2021-01-19,-37.816391,144.94751,11.711525,61.079712,11.711525,0.0,0.5833333,,14.5025
1226839,2021-01-15,-37.819775,144.98349,10.759975,65.200195,10.759975,4.8,0.5833333,,14.342
1226840,2021-01-18,-35.317909,149.134583,19.0636,52.386765,19.0636,0.0,0.5833333,,20.669416
1226841,2020-12-12,-42.877167,147.373779,15.209142,64.113625,15.209142,0.0,0.625,,16.562166
1226842,2021-01-03,-28.005657,153.367126,27.760683,78.61764,27.760681,1.4000001,0.5833333,,24.720499
1226843,2021-01-14,-35.317909,149.134583,20.248257,48.003235,20.248255,0.0,0.5833333,,21.971498
1226844,2021-01-02,-42.877167,147.373779,17.10116,67.512825,17.10116,0.0,0.625,,17.568417
1226845,2020-12-28,-34.915386,138.596039,12.700855,57.200207,12.700855,0.0,0.625,,15.433333
1226846,2020-12-26,-28.005657,153.367126,24.720972,66.50268,24.720976,0.0,0.5833333,,23.547583
1226847,2021-01-24,-34.915386,138.596039,30.318888,20.732286,30.318888,0.0,0.5833333,,32.960415
1226848,2021-01-23,-37.816391,144.94751,21.387054,69.35415,21.387053,0.0,0.5833333,,20.581667
1226849,2021-01-23,-37.819775,144.98349,21.457924,69.36326,21.457924,0.0,0.5833333,,20.633667
1226850,2020-12-13,-42.877167,147.373779,18.446959,51.108593,18.446957,0.0,0.625,,20.703833
1226851,2021-01-04,-27.485596,153.038071,28.37774,79.056015,28.377733,1.0,0.5833333,,25.02475
1226852,2020-12-10,-42.877167,147.373779,8.326474,53.502995,8.326474,0.0,0.625,,12.085083
1226853,2021-01-03,-31.9457271,115.8699183,20.079775,36.11614,20.079779,0.0,0.5833333,,24.586
1226854,2020-12-29,-35.317909,149.134583,15.244021,72.69731,15.244021,0.1,0.625,,16.181917
1226855,2021-01-10,-28.005657,153.367126,21.869589,73.716,21.869589,2.2,0.5416667,,22.097582
1226856,2021-01-01,-28.005657,153.367126,25.78205,84.34455,25.78205,4.0,0.5833333,,23.380915
1226857,2021-01-12,-31.9457271,115.8699183,21.365732,44.852413,21.365732,0.0,0.5833333,,23.7985
1226858,2021-01-26,-37.819775,144.98349,13.702885,66.71668,13.702888,2.0,0.5833333,,16.44825
1226859,2021-01-21,-34.915386,138.596039,22.705591,28.343132,22.705591,0.0,0.625,,24.875
1226860,2021-01-26,-37.819775,144.98349,13.702885,66.71668,13.702888,2.0,0.5833333,,16.44825
1226861,2021-01-13,-35.317909,149.134583,24.945793,55.126476,24.945791,0.1,0.5833333,,24.494415
1226862,2021-01-26,-34.915386,138.596039,15.727105,63.26413,15.727108,0.1,0.5416667,,18.452082
1226863,2020-12-15,-41.43876,147.13467,18.692482,73.18313,18.69248,3.3000002,0.625,,19.43375
1226864,2021-01-17,-37.819775,144.98349,14.758854,66.80557,14.758853,0.1,0.5833333,,16.383667
1226865,2021-01-16,-35.317909,149.134583,12.812762,48.351852,12.812764,0.0,0.5833333,,15.544415
1226866,2020-12-14,-35.317909,149.134583,17.804518,73.82924,17.804514,0.0,0.625,,18.36525
1226867,2020-12-16,-41.43876,147.13467,11.081201,79.3841,11.081201,12.4,0.625,,13.894168
1226868,2020-12-27,-27.485596,153.038071,25.777437,73.159645,25.777437,0.1,0.5833333,,23.68725
1226869,2021-01-20,-37.816391,144.94751,16.941599,70.47616,16.941597,0.0,0.5833333,,17.28375
1226870,2020-12-31,-34.915386,138.596039,20.003374,50.05786,20.003374,0.0,0.625,,21.802084
1226871,2021-01-07,-31.9457271,115.8699183,26.869379,14.71967,26.869379,0.0,0.5833333,,30.960999
1226872,2020-12-11,-35.317909,149.134583,11.010178,63.277447,11.010178,0.0,0.625,,13.323583
1226873,2020-12-20,-42.877167,147.373779,11.178967,68.09817,11.178967,0.6,0.625,,13.283
1226874,2020-12-26,-35.317909,149.134583,18.398203,77.449005,18.398203,0.3,0.625,,18.081917
1226875,2020-12-30,-27.485596,153.038071,25.467415,84.33326,25.46742,1.5999999,0.5833333,,22.814333
1226876,2021-01-11,-34.915386,138.596039,20.97178,54.792637,20.971779,0.0,0.625,,23.095833
1226877,2020-12-29,-28.005657,153.367126,27.444633,80.61297,27.444632,5.5,0.5833333,,24.460083
1226878,2021-01-09,-31.9457271,115.8699183,27.674864,53.871918,27.674858,0.0,0.5833333,,27.644333
1226879,2021-01-04,-42.877167,147.373779,15.231225,75.245384,15.231224,1.2,0.625,,15.9642515
1226880,2021-01-22,-34.915386,138.596039,21.823112,27.511545,21.823112,0.0,0.5833333,,24.225
1226881,2020-12-23,-27.485596,153.038071,25.130648,65.86314,25.130646,0.0,0.5833333,,23.778915
1226882,2021-02-06,-33.891434,151.223465,23.09159,88.05767,23.091593,17.7,0.5416667,,21.343666
1226883,2021-01-29,-27.485596,153.038071,26.039665,77.369606,26.039663,0.90000004,0.5416667,,23.903915
1226884,2021-01-30,-35.317909,149.134583,21.616074,76.421844,21.616074,1.0,0.5833333,,20.7465
1226885,2021-01-31,-35.317909,149.134583,18.758635,78.55857,18.758636,0.4,0.5833333,,18.504833
1226886,2021-02-04,-35.317909,149.134583,22.227457,77.480736,22.227463,6.9,0.5833333,,20.961082
1269638,2021-12-05,-33.891434,151.223465,15.8399315,61.514706,15.839931,0.6,0.5833333,,17.799917
1269639,2021-12-06,-35.317909,149.134583,15.510193,75.71147,15.510193,0.0,0.625,,15.965249
1269640,2021-12-07,-37.816391,144.94751,10.09589,72.202705,10.09589,3.3,0.625,,12.898334
1269641,2021-12-08,-41.43876,147.13467,12.211146,62.08093,12.211146,0.6,0.625,,13.967084
