Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
Comilla Victorians,CS Delport,afa78c3a,1,16,19,1,1,84.21,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,26,0,0,26
Comilla Victorians,F du Plessis,3355b542,2,2,7,0,0,28.57,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,2,0,8,10
Comilla Victorians,Mominul Haque,de0a3209,3,15,20,1,1,75.0,"[10, 12]",2.0,12,4,0,14,1,0,1,0,0,0,0,7.0,0,0,0,1,0,25,31,6,62
Comilla Victorians,Imrul Kayes,5fbe14fc,4,10,4,1,1,250.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,20,0,8,28
Comilla Victorians,Nahidul Islam,8c7b16c8,5,16,16,0,1,100.0,"[1, 3, 5, 7]",4.0,24,17,0,20,1,1,2,0,0,0,1,5.0,0,0,0,0,0,22,71,0,93
Comilla Victorians,Ariful Haque,ad1730bc,6,4,5,0,0,80.0,[16],1.0,6,1,0,11,1,0,0,0,0,1,2,11.0,2,0,0,0,0,4,1,16,21
Comilla Victorians,Karim Janat,62175638,7,18,13,2,0,138.46,[18],1.0,6,3,0,7,1,0,1,0,0,0,1,7.0,2,0,0,0,2,28,28,16,72
Comilla Victorians,Mahidul Islam Ankon,dac6aabc,8,9,14,0,0,64.29,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,1,-2,7,0,22,29
Comilla Victorians,Shohidul Islam,607ed7c2,9,1,8,0,0,12.5,"[6, 8, 15, 20]",3.167,19,11,0,15,1,0,2,0,0,0,4,4.74,0,0,0,0,0,1,67,0,68
Comilla Victorians,Tanvir Islam,aa467af0,10,3,6,0,0,50.0,"[4, 9, 11, 13]",4.0,24,17,1,10,1,0,1,0,0,0,0,2.5,0,0,0,0,0,3,60,0,63
Comilla Victorians,Mustafizur Rahman,0a8fce53,11,0,0,0,0,0.0,"[2, 14, 17, 19]",4.0,24,11,0,15,0,0,2,0,1,0,6,3.75,0,0,0,0,0,0,75,0,75
Sylhet Sunrisers,Anamul Haque,72b245dd,1,3,9,0,0,33.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,3,0,0,3
Sylhet Sunrisers,CA Ingram,c995d726,2,20,21,3,1,95.24,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,38,0,8,46
Sylhet Sunrisers,Mohammad Mithun,77191792,3,5,7,0,0,71.43,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,5,0,0,5
Sylhet Sunrisers,RS Bopara,7ca5e05d,4,17,19,1,0,89.47,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,21,0,16,37
Sylhet Sunrisers,Mosaddek Hossain,8919756f,5,3,6,0,0,50.0,"[5, 7, 9, 18]",4.0,24,16,0,10,0,0,2,0,0,0,0,2.5,0,0,0,0,0,3,72,0,75
Sylhet Sunrisers,Alok Kapali,54279e23,6,6,14,0,0,42.86,[12],1.0,6,2,0,9,0,1,0,0,0,0,0,9.0,0,0,0,0,-6,0,2,0,2
Sylhet Sunrisers,Sohag Gazi,5a4c12ab,7,12,18,1,0,66.67,"[2, 4, 6, 8]",4.0,24,14,0,30,3,2,2,1,0,0,0,7.5,1,0,0,0,-2,14,72,8,94
Sylhet Sunrisers,Muktar Ali,4a491652,8,0,3,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,-2,0,8,6
Sylhet Sunrisers,KOK Williams,78cb83f3,9,9,13,1,0,69.23,"[10, 19]",1.667,10,2,0,12,0,0,0,0,0,0,2,7.2,1,0,0,0,-2,11,2,8,21
Sylhet Sunrisers,Taskin Ahmed,ef18b66e,10,2,5,0,0,40.0,"[1, 3, 14, 16]",4.0,24,13,0,19,0,1,1,0,0,0,1,4.75,0,0,0,0,0,2,44,0,46
Sylhet Sunrisers,Nazmul Islam,6575e3bc,11,0,0,0,0,0.0,"[11, 13, 15, 17]",4.0,24,15,0,17,2,0,3,1,0,0,0,4.25,0,0,0,0,0,0,108,0,108
