Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
Madhya Pradesh,Arpit Gaud,a6a50969,1,0,6,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,-2,0,0,-2
Madhya Pradesh,VR Iyer,a24be938,2,88,53,11,2,166.04,[12],1.0,6,0,0,17,2,1,0,0,0,0,0,17.0,0,0,0,0,4,160,0,0,160
Madhya Pradesh,RM Patidar,c740ea83,3,52,31,5,3,167.74,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,4,102,0,8,110
Madhya Pradesh,Parth Sahani,239f7526,4,13,14,0,0,92.86,[14],1.0,6,2,0,12,1,1,1,0,0,0,0,12.0,0,0,0,0,0,13,27,0,40
Madhya Pradesh,Rishabh Chouhan,a64608ec,5,1,3,0,0,33.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,8,9
Madhya Pradesh,Rakesh Thakur,2c5fb7f6,6,13,7,1,1,185.71,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,23,0,16,39
Madhya Pradesh,IC Pandey,e0407c01,7,0,0,0,0,0.0,"[1, 3, 15, 17]",4.0,24,8,0,28,4,0,0,0,0,0,0,7.0,0,0,0,0,0,0,10,0,10
Madhya Pradesh,Avesh Khan,eef2536f,8,0,0,0,0,0.0,"[2, 11, 16, 19]",4.0,24,9,0,48,5,3,1,0,0,2,1,12.0,0,0,0,0,0,0,30,0,30
Madhya Pradesh,KR Sen,2e78f685,9,0,0,0,0,0.0,"[4, 6, 18, 20]",4.0,24,12,1,23,3,0,1,0,0,0,0,5.75,0,0,0,0,0,0,53,0,53
Madhya Pradesh,Ankit Sharma,24d94623,10,0,0,0,0,0.0,"[5, 7, 9]",3.0,18,6,0,21,3,0,1,0,0,0,0,7.0,0,0,0,0,0,0,33,0,33
Madhya Pradesh,Mihir Hirwani,49bacd0f,11,0,0,0,0,0.0,"[8, 10, 13]",3.0,18,1,0,29,0,2,0,0,0,0,2,9.67,0,0,0,0,0,0,1,0,1
Saurashtra,H Desai,9c86350f,1,13,12,2,0,108.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,21,0,0,21
Saurashtra,AA Barot,b690f34a,2,19,19,4,0,100.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,35,0,0,35
Saurashtra,Samarth Vyas,34819e70,3,66,42,7,2,157.14,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,4,118,0,8,126
Saurashtra,PN Mankad,663b5e34,4,57,30,5,4,190.0,"[7, 9, 11, 13]",4.0,24,4,0,28,3,0,0,0,0,0,0,7.0,1,0,0,0,6,115,6,8,129
Saurashtra,Arpit Vasavada,2bbab579,5,2,4,0,0,50.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,2
Saurashtra,Chirag Jani,783e6111,6,16,13,0,1,123.08,"[3, 6, 15, 19]",4.0,24,6,0,32,4,0,0,0,0,0,0,8.0,0,0,0,0,0,22,6,0,28
Saurashtra,Parth Chauhan,c7375760,7,0,0,0,0,0.0,"[10, 12]",2.0,12,4,0,13,1,0,1,0,0,0,1,6.5,1,0,0,0,0,0,31,8,39
Saurashtra,Vishvaraj Jadeja,d30c6f81,8,0,0,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
Saurashtra,C Sakariya,2cdce1be,9,0,0,0,0,0.0,"[2, 4, 14, 17]",4.0,24,6,0,31,4,0,2,0,0,0,3,7.75,0,0,0,0,0,0,56,0,56
Saurashtra,JD Unadkat,1e66c162,10,0,0,0,0,0.0,"[1, 5, 16, 18]",4.0,24,7,1,39,2,3,1,0,0,0,2,9.75,0,0,0,0,0,0,44,0,44
Saurashtra,Dharmendrasinh Jadeja,d330f9b9,11,0,0,0,0,0.0,[8],1.0,6,0,0,30,3,3,0,0,0,0,0,30.0,1,0,0,0,0,0,0,8,8
