player_id,cricinfo_id,matches,strike rate in all matches combined,Total Runs Scored in all matches combined,no. of fours,no. of sixes,highest runs scored in a match,Balls Played till now,no. of dot_balls,maiden_overs,run conceded,Average Economy Rate,no. of wickets,no. of balls thrown,highest wickets taken in a match,total centuries,total halfcenturies,total catches,total stumps,total direct_runouts,total indirect_runouts,total avg fp,age,batting,bowling,all_rounder
770494eb,360456.0,0.029350104821802933,0.150265,0.021211367967520094,0.018148820326678763,0.009184845005740528,0.48,0.022798390701832812,0.009619789280806229,0.0,0.017790262172284646,0.19587037037037036,0.009487666034155597,0.016477961989486454,0.14285714285714285,0.0,0.019230769230769232,0.027777777777777776,0.0,0.05555555555555555,0.0,0.2414688995215311,0.45283018867924524,True,False,False
f78e7113,268740.0,0.16771488469601678,0.21068833333333334,0.06040268456375839,0.03720508166969147,0.060849598163031,0.3028571428571429,0.05733124720607957,0.10513055428309666,0.05,0.13147627965043696,0.14635185185185184,0.08728652751423151,0.13677719369187222,0.42857142857142855,0.0,0.019230769230769232,0.09523809523809523,0.0,0.05555555555555555,0.0,0.22671770334928226,0.45283018867924524,False,False,True
5748e866,7252.0,0.11111111111111112,0.0,0.08708260833540477,0.09346642468239565,0.02870264064293915,0.52,0.09845775592311132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06730769230769232,0.15476190476190477,0.13157894736842105,0.05555555555555555,0.08,0.22355502392344495,0.4716981132075471,True,False,False
b970a03f,6161.0,0.3228511530398323,0.16951166666666667,0.38561604109702546,0.39201451905626133,0.12629161882893228,0.72,0.42378185069289226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647058823529,0.2980769230769231,0.26190476190476186,0.0,0.16666666666666666,0.0,0.2815980861244019,0.5471698113207546,True,False,False
12b610c2,530011.0,0.28301886792452835,0.2164416666666667,0.29828486204325133,0.2885662431941924,0.19517795637198623,0.5828571428571429,0.2733571747876621,0.02977553825011452,0.0,0.05196629213483146,0.0,0.04174573055028463,0.04599676506267691,0.42857142857142855,0.11764705882352941,0.19230769230769232,0.15079365079365079,0.0,0.0,0.02,0.29241626794258374,0.3018867924528302,True,False,False
530b20e3,422092.0,0.014675052410901468,0.0,0.0016571381224625074,0.0027223230490018148,0.0,0.03428571428571429,0.0020116227089852484,0.013513513513513514,0.0,0.020053058676654183,0.16924074074074072,0.017077798861480076,0.01748887990295188,0.2857142857142857,0.0,0.0,0.003968253968253968,0.0,0.0,0.0,0.22727272727272724,0.33962264150943394,False,True,False
45963d9e,429754.0,0.07337526205450735,0.18707000000000001,0.048139862457535834,0.06261343012704174,0.014925373134328358,0.38857142857142857,0.05017881090746536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.06349206349206349,0.013157894736842105,0.0,0.0,0.18008133971291868,0.3018867924528302,True,False,False
ff1e12a0,500268.0,0.39203354297693926,0.19005833333333333,0.25428784489187173,0.19147005444646098,0.13777267508610794,0.48,0.2421770227983907,0.04489234997709574,0.0,0.0599250936329588,0.14716666666666667,0.05313092979127135,0.06085725839061868,0.42857142857142855,0.0,0.14423076923076925,0.2976190476190476,0.0,0.1111111111111111,0.04,0.1992631578947368,0.32075471698113206,True,False,False
a12e1d51,49758.0,0.46121593291404617,0.0,0.015991382881763196,0.012704174228675136,0.009184845005740528,0.09714285714285714,0.025815824765310684,0.47869903802107194,0.4,0.48462858926342073,0.13687037037037036,0.5635673624288425,0.5101091791346543,0.8571428571428571,0.0,0.0,0.15873015873015872,0.0,0.2777777777777778,0.18,0.28626315789473683,0.490566037735849,False,True,False
7ed9fd56,50747.0,0.06918238993710693,0.0,0.06462838677603779,0.08166969147005444,0.021814006888633754,0.3942857142857143,0.06873044255699598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04807692307692308,0.011904761904761904,0.0,0.0,0.02,0.22404784688995216,0.4716981132075471,True,False,False
469ea22b,49535.0,0.14675052410901468,0.0,0.0166542381307482,0.013611615245009074,0.0057405281285878304,0.17714285714285713,0.020451497541350023,0.15277141548327988,0.35000000000000003,0.14240012484394507,0.1346111111111111,0.16318785578747627,0.15032349373230894,0.5714285714285714,0.0,0.0,0.0992063492063492,0.0,0.16666666666666666,0.1,0.2853301435406698,0.5094339622641508,False,True,False
6834d1f2,533042.0,0.1740041928721174,0.0,0.0028171348081862625,0.0018148820326678765,0.001148105625717566,0.04,0.006370138578453286,0.17819514429683922,0.1,0.18859238451935081,0.15911111111111112,0.1650853889943074,0.17782046097856852,0.5714285714285714,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.2135406698564593,0.2830188679245283,False,True,False
5a22d91c,304735.0,0.09853249475890986,0.16960666666666668,0.06396553152705278,0.0807622504537205,0.027554535017221583,0.3028571428571429,0.07845328565042468,0.0336692624828218,0.0,0.03581460674157303,0.0,0.018975332068311195,0.04003234937323089,0.2857142857142857,0.0,0.009615384615384616,0.023809523809523808,0.0,0.05555555555555555,0.0,0.21142583732057418,0.3773584905660377,True,False,False
bf7842c9,222354.0,0.0440251572327044,0.173745,0.023117076808351976,0.014519056261343012,0.013777267508610792,0.24,0.02358068842199374,0.01168117269812185,0.0,0.01724406991260924,0.0,0.015180265654648957,0.015163768701981398,0.2857142857142857,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.19703827751196168,0.45283018867924524,False,False,True
14f96089,379504.0,0.5555555555555556,0.0,0.022039937028751348,0.019056261343012703,0.003444316877152698,0.13142857142857142,0.03430934286991506,0.43563902885936784,0.15000000000000002,0.5564138576779026,0.14179629629629628,0.5825426944971537,0.574706833805095,0.8571428571428571,0.0,0.0,0.1468253968253968,0.0,0.1111111111111111,0.0,0.23616746411483253,0.32075471698113206,False,True,False
808f425a,270484.0,0.39412997903563946,0.20059333333333335,0.14135388184605188,0.07803992740471868,0.0746268656716418,0.41714285714285715,0.15087170317389362,0.3325698579935868,0.30000000000000004,0.4059769038701623,0.1530185185185185,0.44212523719165087,0.3872826526486049,0.7142857142857142,0.0,0.009615384615384616,0.23809523809523808,0.0,0.16666666666666666,0.1,0.312066985645933,0.3584905660377358,False,False,True
ded9240e,489889.0,0.26624737945492666,0.0,0.06885408898831719,0.04900181488203267,0.05625717566016074,0.37714285714285717,0.06504246759052303,0.2645442052221713,0.30000000000000004,0.3135143570536829,0.1569074074074074,0.269449715370019,0.28902143145976544,0.5714285714285714,0.0,0.028846153846153848,0.14285714285714285,0.0,0.16666666666666666,0.04,0.28573205741626795,0.3018867924528302,False,True,False
b8d490fd,5334.0,0.7463312368972747,0.20140333333333335,0.8773717789377745,0.9128856624319419,0.4856486796785304,0.9828571428571429,0.8504693786320966,0.011910215300045808,0.0,0.026997503121098627,0.0,0.013282732447817837,0.022341285887585927,0.14285714285714285,0.47058823529411764,0.7596153846153847,0.6071428571428571,0.0,0.3333333333333333,0.12,0.30040191387559806,0.43396226415094336,True,False,False
cfad138c,209457.0,0.10482180293501049,0.170385,0.05915983097191151,0.05263157894736842,0.02640642939150402,0.2857142857142857,0.07018328118015199,0.0018323408153916628,0.0,0.006008114856429463,0.0,0.0,0.004144763445208249,0.0,0.0,0.009615384615384616,0.09126984126984126,0.0,0.16666666666666666,0.04,0.16043062200956937,0.43396226415094336,True,False,False
32198ae0,5961.0,0.48846960167714887,0.19728833333333334,0.3975474355787555,0.32123411978221417,0.17221584385763491,0.4685714285714286,0.41707644166294144,0.13284470911589555,0.0,0.1896067415730337,0.0,0.14800759013282733,0.17873028710068742,0.42857142857142855,0.0,0.25,0.41666666666666663,0.0,0.2222222222222222,0.04,0.2601004784688995,0.43396226415094336,False,False,True
79aad751,429738.0,0.039832285115303984,0.0,0.0019057088408318834,0.0018148820326678765,0.0,0.05714285714285714,0.0042467590523021905,0.03618873110398534,0.0,0.04431960049937578,0.1371851851851852,0.043643263757115754,0.04650222401940962,0.5714285714285714,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.24401913875598086,0.33962264150943394,False,True,False
7c7d63a2,459508.0,0.49685534591194974,0.0,0.059491258596404015,0.043557168784029036,0.04477611940298508,0.25142857142857145,0.061913276709879304,0.4360971140632158,0.25,0.5577403245942572,0.15662962962962962,0.6318785578747628,0.5178932470683381,0.7142857142857142,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.1,0.2906172248803827,0.43396226415094336,False,True,False
5d1e7582,629074.0,0.1488469601677149,0.18442166666666668,0.1499710000828569,0.1397459165154265,0.08840413318025259,0.49142857142857144,0.15277156906571301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14423076923076925,0.11904761904761904,0.15789473684210525,0.1111111111111111,0.16,0.2680622009569378,0.2830188679245283,True,False,False
1ee08e9a,774223.0,0.19916142557651992,0.0,0.028502775706355125,0.02087114337568058,0.014925373134328358,0.18857142857142858,0.03419758605274922,0.21255153458543288,0.25,0.22393882646691635,0.14996296296296296,0.23529411764705882,0.2140113222806308,0.5714285714285714,0.0,0.0,0.1111111111111111,0.0,0.0,0.04,0.2918564593301435,0.24528301886792453,False,True,False
272d796e,388678.0,0.22222222222222224,0.17385333333333333,0.1764023531361339,0.161524500907441,0.07921928817451206,0.5485714285714286,0.1904336164506035,0.005497022446174988,0.0,0.009207240948813982,0.0,0.0056925996204933585,0.007682976142337242,0.14285714285714285,0.0,0.09615384615384616,0.23015873015873015,0.02631578947368421,0.05555555555555555,0.08,0.21295215311004784,0.43396226415094336,True,False,False
3ff033bb,437316.0,0.23689727463312368,0.0,0.14234816471952938,0.11161524500907441,0.10562571756601608,0.42857142857142855,0.15299508270004472,0.04786990380210719,0.05,0.079041822721598,0.1676296296296296,0.08349146110056926,0.06995551961180752,0.5714285714285714,0.0,0.057692307692307696,0.15873015873015872,0.0,0.2777777777777778,0.02,0.22449760765550236,0.33962264150943394,False,False,True
2cc08c3c,919489.0,0.04612159329140461,0.16271666666666668,0.026679923771646366,0.02087114337568058,0.011481056257175661,0.2857142857142857,0.03408582923558337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.047619047619047616,0.0,0.0,0.02,0.15602392344497606,0.22641509433962265,True,False,False
023f6b02,24230.0,0.06708595387840671,0.0,0.004308559118402519,0.0018148820326678765,0.002296211251435132,0.05714285714285714,0.007152436298614216,0.06802565277141548,0.1,0.059378901373283395,0.12787037037037036,0.08538899430740038,0.06955115244642135,0.7142857142857142,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.29636842105263156,0.4150943396226415,False,True,False
571f11e4,919549.0,0.006289308176100629,0.0,0.0005799983428618775,0.0009074410163339383,0.0,0.04,0.0010058113544926242,0.004580852038479157,0.0,0.006710362047440699,0.1496296296296296,0.003795066413662239,0.005762232106752931,0.2857142857142857,0.0,0.0,0.003968253968253968,0.0,0.0,0.0,0.1519138755980861,0.22641509433962265,False,True,False
fbb657bb,539304.0,0.1740041928721174,0.18090666666666666,0.15436241610738255,0.1043557168784029,0.12399540757749714,0.6971428571428572,0.1624944121591417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.10576923076923078,0.16269841269841268,0.0,0.16666666666666666,0.1,0.23279904306220095,0.33962264150943394,True,False,False
552b228c,452472.0,0.10901467505241091,0.17245833333333332,0.09279973485790041,0.10254083484573502,0.016073478760045924,0.4114285714285714,0.11376843987483237,0.016720109940448924,0.0,0.021613607990012485,0.0,0.009487666034155597,0.022745653052972097,0.42857142857142855,0.0,0.038461538461538464,0.0873015873015873,0.0,0.0,0.04,0.22658851674641145,0.22641509433962265,True,False,False
