match_id,event,season,match_number,city,team1,team2,toss_winner,toss_decision,venue,winner,player_of_match,venue_id,venue_name,total_runs,total_wickets,bowled_wickets,caught_wickets,lbw_wickets,town_id,town_name,match_date,match_time,venue_long,venue_lat
1156670,ICC World Twenty20 Europe Region Qualifier C,2018,6.0,Schiedam,Israel,Guernsey,Guernsey,field,Sportpark Thurlede,Guernsey,ACF Stokes,1324,"Sportpark Thurlede, Schiedam",148,11,2,5,2,795,Schiedam,2018-08-30,11:00:00,4.3942739,51.9313172
1156672,ICC World Twenty20 Europe Region Qualifier C,2018,8.0,Schiedam,Sweden,Israel,Israel,field,Sportpark Thurlede,Sweden,Azam Mohammad,1324,"Sportpark Thurlede, Schiedam",227,16,4,7,3,795,Schiedam,2018-08-30,16:00:00,4.3942739,51.9313172
1157847,ICC World Twenty20 Europe Region Qualifier C,2018,4.0,Schiedam,Norway,Sweden,Sweden,field,Sportpark Thurlede,Norway,Hayatullah Niazi,1324,"Sportpark Thurlede, Schiedam",220,15,4,8,2,795,Schiedam,2018-08-31,11:00:00,4.3942739,51.9313172
460056,ICC World Cricket League Americas Region Division One Twenty20,2010,,Hamilton,Cayman Islands,Bermuda,Cayman Islands,bat,National Stadium,Bermuda,KF Bazil,674,"National Stadium, Hamilton",215,11,1,8,0,70,Hamilton,2010-06-05,10:30:00,-98.12392,31.70377
460058,ICC World Cricket League Americas Region Division One Twenty20,2010,,Hamilton,Bermuda,Bahamas,Bahamas,field,National Stadium,Bermuda,JJ Tucker,674,"National Stadium, Hamilton",253,16,3,8,0,70,Hamilton,2010-06-05,15:30:00,-98.12392,31.70377
460060,ICC World Cricket League Americas Region Division One Twenty20,2010,,Hamilton,Bermuda,United States of America,United States of America,field,National Stadium,United States of America,LJ Cush,674,"National Stadium, Hamilton",235,12,1,9,0,70,Hamilton,2010-06-06,10:30:00,-98.12392,31.70377
460064,ICC World Cricket League Americas Region Division One Twenty20,2010,,Hamilton,Canada,United States of America,United States of America,field,National Stadium,United States of America,OM Baker,674,"National Stadium, Hamilton",191,16,3,11,0,70,Hamilton,2010-06-06,15:30:00,-98.12392,31.70377
811111,ACC Twenty20 Cup,2014/15,2.0,,Malaysia,Maldives,Malaysia,bat,Al Dhaid Cricket Village,Malaysia,Ahmed Faiz,2504,Al Dhaid Cricket Village,248,16,5,6,3,1253,Al Dhaid,2015-01-25,11:00:00,,
811117,ACC Twenty20 Cup,2014/15,5.0,,Kuwait,Saudi Arabia,Saudi Arabia,field,Al Dhaid Cricket Village,Kuwait,Muhammad Kashif,2504,Al Dhaid Cricket Village,292,19,3,12,1,1253,Al Dhaid,2015-01-26,11:00:00,,
811123,ACC Twenty20 Cup,2014/15,8.0,,Oman,Singapore,Singapore,bat,Al Dhaid Cricket Village,Singapore,A Mutreja,2504,Al Dhaid Cricket Village,365,19,3,11,2,1253,Al Dhaid,2015-01-27,11:00:00,,
875463,ICC World Twenty20 Qualifier,2015,4.0,Edinburgh,Canada,Kenya,Kenya,field,Myreside,Kenya,IA Karim,834,"Myreside, Edinburgh",281,8,3,5,0,947,Edinburgh,2015-07-10,10:00:00,-3.2228185,55.9279083
875473,ICC World Twenty20 Qualifier,2015,9.0,Edinburgh,Kenya,Oman,Oman,field,Myreside,Kenya,CO Obuya,834,"Myreside, Edinburgh",273,14,3,10,1,947,Edinburgh,2015-07-11,10:00:00,-3.2228185,55.9279083
875495,ICC World Twenty20 Qualifier,2015,20.0,Edinburgh,Netherlands,Oman,Oman,field,Myreside,Oman,Jatinder Singh,834,"Myreside, Edinburgh",256,15,4,7,1,947,Edinburgh,2015-07-14,10:00:00,-3.2228185,55.9279083
875533,ICC World Twenty20 Qualifier,2015,39.0,Edinburgh,Kenya,Netherlands,Netherlands,field,Myreside,Netherlands,T van der Gugten,834,"Myreside, Edinburgh",184,19,2,9,1,947,Edinburgh,2015-07-18,14:15:00,-3.2228185,55.9279083
973777,Stan Nagaiah Trophy,2015/16,3.0,Kuala Lumpur,Malaysia,Singapore,Singapore,field,Kinrara Academy Oval,Malaysia,,2072,"Kinrara Academy Oval, Kuala Lumpur",327,10,1,7,1,781,Kuala Lumpur,2016-02-21,10:00:00,101.68653,3.1412
1068302,NatWest T20 Blast,2017,,Cheltenham,Gloucestershire,Middlesex,Middlesex,field,College Ground,,RF Higgins,110,"College Ground, Cheltenham",353,12,2,9,0,132,Cheltenham,2017-07-07,14:30:00,-2.08333,51.9
1068308,NatWest T20 Blast,2017,,,Glamorgan,Sussex,Sussex,field,Arundel Castle Cricket Club Ground,Glamorgan,CA Ingram,953,Arundel Castle Cricket Club Ground,356,9,2,5,2,83,Arundel,2017-07-09,14:30:00,,
1068310,NatWest T20 Blast,2017,,Liverpool,Lancashire,Leicestershire,Leicestershire,field,Aigburth,Leicestershire,CN Ackermann,144,"Aigburth, Liverpool",332,15,1,9,3,218,Liverpool,2017-07-09,14:30:00,-2.9266096,53.3645118
1068311,NatWest T20 Blast,2017,,Beckenham,Essex,Kent,Essex,bat,The Kent County Cricket Ground,Kent,DJ Bell-Drummond,479,"Kent County Cricket Ground, Beckenham",330,10,3,7,0,96,Beckenham,2017-07-09,15:00:00,-0.02526,51.40878
1068316,NatWest T20 Blast,2017,,Cheltenham,Kent,Gloucestershire,Gloucestershire,field,College Ground,Gloucestershire,BAC Howell,110,"College Ground, Cheltenham",295,12,1,11,0,132,Cheltenham,2017-07-13,14:30:00,-2.08333,51.9
1068326,NatWest T20 Blast,2017,,Cheltenham,Sussex,Gloucestershire,Sussex,bat,College Ground,,,110,"College Ground, Cheltenham",144,7,0,6,1,132,Cheltenham,2017-07-16,14:00:00,-2.08333,51.9
1068327,NatWest T20 Blast,2017,,,Somerset,Middlesex,Somerset,bat,Uxbridge Cricket Club Ground,Somerset,AJ Hose,789,Uxbridge Cricket Club Ground,370,17,2,12,1,316,Uxbridge,2017-07-16,14:30:00,,
1068409,NatWest T20 Blast,2017,,,Middlesex,Gloucestershire,Gloucestershire,field,Uxbridge Cricket Club Ground,Middlesex,ST Finn,789,Uxbridge Cricket Club Ground,251,15,6,8,1,316,Uxbridge,2017-08-15,17:30:00,,
1127465,Vitality Blast,2018,,,Middlesex,Gloucestershire,Gloucestershire,field,Uxbridge Cricket Club Ground,Gloucestershire,,789,Uxbridge Cricket Club Ground,309,11,1,8,0,316,Uxbridge,2018-07-08,14:30:00,,
1127473,Vitality Blast,2018,,Beckenham,Kent,Hampshire,Hampshire,field,The Kent County Cricket Ground,Kent,SW Billings,479,"Kent County Cricket Ground, Beckenham",397,9,1,8,0,96,Beckenham,2018-07-13,17:30:00,-0.02526,51.40878
1127490,Vitality Blast,2018,,Cheltenham,Essex,Gloucestershire,Gloucestershire,field,College Ground,,,110,"College Ground, Cheltenham",157,6,1,4,1,132,Cheltenham,2018-07-20,17:30:00,-2.08333,51.9
1127499,Vitality Blast,2018,,Cheltenham,Gloucestershire,Glamorgan,Glamorgan,field,College Ground,Gloucestershire,AJ Tye,110,"College Ground, Cheltenham",354,15,1,11,0,132,Cheltenham,2018-07-27,14:30:00,-2.08333,51.9
1127554,Vitality Blast,2018,,Beckenham,Middlesex,Kent,Kent,field,The Kent County Cricket Ground,Kent,AJ Blake,479,"Kent County Cricket Ground, Beckenham",369,14,3,10,1,96,Beckenham,2018-08-12,15:00:00,-0.02526,51.40878
1167133,Vitality Blast,2019,,Cheltenham,Gloucestershire,Glamorgan,Gloucestershire,field,College Ground,,,110,"College Ground, Cheltenham",87,7,1,5,1,132,Cheltenham,2019-07-19,14:30:00,-2.08333,51.9
1167148,Vitality Blast,2019,,Cheltenham,Gloucestershire,Middlesex,Middlesex,bat,College Ground,Gloucestershire,Miles Hammond,110,"College Ground, Cheltenham",288,18,1,14,1,132,Cheltenham,2019-07-25,14:30:00,-2.08333,51.9
1167179,Vitality Blast,2019,,Beckenham,Kent,Hampshire,Kent,field,The Kent County Cricket Ground,Kent,AF Milne,479,"Kent County Cricket Ground, Beckenham",257,16,2,12,0,96,Beckenham,2019-08-04,15:00:00,-0.02526,51.40878
1167230,Vitality Blast,2019,,Uxbridge,Middlesex,Sussex,Middlesex,bat,Uxbridge Cricket Club Ground,Sussex,LJ Evans,789,Uxbridge Cricket Club Ground,335,6,0,6,0,316,Uxbridge,2019-08-24,14:30:00,-71.62951,42.07732
1207738,Vitality Blast,2020,,Liverpool,Derbyshire,Lancashire,Lancashire,field,Aigburth,Lancashire,KK Jennings,144,"Aigburth, Liverpool",195,7,1,4,2,218,Liverpool,2020-09-04,14:30:00,-2.9266096,53.3645118
1250337,Vitality Blast,2021,,Cheltenham,Gloucestershire,Middlesex,Middlesex,field,"College Ground, Cheltenham",Gloucestershire,RF Higgins,110,"College Ground, Cheltenham",322,16,4,11,1,132,Cheltenham,2021-07-09,14:30:00,-2.08333,51.9
1250346,Vitality Blast,2021,,Cheltenham,Gloucestershire,Surrey,Surrey,field,"College Ground, Cheltenham",Surrey,GJ Batty,110,"College Ground, Cheltenham",335,12,5,6,0,132,Cheltenham,2021-07-16,14:30:00,-2.08333,51.9
1297881,Vitality Blast,2022,,Blackpool,Nottinghamshire,Lancashire,Lancashire,field,"Stanley Park, Blackpool",Lancashire,,235,"Stanley Park, Blackpool",340,11,0,9,1,104,Blackpool,2022-06-19,14:30:00,-3.0228394,53.8147056
1297891,Vitality Blast,2022,,Blackpool,Lancashire,Durham,Durham,field,"Stanley Park, Blackpool",,,235,"Stanley Park, Blackpool",129,6,1,3,1,104,Blackpool,2022-06-23,18:30:00,-3.0228394,53.8147056
1347624,Vitality Blast,2023,,Blackpool,Worcestershire,Lancashire,Lancashire,field,"Stanley Park, Blackpool",Lancashire,,235,"Stanley Park, Blackpool",326,15,0,13,0,104,Blackpool,2023-06-07,17:00:00,-3.0228394,53.8147056
1410444,Vitality Blast,2024,,Cheltenham,Kent,Gloucestershire,Gloucestershire,field,"College Ground, Cheltenham",Kent,,110,"College Ground, Cheltenham",169,12,0,9,1,132,Cheltenham,2024-07-05,14:30:00,-2.08333,51.9
1410462,Vitality Blast,2024,,Cheltenham,Middlesex,Gloucestershire,Gloucestershire,field,"College Ground, Cheltenham",Middlesex,,110,"College Ground, Cheltenham",318,20,2,12,1,132,Cheltenham,2024-07-11,17:00:00,-2.08333,51.9
1410476,Vitality Blast,2024,,Cheltenham,Gloucestershire,Glamorgan,Glamorgan,field,"College Ground, Cheltenham",Gloucestershire,,110,"College Ground, Cheltenham",279,16,2,12,2,132,Cheltenham,2024-07-14,14:30:00,-2.08333,51.9
693111,NatWest T20 Blast,2014,,,Somerset,Sussex,Sussex,field,Arundel Castle Cricket Club Ground,Somerset,C Kieswetter,953,Arundel Castle Cricket Club Ground,278,15,5,8,0,83,Arundel,2014-06-15,14:30:00,,
693209,NatWest T20 Blast,2014,,Colchester,Essex,Kent,Kent,field,Castle Park Cricket Ground,Essex,T Westley,287,"Castle Park Cricket Ground, Colchester",345,16,2,12,0,143,Colchester,2014-07-12,14:30:00,0.90421,51.88921
693227,NatWest T20 Blast,2014,,Cheltenham,Surrey,Gloucestershire,Gloucestershire,field,College Ground,Surrey,ZS Ansari,110,"College Ground, Cheltenham",297,16,3,10,1,132,Cheltenham,2014-07-18,14:30:00,-2.08333,51.9
693235,NatWest T20 Blast,2014,,Cheltenham,Essex,Gloucestershire,Gloucestershire,field,College Ground,Gloucestershire,CDJ Dent,110,"College Ground, Cheltenham",344,12,1,8,1,132,Cheltenham,2014-07-20,14:30:00,-2.08333,51.9
804495,NatWest T20 Blast,2015,,Beckenham,Kent,Surrey,Kent,bat,The Kent County Cricket Ground,Kent,SA Northeast,479,"Kent County Cricket Ground, Beckenham",341,16,1,12,1,96,Beckenham,2015-05-29,17:30:00,-0.02526,51.40878
804513,NatWest T20 Blast,2015,,Beckenham,Kent,Gloucestershire,Kent,bat,The Kent County Cricket Ground,Gloucestershire,BAC Howell,479,"Kent County Cricket Ground, Beckenham",289,8,1,4,1,96,Beckenham,2015-06-05,17:30:00,-0.02526,51.40878
804553,NatWest T20 Blast,2015,,,Sussex,Surrey,Sussex,bat,Arundel Castle Cricket Club Ground,,,953,Arundel Castle Cricket Club Ground,135,7,4,3,0,83,Arundel,2015-06-14,14:30:00,,
804599,NatWest T20 Blast,2015,,,Middlesex,Somerset,Middlesex,bat,Uxbridge Cricket Club Ground,Somerset,J Allenby,789,Uxbridge Cricket Club Ground,332,8,3,5,0,316,Uxbridge,2015-06-26,17:30:00,,
804651,NatWest T20 Blast,2015,,Cheltenham,Gloucestershire,Kent,Kent,field,College Ground,Kent,AJ Blake,110,"College Ground, Cheltenham",323,14,2,10,2,132,Cheltenham,2015-07-12,14:30:00,-2.08333,51.9
804655,NatWest T20 Blast,2015,,Cheltenham,Hampshire,Gloucestershire,Gloucestershire,field,College Ground,Gloucestershire,GO Jones,110,"College Ground, Cheltenham",227,13,5,5,3,132,Cheltenham,2015-07-14,14:30:00,-2.08333,51.9
947107,NatWest T20 Blast,2016,,,Middlesex,Hampshire,Hampshire,field,Uxbridge Cricket Club Ground,Middlesex,DJ Malan,789,Uxbridge Cricket Club Ground,308,17,3,10,0,316,Uxbridge,2016-05-27,17:30:00,,
947133,NatWest T20 Blast,2016,,Beckenham,Kent,Gloucestershire,Gloucestershire,field,Kent County Cricket Ground,Gloucestershire,AJ Tye,479,"Kent County Cricket Ground, Beckenham",265,10,2,7,0,96,Beckenham,2016-06-03,17:30:00,-0.02526,51.40878
947219,NatWest T20 Blast,2016,,,Sussex,Gloucestershire,Sussex,field,Arundel Castle Cricket Club Ground,Gloucestershire,HJH Marshall,953,Arundel Castle Cricket Club Ground,341,13,2,8,3,83,Arundel,2016-06-26,14:30:00,,
947295,NatWest T20 Blast,2016,,Cheltenham,Gloucestershire,Essex,Essex,field,College Ground,Gloucestershire,M Klinger,110,"College Ground, Cheltenham",366,10,2,6,0,132,Cheltenham,2016-07-17,14:30:00,-2.08333,51.9
1244324,Syed Mushtaq Ali Trophy,2020/21,,,Mizoram,Sikkim,Sikkim,field,Sri Ramachandra Medical College,Sikkim,,1872,"Sri Ramachandra Medical College Ground, Chennai",95,3,0,2,0,577,Chennai,2021-01-11,12:00:00,80.27847,13.08784
1244343,Syed Mushtaq Ali Trophy,2020/21,,,Arunachal Pradesh,Nagaland,Arunachal Pradesh,bat,Sri Ramachandra Medical College,Nagaland,,1872,"Sri Ramachandra Medical College Ground, Chennai",278,8,0,4,0,577,Chennai,2021-01-13,12:00:00,80.27847,13.08784
1244360,Syed Mushtaq Ali Trophy,2020/21,,,Chandigarh,Mizoram,Chandigarh,bat,Sri Ramachandra Medical College,Chandigarh,,1872,"Sri Ramachandra Medical College Ground, Chennai",301,9,2,7,0,577,Chennai,2021-01-15,12:00:00,80.27847,13.08784
1244378,Syed Mushtaq Ali Trophy,2020/21,,,Manipur,Bihar,Bihar,field,Sri Ramachandra Medical College,Bihar,,1872,"Sri Ramachandra Medical College Ground, Chennai",205,9,1,7,1,577,Chennai,2021-01-17,12:00:00,80.27847,13.08784
1244398,Syed Mushtaq Ali Trophy,2020/21,,,Sikkim,Meghalaya,Meghalaya,field,Sri Ramachandra Medical College,Meghalaya,,1872,"Sri Ramachandra Medical College Ground, Chennai",209,7,1,4,1,577,Chennai,2021-01-19,12:00:00,80.27847,13.08784
902101,Syed Mushtaq Ali Trophy,2015/16,,,Railways,Delhi,Delhi,field,Alembic 1 Cricket Ground,Delhi,,1908,"Alembic Ground, Vadodara",402,8,0,7,1,731,Vadodara,2016-01-02,13:00:00,73.20812,22.29941
902125,Syed Mushtaq Ali Trophy,2015/16,,,Delhi,Andhra,Andhra,field,Alembic 1 Cricket Ground,Delhi,,1908,"Alembic Ground, Vadodara",341,19,3,12,1,731,Vadodara,2016-01-03,13:00:00,73.20812,22.29941
902239,Syed Mushtaq Ali Trophy,2015/16,,,Andhra,Goa,Goa,field,Alembic 1 Cricket Ground,Goa,,1908,"Alembic Ground, Vadodara",188,8,1,4,1,731,Vadodara,2016-01-10,09:00:00,73.20812,22.29941
1142503,Netherlands Tri-Nation T20I Series,2018,3.0,Deventer,Ireland,Scotland,Ireland,bat,Sportpark Het Schootsveld,Ireland,,1123,"Sportpark Het Schootsveld, Deventer",346,9,0,8,1,785,Deventer,2018-06-16,17:00:00,6.16389,52.255
1142504,Netherlands Tri-Nation T20I Series,2018,4.0,Deventer,Scotland,Ireland,Scotland,bat,Sportpark Het Schootsveld,,,1123,"Sportpark Het Schootsveld, Deventer",345,9,1,8,0,785,Deventer,2018-06-17,17:00:00,6.16389,52.255
1185181,ICC Men's T20 World Cup Europe Region Final,2019,3.0,Castel,Guernsey,Germany,Germany,field,King George V Sports Ground,Germany,,2389,"King George V Sports Ground, Castel",222,12,2,7,1,1214,Castel,2019-06-15,15:45:00,9.11917,39.23054
1185182,ICC Men's T20 World Cup Europe Region Final,2019,4.0,Castel,Denmark,Norway,Denmark,bat,King George V Sports Ground,Denmark,SA Ahmad,2389,"King George V Sports Ground, Castel",221,17,4,9,0,1214,Castel,2019-06-17,10:45:00,9.11917,39.23054
1185184,ICC Men's T20 World Cup Europe Region Final,2019,6.0,Castel,Denmark,Jersey,Denmark,field,King George V Sports Ground,Jersey,,2389,"King George V Sports Ground, Castel",230,14,1,12,1,1214,Castel,2019-06-16,10:45:00,9.11917,39.23054
1185185,ICC Men's T20 World Cup Europe Region Final,2019,7.0,St Peter Port,Guernsey,Italy,Guernsey,field,College Field,Italy,,2388,"College Field, St Peter Port",219,16,6,10,0,1213,St Peter Port,2019-06-16,15:45:00,-2.5546551,49.4520466
1185186,ICC Men's T20 World Cup Europe Region Final,2019,8.0,Castel,Jersey,Norway,Jersey,bat,King George V Sports Ground,Jersey,BDH Stevens,2389,"King George V Sports Ground, Castel",215,14,2,9,3,1214,Castel,2019-06-16,15:45:00,9.11917,39.23054
1185187,ICC Men's T20 World Cup Europe Region Final,2019,9.0,Castel,Guernsey,Denmark,Guernsey,field,King George V Sports Ground,,,2389,"King George V Sports Ground, Castel",96,8,4,4,0,1214,Castel,2019-06-18,10:45:00,9.11917,39.23054
1185188,ICC Men's T20 World Cup Europe Region Final,2019,10.0,St Peter Port,Germany,Norway,Germany,field,College Field,Germany,CAJ Meschede,2388,"College Field, St Peter Port",189,10,4,4,2,1213,St Peter Port,2019-06-20,10:45:00,-2.5546551,49.4520466
1185190,ICC Men's T20 World Cup Europe Region Final,2019,12.0,St Peter Port,Germany,Jersey,Germany,field,College Field,Germany,B Ward,2388,"College Field, St Peter Port",260,15,3,6,0,1213,St Peter Port,2019-06-20,15:45:00,-2.5546551,49.4520466
1185191,ICC Men's T20 World Cup Europe Region Final,2019,13.0,Castel,Guernsey,Norway,Guernsey,field,King George V Sports Ground,Guernsey,,2389,"King George V Sports Ground, Castel",174,12,1,7,4,1214,Castel,2019-06-19,10:45:00,9.11917,39.23054
1185192,ICC Men's T20 World Cup Europe Region Final,2019,14.0,St Peter Port,Italy,Jersey,Italy,field,College Field,Jersey,,2388,"College Field, St Peter Port",217,14,2,11,0,1213,St Peter Port,2019-06-19,15:45:00,-2.5546551,49.4520466
1185193,ICC Men's T20 World Cup Europe Region Final,2019,15.0,Castel,Denmark,Germany,Germany,field,King George V Sports Ground,Germany,,2389,"King George V Sports Ground, Castel",206,11,5,4,0,1214,Castel,2019-06-19,15:45:00,9.11917,39.23054
1186488,Malaysia Tri-Nation T20I Series,2019,1.0,Kuala Lumpur,Malaysia,Thailand,Malaysia,field,Kinrara Academy Oval,Malaysia,M Syahadat Ramli,2072,"Kinrara Academy Oval, Kuala Lumpur",218,11,3,7,1,781,Kuala Lumpur,2019-06-24,10:00:00,101.68653,3.1412
1186490,Malaysia Tri-Nation T20I Series,2019,3.0,Kuala Lumpur,Maldives,Thailand,Thailand,bat,Kinrara Academy Oval,Maldives,MNR Cooray,2072,"Kinrara Academy Oval, Kuala Lumpur",240,14,2,9,1,781,Kuala Lumpur,2019-06-26,10:00:00,101.68653,3.1412
1186491,Malaysia Tri-Nation T20I Series,2019,4.0,Kuala Lumpur,Malaysia,Thailand,Thailand,bat,Kinrara Academy Oval,Malaysia,Anwar Rahman,2072,"Kinrara Academy Oval, Kuala Lumpur",231,9,3,1,3,781,Kuala Lumpur,2019-06-27,10:00:00,101.68653,3.1412
1186492,Malaysia Tri-Nation T20I Series,2019,5.0,Kuala Lumpur,Malaysia,Maldives,Malaysia,bat,Kinrara Academy Oval,,,2072,"Kinrara Academy Oval, Kuala Lumpur",120,6,1,2,1,781,Kuala Lumpur,2019-06-28,10:00:00,101.68653,3.1412
1186493,Malaysia Tri-Nation T20I Series,2019,6.0,Kuala Lumpur,Maldives,Thailand,Thailand,field,Kinrara Academy Oval,Thailand,N Pathan,2072,"Kinrara Academy Oval, Kuala Lumpur",297,13,4,5,0,781,Kuala Lumpur,2019-06-29,10:00:00,101.68653,3.1412
1189743,ICC Men's T20 World Cup Europe Region Final,2019,9.0,Castel,Guernsey,Denmark,Denmark,field,King George V Sports Ground,Guernsey,ND Laegsgaard,2389,"King George V Sports Ground, Castel",210,13,7,5,1,1214,Castel,2019-06-20,10:45:00,9.11917,39.23054
1189744,ICC Men's T20 World Cup Europe Region Final,2019,11.0,Castel,Denmark,Italy,Denmark,bat,King George V Sports Ground,Denmark,Zishan Shah,2389,"King George V Sports Ground, Castel",273,20,6,10,0,1214,Castel,2019-06-20,15:45:00,9.11917,39.23054
1192223,Nepal tour of Malaysia,2019,1.0,Kuala Lumpur,Malaysia,Nepal,Malaysia,bat,Kinrara Academy Oval,Nepal,P Khadka,2072,"Kinrara Academy Oval, Kuala Lumpur",247,11,4,6,1,781,Kuala Lumpur,2019-07-13,10:00:00,101.68653,3.1412
1192224,Nepal tour of Malaysia,2019,2.0,Kuala Lumpur,Malaysia,Nepal,Nepal,bat,Kinrara Academy Oval,Nepal,B Bhandari,2072,"Kinrara Academy Oval, Kuala Lumpur",328,12,0,12,0,781,Kuala Lumpur,2019-07-14,10:00:00,101.68653,3.1412
1197398,ICC Men's T20 World Cup Americas Region Final,2019,3.0,Hamilton,Bermuda,Canada,Bermuda,bat,National Stadium,,,674,"National Stadium, Hamilton",112,9,1,8,0,70,Hamilton,2019-08-19,11:00:00,-98.12392,31.70377
1197399,ICC Men's T20 World Cup Americas Region Final,2019,4.0,Hamilton,Cayman Islands,United States of America,United States of America,field,National Stadium,United States of America,,674,"National Stadium, Hamilton",111,15,1,6,2,70,Hamilton,2019-08-19,15:30:00,-98.12392,31.70377
1202007,Vanuatu tour of Malaysia,2019/20,1.0,Kuala Lumpur,Malaysia,Vanuatu,Vanuatu,bat,Kinrara Academy Oval,Vanuatu,J Rasu,2072,"Kinrara Academy Oval, Kuala Lumpur",262,16,3,7,2,781,Kuala Lumpur,2019-09-29,10:00:00,101.68653,3.1412
1202008,Vanuatu tour of Malaysia,2019/20,2.0,Kuala Lumpur,Malaysia,Vanuatu,Vanuatu,bat,Kinrara Academy Oval,Vanuatu,PK Matautaava,2072,"Kinrara Academy Oval, Kuala Lumpur",310,12,4,7,1,781,Kuala Lumpur,2019-10-01,19:00:00,101.68653,3.1412
1202009,Vanuatu tour of Malaysia,2019/20,3.0,Kuala Lumpur,Malaysia,Vanuatu,Malaysia,bat,Kinrara Academy Oval,Malaysia,N Nipiko,2072,"Kinrara Academy Oval, Kuala Lumpur",221,17,4,9,2,781,Kuala Lumpur,2019-10-02,19:00:00,101.68653,3.1412
1202010,Vanuatu tour of Malaysia,2019/20,4.0,Kuala Lumpur,Malaysia,Vanuatu,Malaysia,bat,Kinrara Academy Oval,Vanuatu,J Rasu,2072,"Kinrara Academy Oval, Kuala Lumpur",269,9,3,6,0,781,Kuala Lumpur,2019-10-03,14:45:00,101.68653,3.1412
1202011,Vanuatu tour of Malaysia,2019/20,5.0,Kuala Lumpur,Malaysia,Vanuatu,Malaysia,bat,Kinrara Academy Oval,Malaysia,Syed Aziz,2072,"Kinrara Academy Oval, Kuala Lumpur",369,11,3,8,0,781,Kuala Lumpur,2019-10-04,19:00:00,101.68653,3.1412
1215136,Hong Kong tour of Malaysia,2019/20,1.0,Kuala Lumpur,Malaysia,Hong Kong,Malaysia,bat,Kinrara Academy Oval,Malaysia,Khizar Hayat,2072,"Kinrara Academy Oval, Kuala Lumpur",172,12,4,5,1,781,Kuala Lumpur,2020-02-20,19:30:00,101.68653,3.1412
1215137,Hong Kong tour of Malaysia,2019/20,2.0,Kuala Lumpur,Malaysia,Hong Kong,Malaysia,bat,Kinrara Academy Oval,Malaysia,Virandeep Singh,2072,"Kinrara Academy Oval, Kuala Lumpur",227,15,4,7,0,781,Kuala Lumpur,2020-02-21,19:30:00,101.68653,3.1412
