,match_id,venue_id,venue_name,venue_lat,venue_long,matches,total_runs,total_wickets,bowled_wickets,caught_wickets,lbw_wickets
1078,1094677,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1079,1094678,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1080,1094679,1697,"Darren Sammy National Cricket Stadium, Gros Islet",14.070733,-60.931835,68,9463,805,127,536,42
1081,1094680,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1082,1094681,1697,"Darren Sammy National Cricket Stadium, Gros Islet",14.070733,-60.931835,68,9463,805,127,536,42
1083,1094682,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1084,1094683,1697,"Darren Sammy National Cricket Stadium, Gros Islet",14.070733,-60.931835,68,9463,805,127,536,42
1085,1094684,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1086,1094685,1697,"Darren Sammy National Cricket Stadium, Gros Islet",14.070733,-60.931835,68,9463,805,127,536,42
1087,1094686,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1088,1094687,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1089,1094688,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1090,1094689,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1091,1094690,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1092,1094691,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1093,1094692,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1094,1094693,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1095,1094694,200,"Sabina Park, Kingston, Jamaica",17.978214,-76.782532,35,4977,424,73,293,32
1096,1094695,200,"Sabina Park, Kingston, Jamaica",17.978214,-76.782532,35,4977,424,73,293,32
1097,1094696,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1098,1094697,200,"Sabina Park, Kingston, Jamaica",17.978214,-76.782532,35,4977,424,73,293,32
1099,1094698,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1100,1094699,200,"Sabina Park, Kingston, Jamaica",17.978214,-76.782532,35,4977,424,73,293,32
1101,1094700,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1102,1094701,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1103,1094702,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1104,1094703,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1105,1094704,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1106,1094705,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1107,1148647,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1108,1148648,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1109,1148649,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1110,1148650,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1111,1148651,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1112,1148652,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1113,1148653,200,"Sabina Park, Kingston, Jamaica",17.978214,-76.782532,35,4977,424,73,293,32
1114,1148654,200,"Sabina Park, Kingston, Jamaica",17.978214,-76.782532,35,4977,424,73,293,32
1115,1148655,1697,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1116,1148656,1697,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1117,1148657,2405,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",26.14036,-80.21338,30,4229,366,72,223,32
1118,1148658,2405,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",26.14036,-80.21338,30,4229,366,72,223,32
1119,1148659,1697,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1120,1148660,2405,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",26.14036,-80.21338,30,4229,366,72,223,32
1121,1148661,1697,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1122,1148662,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1123,1148663,1697,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1124,1148664,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1125,1148665,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1126,1148666,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1127,1148668,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1128,1148669,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1129,1148670,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1130,1148671,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1131,1148672,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1132,1148673,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1133,1148674,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1134,1148675,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1135,1148676,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1136,1148677,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1137,1148678,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1138,1148679,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1139,1148680,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1140,1185837,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1141,1185838,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1142,1185839,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1143,1185840,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1144,1185841,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1145,1185842,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1146,1185843,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1147,1185844,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1148,1185845,200,"Sabina Park, Kingston, Jamaica",17.978214,-76.782532,35,4977,424,73,293,32
1149,1185846,200,"Sabina Park, Kingston, Jamaica",17.978214,-76.782532,35,4977,424,73,293,32
1150,1185847,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1151,1185848,200,"Sabina Park, Kingston, Jamaica",17.978214,-76.782532,35,4977,424,73,293,32
1152,1185849,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1153,1185850,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1154,1185851,200,"Sabina Park, Kingston, Jamaica",17.978214,-76.782532,35,4977,424,73,293,32
1155,1185852,200,"Sabina Park, Kingston, Jamaica",17.978214,-76.782532,35,4977,424,73,293,32
1156,1185853,1697,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1157,1185854,1697,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1158,1185855,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1159,1185856,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1160,1185857,1697,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1161,1185858,1697,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1162,1185859,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1163,1185860,1697,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1164,1185861,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1165,1185862,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1166,1185863,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1167,1185864,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1168,1185865,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1169,1185866,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1170,1185867,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1171,1185868,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1172,1185869,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1173,1185870,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1174,1227865,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1175,1227866,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1176,1227867,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1177,1227868,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1178,1227869,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1179,1227870,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1180,1227871,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1181,1227872,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1182,1227873,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1183,1227874,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1184,1227875,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1185,1227876,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1186,1227877,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1187,1227878,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1188,1227879,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1189,1227880,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1190,1227881,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1191,1227882,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1192,1227883,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1193,1227884,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1194,1227885,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1195,1227886,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1196,1227887,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1197,1227888,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1198,1227889,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1199,1227890,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1200,1227891,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1201,1227892,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1202,1227893,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1203,1227894,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1204,1227895,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1205,1227896,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1206,1227897,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1207,1269700,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1208,1269701,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1209,1269702,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1210,1269703,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1211,1269704,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1212,1269705,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1213,1269706,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1214,1269707,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1215,1269708,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1216,1269709,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1217,1269710,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1218,1269711,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1219,1269712,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1220,1269713,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1221,1269714,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1222,1269715,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1223,1269716,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1224,1269717,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1225,1269718,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1226,1269719,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1227,1269720,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1228,1269721,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1229,1269722,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1230,1269723,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1231,1269724,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1232,1269725,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1233,1269726,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1234,1269727,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1235,1269728,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1236,1269729,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1237,1269730,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1238,1269731,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1239,1269732,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1240,1323144,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1241,1323145,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1242,1323146,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1243,1323147,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1244,1323149,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1245,1323151,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1246,1323152,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1247,1323153,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1248,1323154,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1249,1323155,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1250,1323156,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1251,1323157,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1252,1323158,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1253,1323159,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1254,1323160,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1255,1323161,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1256,1323162,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1257,1323163,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1258,1323164,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1259,1323165,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1260,1323166,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1261,1323167,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1262,1323168,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1263,1323169,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1264,1323170,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1265,1323171,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1266,1323173,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1267,1323174,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1268,1323175,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1269,1323176,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1270,1323177,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1271,1369558,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1272,1369559,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1273,1369560,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1274,1369561,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1275,1369564,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1276,1369565,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1277,1369566,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1278,1369567,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1279,1369568,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1280,1369569,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1281,1369570,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1282,1369571,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1283,1369572,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1284,1369573,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1285,1369574,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1286,1369575,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1287,1369576,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1288,1369577,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1289,1369578,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1290,1369579,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1291,1369580,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1292,1369581,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1293,1369582,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1294,1369583,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1295,1369584,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1296,1369585,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1297,1369586,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1298,1369587,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1299,1369588,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1300,1369589,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1301,1369590,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1302,1369591,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1303,1428678,1985,"Sir Vivian Richards Stadium, North Sound, Antigua",17.103361,-61.78495,29,3586,355,72,202,26
1304,1428679,1985,"Sir Vivian Richards Stadium, North Sound, Antigua",17.103361,-61.78495,29,3586,355,72,202,26
1305,1428680,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1306,1428681,1985,"Sir Vivian Richards Stadium, North Sound, Antigua",17.103361,-61.78495,29,3586,355,72,202,26
1307,1428682,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1308,1428683,1985,"Sir Vivian Richards Stadium, North Sound, Antigua",17.103361,-61.78495,29,3586,355,72,202,26
1309,1428684,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1310,1428685,1985,"Sir Vivian Richards Stadium, North Sound, Antigua",17.103361,-61.78495,29,3586,355,72,202,26
1311,1428686,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1312,1428687,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1313,1428688,576,"Warner Park, Basseterre, St Kitts",17.298466,-62.722027,97,13650,1186,187,821,69
1314,1428689,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1315,1428690,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1316,1428691,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1317,1428692,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1318,1428693,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1319,1428694,1697,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",14.070733,-60.931835,68,9463,805,127,536,42
1320,1428695,199,"Kensington Oval, Bridgetown, Barbados",13.105281,-59.622578,70,9402,886,124,594,56
1321,1428696,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1322,1428697,208,"Queen's Park Oval, Port of Spain, Trinidad",10.667081,-61.523479,60,8065,728,170,436,50
1323,1428698,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1324,1428699,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1325,1428700,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1326,1428701,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
1327,1428702,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1328,1428703,2041,"Brian Lara Stadium, Tarouba, Trinidad",10.27479,-61.43422,51,6570,618,105,418,47
1329,1428704,1986,"Providence Stadium, Guyana",6.757869,-58.17807,70,8956,848,190,452,103
