,match_id,venue_id,venue_name,venue_lat,venue_long,matches,total_runs,total_wickets,bowled_wickets,caught_wickets,lbw_wickets
4383,1130674,2815,"Shaheed Veer Narayan Singh International Stadium, Raipur",21.2033903,81.8230192,21,2829,266,42,172,8
4384,1130675,333,"Feroz Shah Kotla, Delhi",28.637922,77.243233,126,18861,1520,253,932,97
4385,1130676,1896,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",17.797489,83.351913,42,6009,526,81,344,27
4386,1130677,2815,"Shaheed Veer Narayan Singh International Stadium, Raipur",21.2033903,81.8230192,21,2829,266,42,172,8
4387,1130678,333,"Feroz Shah Kotla, Delhi",28.637922,77.243233,126,18861,1520,253,932,97
4388,1130679,1896,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",17.797489,83.351913,42,6009,526,81,344,27
4389,1130680,2937,"Dr PVG Raju ACA Sports Complex, Vizianagaram",18.0648231,83.4065571,12,1844,166,22,103,13
4390,1130681,2815,"Shaheed Veer Narayan Singh International Stadium, Raipur",21.2033903,81.8230192,21,2829,266,42,172,8
4391,1130683,2401,"Saurashtra Cricket Association Stadium, Rajkot",22.363312,70.709641,38,5672,472,79,290,28
4392,1130684,2575,"JSCA International Stadium Complex, Ranchi",23.310146,85.27475,32,4436,382,72,223,32
4393,1130685,2815,"Shaheed Veer Narayan Singh International Stadium, Raipur",21.2033903,81.8230192,21,2829,266,42,172,8
4394,1130686,333,"Feroz Shah Kotla, Delhi",28.637922,77.243233,126,18861,1520,253,932,97
4395,1130687,2401,"Saurashtra Cricket Association Stadium, Rajkot",22.363312,70.709641,38,5672,472,79,290,28
4396,1130688,2575,"JSCA International Stadium Complex, Ranchi",23.310146,85.27475,32,4436,382,72,223,32
4397,1130689,1896,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",17.797489,83.351913,42,6009,526,81,344,27
4398,1130690,2401,"Saurashtra Cricket Association Stadium, Rajkot",22.363312,70.709641,38,5672,472,79,290,28
4399,1130691,1896,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",17.797489,83.351913,42,6009,526,81,344,27
4400,1130692,2937,"Dr PVG Raju ACA Sports Complex, Vizianagaram",18.0648231,83.4065571,12,1844,166,22,103,13
4401,1130693,2401,"Saurashtra Cricket Association Stadium, Rajkot",22.363312,70.709641,38,5672,472,79,290,28
4402,1130694,2815,"Shaheed Veer Narayan Singh International Stadium, Raipur",21.2033903,81.8230192,21,2829,266,42,172,8
4403,1130695,333,"Feroz Shah Kotla, Delhi",28.637922,77.243233,126,18861,1520,253,932,97
4404,1130696,1896,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",17.797489,83.351913,42,6009,526,81,344,27
4405,1130697,2575,"JSCA International Stadium Complex, Ranchi",23.310146,85.27475,32,4436,382,72,223,32
4406,1130698,2815,"Shaheed Veer Narayan Singh International Stadium, Raipur",21.2033903,81.8230192,21,2829,266,42,172,8
4407,1130699,333,"Feroz Shah Kotla, Delhi",28.637922,77.243233,126,18861,1520,253,932,97
4408,1130700,2575,"JSCA International Stadium Complex, Ranchi",23.310146,85.27475,32,4436,382,72,223,32
4409,1130701,1896,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",17.797489,83.351913,42,6009,526,81,344,27
4410,1130702,2937,"Dr PVG Raju ACA Sports Complex, Vizianagaram",18.0648231,83.4065571,12,1844,166,22,103,13
4411,1130703,2815,"Shaheed Veer Narayan Singh International Stadium, Raipur",21.2033903,81.8230192,21,2829,266,42,172,8
4412,1130704,333,"Feroz Shah Kotla, Delhi",28.637922,77.243233,126,18861,1520,253,932,97
4413,1130705,2401,"Saurashtra Cricket Association Stadium, Rajkot",22.363312,70.709641,38,5672,472,79,290,28
4414,1130706,2815,"Shaheed Veer Narayan Singh International Stadium, Raipur",21.2033903,81.8230192,21,2829,266,42,172,8
4415,1130708,2401,"Saurashtra Cricket Association Stadium, Rajkot",22.363312,70.709641,38,5672,472,79,290,28
4416,1130709,2815,"Shaheed Veer Narayan Singh International Stadium, Raipur",21.2033903,81.8230192,21,2829,266,42,172,8
4417,1130710,333,"Feroz Shah Kotla, Delhi",28.637922,77.243233,126,18861,1520,253,932,97
4418,1130711,2575,"JSCA International Stadium Complex, Ranchi",23.310146,85.27475,32,4436,382,72,223,32
4419,1130712,1896,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",17.797489,83.351913,42,6009,526,81,344,27
4420,1130713,333,"Feroz Shah Kotla, Delhi",28.637922,77.243233,126,18861,1520,253,932,97
4421,1130714,2575,"JSCA International Stadium Complex, Ranchi",23.310146,85.27475,32,4436,382,72,223,32
4422,1130715,1896,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",17.797489,83.351913,42,6009,526,81,344,27
4423,1130716,2937,"Dr PVG Raju ACA Sports Complex, Vizianagaram",18.0648231,83.4065571,12,1844,166,22,103,13
4424,1130717,2815,"Shaheed Veer Narayan Singh International Stadium, Raipur",21.2033903,81.8230192,21,2829,266,42,172,8
4425,1130718,333,"Feroz Shah Kotla, Delhi",28.637922,77.243233,126,18861,1520,253,932,97
4426,1130719,2815,"Shaheed Veer Narayan Singh International Stadium, Raipur",21.2033903,81.8230192,21,2829,266,42,172,8
4427,1130720,333,"Feroz Shah Kotla, Delhi",28.637922,77.243233,126,18861,1520,253,932,97
4428,1130722,333,"Feroz Shah Kotla, Delhi",28.637922,77.243233,126,18861,1520,253,932,97
4429,1130723,2575,"JSCA International Stadium Complex, Ranchi",23.310146,85.27475,32,4436,382,72,223,32
4430,1130724,2815,"Shaheed Veer Narayan Singh International Stadium, Raipur",21.2033903,81.8230192,21,2829,266,42,172,8
4431,1130725,2575,"JSCA International Stadium Complex, Ranchi",23.310146,85.27475,32,4436,382,72,223,32
4432,1133401,2995,"Jadavpur University Campus 2nd Ground, Kolkata",22.497585,88.372147,11,1597,147,17,91,9
4433,1133402,2995,"Jadavpur University Campus 2nd Ground, Kolkata",22.497585,88.372147,11,1597,147,17,91,9
4434,1133403,292,"Eden Gardens, Kolkata",22.564608,88.343315,128,19206,1544,259,974,104
4435,1133404,292,"Eden Gardens, Kolkata",22.564608,88.343315,128,19206,1544,259,974,104
4436,1133405,2995,"Jadavpur University Campus 2nd Ground, Kolkata",22.497585,88.372147,11,1597,147,17,91,9
4437,1133406,2995,"Jadavpur University Campus 2nd Ground, Kolkata",22.497585,88.372147,11,1597,147,17,91,9
4438,1133407,292,"Eden Gardens, Kolkata",22.564608,88.343315,128,19206,1544,259,974,104
4439,1133409,2995,"Jadavpur University Campus 2nd Ground, Kolkata",22.497585,88.372147,11,1597,147,17,91,9
4440,1133411,292,"Eden Gardens, Kolkata",22.564608,88.343315,128,19206,1544,259,974,104
4441,1133413,292,"Eden Gardens, Kolkata",22.564608,88.343315,128,19206,1544,259,974,104
4442,1133414,292,"Eden Gardens, Kolkata",22.564608,88.343315,128,19206,1544,259,974,104
4443,1133415,2995,"Jadavpur University Campus 2nd Ground, Kolkata",22.497585,88.372147,11,1597,147,17,91,9
4444,1133416,2995,"Jadavpur University Campus 2nd Ground, Kolkata",22.497585,88.372147,11,1597,147,17,91,9
4445,1133417,292,"Eden Gardens, Kolkata",22.564608,88.343315,128,19206,1544,259,974,104
4446,1133418,292,"Eden Gardens, Kolkata",22.564608,88.343315,128,19206,1544,259,974,104
4447,1133419,2995,"Jadavpur University Campus 2nd Ground, Kolkata",22.497585,88.372147,11,1597,147,17,91,9
4448,1133420,2995,"Jadavpur University Campus 2nd Ground, Kolkata",22.497585,88.372147,11,1597,147,17,91,9
4449,1157091,3441,"Devineni Venkata Ramana Praneetha Ground, Mulapadu",16.6088,80.4702,23,2877,291,47,161,26
4450,1157092,3441,"Devineni Venkata Ramana Praneetha Ground, Mulapadu",16.6088,80.4702,23,2877,291,47,161,26
4451,1157093,3452,"Chukkapalli Pitchaiah Cricket Ground, Mulapadu",16.6088,80.4702,8,1261,74,10,43,8
4452,1157094,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4453,1157095,3471,"CB Patel International Cricket Stadium, Surat",20.91667,73.05,25,3042,312,40,183,20
4454,1157098,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4455,1157099,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4456,1157101,442,"Barabati Stadium, Cuttack",20.481144,85.868484,34,4588,441,94,249,32
4457,1157102,2669,"DRIEMS Ground, Tangi, Cuttack",20.56143,85.99182,17,2436,192,24,129,16
4458,1157103,442,"Barabati Stadium, Cuttack",20.481144,85.868484,34,4588,441,94,249,32
4459,1157104,527,"Palam A Ground, Model Sports Complex, Delhi",28.65381,77.22897,21,2260,227,48,116,26
4460,1157105,1921,"Palam B Ground, Model Sports Complex, Delhi",28.65381,77.22897,14,1680,146,32,70,16
4461,1157106,527,"Palam A Ground, Model Sports Complex, Delhi",28.65381,77.22897,21,2260,227,48,116,26
4462,1157107,1921,"Palam B Ground, Model Sports Complex, Delhi",28.65381,77.22897,14,1680,146,32,70,16
4463,1157108,3441,"Devineni Venkata Ramana Praneetha Ground, Mulapadu",16.6088,80.4702,23,2877,291,47,161,26
4464,1157109,3452,"Chukkapalli Pitchaiah Cricket Ground, Mulapadu",16.6088,80.4702,8,1261,74,10,43,8
4465,1157110,3441,"Devineni Venkata Ramana Praneetha Ground, Mulapadu",16.6088,80.4702,23,2877,291,47,161,26
4466,1157112,3471,"CB Patel International Cricket Stadium, Surat",20.91667,73.05,25,3042,312,40,183,20
4467,1157113,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4468,1157114,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4469,1157115,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4470,1157116,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4471,1157117,442,"Barabati Stadium, Cuttack",20.481144,85.868484,34,4588,441,94,249,32
4472,1157119,442,"Barabati Stadium, Cuttack",20.481144,85.868484,34,4588,441,94,249,32
4473,1157120,2669,"DRIEMS Ground, Tangi, Cuttack",20.56143,85.99182,17,2436,192,24,129,16
4474,1157121,527,"Palam A Ground, Model Sports Complex, Delhi",28.65381,77.22897,21,2260,227,48,116,26
4475,1157122,1921,"Palam B Ground, Model Sports Complex, Delhi",28.65381,77.22897,14,1680,146,32,70,16
4476,1157123,527,"Palam A Ground, Model Sports Complex, Delhi",28.65381,77.22897,21,2260,227,48,116,26
4477,1157124,1921,"Palam B Ground, Model Sports Complex, Delhi",28.65381,77.22897,14,1680,146,32,70,16
4478,1157125,3452,"Chukkapalli Pitchaiah Cricket Ground, Mulapadu",16.6088,80.4702,8,1261,74,10,43,8
4479,1157126,3441,"Devineni Venkata Ramana Praneetha Ground, Mulapadu",16.6088,80.4702,23,2877,291,47,161,26
4480,1157127,3441,"Devineni Venkata Ramana Praneetha Ground, Mulapadu",16.6088,80.4702,23,2877,291,47,161,26
4481,1157128,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4482,1157129,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4483,1157130,3471,"CB Patel International Cricket Stadium, Surat",20.91667,73.05,25,3042,312,40,183,20
4484,1157131,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4485,1157132,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4486,1157133,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4487,1157134,2669,"DRIEMS Ground, Tangi, Cuttack",20.56143,85.99182,17,2436,192,24,129,16
4488,1157135,442,"Barabati Stadium, Cuttack",20.481144,85.868484,34,4588,441,94,249,32
4489,1157136,2669,"DRIEMS Ground, Tangi, Cuttack",20.56143,85.99182,17,2436,192,24,129,16
4490,1157137,442,"Barabati Stadium, Cuttack",20.481144,85.868484,34,4588,441,94,249,32
4491,1157138,1921,"Palam B Ground, Model Sports Complex, Delhi",28.65381,77.22897,14,1680,146,32,70,16
4492,1157139,527,"Palam A Ground, Model Sports Complex, Delhi",28.65381,77.22897,21,2260,227,48,116,26
4493,1157140,527,"Palam A Ground, Model Sports Complex, Delhi",28.65381,77.22897,21,2260,227,48,116,26
4494,1157141,1921,"Palam B Ground, Model Sports Complex, Delhi",28.65381,77.22897,14,1680,146,32,70,16
4495,1157142,3441,"Devineni Venkata Ramana Praneetha Ground, Mulapadu",16.6088,80.4702,23,2877,291,47,161,26
4496,1157143,3441,"Devineni Venkata Ramana Praneetha Ground, Mulapadu",16.6088,80.4702,23,2877,291,47,161,26
4497,1157144,3452,"Chukkapalli Pitchaiah Cricket Ground, Mulapadu",16.6088,80.4702,8,1261,74,10,43,8
4498,1157145,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4499,1157146,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4500,1157147,3471,"CB Patel International Cricket Stadium, Surat",20.91667,73.05,25,3042,312,40,183,20
4501,1157148,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4502,1157149,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4503,1157150,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4504,1157151,442,"Barabati Stadium, Cuttack",20.481144,85.868484,34,4588,441,94,249,32
4505,1157152,2669,"DRIEMS Ground, Tangi, Cuttack",20.56143,85.99182,17,2436,192,24,129,16
4506,1157153,442,"Barabati Stadium, Cuttack",20.481144,85.868484,34,4588,441,94,249,32
4507,1157154,2669,"DRIEMS Ground, Tangi, Cuttack",20.56143,85.99182,17,2436,192,24,129,16
4508,1157155,527,"Palam A Ground, Model Sports Complex, Delhi",28.65381,77.22897,21,2260,227,48,116,26
4509,1157156,1921,"Palam B Ground, Model Sports Complex, Delhi",28.65381,77.22897,14,1680,146,32,70,16
4510,1157157,1921,"Palam B Ground, Model Sports Complex, Delhi",28.65381,77.22897,14,1680,146,32,70,16
4511,1157158,527,"Palam A Ground, Model Sports Complex, Delhi",28.65381,77.22897,21,2260,227,48,116,26
4512,1157159,3441,"Devineni Venkata Ramana Praneetha Ground, Mulapadu",16.6088,80.4702,23,2877,291,47,161,26
4513,1157160,3452,"Chukkapalli Pitchaiah Cricket Ground, Mulapadu",16.6088,80.4702,8,1261,74,10,43,8
4514,1157161,3441,"Devineni Venkata Ramana Praneetha Ground, Mulapadu",16.6088,80.4702,23,2877,291,47,161,26
4515,1157162,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4516,1157163,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4517,1157164,3471,"CB Patel International Cricket Stadium, Surat",20.91667,73.05,25,3042,312,40,183,20
4518,1157165,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4519,1157166,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4520,1157167,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4521,1157168,2669,"DRIEMS Ground, Tangi, Cuttack",20.56143,85.99182,17,2436,192,24,129,16
4522,1157169,442,"Barabati Stadium, Cuttack",20.481144,85.868484,34,4588,441,94,249,32
4523,1157170,2669,"DRIEMS Ground, Tangi, Cuttack",20.56143,85.99182,17,2436,192,24,129,16
4524,1157171,442,"Barabati Stadium, Cuttack",20.481144,85.868484,34,4588,441,94,249,32
4525,1157172,1921,"Palam B Ground, Model Sports Complex, Delhi",28.65381,77.22897,14,1680,146,32,70,16
4526,1157174,1921,"Palam B Ground, Model Sports Complex, Delhi",28.65381,77.22897,14,1680,146,32,70,16
4527,1157175,527,"Palam A Ground, Model Sports Complex, Delhi",28.65381,77.22897,21,2260,227,48,116,26
4528,1157176,3441,"Devineni Venkata Ramana Praneetha Ground, Mulapadu",16.6088,80.4702,23,2877,291,47,161,26
4529,1157177,3441,"Devineni Venkata Ramana Praneetha Ground, Mulapadu",16.6088,80.4702,23,2877,291,47,161,26
4530,1157178,3452,"Chukkapalli Pitchaiah Cricket Ground, Mulapadu",16.6088,80.4702,8,1261,74,10,43,8
4531,1157179,3471,"CB Patel International Cricket Stadium, Surat",20.91667,73.05,25,3042,312,40,183,20
4532,1157180,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4533,1157181,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4534,1157182,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4535,1157183,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4536,1157185,442,"Barabati Stadium, Cuttack",20.481144,85.868484,34,4588,441,94,249,32
4537,1157186,2669,"DRIEMS Ground, Tangi, Cuttack",20.56143,85.99182,17,2436,192,24,129,16
4538,1157187,442,"Barabati Stadium, Cuttack",20.481144,85.868484,34,4588,441,94,249,32
4539,1157188,2669,"DRIEMS Ground, Tangi, Cuttack",20.56143,85.99182,17,2436,192,24,129,16
4540,1157189,1921,"Palam B Ground, Model Sports Complex, Delhi",28.65381,77.22897,14,1680,146,32,70,16
4541,1157190,527,"Palam A Ground, Model Sports Complex, Delhi",28.65381,77.22897,21,2260,227,48,116,26
4542,1157191,527,"Palam A Ground, Model Sports Complex, Delhi",28.65381,77.22897,21,2260,227,48,116,26
4543,1157192,1921,"Palam B Ground, Model Sports Complex, Delhi",28.65381,77.22897,14,1680,146,32,70,16
4544,1157193,3452,"Chukkapalli Pitchaiah Cricket Ground, Mulapadu",16.6088,80.4702,8,1261,74,10,43,8
4545,1157194,3441,"Devineni Venkata Ramana Praneetha Ground, Mulapadu",16.6088,80.4702,23,2877,291,47,161,26
4546,1157195,3452,"Chukkapalli Pitchaiah Cricket Ground, Mulapadu",16.6088,80.4702,8,1261,74,10,43,8
4547,1157196,3471,"CB Patel International Cricket Stadium, Surat",20.91667,73.05,25,3042,312,40,183,20
4548,1157197,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4549,1157199,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4550,1157200,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4551,1157201,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4552,1157202,2669,"DRIEMS Ground, Tangi, Cuttack",20.56143,85.99182,17,2436,192,24,129,16
4553,1157203,442,"Barabati Stadium, Cuttack",20.481144,85.868484,34,4588,441,94,249,32
4554,1157204,2669,"DRIEMS Ground, Tangi, Cuttack",20.56143,85.99182,17,2436,192,24,129,16
4555,1157205,442,"Barabati Stadium, Cuttack",20.481144,85.868484,34,4588,441,94,249,32
4556,1157206,527,"Palam A Ground, Model Sports Complex, Delhi",28.65381,77.22897,21,2260,227,48,116,26
4557,1157207,527,"Palam A Ground, Model Sports Complex, Delhi",28.65381,77.22897,21,2260,227,48,116,26
4558,1157208,1921,"Palam B Ground, Model Sports Complex, Delhi",28.65381,77.22897,14,1680,146,32,70,16
4559,1157209,1921,"Palam B Ground, Model Sports Complex, Delhi",28.65381,77.22897,14,1680,146,32,70,16
4560,1175025,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4561,1175026,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4562,1175027,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4563,1175028,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4564,1175029,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4565,1175030,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4566,1175031,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4567,1175032,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4568,1175033,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4569,1175034,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4570,1175035,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4571,1175036,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4572,1175037,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4573,1175038,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4574,1175040,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4575,1175042,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4576,1175043,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4577,1175044,2139,"Emerald High School Ground, Indore",22.71792,75.8333,22,2962,290,40,171,25
4578,1175045,1055,"Holkar Cricket Stadium, Indore",22.724623,75.879837,53,7534,635,110,395,39
4579,1205714,1896,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",17.797489,83.351913,42,6009,526,81,344,27
4580,1205715,2937,"Dr PVG Raju ACA Sports Complex, Vizianagaram",18.0648231,83.4065571,12,1844,166,22,103,13
4581,1205716,3345,"St Xavier's College Ground, Thumba",8.562,76.8495,7,713,84,8,55,4
4582,1205717,3400,"Greenfield International Stadium, Thiruvananthapuram",8.5714901,76.8844035,17,1903,216,39,122,14
4583,1205718,621,"Sector 16 Stadium, Chandigarh",30.741581,76.775055,13,1550,133,21,78,11
4584,1205719,3510,Government Model Senior Secondary School,30.7121573,76.7234647,12,1755,150,23,106,7
4585,1205720,2409,"Bandra Kurla Complex, Mumbai",19.067115,72.8657245,22,2810,256,34,173,14
4586,1205721,713,"Wankhede Stadium, Mumbai",18.939007,72.82579,157,24432,1871,288,1229,133
4587,1205724,1896,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",17.797489,83.351913,42,6009,526,81,344,27
4588,1205725,3400,"Greenfield International Stadium, Thiruvananthapuram",8.5714901,76.8844035,17,1903,216,39,122,14
4589,1205727,3510,Government Model Senior Secondary School,30.7121573,76.7234647,12,1755,150,23,106,7
4590,1205728,713,"Wankhede Stadium, Mumbai",18.939007,72.82579,157,24432,1871,288,1229,133
4591,1205729,713,"Wankhede Stadium, Mumbai",18.939007,72.82579,157,24432,1871,288,1229,133
4592,1205731,3471,"CB Patel International Cricket Stadium, Surat",20.91667,73.05,25,3042,312,40,183,20
4593,1205732,1896,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",17.797489,83.351913,42,6009,526,81,344,27
4594,1205733,2937,"Dr PVG Raju ACA Sports Complex, Vizianagaram",18.0648231,83.4065571,12,1844,166,22,103,13
4595,1205734,3400,"Greenfield International Stadium, Thiruvananthapuram",8.5714901,76.8844035,17,1903,216,39,122,14
4596,1205735,3345,"St Xavier's College Ground, Thumba",8.562,76.8495,7,713,84,8,55,4
4597,1205736,621,"Sector 16 Stadium, Chandigarh",30.741581,76.775055,13,1550,133,21,78,11
4598,1205737,3510,Government Model Senior Secondary School,30.7121573,76.7234647,12,1755,150,23,106,7
4599,1205739,713,"Wankhede Stadium, Mumbai",18.939007,72.82579,157,24432,1871,288,1229,133
4600,1205741,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4601,1205742,1896,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",17.797489,83.351913,42,6009,526,81,344,27
4602,1205743,3400,"Greenfield International Stadium, Thiruvananthapuram",8.5714901,76.8844035,17,1903,216,39,122,14
4603,1205745,3510,Government Model Senior Secondary School,30.7121573,76.7234647,12,1755,150,23,106,7
4604,1205746,2409,"Bandra Kurla Complex, Mumbai",19.067115,72.8657245,22,2810,256,34,173,14
4605,1205747,713,"Wankhede Stadium, Mumbai",18.939007,72.82579,157,24432,1871,288,1229,133
4606,1205748,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4607,1205749,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4608,1205750,2937,"Dr PVG Raju ACA Sports Complex, Vizianagaram",18.0648231,83.4065571,12,1844,166,22,103,13
4609,1205751,1896,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",17.797489,83.351913,42,6009,526,81,344,27
4610,1205752,3345,"St Xavier's College Ground, Thumba",8.562,76.8495,7,713,84,8,55,4
4611,1205753,3400,"Greenfield International Stadium, Thiruvananthapuram",8.5714901,76.8844035,17,1903,216,39,122,14
4612,1205754,3510,Government Model Senior Secondary School,30.7121573,76.7234647,12,1755,150,23,106,7
4613,1205755,621,"Sector 16 Stadium, Chandigarh",30.741581,76.775055,13,1550,133,21,78,11
4614,1205756,713,"Wankhede Stadium, Mumbai",18.939007,72.82579,157,24432,1871,288,1229,133
4615,1205757,2409,"Bandra Kurla Complex, Mumbai",19.067115,72.8657245,22,2810,256,34,173,14
4616,1205758,3471,"CB Patel International Cricket Stadium, Surat",20.91667,73.05,25,3042,312,40,183,20
4617,1205759,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4618,1205761,3400,"Greenfield International Stadium, Thiruvananthapuram",8.5714901,76.8844035,17,1903,216,39,122,14
4619,1205762,3510,Government Model Senior Secondary School,30.7121573,76.7234647,12,1755,150,23,106,7
4620,1205763,621,"Sector 16 Stadium, Chandigarh",30.741581,76.775055,13,1550,133,21,78,11
4621,1205764,713,"Wankhede Stadium, Mumbai",18.939007,72.82579,157,24432,1871,288,1229,133
4622,1205765,2409,"Bandra Kurla Complex, Mumbai",19.067115,72.8657245,22,2810,256,34,173,14
4623,1205767,1012,"Lalabhai Contractor Stadium, Surat",20.91667,73.05,32,4272,390,81,198,36
4624,1205768,1896,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",17.797489,83.351913,42,6009,526,81,344,27
4625,1205769,2937,"Dr PVG Raju ACA Sports Complex, Vizianagaram",18.0648231,83.4065571,12,1844,166,22,103,13
4626,1205770,3400,"Greenfield International Stadium, Thiruvananthapuram",8.5714901,76.8844035,17,1903,216,39,122,14
4627,1205771,3345,"St Xavier's College Ground, Thumba",8.562,76.8495,7,713,84,8,55,4
4628,1205772,621,"Sector 16 Stadium, Chandigarh",30.741581,76.775055,13,1550,133,21,78,11
4629,1205773,3510,Government Model Senior Secondary School,30.7121573,76.7234647,12,1755,150,23,106,7
4630,1205774,713,"Wankhede Stadium, Mumbai",18.939007,72.82579,157,24432,1871,288,1229,133
4631,1205775,2409,"Bandra Kurla Complex, Mumbai",19.067115,72.8657245,22,2810,256,34,173,14
4632,1205776,3471,"CB Patel International Cricket Stadium, Surat",20.91667,73.05,25,3042,312,40,183,20
4633,1205778,1896,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",17.797489,83.351913,42,6009,526,81,344,27
