season,match_id,match_name,home_team,away_team,venue,batting_team,bowling_innings,bowling_team,fullName,catching_FP,stumping_FP,direct_runout_FP,indirect_runout_FP,Fielding_FP
2020,1216530,KKR v RR,KKR,RR,Dubai International Cricket Stadium,KKR,1,RR,substitute_catch,8,0,0,0,8
2020,1216530,KKR v RR,KKR,RR,Dubai International Cricket Stadium,RR,2,KKR,Dinesh Karthik,32,0,0,0,36
2020,1216530,KKR v RR,KKR,RR,Dubai International Cricket Stadium,RR,2,KKR,Kamlesh Nagarkoti,8,0,0,0,8
2020,1216530,KKR v RR,KKR,RR,Dubai International Cricket Stadium,RR,2,KKR,Pat Cummins,8,0,0,0,8
2020,1216530,KKR v RR,KKR,RR,Dubai International Cricket Stadium,RR,2,KKR,Shivam Mavi,8,0,0,0,8
2020,1216529,MI v DC,MI,DC,"Sheikh Zayed Stadium, Abu Dhabi",DC,1,MI,Krunal Pandya,8,0,0,0,8
2020,1216529,MI v DC,MI,DC,"Sheikh Zayed Stadium, Abu Dhabi",DC,1,MI,Trent Boult,8,0,0,0,8
2020,1216529,MI v DC,MI,DC,"Sheikh Zayed Stadium, Abu Dhabi",MI,2,DC,Alex Carey,8,0,0,0,8
2020,1216529,MI v DC,MI,DC,"Sheikh Zayed Stadium, Abu Dhabi",MI,2,DC,Axar Patel,8,0,0,0,8
2020,1216529,MI v DC,MI,DC,"Sheikh Zayed Stadium, Abu Dhabi",MI,2,DC,Kagiso Rabada,8,0,0,0,8
2020,1216529,MI v DC,MI,DC,"Sheikh Zayed Stadium, Abu Dhabi",MI,2,DC,Prithvi Shaw,8,0,0,0,8
2020,1216529,MI v DC,MI,DC,"Sheikh Zayed Stadium, Abu Dhabi",MI,2,DC,Shreyas Iyer,8,0,0,0,8
2020,1216528,SRH v CSK,SRH,CSK,Dubai International Cricket Stadium,CSK,1,SRH,David Warner,8,0,0,0,8
2020,1216528,SRH v CSK,SRH,CSK,Dubai International Cricket Stadium,CSK,1,SRH,Jonny Bairstow,8,0,0,0,8
2020,1216528,SRH v CSK,SRH,CSK,Dubai International Cricket Stadium,CSK,1,SRH,Kane Williamson,8,0,0,0,8
2020,1216528,SRH v CSK,SRH,CSK,Dubai International Cricket Stadium,CSK,1,SRH,Manish Pandey,8,0,0,0,8
2020,1216528,SRH v CSK,SRH,CSK,Dubai International Cricket Stadium,SRH,2,CSK,Ravindra Jadeja,16,0,0,0,16
2020,1216528,SRH v CSK,SRH,CSK,Dubai International Cricket Stadium,SRH,2,CSK,Shardul Thakur,8,0,0,0,8
2020,1216527,RR v PBKS,RR,PBKS,Sharjah Cricket Stadium,PBKS,1,RR,Sanju Samson,8,0,0,0,8
2020,1216527,RR v PBKS,RR,PBKS,Sharjah Cricket Stadium,PBKS,1,RR,Shreyas Gopal,8,0,0,0,8
2020,1216527,RR v PBKS,RR,PBKS,Sharjah Cricket Stadium,RR,2,PBKS,KL Rahul,8,0,0,0,8
2020,1216527,RR v PBKS,RR,PBKS,Sharjah Cricket Stadium,RR,2,PBKS,Mayank Agarwal,8,0,0,0,8
2020,1216527,RR v PBKS,RR,PBKS,Sharjah Cricket Stadium,RR,2,PBKS,Mohammed Shami,8,0,0,0,8
2020,1216527,RR v PBKS,RR,PBKS,Sharjah Cricket Stadium,RR,2,PBKS,Nicholas Pooran,8,0,0,0,8
2020,1216527,RR v PBKS,RR,PBKS,Sharjah Cricket Stadium,RR,2,PBKS,Sarfaraz Khan,8,0,0,0,8
2020,1216526,MI v KKR,MI,KKR,"Sheikh Zayed Stadium, Abu Dhabi",KKR,1,MI,Kieron Pollard,8,0,0,0,8
2020,1216526,MI v KKR,MI,KKR,"Sheikh Zayed Stadium, Abu Dhabi",KKR,1,MI,Quinton de Kock,16,0,0,0,16
2020,1216526,MI v KKR,MI,KKR,"Sheikh Zayed Stadium, Abu Dhabi",KKR,1,MI,Suryakumar Yadav,8,0,0,0,8
2020,1216526,MI v KKR,MI,KKR,"Sheikh Zayed Stadium, Abu Dhabi",MI,2,KKR,Dinesh Karthik,8,0,0,0,8
2020,1216525,CSK v RCB,CSK,RCB,Dubai International Cricket Stadium,RCB,1,CSK,Faf du Plessis,8,0,0,0,8
2020,1216525,CSK v RCB,CSK,RCB,Dubai International Cricket Stadium,RCB,1,CSK,MS Dhoni,16,0,0,0,16
2020,1216525,CSK v RCB,CSK,RCB,Dubai International Cricket Stadium,CSK,2,RCB,AB de Villiers,8,0,0,0,8
2020,1216525,CSK v RCB,CSK,RCB,Dubai International Cricket Stadium,CSK,2,RCB,Chris Morris,8,0,12,0,20
2020,1216525,CSK v RCB,CSK,RCB,Dubai International Cricket Stadium,CSK,2,RCB,Devdutt Padikkal,8,0,0,0,8
2020,1216525,CSK v RCB,CSK,RCB,Dubai International Cricket Stadium,CSK,2,RCB,Gurkeerat Singh,16,0,0,0,16
2020,1216524,SRH v DC,SRH,DC,Dubai International Cricket Stadium,SRH,1,DC,Axar Patel,8,0,0,0,8
2020,1216524,SRH v DC,SRH,DC,Dubai International Cricket Stadium,SRH,1,DC,Shreyas Iyer,8,0,0,0,8
2020,1216524,SRH v DC,SRH,DC,Dubai International Cricket Stadium,DC,2,SRH,Abdul Samad,8,0,0,0,8
2020,1216524,SRH v DC,SRH,DC,Dubai International Cricket Stadium,DC,2,SRH,David Warner,16,0,0,0,16
2020,1216524,SRH v DC,SRH,DC,Dubai International Cricket Stadium,DC,2,SRH,Kane Williamson,8,0,0,0,8
2020,1216524,SRH v DC,SRH,DC,Dubai International Cricket Stadium,DC,2,SRH,substitute_catch,24,0,0,0,28
2020,1216523,PBKS v KKR,PBKS,KKR,"Sheikh Zayed Stadium, Abu Dhabi",KKR,1,PBKS,Glenn Maxwell,8,0,0,0,8
2020,1216523,PBKS v KKR,PBKS,KKR,"Sheikh Zayed Stadium, Abu Dhabi",KKR,1,PBKS,Prabhsimran Singh,8,0,0,12,20
2020,1216523,PBKS v KKR,PBKS,KKR,"Sheikh Zayed Stadium, Abu Dhabi",PBKS,2,KKR,Nitish Rana,8,0,0,0,8
2020,1216523,PBKS v KKR,PBKS,KKR,"Sheikh Zayed Stadium, Abu Dhabi",PBKS,2,KKR,Shubman Gill,8,0,0,0,8
2020,1216523,PBKS v KKR,PBKS,KKR,"Sheikh Zayed Stadium, Abu Dhabi",PBKS,2,KKR,substitute_catch,8,0,0,0,8
2020,1216522,RR v RCB,RR,RCB,Dubai International Cricket Stadium,RR,1,RCB,AB de Villiers,8,0,0,0,8
2020,1216522,RR v RCB,RR,RCB,Dubai International Cricket Stadium,RR,1,RCB,Aaron Finch,8,0,0,0,8
2020,1216522,RR v RCB,RR,RCB,Dubai International Cricket Stadium,RR,1,RCB,Chris Morris,8,0,0,0,8
2020,1216522,RR v RCB,RR,RCB,Dubai International Cricket Stadium,RR,1,RCB,Navdeep Saini,8,0,0,0,8
2020,1216522,RR v RCB,RR,RCB,Dubai International Cricket Stadium,RR,1,RCB,Shahbaz Ahmed,8,0,0,0,8
2020,1216522,RR v RCB,RR,RCB,Dubai International Cricket Stadium,RCB,2,RR,Ben Stokes,8,0,0,0,8
2020,1216522,RR v RCB,RR,RCB,Dubai International Cricket Stadium,RCB,2,RR,Rahul Tewatia,8,0,0,0,8
2020,1216522,RR v RCB,RR,RCB,Dubai International Cricket Stadium,RCB,2,RR,Robin Uthappa,8,0,0,0,8
2020,1216521,CSK v MI,CSK,MI,Sharjah Cricket Stadium,CSK,1,MI,Krunal Pandya,8,0,0,0,8
2020,1216521,CSK v MI,CSK,MI,Sharjah Cricket Stadium,CSK,1,MI,Quinton de Kock,24,12,0,0,40
2020,1216521,CSK v MI,CSK,MI,Sharjah Cricket Stadium,CSK,1,MI,Suryakumar Yadav,16,0,0,0,16
2020,1216520,KKR v PBKS,KKR,PBKS,Sharjah Cricket Stadium,KKR,1,PBKS,Chris Gayle,8,0,0,0,8
2020,1216520,KKR v PBKS,KKR,PBKS,Sharjah Cricket Stadium,KKR,1,PBKS,KL Rahul,16,0,0,0,16
2020,1216520,KKR v PBKS,KKR,PBKS,Sharjah Cricket Stadium,KKR,1,PBKS,Murugan Ashwin,8,0,0,0,8
2020,1216520,KKR v PBKS,KKR,PBKS,Sharjah Cricket Stadium,KKR,1,PBKS,Nicholas Pooran,8,0,0,0,8
2020,1216520,KKR v PBKS,KKR,PBKS,Sharjah Cricket Stadium,PBKS,2,KKR,Prasidh Krishna,8,0,0,0,8
2020,1216519,RCB v DC,RCB,DC,Dubai International Cricket Stadium,DC,1,RCB,AB de Villiers,8,0,0,0,8
2020,1216519,RCB v DC,RCB,DC,Dubai International Cricket Stadium,DC,1,RCB,Devdutt Padikkal,8,0,0,0,8
2020,1216519,RCB v DC,RCB,DC,Dubai International Cricket Stadium,DC,1,RCB,Moeen Ali,8,0,0,0,8
2020,1216519,RCB v DC,RCB,DC,Dubai International Cricket Stadium,RCB,2,DC,Marcus Stoinis,8,0,0,0,8
2020,1216519,RCB v DC,RCB,DC,Dubai International Cricket Stadium,RCB,2,DC,Ravichandran Ashwin,8,0,0,0,8
2020,1216519,RCB v DC,RCB,DC,Dubai International Cricket Stadium,RCB,2,DC,Rishabh Pant,16,0,0,0,16
2020,1216519,RCB v DC,RCB,DC,Dubai International Cricket Stadium,RCB,2,DC,Shikhar Dhawan,8,0,0,0,8
2020,1216519,RCB v DC,RCB,DC,Dubai International Cricket Stadium,RCB,2,DC,Shimron Hetmyer,8,0,0,0,8
2020,1216519,RCB v DC,RCB,DC,Dubai International Cricket Stadium,RCB,2,DC,Shreyas Iyer,8,0,0,0,8
2020,1216518,RR v SRH,RR,SRH,Dubai International Cricket Stadium,RR,1,SRH,David Warner,8,0,0,0,8
2020,1216518,RR v SRH,RR,SRH,Dubai International Cricket Stadium,RR,1,SRH,Manish Pandey,8,0,0,0,8
2020,1216518,RR v SRH,RR,SRH,Dubai International Cricket Stadium,RR,1,SRH,Shahbaz Nadeem,8,0,0,0,8
2020,1216518,RR v SRH,RR,SRH,Dubai International Cricket Stadium,SRH,2,RR,Ben Stokes,8,0,0,0,8
2020,1216517,MI v PBKS,MI,PBKS,Dubai International Cricket Stadium,MI,1,PBKS,Deepak Hooda,8,0,0,0,8
2020,1216517,MI v PBKS,MI,PBKS,Dubai International Cricket Stadium,MI,1,PBKS,Mayank Agarwal,8,0,0,0,8
2020,1216517,MI v PBKS,MI,PBKS,Dubai International Cricket Stadium,MI,1,PBKS,Murugan Ashwin,16,0,0,0,16
2020,1216517,MI v PBKS,MI,PBKS,Dubai International Cricket Stadium,MI,1,PBKS,Nicholas Pooran,8,0,0,0,8
2020,1216517,MI v PBKS,MI,PBKS,Dubai International Cricket Stadium,PBKS,2,MI,Nathan Coulter-Nile,8,0,0,0,8
2020,1216517,MI v PBKS,MI,PBKS,Dubai International Cricket Stadium,PBKS,2,MI,Rohit Sharma,8,0,0,0,8
2020,1216517,MI v PBKS,MI,PBKS,Dubai International Cricket Stadium,PBKS,2,MI,Trent Boult,8,0,0,0,8
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,SRH,1,CSK,Faf du Plessis,8,0,0,0,8
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,SRH,1,CSK,MS Dhoni,8,0,0,6,14
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,SRH,1,CSK,Sam Curran,8,0,0,0,8
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,CSK,2,SRH,Abdul Samad,8,0,0,0,8
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,CSK,2,SRH,David Warner,8,0,0,0,8
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,DC,1,KKR,Eoin Morgan,8,0,0,0,8
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,DC,1,KKR,Shivam Mavi,8,0,0,0,8
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,DC,1,KKR,Shubman Gill,8,0,0,0,8
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,DC,1,KKR,Varun Chakravarthy,8,0,0,0,8
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,KKR,2,DC,Anrich Nortje,8,0,0,0,8
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,KKR,2,DC,Harshal Patel,8,0,0,0,8
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,KKR,2,DC,Rishabh Pant,8,0,0,0,8
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,KKR,2,DC,Shikhar Dhawan,8,0,0,0,8
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,KKR,2,DC,Shimron Hetmyer,8,0,0,0,8
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,KKR,2,DC,substitute_catch,8,0,0,0,8
2020,1216514,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",RR,1,RCB,Aaron Finch,8,0,0,0,8
2020,1216514,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",RR,1,RCB,Devdutt Padikkal,16,0,0,0,16
2020,1216514,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",RR,1,RCB,Isuru Udana,8,0,0,0,8
2020,1216513,PBKS v CSK,PBKS,CSK,Dubai International Cricket Stadium,PBKS,1,CSK,Ambati Rayudu,8,0,0,0,8
2020,1216513,PBKS v CSK,PBKS,CSK,Dubai International Cricket Stadium,PBKS,1,CSK,MS Dhoni,8,0,0,0,8
2020,1216513,PBKS v CSK,PBKS,CSK,Dubai International Cricket Stadium,PBKS,1,CSK,Ravindra Jadeja,8,0,0,0,8
2020,1216513,PBKS v CSK,PBKS,CSK,Dubai International Cricket Stadium,PBKS,1,CSK,Sam Curran,8,0,0,0,8
2020,1216512,SRH v KKR,SRH,KKR,"Sheikh Zayed Stadium, Abu Dhabi",KKR,1,SRH,Manish Pandey,8,0,0,0,8
2020,1216512,SRH v KKR,SRH,KKR,"Sheikh Zayed Stadium, Abu Dhabi",KKR,1,SRH,Priyam Garg,16,0,0,0,16
2020,1216512,SRH v KKR,SRH,KKR,"Sheikh Zayed Stadium, Abu Dhabi",KKR,1,SRH,Vijay Shankar,8,0,0,0,8
2020,1216512,SRH v KKR,SRH,KKR,"Sheikh Zayed Stadium, Abu Dhabi",SRH,2,KKR,Andre Russell,8,0,0,0,8
2020,1216512,SRH v KKR,SRH,KKR,"Sheikh Zayed Stadium, Abu Dhabi",SRH,2,KKR,Nitish Rana,8,0,0,0,8
2020,1216512,SRH v KKR,SRH,KKR,"Sheikh Zayed Stadium, Abu Dhabi",SRH,2,KKR,Shubman Gill,16,0,0,0,16
2020,1216511,MI v RR,MI,RR,"Sheikh Zayed Stadium, Abu Dhabi",MI,1,RR,Jos Buttler,8,0,0,0,8
2020,1216511,MI v RR,MI,RR,"Sheikh Zayed Stadium, Abu Dhabi",MI,1,RR,Rahul Tewatia,8,0,0,0,8
2020,1216511,MI v RR,MI,RR,"Sheikh Zayed Stadium, Abu Dhabi",MI,1,RR,Sanju Samson,8,0,0,0,8
2020,1216511,MI v RR,MI,RR,"Sheikh Zayed Stadium, Abu Dhabi",MI,1,RR,Shreyas Gopal,8,0,0,0,8
2020,1216511,MI v RR,MI,RR,"Sheikh Zayed Stadium, Abu Dhabi",RR,2,MI,Hardik Pandya,8,0,0,0,8
2020,1216511,MI v RR,MI,RR,"Sheikh Zayed Stadium, Abu Dhabi",RR,2,MI,Kieron Pollard,16,0,0,0,16
2020,1216511,MI v RR,MI,RR,"Sheikh Zayed Stadium, Abu Dhabi",RR,2,MI,Quinton de Kock,24,0,0,0,28
2020,1216511,MI v RR,MI,RR,"Sheikh Zayed Stadium, Abu Dhabi",RR,2,MI,Rohit Sharma,16,0,0,0,16
2020,1216511,MI v RR,MI,RR,"Sheikh Zayed Stadium, Abu Dhabi",RR,2,MI,substitute_catch,8,0,0,0,8
2020,1216510,PBKS v RCB,PBKS,RCB,Dubai International Cricket Stadium,PBKS,1,RCB,AB de Villiers,8,0,0,0,8
2020,1216510,PBKS v RCB,PBKS,RCB,Dubai International Cricket Stadium,PBKS,1,RCB,Aaron Finch,8,0,0,0,8
2020,1216510,PBKS v RCB,PBKS,RCB,Dubai International Cricket Stadium,RCB,2,PBKS,Mayank Agarwal,8,0,0,0,8
2020,1216510,PBKS v RCB,PBKS,RCB,Dubai International Cricket Stadium,RCB,2,PBKS,Ravi Bishnoi,16,0,0,0,16
2020,1216510,PBKS v RCB,PBKS,RCB,Dubai International Cricket Stadium,RCB,2,PBKS,Sarfaraz Khan,8,0,0,0,8
2020,1216509,DC v CSK,DC,CSK,Sharjah Cricket Stadium,CSK,1,DC,Alex Carey,8,0,0,0,8
2020,1216509,DC v CSK,DC,CSK,Sharjah Cricket Stadium,CSK,1,DC,Anrich Nortje,8,0,0,0,8
2020,1216509,DC v CSK,DC,CSK,Sharjah Cricket Stadium,CSK,1,DC,Shikhar Dhawan,8,0,0,0,8
2020,1216509,DC v CSK,DC,CSK,Sharjah Cricket Stadium,DC,2,CSK,Ambati Rayudu,8,0,0,0,8
2020,1216509,DC v CSK,DC,CSK,Sharjah Cricket Stadium,DC,2,CSK,Faf du Plessis,16,0,0,0,16
2020,1216509,DC v CSK,DC,CSK,Sharjah Cricket Stadium,DC,2,CSK,Sam Curran,8,0,0,0,8
2020,1216508,KKR v MI,KKR,MI,"Sheikh Zayed Stadium, Abu Dhabi",MI,1,KKR,Nikhil Naik,8,0,0,0,8
2020,1216508,KKR v MI,KKR,MI,"Sheikh Zayed Stadium, Abu Dhabi",MI,1,KKR,Pat Cummins,16,0,0,0,16
2020,1216508,KKR v MI,KKR,MI,"Sheikh Zayed Stadium, Abu Dhabi",KKR,2,MI,Hardik Pandya,24,0,0,0,28
2020,1216508,KKR v MI,KKR,MI,"Sheikh Zayed Stadium, Abu Dhabi",KKR,2,MI,Kieron Pollard,8,0,0,0,8
2020,1216508,KKR v MI,KKR,MI,"Sheikh Zayed Stadium, Abu Dhabi",KKR,2,MI,Quinton de Kock,16,12,0,0,28
2020,1216507,SRH v RR,SRH,RR,Dubai International Cricket Stadium,SRH,1,RR,Rahul Tewatia,8,0,0,0,8
2020,1216507,SRH v RR,SRH,RR,Dubai International Cricket Stadium,SRH,1,RR,Sanju Samson,8,0,0,0,8
2020,1216507,SRH v RR,SRH,RR,Dubai International Cricket Stadium,RR,2,SRH,Jonny Bairstow,16,0,0,0,16
2020,1216506,CSK v PBKS,CSK,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",PBKS,1,CSK,MS Dhoni,8,0,0,0,8
2020,1216506,CSK v PBKS,CSK,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",PBKS,1,CSK,Ruturaj Gaikwad,8,0,0,0,8
2020,1216506,CSK v PBKS,CSK,PBKS,"Sheikh Zayed Stadium, Abu Dhabi",CSK,2,PBKS,KL Rahul,8,0,0,0,8
2020,1216505,DC v RCB,DC,RCB,"Sheikh Zayed Stadium, Abu Dhabi",RCB,1,DC,Ajinkya Rahane,8,0,0,6,14
2020,1216505,DC v RCB,DC,RCB,"Sheikh Zayed Stadium, Abu Dhabi",RCB,1,DC,Marcus Stoinis,8,0,0,0,8
2020,1216505,DC v RCB,DC,RCB,"Sheikh Zayed Stadium, Abu Dhabi",RCB,1,DC,Prithvi Shaw,8,0,0,0,8
2020,1216505,DC v RCB,DC,RCB,"Sheikh Zayed Stadium, Abu Dhabi",RCB,1,DC,Rishabh Pant,8,0,0,6,14
2020,1216505,DC v RCB,DC,RCB,"Sheikh Zayed Stadium, Abu Dhabi",RCB,1,DC,Shreyas Iyer,8,0,0,0,8
2020,1216505,DC v RCB,DC,RCB,"Sheikh Zayed Stadium, Abu Dhabi",DC,2,RCB,Mohammed Siraj,8,0,0,0,8
2020,1216505,DC v RCB,DC,RCB,"Sheikh Zayed Stadium, Abu Dhabi",DC,2,RCB,Shivam Dube,16,0,0,0,16
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,KKR,1,RR,Jaydev Unadkat,8,0,0,0,8
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,KKR,1,RR,Jos Buttler,8,0,0,0,8
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,KKR,1,RR,Riyan Parag,8,0,0,0,8
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,KKR,1,RR,Sanju Samson,8,0,0,0,8
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,RR,2,KKR,Dinesh Karthik,16,0,0,0,16
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,RR,2,KKR,Kamlesh Nagarkoti,16,0,0,0,16
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,RR,2,KKR,Shivam Mavi,8,0,0,0,8
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,RR,2,KKR,Shubman Gill,8,0,0,0,8
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,RR,2,KKR,Sunil Narine,8,0,0,0,8
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,RR,2,KKR,Varun Chakravarthy,8,0,0,0,8
2020,1216503,PBKS v MI,PBKS,MI,"Sheikh Zayed Stadium, Abu Dhabi",MI,1,PBKS,James Neesham,8,0,0,0,8
2020,1216503,PBKS v MI,PBKS,MI,"Sheikh Zayed Stadium, Abu Dhabi",MI,1,PBKS,Karun Nair,8,0,0,0,8
2020,1216503,PBKS v MI,PBKS,MI,"Sheikh Zayed Stadium, Abu Dhabi",PBKS,2,MI,Quinton de Kock,8,0,0,0,8
2020,1216503,PBKS v MI,PBKS,MI,"Sheikh Zayed Stadium, Abu Dhabi",PBKS,2,MI,Suryakumar Yadav,16,0,0,0,16
2020,1216503,PBKS v MI,PBKS,MI,"Sheikh Zayed Stadium, Abu Dhabi",PBKS,2,MI,Trent Boult,8,0,0,0,8
2020,1216502,RCB v SRH,RCB,SRH,Sharjah Cricket Stadium,RCB,1,SRH,Abhishek Sharma,8,0,0,0,8
2020,1216502,RCB v SRH,RCB,SRH,Sharjah Cricket Stadium,RCB,1,SRH,David Warner,8,0,0,0,8
2020,1216502,RCB v SRH,RCB,SRH,Sharjah Cricket Stadium,RCB,1,SRH,Kane Williamson,16,0,0,0,16
2020,1216502,RCB v SRH,RCB,SRH,Sharjah Cricket Stadium,RCB,1,SRH,Manish Pandey,8,0,0,0,8
2020,1216502,RCB v SRH,RCB,SRH,Sharjah Cricket Stadium,SRH,2,RCB,Chris Morris,8,0,0,0,8
2020,1216502,RCB v SRH,RCB,SRH,Sharjah Cricket Stadium,SRH,2,RCB,Gurkeerat Singh,8,0,0,0,8
2020,1216502,RCB v SRH,RCB,SRH,Sharjah Cricket Stadium,SRH,2,RCB,Isuru Udana,8,0,0,0,8
2020,1216502,RCB v SRH,RCB,SRH,Sharjah Cricket Stadium,SRH,2,RCB,Virat Kohli,8,0,0,0,8
2020,1216501,KKR v CSK,KKR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",KKR,1,CSK,Faf du Plessis,16,0,0,0,16
2020,1216501,KKR v CSK,KKR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",KKR,1,CSK,MS Dhoni,32,0,0,6,42
2020,1216501,KKR v CSK,KKR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",KKR,1,CSK,Ravindra Jadeja,8,0,0,6,14
2020,1216501,KKR v CSK,KKR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",KKR,1,CSK,Shane Watson,8,0,0,0,8
2020,1216501,KKR v CSK,KKR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",KKR,1,CSK,Shardul Thakur,8,0,0,0,8
2020,1216501,KKR v CSK,KKR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",CSK,2,KKR,Dinesh Karthik,8,0,0,0,8
2020,1216501,KKR v CSK,KKR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",CSK,2,KKR,Eoin Morgan,8,0,0,0,8
2020,1216501,KKR v CSK,KKR,CSK,"Sheikh Zayed Stadium, Abu Dhabi",CSK,2,KKR,Shubman Gill,8,0,0,0,8
2020,1216500,RR v DC,RR,DC,Sharjah Cricket Stadium,DC,1,RR,Jos Buttler,8,0,0,0,8
2020,1216500,RR v DC,RR,DC,Sharjah Cricket Stadium,DC,1,RR,Rahul Tewatia,16,0,0,6,22
2020,1216500,RR v DC,RR,DC,Sharjah Cricket Stadium,DC,1,RR,Steven Smith,8,0,0,0,8
2020,1216500,RR v DC,RR,DC,Sharjah Cricket Stadium,DC,1,RR,Yashasvi Jaiswal,8,0,12,0,20
2020,1216500,RR v DC,RR,DC,Sharjah Cricket Stadium,RR,2,DC,Axar Patel,8,0,0,0,8
2020,1216500,RR v DC,RR,DC,Sharjah Cricket Stadium,RR,2,DC,Kagiso Rabada,8,0,0,0,8
2020,1216500,RR v DC,RR,DC,Sharjah Cricket Stadium,RR,2,DC,Rishabh Pant,8,0,0,0,8
2020,1216500,RR v DC,RR,DC,Sharjah Cricket Stadium,RR,2,DC,Shikhar Dhawan,8,0,0,0,8
2020,1216500,RR v DC,RR,DC,Sharjah Cricket Stadium,RR,2,DC,Shimron Hetmyer,24,0,0,0,28
2020,1216500,RR v DC,RR,DC,Sharjah Cricket Stadium,RR,2,DC,Shreyas Iyer,8,0,0,0,8
2020,1216499,MI v RCB,MI,RCB,"Sheikh Zayed Stadium, Abu Dhabi",RCB,1,MI,James Pattinson,8,0,0,0,8
2020,1216499,MI v RCB,MI,RCB,"Sheikh Zayed Stadium, Abu Dhabi",RCB,1,MI,Rahul Chahar,8,0,0,0,8
2020,1216499,MI v RCB,MI,RCB,"Sheikh Zayed Stadium, Abu Dhabi",RCB,1,MI,Saurabh Tiwary,8,0,0,0,8
2020,1216499,MI v RCB,MI,RCB,"Sheikh Zayed Stadium, Abu Dhabi",RCB,1,MI,Suryakumar Yadav,8,0,0,0,8
2020,1216499,MI v RCB,MI,RCB,"Sheikh Zayed Stadium, Abu Dhabi",RCB,1,MI,Trent Boult,8,0,0,0,8
2020,1216499,MI v RCB,MI,RCB,"Sheikh Zayed Stadium, Abu Dhabi",MI,2,RCB,Chris Morris,16,0,0,0,16
2020,1216499,MI v RCB,MI,RCB,"Sheikh Zayed Stadium, Abu Dhabi",MI,2,RCB,Devdutt Padikkal,8,0,0,0,8
2020,1216499,MI v RCB,MI,RCB,"Sheikh Zayed Stadium, Abu Dhabi",MI,2,RCB,Gurkeerat Singh,8,0,0,0,8
2020,1216499,MI v RCB,MI,RCB,"Sheikh Zayed Stadium, Abu Dhabi",MI,2,RCB,Mohammed Siraj,8,0,0,0,8
2020,1216498,PBKS v SRH,PBKS,SRH,Dubai International Cricket Stadium,PBKS,1,SRH,David Warner,16,0,0,0,16
2020,1216498,PBKS v SRH,PBKS,SRH,Dubai International Cricket Stadium,PBKS,1,SRH,Khaleel Ahmed,8,0,0,0,8
2020,1216498,PBKS v SRH,PBKS,SRH,Dubai International Cricket Stadium,PBKS,1,SRH,Rashid Khan,8,0,0,0,8
2020,1216498,PBKS v SRH,PBKS,SRH,Dubai International Cricket Stadium,SRH,2,PBKS,Chris Jordan,16,0,0,0,16
2020,1216498,PBKS v SRH,PBKS,SRH,Dubai International Cricket Stadium,SRH,2,PBKS,KL Rahul,16,0,0,0,16
2020,1216498,PBKS v SRH,PBKS,SRH,Dubai International Cricket Stadium,SRH,2,PBKS,Mandeep Singh,8,0,0,0,8
2020,1216498,PBKS v SRH,PBKS,SRH,Dubai International Cricket Stadium,SRH,2,PBKS,Murugan Ashwin,8,0,0,0,8
