season,match_id,match_name,home_team,away_team,batting_team,bowling_team,venue,bowling_innings,fullName,overs,total_balls,dots,maidens,conceded,foursConceded,sixesConceded,wickets,economyRate,wides,noballs,LBW,Hitwicket,CaughtBowled,Bowled,Overs_Bowled,Bowling_FP
2023,1359517,LSG v RCB,LSG,RCB,RCB,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Krunal Pandya,4.0,24,8,0,21,1,0,0,5.25,0,0,0,0,0,0,"[1, 3, 5, 14]",4
2023,1359517,LSG v RCB,LSG,RCB,RCB,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Marcus Stoinis,1.0,6,0,0,11,1,0,0,11.0,0,0,0,0,0,0,[2],0
2023,1359517,LSG v RCB,LSG,RCB,RCB,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Naveen-ul-Haq,4.0,24,8,0,30,3,1,3,7.5,0,0,1,0,0,0,"[4, 16, 18, 20]",87
2023,1359517,LSG v RCB,LSG,RCB,RCB,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Ravi Bishnoi,4.0,24,7,0,21,0,0,2,5.25,0,0,1,0,0,0,"[6, 9, 11, 13]",62
2023,1359517,LSG v RCB,LSG,RCB,RCB,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Amit Mishra,3.0,18,4,0,21,0,1,2,7.0,0,0,0,0,0,0,"[7, 15, 17]",52
2023,1359517,LSG v RCB,LSG,RCB,RCB,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Yash Thakur,2.0,12,6,0,12,1,0,0,6.0,2,0,0,0,0,0,"[8, 19]",2
2023,1359517,LSG v RCB,LSG,RCB,RCB,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Krishnappa Gowtham,2.0,12,5,0,10,0,0,1,5.0,0,0,0,0,0,0,"[10, 12]",29
2023,1359517,LSG v RCB,LSG,RCB,LSG,RCB,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Mohammed Siraj,3.0,18,11,0,24,4,0,1,8.0,3,1,0,0,0,0,"[1, 3, 17]",25
2023,1359517,LSG v RCB,LSG,RCB,LSG,RCB,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Josh Hazlewood,3.0,18,13,0,15,1,1,2,5.0,0,1,0,0,0,0,"[2, 5, 19]",54
2023,1359517,LSG v RCB,LSG,RCB,LSG,RCB,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Glenn Maxwell,1.0,6,3,0,3,0,0,1,3.0,0,0,0,0,0,0,[4],25
2023,1359517,LSG v RCB,LSG,RCB,LSG,RCB,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Wanindu Hasaranga,4.0,24,14,0,20,0,2,1,5.0,0,0,0,0,0,0,"[6, 8, 10, 16]",29
2023,1359517,LSG v RCB,LSG,RCB,LSG,RCB,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Karn Sharma,4.0,24,12,0,20,1,1,2,5.0,0,0,0,0,0,0,"[7, 9, 11, 13]",54
2023,1359517,LSG v RCB,LSG,RCB,LSG,RCB,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Harshal Patel,3.5,23,9,0,20,2,0,1,5.21,0,0,0,0,0,0,"[12, 14, 18, 20]",29
2023,1359517,LSG v RCB,LSG,RCB,LSG,RCB,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Mahipal Lomror,1.0,6,2,0,4,0,0,0,4.0,0,0,0,0,0,0,[15],0
2023,1359518,GT v DC,GT,DC,DC,GT,"Narendra Modi Stadium, Motera, Ahmedabad",1,Mohammed Shami,4.0,24,19,0,11,1,0,4,2.75,0,0,0,0,0,0,"[1, 3, 5, 7]",114
2023,1359518,GT v DC,GT,DC,DC,GT,"Narendra Modi Stadium, Motera, Ahmedabad",1,Hardik Pandya,1.0,6,3,0,10,2,0,0,10.0,0,1,0,0,0,0,[2],0
2023,1359518,GT v DC,GT,DC,DC,GT,"Narendra Modi Stadium, Motera, Ahmedabad",1,Josh Little,3.0,18,6,0,27,4,0,0,9.0,0,0,0,0,0,0,"[4, 6, 17]",0
2023,1359518,GT v DC,GT,DC,DC,GT,"Narendra Modi Stadium, Motera, Ahmedabad",1,Rashid Khan,4.0,24,12,0,28,0,3,1,7.0,1,0,0,0,0,0,"[8, 10, 12, 19]",27
2023,1359518,GT v DC,GT,DC,DC,GT,"Narendra Modi Stadium, Motera, Ahmedabad",1,Noor Ahmad,4.0,24,11,0,20,1,0,0,5.0,2,0,0,0,0,0,"[9, 11, 13, 15]",4
2023,1359518,GT v DC,GT,DC,DC,GT,"Narendra Modi Stadium, Motera, Ahmedabad",1,Mohit Sharma,4.0,24,7,0,33,1,2,2,8.25,0,0,0,0,0,0,"[14, 16, 18, 20]",50
2023,1359518,GT v DC,GT,DC,GT,DC,"Narendra Modi Stadium, Motera, Ahmedabad",2,Khaleel Ahmed,4.0,24,12,1,24,4,0,2,6.0,0,0,0,0,0,0,"[1, 3, 14, 18]",64
2023,1359518,GT v DC,GT,DC,GT,DC,"Narendra Modi Stadium, Motera, Ahmedabad",2,Ishant Sharma,4.0,24,12,0,23,2,0,2,5.75,1,0,0,0,0,0,"[2, 5, 11, 20]",54
2023,1359518,GT v DC,GT,DC,GT,DC,"Narendra Modi Stadium, Motera, Ahmedabad",2,Anrich Nortje,4.0,24,11,0,39,2,3,1,9.75,2,0,0,0,0,0,"[4, 6, 16, 19]",25
2023,1359518,GT v DC,GT,DC,GT,DC,"Narendra Modi Stadium, Motera, Ahmedabad",2,Kuldeep Yadav,4.0,24,9,0,15,0,0,1,3.75,0,0,0,0,0,1,"[7, 9, 12, 17]",39
2023,1359518,GT v DC,GT,DC,GT,DC,"Narendra Modi Stadium, Motera, Ahmedabad",2,Axar Patel,4.0,24,10,0,24,1,1,0,6.0,1,0,0,0,0,0,"[8, 10, 13, 15]",2
2023,1359519,LSG v CSK,LSG,CSK,LSG,CSK,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Deepak Chahar,4.0,24,9,0,41,4,2,0,10.25,0,0,0,0,0,0,"[1, 3, 5, 19]",-2
2023,1359519,LSG v CSK,LSG,CSK,LSG,CSK,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Tushar Deshpande,1.0,6,5,0,1,0,0,0,1.0,0,0,0,0,0,0,[2],0
2023,1359519,LSG v CSK,LSG,CSK,LSG,CSK,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Moeen Ali,4.0,24,11,0,13,0,0,2,3.25,0,0,0,0,1,0,"[4, 8, 10, 12]",64
2023,1359519,LSG v CSK,LSG,CSK,LSG,CSK,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Maheesh Theekshana,4.0,24,7,0,37,2,2,2,9.25,0,0,0,0,0,1,"[6, 15, 17]",58
2023,1359519,LSG v CSK,LSG,CSK,LSG,CSK,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Ravindra Jadeja,3.0,18,8,0,11,0,0,1,3.66,0,0,0,0,0,1,"[7, 9, 11]",39
2023,1359519,LSG v CSK,LSG,CSK,LSG,CSK,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Matheesha Pathirana,3.2,20,6,0,22,0,0,2,6.6,2,0,0,0,0,0,"[14, 16, 18, 20]",52
2023,1359520,PBKS v MI,PBKS,MI,PBKS,MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,Cameron Green,2.0,12,7,0,15,2,0,0,7.5,0,0,0,0,0,0,"[1, 3]",0
2023,1359520,PBKS v MI,PBKS,MI,PBKS,MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,Arshad Khan,4.0,24,9,0,48,7,2,1,12.0,1,0,0,0,0,0,"[2, 4, 15, 17]",21
2023,1359520,PBKS v MI,PBKS,MI,PBKS,MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,Jofra Archer,4.0,24,4,0,56,4,3,0,14.0,2,1,0,0,0,0,"[5, 13, 16, 19]",-6
2023,1359520,PBKS v MI,PBKS,MI,PBKS,MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,Piyush Chawla,4.0,24,7,0,29,4,0,2,7.25,0,0,0,0,0,1,"[6, 8, 10, 12]",58
2023,1359520,PBKS v MI,PBKS,MI,PBKS,MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,Kumar Kartikeya,3.0,18,3,0,24,0,1,0,8.0,3,0,0,0,0,0,"[7, 9, 14]",0
2023,1359520,PBKS v MI,PBKS,MI,PBKS,MI,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,Akash Madhwal,3.0,18,1,0,37,3,1,0,12.33,0,1,0,0,0,0,"[11, 18, 20]",-6
2023,1359520,PBKS v MI,PBKS,MI,MI,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,Rishi Dhawan,3.0,18,11,0,20,1,2,1,6.66,0,0,0,0,0,0,"[1, 3, 5]",27
2023,1359520,PBKS v MI,PBKS,MI,MI,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,Arshdeep Singh,3.5,23,4,0,66,8,4,1,17.21,2,0,0,0,0,0,"[2, 15, 17, 19]",19
2023,1359520,PBKS v MI,PBKS,MI,MI,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,Sam Curran,3.0,18,3,0,41,5,2,0,13.66,1,0,0,0,0,0,"[4, 13, 18]",-6
2023,1359520,PBKS v MI,PBKS,MI,MI,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,Nathan Ellis,4.0,24,4,0,34,3,0,2,8.5,0,0,0,0,0,0,"[6, 12, 14, 16]",50
2023,1359520,PBKS v MI,PBKS,MI,MI,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,Rahul Chahar,3.0,18,5,0,30,5,0,0,10.0,0,0,0,0,0,0,"[7, 9, 11]",-2
2023,1359520,PBKS v MI,PBKS,MI,MI,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,Harpreet Brar,2.0,12,1,0,21,1,1,0,10.5,0,0,0,0,0,0,"[8, 10]",-2
2023,1359521,SRH v KKR,SRH,KKR,KKR,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Bhuvneshwar Kumar,4.0,24,12,0,33,6,0,1,8.25,1,0,0,0,0,0,"[1, 3, 16, 19]",25
2023,1359521,SRH v KKR,SRH,KKR,KKR,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Marco Jansen,3.0,18,7,0,24,3,0,2,8.0,0,1,0,0,0,0,"[2, 4, 6]",50
2023,1359521,SRH v KKR,SRH,KKR,KKR,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Kartik Tyagi,2.0,12,5,0,30,3,2,1,15.0,2,1,0,0,0,0,"[5, 10]",19
2023,1359521,SRH v KKR,SRH,KKR,KKR,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Aiden Markram,3.0,18,5,0,24,2,1,1,8.0,0,0,0,0,1,0,"[7, 9, 12]",33
2023,1359521,SRH v KKR,SRH,KKR,KKR,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,T Natarajan,4.0,24,9,0,30,1,1,2,7.5,2,0,0,0,0,0,"[8, 14, 18, 20]",50
2023,1359521,SRH v KKR,SRH,KKR,KKR,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Mayank Markande,4.0,24,8,0,29,1,2,1,7.25,0,0,0,0,0,0,"[11, 13, 15, 17]",25
2023,1359521,SRH v KKR,SRH,KKR,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Harshit Rana,4.0,24,13,0,27,1,2,1,6.75,2,0,0,0,0,0,"[1, 3, 5, 13]",27
2023,1359521,SRH v KKR,SRH,KKR,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Vaibhav Arora,3.0,18,6,0,32,5,0,2,10.66,1,2,0,0,0,0,"[2, 17, 19]",48
2023,1359521,SRH v KKR,SRH,KKR,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Shardul Thakur,3.0,18,6,0,23,3,0,2,7.66,0,0,0,0,0,0,"[4, 8, 15]",50
2023,1359521,SRH v KKR,SRH,KKR,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Andre Russell,1.0,6,4,0,15,2,1,1,15.0,0,1,0,0,0,0,[6],25
2023,1359521,SRH v KKR,SRH,KKR,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Anukul Roy,3.0,18,6,0,26,1,2,1,8.66,1,0,1,0,0,0,"[7, 9, 11]",33
2023,1359521,SRH v KKR,SRH,KKR,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Sunil Narine,2.0,12,1,0,16,1,0,0,8.0,0,0,0,0,0,0,"[10, 14]",0
2023,1359521,SRH v KKR,SRH,KKR,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Varun Chakravarthy,4.0,24,12,0,20,2,0,1,5.0,0,0,0,0,0,0,"[12, 16, 18, 20]",29
2023,1359522,RR v GT,RR,GT,RR,GT,"Sawai Mansingh Stadium, Jaipur",1,Mohammed Shami,4.0,24,13,0,27,2,1,1,6.75,2,0,0,0,0,1,"[1, 3, 5, 17]",35
2023,1359522,RR v GT,RR,GT,RR,GT,"Sawai Mansingh Stadium, Jaipur",1,Hardik Pandya,2.0,12,4,0,22,3,1,1,11.0,0,0,0,0,0,0,"[2, 4]",23
2023,1359522,RR v GT,RR,GT,RR,GT,"Sawai Mansingh Stadium, Jaipur",1,Rashid Khan,4.0,24,13,0,14,0,0,3,3.5,2,0,2,0,0,1,"[6, 8, 10, 15]",109
2023,1359522,RR v GT,RR,GT,RR,GT,"Sawai Mansingh Stadium, Jaipur",1,Josh Little,4.0,24,7,0,24,2,0,1,6.0,0,0,0,0,0,0,"[7, 9, 11, 13]",27
2023,1359522,RR v GT,RR,GT,RR,GT,"Sawai Mansingh Stadium, Jaipur",1,Noor Ahmad,3.0,18,7,0,25,2,1,2,8.33,3,0,1,0,0,1,"[12, 14, 16]",66
2023,1359522,RR v GT,RR,GT,RR,GT,"Sawai Mansingh Stadium, Jaipur",1,Mohit Sharma,0.5,5,0,0,5,0,0,0,6.0,0,0,0,0,0,0,[18],0
2023,1359522,RR v GT,RR,GT,GT,RR,"Sawai Mansingh Stadium, Jaipur",2,Trent Boult,3.0,18,8,0,28,6,0,0,9.33,0,0,0,0,0,0,"[1, 3, 5]",0
2023,1359522,RR v GT,RR,GT,GT,RR,"Sawai Mansingh Stadium, Jaipur",2,Sandeep Sharma,3.0,18,9,0,19,3,0,0,6.33,0,1,0,0,0,0,"[2, 4, 6]",2
2023,1359522,RR v GT,RR,GT,GT,RR,"Sawai Mansingh Stadium, Jaipur",2,Adam Zampa,3.0,18,3,0,40,3,3,0,13.33,0,0,0,0,0,0,"[7, 9, 11]",-6
2023,1359522,RR v GT,RR,GT,GT,RR,"Sawai Mansingh Stadium, Jaipur",2,Yuzvendra Chahal,3.5,23,7,0,22,1,0,1,5.73,0,0,0,0,0,0,"[8, 10, 12, 14]",29
2023,1359522,RR v GT,RR,GT,GT,RR,"Sawai Mansingh Stadium, Jaipur",2,Ravichandran Ashwin,1.0,6,1,0,8,1,0,0,8.0,0,0,0,0,0,0,[13],0
2023,1359523,CSK v MI,CSK,MI,MI,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",1,Deepak Chahar,3.0,18,10,0,18,3,0,2,6.0,0,0,0,0,0,0,"[1, 3, 5]",52
2023,1359523,CSK v MI,CSK,MI,MI,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",1,Tushar Deshpande,4.0,24,9,0,26,2,0,2,6.5,1,0,0,0,0,1,"[2, 4, 6, 19]",60
2023,1359523,CSK v MI,CSK,MI,MI,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",1,Ravindra Jadeja,4.0,24,5,0,37,5,0,1,9.25,1,0,0,0,0,1,"[7, 9, 11, 17]",33
2023,1359523,CSK v MI,CSK,MI,MI,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",1,Moeen Ali,1.0,6,2,0,10,2,0,0,10.0,0,0,0,0,0,0,[8],0
2023,1359523,CSK v MI,CSK,MI,MI,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",1,Maheesh Theekshana,4.0,24,11,0,28,3,1,0,7.0,0,0,0,0,0,0,"[10, 12, 14, 16]",2
2023,1359523,CSK v MI,CSK,MI,MI,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",1,Matheesha Pathirana,4.0,24,12,0,15,0,0,3,3.75,0,0,0,0,0,1,"[13, 15, 18, 20]",93
2023,1359523,CSK v MI,CSK,MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,Cameron Green,1.0,6,4,0,10,2,0,0,10.0,1,1,0,0,0,0,[1],0
2023,1359523,CSK v MI,CSK,MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,Jofra Archer,4.0,24,11,0,24,3,0,0,6.0,1,0,0,0,0,0,"[2, 4, 6, 15]",2
2023,1359523,CSK v MI,CSK,MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,Arshad Khan,1.4,10,3,0,28,2,3,0,16.8,0,0,0,0,0,0,"[3, 18]",0
2023,1359523,CSK v MI,CSK,MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,Piyush Chawla,4.0,24,8,0,25,1,1,2,6.25,0,0,1,0,0,0,"[5, 7, 9, 11]",60
2023,1359523,CSK v MI,CSK,MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,Raghav Goyal,4.0,24,7,0,33,1,2,0,8.25,0,0,0,0,0,0,"[8, 10, 12, 14]",0
2023,1359523,CSK v MI,CSK,MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,Tristan Stubbs,2.0,12,3,0,14,0,1,1,7.0,0,0,0,0,0,0,"[13, 16]",27
2023,1359523,CSK v MI,CSK,MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,Akash Madhwal,1.0,6,2,0,4,0,0,1,4.0,0,0,1,0,0,0,[17],33
2023,1359524,DC v RCB,DC,RCB,RCB,DC,"Arun Jaitley Stadium, Delhi",1,Khaleel Ahmed,4.0,24,7,0,45,3,3,1,11.25,1,0,0,0,0,0,"[1, 6, 18, 20]",21
2023,1359524,DC v RCB,DC,RCB,RCB,DC,"Arun Jaitley Stadium, Delhi",1,Axar Patel,3.0,18,7,0,17,2,0,0,5.66,0,0,0,0,0,0,"[2, 4, 9]",4
2023,1359524,DC v RCB,DC,RCB,RCB,DC,"Arun Jaitley Stadium, Delhi",1,Ishant Sharma,3.0,18,5,0,29,4,0,0,9.66,2,0,0,0,0,0,"[3, 13, 17]",0
2023,1359524,DC v RCB,DC,RCB,RCB,DC,"Arun Jaitley Stadium, Delhi",1,Mukesh Kumar,3.0,18,6,0,30,5,0,1,10.0,1,0,0,0,0,0,"[5, 16, 19]",23
2023,1359524,DC v RCB,DC,RCB,RCB,DC,"Arun Jaitley Stadium, Delhi",1,Mitchell Marsh,3.0,18,3,0,21,0,1,2,7.0,1,0,0,0,0,0,"[7, 11, 15]",52
2023,1359524,DC v RCB,DC,RCB,RCB,DC,"Arun Jaitley Stadium, Delhi",1,Kuldeep Yadav,4.0,24,5,0,37,2,2,0,9.25,0,0,0,0,0,0,"[8, 10, 12, 14]",0
2023,1359524,DC v RCB,DC,RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,Mohammed Siraj,2.0,12,4,0,28,3,2,0,14.0,1,0,0,0,0,0,"[1, 5]",-6
2023,1359524,DC v RCB,DC,RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,Glenn Maxwell,1.4,10,4,0,14,1,1,0,8.4,0,0,0,0,0,0,"[2, 17]",0
2023,1359524,DC v RCB,DC,RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,Josh Hazlewood,3.0,18,9,0,29,2,2,1,9.66,0,1,0,0,0,0,"[3, 6, 15]",25
2023,1359524,DC v RCB,DC,RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,Wanindu Hasaranga,4.0,24,9,0,32,2,2,0,8.0,0,0,0,0,0,0,"[4, 8, 12, 14]",0
2023,1359524,DC v RCB,DC,RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,Karn Sharma,3.0,18,4,0,33,4,1,1,11.0,0,0,0,0,0,0,"[7, 9, 16]",23
2023,1359524,DC v RCB,DC,RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,Mahipal Lomror,1.0,6,1,0,13,1,1,0,13.0,0,0,0,0,0,0,[10],0
2023,1359524,DC v RCB,DC,RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,Harshal Patel,2.0,12,4,0,32,2,3,1,16.0,1,0,0,0,0,0,"[11, 13]",19
2023,1359525,GT v LSG,GT,LSG,GT,LSG,"Narendra Modi Stadium, Motera, Ahmedabad",1,Mohsin Khan,3.0,18,4,0,42,5,2,1,14.0,2,0,0,0,0,0,"[1, 4, 16]",19
2023,1359525,GT v LSG,GT,LSG,GT,LSG,"Narendra Modi Stadium, Motera, Ahmedabad",1,Avesh Khan,4.0,24,8,0,34,2,2,1,8.5,0,0,0,0,0,0,"[2, 13, 17, 19]",25
2023,1359525,GT v LSG,GT,LSG,GT,LSG,"Narendra Modi Stadium, Motera, Ahmedabad",1,Krunal Pandya,4.0,24,5,0,38,2,2,0,9.5,0,0,0,0,0,0,"[3, 5, 10, 12]",0
2023,1359525,GT v LSG,GT,LSG,GT,LSG,"Narendra Modi Stadium, Motera, Ahmedabad",1,Yash Thakur,4.0,24,4,0,48,2,4,0,12.0,1,0,0,0,0,0,"[6, 14, 18, 20]",-4
2023,1359525,GT v LSG,GT,LSG,GT,LSG,"Narendra Modi Stadium, Motera, Ahmedabad",1,Ravi Bishnoi,2.0,12,2,0,21,0,2,0,10.5,1,0,0,0,0,0,"[7, 9]",-2
2023,1359525,GT v LSG,GT,LSG,GT,LSG,"Narendra Modi Stadium, Motera, Ahmedabad",1,Kyle Mayers,1.0,6,1,0,16,3,0,0,16.0,0,1,0,0,0,0,[8],0
2023,1359525,GT v LSG,GT,LSG,GT,LSG,"Narendra Modi Stadium, Motera, Ahmedabad",1,Swapnil Singh,1.0,6,1,0,7,0,0,0,7.0,0,0,0,0,0,0,[11],0
2023,1359525,GT v LSG,GT,LSG,GT,LSG,"Narendra Modi Stadium, Motera, Ahmedabad",1,Marcus Stoinis,1.0,6,0,0,20,1,2,0,20.0,0,0,0,0,0,0,[15],0
2023,1359525,GT v LSG,GT,LSG,LSG,GT,"Narendra Modi Stadium, Motera, Ahmedabad",2,Mohammed Shami,4.0,24,9,0,37,3,2,1,9.25,1,0,0,0,0,0,"[1, 3, 13, 17]",25
2023,1359525,GT v LSG,GT,LSG,LSG,GT,"Narendra Modi Stadium, Motera, Ahmedabad",2,Hardik Pandya,3.0,18,6,0,37,6,1,0,12.33,2,0,0,0,0,0,"[2, 4, 10]",-6
2023,1359525,GT v LSG,GT,LSG,LSG,GT,"Narendra Modi Stadium, Motera, Ahmedabad",2,Rashid Khan,4.0,24,6,0,34,1,2,1,8.5,0,0,0,0,0,1,"[5, 7, 12, 16]",33
2023,1359525,GT v LSG,GT,LSG,LSG,GT,"Narendra Modi Stadium, Motera, Ahmedabad",2,Noor Ahmad,4.0,24,11,0,26,4,0,1,6.5,1,0,0,0,0,0,"[6, 8, 14, 18]",27
2023,1359525,GT v LSG,GT,LSG,LSG,GT,"Narendra Modi Stadium, Motera, Ahmedabad",2,Mohit Sharma,4.0,24,9,0,29,1,2,4,7.25,1,0,0,0,0,0,"[9, 11, 15, 19]",108
2023,1359525,GT v LSG,GT,LSG,LSG,GT,"Narendra Modi Stadium, Motera, Ahmedabad",2,Alzarri Joseph,1.0,6,4,0,5,1,0,0,5.0,0,0,0,0,0,0,[20],0
2023,1359526,RR v SRH,RR,SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,Bhuvneshwar Kumar,4.0,24,7,0,44,6,1,1,11.0,2,0,1,0,0,0,"[1, 4, 17, 19]",31
2023,1359526,RR v SRH,RR,SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,Marco Jansen,4.0,24,5,0,44,6,1,1,11.0,1,0,0,0,0,0,"[2, 5, 12, 15]",23
2023,1359526,RR v SRH,RR,SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,T Natarajan,4.0,24,8,0,36,4,1,0,9.0,1,0,0,0,0,0,"[3, 6, 18, 20]",0
2023,1359526,RR v SRH,RR,SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,Mayank Markande,4.0,24,7,0,51,1,6,0,12.75,0,0,0,0,0,0,"[7, 9, 14, 16]",-6
2023,1359526,RR v SRH,RR,SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,Abhishek Sharma,2.0,12,5,0,15,1,1,0,7.5,0,0,0,0,0,0,"[8, 10]",0
2023,1359526,RR v SRH,RR,SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,Vivrant Sharma,2.0,12,4,0,18,1,1,0,9.0,1,0,0,0,0,0,"[11, 13]",0
2023,1359526,RR v SRH,RR,SRH,SRH,RR,"Sawai Mansingh Stadium, Jaipur",2,Sandeep Sharma,4.0,24,5,0,48,5,2,0,12.0,0,1,0,0,0,0,"[1, 3, 5, 20]",-4
2023,1359526,RR v SRH,RR,SRH,SRH,RR,"Sawai Mansingh Stadium, Jaipur",2,Kuldip Yadav,4.0,24,5,0,50,2,4,1,12.5,0,0,0,0,0,0,"[2, 9, 15, 19]",19
2023,1359526,RR v SRH,RR,SRH,SRH,RR,"Sawai Mansingh Stadium, Jaipur",2,Ravichandran Ashwin,4.0,24,5,0,35,2,1,1,8.75,3,0,0,0,0,0,"[4, 7, 11, 13]",25
2023,1359526,RR v SRH,RR,SRH,SRH,RR,"Sawai Mansingh Stadium, Jaipur",2,Yuzvendra Chahal,4.0,24,11,0,29,3,1,4,7.25,0,0,1,0,0,0,"[6, 8, 16, 18]",116
2023,1359526,RR v SRH,RR,SRH,SRH,RR,"Sawai Mansingh Stadium, Jaipur",2,Murugan Ashwin,3.0,18,3,0,42,2,4,0,14.0,0,0,0,0,0,0,"[10, 12, 14]",-6
2023,1359526,RR v SRH,RR,SRH,SRH,RR,"Sawai Mansingh Stadium, Jaipur",2,Obed McCoy,1.0,6,2,0,13,1,1,0,13.0,1,0,0,0,0,0,[17],0
2023,1359527,KKR v PBKS,KKR,PBKS,PBKS,KKR,"Eden Gardens, Kolkata",1,Vaibhav Arora,3.0,18,8,0,32,7,0,0,10.66,1,0,0,0,0,0,"[1, 3, 19]",-2
