season,match_id,match_name,home_team,away_team,venue,batting_innings,bowling_innings,fullName,Starting_11,Batting_FP,Bowling_FP,Fielding_FP,Total_FP,Dream Team,Captain,Vice Captain
2019,1178423,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2,Abhishek Sharma,4,6,0,0,10,0,0,0
2019,1178423,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,KL Rahul,4,103,0,0,107,1,1,0
2019,1178423,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Mohammed Shami,4,1,58,8,71,1,0,0
2019,1178423,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Ravichandran Ashwin,4,-2,50,0,52,1,0,0
2019,1178423,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Murugan Ashwin,4,1,25,8,38,1,0,0
2019,1178423,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Nicholas Pooran,4,33,0,0,37,1,0,0
2019,1178423,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Mayank Agarwal,4,33,0,0,37,0,0,0
2019,1178423,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Arshdeep Singh,4,0,31,0,35,0,0,0
2019,1178423,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Prabhsimran Singh,4,19,0,0,23,0,0,0
2019,1178423,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,David Miller,4,12,0,0,16,0,0,0
2019,1178423,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Simran Singh,4,0,0,8,12,0,0,0
2019,1178423,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Chris Gayle,4,5,0,0,9,0,0,0
2019,1178423,SRH v PBKS,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,1,Mujeeb Ur Rahman,4,0,-6,8,6,0,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",1,2,Andre Russell,4,116,52,16,188,1,1,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",1,2,Shubman Gill,4,102,0,0,106,1,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",1,2,Chris Lynn,4,80,0,0,84,1,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",1,2,Harry Gurney,4,0,58,0,62,1,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",1,2,Sunil Narine,4,0,48,0,52,1,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",1,2,Dinesh Karthik,4,18,0,16,38,1,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",1,2,Piyush Chawla,4,0,27,0,31,1,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",1,2,Nitish Rana,4,0,0,8,12,0,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",1,2,Sandeep Warrier,4,0,0,0,4,0,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",2,1,Hardik Pandya,4,129,23,0,156,1,0,1
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",2,1,Suryakumar Yadav,4,38,0,0,42,1,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",2,1,Evin Lewis,4,18,0,16,38,1,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",2,1,Krunal Pandya,4,30,0,0,34,1,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",2,1,Kieron Pollard,4,22,0,0,26,0,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",2,1,Rahul Chahar,4,1,19,0,24,0,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",2,1,Rohit Sharma,4,15,0,0,19,0,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",2,1,Jasprit Bumrah,4,0,-2,0,2,0,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",2,1,Quinton de Kock,4,-2,0,0,2,0,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",2,1,Barinder Sran,4,3,-6,0,1,0,0,0
2019,1178422,KKR v MI,KKR,MI,"Eden Gardens, Kolkata",2,1,Lasith Malinga,4,0,-4,0,0,0,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1,2,Shreyas Iyer,4,70,0,8,82,1,1,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1,2,Shikhar Dhawan,4,69,0,8,81,1,0,1
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1,2,Sherfane Rutherford,4,41,25,8,78,1,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1,2,Axar Patel,4,19,27,16,66,1,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1,2,Amit Mishra,4,0,50,0,54,1,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1,2,Kagiso Rabada,4,0,50,0,54,1,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1,2,Prithvi Shaw,4,28,0,0,32,0,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1,2,Rishabh Pant,4,8,0,16,28,0,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1,2,Ishant Sharma,4,0,23,0,27,0,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1,2,Colin Ingram,4,14,0,0,18,0,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",1,2,Sandeep Lamichhane,4,0,-4,0,0,0,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,1,Parthiv Patel,4,58,0,8,70,1,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,1,Yuzvendra Chahal,4,0,56,0,60,1,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,1,Marcus Stoinis,4,43,0,0,47,1,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,1,Washington Sundar,4,1,25,16,46,1,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,1,Virat Kohli,4,29,0,8,41,1,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,1,Gurkeerat Singh Mann,4,33,0,0,37,0,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,1,Shivam Dube,4,30,0,0,34,0,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,1,Umesh Yadav,4,0,25,0,29,0,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,1,Navdeep Saini,4,0,23,0,27,0,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,1,AB de Villiers,4,19,0,0,23,0,0,0
2019,1178421,DC v RCB,DC,RCB,"Arun Jaitley Stadium, Delhi",2,1,Heinrich Klaasen,4,3,0,0,7,0,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,2,Manish Pandey,4,82,0,0,86,1,1,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,2,David Warner,4,41,0,8,53,1,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,2,Rashid Khan,4,20,25,0,49,1,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,2,Shakib Al Hasan,4,9,25,0,38,0,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,2,Khaleel Ahmed,4,0,25,0,29,0,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,2,Kane Williamson,4,15,0,0,19,0,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,2,Wriddhiman Saha,4,5,0,8,17,0,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,2,Vijay Shankar,4,8,0,0,12,0,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,2,Bhuvneshwar Kumar,4,1,4,0,9,0,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,2,Siddarth Kaul,4,0,-4,8,8,0,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",1,2,Deepak Hooda,4,-2,0,0,2,0,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",2,1,Jaydev Unadkat,4,0,60,16,80,1,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",2,1,Sanju Samson,4,60,0,16,80,1,0,1
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",2,1,Shreyas Gopal,4,0,58,8,70,1,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",2,1,Liam Livingstone,4,62,0,0,66,1,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",2,1,Oshane Thomas,4,0,52,0,56,1,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",2,1,Varun Aaron,4,0,50,0,54,1,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",2,1,Ajinkya Rahane,4,49,0,0,53,1,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",2,1,Steven Smith,4,27,0,8,39,1,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",2,1,Ashton Turner,4,3,0,0,7,0,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",2,1,Riyan Parag,4,0,0,0,4,0,0,0
2019,1178420,RR v SRH,RR,SRH,"Sawai Mansingh Stadium, Jaipur",2,1,Stuart Binny,4,0,0,0,4,0,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Lasith Malinga,4,0,114,0,118,1,1,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Rohit Sharma,4,89,0,0,93,1,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Krunal Pandya,4,1,72,8,85,1,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Hardik Pandya,4,26,23,8,61,1,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Jasprit Bumrah,4,0,56,0,60,1,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Evin Lewis,4,41,0,0,45,1,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Anukul Roy,4,0,29,0,33,1,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Kieron Pollard,4,15,0,8,27,0,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Rahul Chahar,4,0,4,16,24,0,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Quinton de Kock,4,18,0,0,22,0,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Suryakumar Yadav,4,0,0,16,20,0,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Mitchell Santner,4,26,56,8,94,1,0,1
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Murali Vijay,4,47,0,8,59,1,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Dwayne Bravo,4,22,0,8,34,1,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Imran Tahir,4,0,25,0,29,1,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Deepak Chahar,4,0,21,0,25,0,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Shane Watson,4,10,0,0,14,0,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Ambati Rayudu,4,-2,0,8,10,0,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Harbhajan Singh,4,1,4,0,9,0,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Dhruv Shorey,4,5,0,0,9,0,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Kedar Jadhav,4,2,0,0,6,0,0,0
2019,1178419,CSK v MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Suresh Raina,4,2,0,0,6,0,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",1,2,Dinesh Karthik,4,136,0,0,140,1,1,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",1,2,Piyush Chawla,4,0,91,0,95,1,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",1,2,Sunil Narine,4,14,68,0,86,1,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",1,2,Andre Russell,4,16,31,8,59,1,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",1,2,Nitish Rana,4,24,0,0,28,0,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",1,2,Shubman Gill,4,16,0,8,28,0,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",1,2,Prasidh Krishna,4,0,19,0,23,0,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",1,2,Rinku Singh,4,3,0,8,15,0,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",1,2,Carlos Brathwaite,4,6,0,0,10,0,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",1,2,Chris Lynn,4,-2,0,0,2,0,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",1,2,Prithvi Raj,4,0,-6,0,-2,0,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",2,1,Varun Aaron,4,0,82,14,100,1,0,1
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",2,1,Riyan Parag,4,64,0,8,76,1,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",2,1,Ajinkya Rahane,4,49,0,14,67,1,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",2,1,Shreyas Gopal,4,22,23,0,49,1,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",2,1,Jofra Archer,4,39,2,0,45,1,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",2,1,Sanju Samson,4,28,0,0,32,1,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",2,1,Oshane Thomas,4,0,25,0,29,1,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",2,1,Jaydev Unadkat,4,0,19,0,23,0,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",2,1,Ben Stokes,4,13,0,0,17,0,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",2,1,Stuart Binny,4,13,0,0,17,0,0,0
2019,1178418,KKR v RR,KKR,RR,"Eden Gardens, Kolkata",2,1,Steven Smith,4,2,0,0,6,0,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1,2,AB de Villiers,4,113,0,28,145,1,1,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1,2,Marcus Stoinis,4,60,27,0,91,1,0,1
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1,2,Umesh Yadav,4,0,79,0,83,1,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1,2,Parthiv Patel,4,64,0,8,76,1,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1,2,Navdeep Saini,4,0,50,0,54,1,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1,2,Moeen Ali,4,5,25,0,34,1,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1,2,Virat Kohli,4,15,0,8,27,0,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1,2,Tim Southee,4,0,-2,8,10,0,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1,2,Akshdeep Nath,4,3,0,0,7,0,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1,2,Yuzvendra Chahal,4,0,-6,8,6,0,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",1,2,Washington Sundar,4,0,-2,0,2,0,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2,1,Nicholas Pooran,4,65,0,0,69,1,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2,1,KL Rahul,4,59,0,0,63,1,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2,1,Ravichandran Ashwin,4,8,39,8,59,1,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2,1,Mayank Agarwal,4,50,0,0,54,1,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2,1,Chris Gayle,4,35,0,0,39,1,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2,1,Murugan Ashwin,4,1,25,0,30,0,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2,1,David Miller,4,26,0,0,30,0,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2,1,Mandeep Singh,4,4,0,16,24,0,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2,1,Mohammed Shami,4,0,19,0,23,0,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2,1,Hardus Viljoen,4,0,19,0,23,0,0,0
2019,1178417,RCB v PBKS,RCB,PBKS,"M.Chinnaswamy Stadium, Bengaluru",2,1,Ankit Rajpoot,4,0,-4,0,0,0,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Manish Pandey,4,108,0,0,112,1,0,1
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,David Warner,4,72,0,0,76,1,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Bhuvneshwar Kumar,4,0,43,0,47,1,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Vijay Shankar,4,30,0,8,42,1,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Rashid Khan,4,0,23,0,27,1,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Sandeep Sharma,4,0,19,0,23,0,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Jonny Bairstow,4,-2,0,20,22,0,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Deepak Hooda,4,0,0,12,16,0,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Yusuf Pathan,4,5,0,0,9,0,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Khaleel Ahmed,4,0,2,0,6,0,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",1,2,Shakib Al Hasan,4,0,2,0,6,0,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Shane Watson,4,131,0,0,135,1,1,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Suresh Raina,4,54,0,0,58,1,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Harbhajan Singh,4,0,50,0,54,1,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Deepak Chahar,4,0,25,0,29,1,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Ambati Rayudu,4,22,0,0,26,1,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,MS Dhoni,4,0,0,20,24,1,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Kedar Jadhav,4,13,0,0,17,0,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Ravindra Jadeja,4,0,0,8,12,0,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Faf du Plessis,4,1,0,0,5,0,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Imran Tahir,4,0,0,0,4,0,0,0
2019,1178416,CSK v SRH,CSK,SRH,"MA Chidambaram Stadium, Chepauk, Chennai",2,1,Dwayne Bravo,4,-2,0,0,2,0,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",1,2,Ajinkya Rahane,4,142,0,0,146,1,1,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",1,2,Steven Smith,4,70,0,0,74,1,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",1,2,Shreyas Gopal,4,0,46,0,50,1,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",1,2,Riyan Parag,4,5,25,16,50,1,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",1,2,Stuart Binny,4,23,0,0,27,0,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",1,2,Dhawal Kulkarni,4,0,19,0,23,0,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",1,2,Ben Stokes,4,9,0,8,21,0,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",1,2,Sanju Samson,4,-2,0,12,14,0,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",1,2,Jofra Archer,4,0,0,0,4,0,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",1,2,Ashton Turner,4,-2,0,0,2,0,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",1,2,Jaydev Unadkat,4,0,-2,0,2,0,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2,1,Rishabh Pant,4,106,0,0,110,1,0,1
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2,1,Shikhar Dhawan,4,80,0,0,84,1,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2,1,Kagiso Rabada,4,0,66,12,82,1,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2,1,Prithvi Shaw,4,52,0,0,56,1,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2,1,Chris Morris,4,0,23,8,35,1,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2,1,Ishant Sharma,4,0,25,0,29,1,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2,1,Axar Patel,4,0,25,0,29,1,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2,1,Sherfane Rutherford,4,14,0,8,26,0,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2,1,Shreyas Iyer,4,4,0,8,16,0,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2,1,Colin Ingram,4,3,0,0,7,0,0,0
2019,1178415,RR v DC,RR,DC,"Sawai Mansingh Stadium, Jaipur",2,1,Amit Mishra,4,0,0,0,4,0,0,0
2019,1178414,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",1,2,Parthiv Patel,4,73,0,20,97,1,0,1
2019,1178414,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",1,2,Dale Steyn,4,0,58,0,62,1,0,0
2019,1178414,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",1,2,AB de Villiers,4,32,0,16,52,1,0,0
2019,1178414,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",1,2,Umesh Yadav,4,1,46,0,51,1,0,0
2019,1178414,RCB v CSK,RCB,CSK,"M.Chinnaswamy Stadium, Bengaluru",1,2,Navdeep Saini,4,0,27,12,43,1,0,0
