match_id,season,match_name,home_team,away_team,venue,bowling_team,batting_team,batting_innings,fullName,batting_position,runs,balls,fours,sixes,strike_rate,Batting_FP
1359475,2023,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",CSK,GT,2,Rahul Tewatia,6,15,14,1,1,107.14,18
1359475,2023,GT v CSK,GT,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",CSK,GT,2,Rashid Khan,7,10,3,1,1,333.33,13
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",KKR,PBKS,1,Prabhsimran Singh,1,23,12,2,2,191.66,35
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",KKR,PBKS,1,Shikhar Dhawan,2,40,29,6,0,137.93,52
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",KKR,PBKS,1,Bhanuka Rajapaksa,3,50,32,5,2,156.25,71
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",KKR,PBKS,1,Jitesh Sharma,4,21,11,1,2,190.9,32
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",KKR,PBKS,1,Sikandar Raza,5,16,13,1,1,123.07,19
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",KKR,PBKS,1,Sam Curran,6,26,17,0,2,152.94,34
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",KKR,PBKS,1,M Shahrukh Khan,7,11,7,2,0,157.14,13
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,KKR,2,Mandeep Singh,1,2,4,0,0,50.0,2
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,KKR,2,Rahmanullah Gurbaz,2,22,16,3,1,137.5,29
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,KKR,2,Anukul Roy,3,4,5,1,0,80.0,5
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,KKR,2,Venkatesh Iyer,4,34,28,3,1,121.42,43
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,KKR,2,Nitish Rana,5,24,17,3,1,141.17,31
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,KKR,2,Rinku Singh,6,4,4,0,0,100.0,4
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,KKR,2,Andre Russell,7,35,19,3,2,184.21,52
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,KKR,2,Shardul Thakur,8,8,3,0,1,266.66,10
1359476,2023,PBKS v KKR,PBKS,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,KKR,2,Sunil Narine,9,7,2,0,1,350.0,9
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DC,LSG,1,KL Rahul,1,8,12,0,1,66.66,8
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DC,LSG,1,Kyle Mayers,2,73,38,2,7,192.1,103
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DC,LSG,1,Deepak Hooda,3,17,18,0,0,94.44,17
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DC,LSG,1,Krunal Pandya,4,15,13,0,1,115.38,17
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DC,LSG,1,Marcus Stoinis,5,12,10,0,1,120.0,14
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DC,LSG,1,Nicholas Pooran,6,36,21,2,3,171.42,54
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DC,LSG,1,Ayush Badoni,7,18,7,1,2,257.14,23
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DC,LSG,1,Krishnappa Gowtham,8,6,1,0,1,600.0,8
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,2,Prithvi Shaw,1,12,9,2,0,133.33,14
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,2,David Warner,2,56,48,7,0,116.66,71
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,2,Mitchell Marsh,3,0,1,0,0,0.0,-2
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,2,Sarfaraz Khan,4,4,9,1,0,44.44,5
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,2,Rilee Rossouw,5,30,20,3,1,150.0,41
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,2,Rovman Powell,6,1,3,0,0,33.33,1
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,2,Aman Hakim Khan,7,4,5,0,0,80.0,4
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,2,Axar Patel,8,16,11,1,1,145.45,21
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,2,Kuldeep Yadav,9,6,10,0,0,60.0,4
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,2,Chetan Sakariya,10,4,4,1,0,100.0,5
1359477,2023,LSG v DC,LSG,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,2,Mukesh Kumar,11,0,1,0,0,0.0,0
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RR,1,Yashasvi Jaiswal,1,54,37,9,0,145.94,73
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RR,1,Jos Buttler,2,54,22,7,3,245.45,81
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RR,1,Sanju Samson,3,55,32,3,4,171.87,80
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RR,1,Devdutt Padikkal,4,2,5,0,0,40.0,2
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RR,1,Riyan Parag,5,7,6,1,0,116.66,8
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RR,1,Shimron Hetmyer,6,22,16,1,1,137.5,27
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,RR,1,Ravichandran Ashwin,7,1,2,0,0,50.0,1
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",RR,SRH,2,Abhishek Sharma,1,0,3,0,0,0.0,-2
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",RR,SRH,2,Mayank Agarwal,2,27,23,3,0,117.39,30
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",RR,SRH,2,Rahul Tripathi,3,0,2,0,0,0.0,-2
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",RR,SRH,2,Harry Brook,4,13,21,1,0,61.9,12
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",RR,SRH,2,Washington Sundar,5,1,5,0,0,20.0,1
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",RR,SRH,2,Glenn Phillips,6,8,6,0,1,133.33,10
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",RR,SRH,2,Abdul Samad,7,32,32,2,1,100.0,40
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",RR,SRH,2,Adil Rashid,8,18,13,1,1,138.46,23
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",RR,SRH,2,Bhuvneshwar Kumar,9,6,10,0,0,60.0,4
1359478,2023,SRH v RR,SRH,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",RR,SRH,2,Umran Malik,10,19,8,1,2,237.5,24
1359479,2023,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI,1,Rohit Sharma,1,1,10,0,0,10.0,-5
1359479,2023,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI,1,Ishan Kishan,2,10,13,2,0,76.92,12
1359479,2023,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI,1,Cameron Green,3,5,4,1,0,125.0,6
1359479,2023,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI,1,Suryakumar Yadav,4,15,16,1,0,93.75,16
1359479,2023,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI,1,Tilak Varma,5,84,46,9,4,182.6,115
1359479,2023,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI,1,Nehal Wadhera,6,21,13,1,2,161.53,30
1359479,2023,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI,1,Tim David,7,4,7,0,0,57.14,4
1359479,2023,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI,1,Hrithik Shokeen,8,5,3,1,0,166.66,6
1359479,2023,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",RCB,MI,1,Arshad Khan,9,15,9,0,1,166.66,17
1359479,2023,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",MI,RCB,2,Virat Kohli,1,82,49,6,5,167.34,110
1359479,2023,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",MI,RCB,2,Faf du Plessis,2,73,43,5,6,169.76,102
1359479,2023,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",MI,RCB,2,Dinesh Karthik,3,0,3,0,0,0.0,-2
1359479,2023,RCB v MI,RCB,MI,"M.Chinnaswamy Stadium, Bengaluru",MI,RCB,2,Glenn Maxwell,4,12,3,0,2,400.0,16
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",LSG,CSK,1,Ruturaj Gaikwad,1,57,31,3,4,183.87,82
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",LSG,CSK,1,Devon Conway,2,47,29,5,2,162.06,64
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",LSG,CSK,1,Shivam Dube,3,27,16,1,3,168.75,38
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",LSG,CSK,1,Moeen Ali,4,19,13,3,0,146.15,24
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",LSG,CSK,1,Ben Stokes,5,8,8,1,0,100.0,9
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",LSG,CSK,1,Ambati Rayudu,6,27,14,2,2,192.85,39
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",LSG,CSK,1,Ravindra Jadeja,7,3,6,0,0,50.0,3
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",LSG,CSK,1,MS Dhoni,8,12,3,0,2,400.0,16
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",LSG,CSK,1,Mitchell Santner,9,1,1,0,0,100.0,1
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,LSG,2,KL Rahul,1,20,18,2,0,111.11,22
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,LSG,2,Kyle Mayers,2,53,22,8,2,240.9,79
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,LSG,2,Deepak Hooda,3,2,6,0,0,33.33,2
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,LSG,2,Krunal Pandya,4,9,9,0,1,100.0,11
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,LSG,2,Marcus Stoinis,5,21,18,0,1,116.66,23
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,LSG,2,Nicholas Pooran,6,32,18,2,3,177.77,50
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,LSG,2,Ayush Badoni,7,23,18,0,0,127.77,23
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,LSG,2,Krishnappa Gowtham,8,17,11,0,1,154.54,23
1359480,2023,CSK v LSG,CSK,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,LSG,2,Mark Wood,9,10,3,1,1,333.33,13
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",GT,DC,1,David Warner,1,37,32,7,0,115.62,48
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",GT,DC,1,Prithvi Shaw,2,7,5,1,0,140.0,8
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",GT,DC,1,Mitchell Marsh,3,4,4,1,0,100.0,5
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",GT,DC,1,Sarfaraz Khan,4,30,34,2,0,88.23,36
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",GT,DC,1,Rilee Rossouw,5,0,1,0,0,0.0,-2
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",GT,DC,1,Abishek Porel,6,20,11,0,2,181.81,30
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",GT,DC,1,Axar Patel,7,36,22,2,3,163.63,52
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",GT,DC,1,Aman Hakim Khan,8,8,8,0,1,100.0,10
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",GT,DC,1,Kuldeep Yadav,9,1,1,0,0,100.0,1
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",GT,DC,1,Anrich Nortje,10,4,2,1,0,200.0,5
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",DC,GT,2,Wriddhiman Saha,1,14,7,2,1,200.0,18
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",DC,GT,2,Shubman Gill,2,14,13,3,0,107.69,17
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",DC,GT,2,Sai Sudharsan,3,62,48,4,2,129.16,78
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",DC,GT,2,Hardik Pandya,4,5,4,1,0,125.0,6
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",DC,GT,2,Vijay Shankar,5,29,23,3,0,126.08,32
1359481,2023,DC v GT,DC,GT,"Arun Jaitley Stadium, Delhi",DC,GT,2,David Miller,6,31,16,2,2,193.75,47
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",RR,PBKS,1,Prabhsimran Singh,1,60,34,7,3,176.47,87
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",RR,PBKS,1,Shikhar Dhawan,2,86,56,9,3,153.57,113
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",RR,PBKS,1,Bhanuka Rajapaksa,3,1,1,0,0,100.0,1
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",RR,PBKS,1,Jitesh Sharma,4,27,16,2,1,168.75,35
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",RR,PBKS,1,Sikandar Raza,5,1,2,0,0,50.0,1
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",RR,PBKS,1,M Shahrukh Khan,6,11,10,1,0,110.0,12
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",RR,PBKS,1,Sam Curran,7,1,2,0,0,50.0,1
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",PBKS,RR,2,Yashasvi Jaiswal,1,11,8,1,1,137.5,14
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",PBKS,RR,2,Ravichandran Ashwin,2,0,4,0,0,0.0,-2
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",PBKS,RR,2,Jos Buttler,3,19,11,1,1,172.72,28
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",PBKS,RR,2,Sanju Samson,4,42,25,5,1,168.0,57
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",PBKS,RR,2,Devdutt Padikkal,5,21,26,1,0,80.76,22
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",PBKS,RR,2,Riyan Parag,6,20,12,1,2,166.66,29
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",PBKS,RR,2,Shimron Hetmyer,7,36,18,1,3,200.0,53
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",PBKS,RR,2,Dhruv Jurel,8,32,15,3,2,213.33,49
1359482,2023,RR v PBKS,RR,PBKS,"Barsapara Cricket Stadium, Guwahati",PBKS,RR,2,Jason Holder,9,1,1,0,0,100.0,1
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",RCB,KKR,1,Rahmanullah Gurbaz,1,57,44,6,3,129.54,77
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",RCB,KKR,1,Venkatesh Iyer,2,3,7,0,0,42.85,3
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",RCB,KKR,1,Mandeep Singh,3,0,1,0,0,0.0,-2
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",RCB,KKR,1,Nitish Rana,4,1,5,0,0,20.0,1
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",RCB,KKR,1,Rinku Singh,5,46,33,2,3,139.39,60
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",RCB,KKR,1,Andre Russell,6,0,1,0,0,0.0,-2
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",RCB,KKR,1,Shardul Thakur,7,68,29,9,3,234.48,97
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",RCB,KKR,1,Sunil Narine,8,0,1,0,0,0.0,0
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",RCB,KKR,1,Umesh Yadav,9,6,2,1,0,300.0,7
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",KKR,RCB,2,Virat Kohli,1,21,18,3,0,116.66,24
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",KKR,RCB,2,Faf du Plessis,2,23,12,2,2,191.66,35
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",KKR,RCB,2,Michael Bracewell,3,19,18,1,1,105.55,22
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",KKR,RCB,2,Glenn Maxwell,4,5,7,1,0,71.42,6
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",KKR,RCB,2,Harshal Patel,5,0,2,0,0,0.0,-2
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",KKR,RCB,2,Shahbaz Ahmed,6,1,5,0,0,20.0,1
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",KKR,RCB,2,Dinesh Karthik,7,9,8,1,0,112.5,10
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",KKR,RCB,2,Anuj Rawat,8,1,5,0,0,20.0,1
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",KKR,RCB,2,David Willey,9,20,20,2,0,100.0,22
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",KKR,RCB,2,Karn Sharma,10,1,3,0,0,33.33,1
1359483,2023,KKR v RCB,KKR,RCB,"Eden Gardens, Kolkata",KKR,RCB,2,Akash Deep,11,17,8,2,1,212.5,21
1359484,2023,LSG v SRH,LSG,SRH,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,SRH,1,Anmolpreet Singh,1,31,26,3,1,119.23,40
1359484,2023,LSG v SRH,LSG,SRH,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,SRH,1,Mayank Agarwal,2,8,7,1,0,114.28,9
1359484,2023,LSG v SRH,LSG,SRH,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,SRH,1,Rahul Tripathi,3,34,41,4,0,82.92,42
1359484,2023,LSG v SRH,LSG,SRH,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,SRH,1,Aiden Markram,4,0,1,0,0,0.0,-2
1359484,2023,LSG v SRH,LSG,SRH,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,SRH,1,Harry Brook,5,3,4,0,0,75.0,3
1359484,2023,LSG v SRH,LSG,SRH,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,SRH,1,Washington Sundar,6,16,28,0,0,57.14,12
1359484,2023,LSG v SRH,LSG,SRH,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,SRH,1,Abdul Samad,7,21,10,1,2,210.0,32
1359484,2023,LSG v SRH,LSG,SRH,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,SRH,1,Adil Rashid,8,4,3,1,0,133.33,5
1359484,2023,LSG v SRH,LSG,SRH,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,SRH,1,Umran Malik,9,0,0,0,0,0.0,0
1359484,2023,LSG v SRH,LSG,SRH,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,SRH,1,Bhuvneshwar Kumar,10,0,0,0,0,0.0,0
1359484,2023,LSG v SRH,LSG,SRH,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,LSG,2,Kyle Mayers,1,13,14,2,0,92.85,15
1359484,2023,LSG v SRH,LSG,SRH,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,LSG,2,KL Rahul,2,35,31,4,0,112.9,43
