match_id,precipitation,temperature_2m,relative_humidity_2m,dew_point_2m,rain,wind_speed_100m
1152565,0.02,15.744,64.22945,8.924,0.02,22.842455
1152566,0.0,22.637003,46.209717,10.417,0.0,24.937038
1152567,0.0,16.9355,68.29732,11.0455,0.0,24.592297
1152568,0.0,17.585001,80.20371,14.054998,0.0,17.563942
1152569,0.0,28.265003,30.048023,9.065,0.0,14.158495
1195573,0.0,22.416002,62.38877,14.846001,0.0,23.880873
1195574,0.0,21.166998,73.31006,16.117,0.0,31.354237
1195575,0.0,16.4245,76.516075,12.144501,0.0,16.862982
1195576,0.0,38.633003,16.791754,8.893,0.0,25.697144
1195577,0.0,22.8055,85.2991,20.175499,0.0,6.462477
1195578,0.0,28.514002,39.17736,10.994,0.0,23.546963
1195579,0.0,22.571,66.85328,15.911001,0.0,37.257637
1195580,0.0,22.958002,41.422394,9.038,0.0,13.968434
1195581,0.0,19.507,66.38951,13.057001,0.0,21.836569
1195582,0.0,24.34,36.25364,7.95,0.0,15.016989
1195583,0.0,17.9855,46.127277,6.1555,0.0,25.668493
1195584,0.0,24.021,67.768814,17.641,0.0,24.726706
1195585,0.120000005,22.345499,76.29256,17.9355,0.120000005,22.101522
1195586,0.0,22.796999,71.07294,17.136997,0.0,34.213005
1195587,0.0,23.275,60.535877,15.184999,0.0,18.513157
1195588,0.17999999,25.895,49.734417,14.235001,0.17999999,23.482813
1195589,0.0,19.66,48.699833,8.5199995,0.0,29.170033
1195590,0.0,24.0155,83.50237,21.025501,0.0,19.564102
1195591,0.0,24.235498,61.965157,16.3655,0.0,23.885641
1195592,0.0,19.025002,64.628944,12.085,0.0,24.645971
1195593,0.0,17.395498,75.134995,12.9155,0.0,13.690198
1195594,0.0,16.257,61.77423,8.907,0.0,34.634563
1195595,0.14,23.669003,87.69513,21.499,0.14,27.234488
1195596,0.0,23.841002,45.54949,11.191,0.0,25.487698
1195597,0.76,21.4155,84.362076,18.6355,0.76,16.879154
1195598,0.0,17.394499,83.00889,14.3845005,0.0,19.98231
1195599,0.0,32.18,24.39497,9.17,0.0,19.754555
1195600,0.0,20.267002,81.09452,16.857,0.0,26.13894
1195601,0.0,25.406,70.09939,19.516,0.0,19.492687
1195602,0.58,15.295,85.95604,12.955,0.58,20.972599
1195603,0.0,21.3455,61.079346,13.505499,0.0,25.088484
1195604,0.0,27.751001,30.158478,8.431001,0.0,30.973705
1195605,0.0,26.470001,41.911465,12.39,0.0,22.709314
1195606,0.0,16.477001,72.48246,11.416999,0.0,26.670582
1195607,0.0,16.2855,73.38947,11.445499,0.0,29.191864
1195608,0.34,26.176,66.519714,19.236002,0.34,22.174381
1195609,0.0,26.544,45.257133,13.564,0.0,17.923885
1195610,0.0,29.491001,41.530315,14.9210005,0.0,35.033447
1195611,0.0,23.397,84.46163,20.577,0.0,17.75772
1195612,0.0,22.119999,33.584053,5.03,0.0,26.91328
1195613,0.0,26.517002,50.43701,15.2369995,0.0,23.14288
1195614,0.28000003,20.1355,90.185684,18.4455,0.28000003,8.792958
1195615,0.0,25.085001,46.818447,12.904999,0.0,7.67379
1195616,0.02,24.926,91.27034,23.396,0.02,22.523907
1195617,0.38,20.876997,90.291985,19.217,0.38,13.2384815
1195618,0.0,21.351,75.164024,16.741001,0.0,33.752472
1195619,0.0,16.595001,76.89387,12.374999,0.0,14.636553
1195620,0.02,18.24,66.48436,11.870001,0.02,24.977167
1195621,0.0,26.206,85.96965,23.666,0.0,27.852865
1195622,0.0,18.3055,54.16012,8.8155,0.0,24.277887
1195623,0.0,23.061,60.367165,14.541,0.0,30.349133
1195624,0.0,25.837,80.63395,22.227,0.0,22.982843
1195625,0.0,20.307001,72.27326,15.0269985,0.0,20.488106
1195626,0.04,32.5355,56.952026,22.6955,0.04,22.598774
1195627,0.0,20.32,75.4517,15.81,0.0,26.374228
1195628,0.0,21.275,58.2411,12.695,0.0,19.889
1195629,0.0,16.135502,83.32826,13.305499,0.0,13.211031
1195630,0.0,34.527,36.947247,16.456999,0.0,30.838177
1195631,0.0,18.11,75.282,13.629999,0.0,19.334661
1195632,0.0,20.827,80.73407,17.357,0.0,15.783618
1195633,1.7800001,21.166998,86.44371,18.797,1.7800001,44.921455
1226826,0.0,27.220001,32.149143,8.960001,0.0,27.51706
1226827,0.0,30.437002,35.473957,13.267,0.0,25.569595
1226828,0.0,17.3439998626709,59.60075759887695,9.244000434875488,0.0,24.09106063842773
1226829,0.0,34.150997161865234,10.55068016052246,-1.1489999294281006,0.0,28.376440048217773
1226830,0.0,14.255498886108398,46.46590042114258,2.9155001640319824,0.0,14.376063346862791
1226831,0.0199999995529651,13.394000053405762,70.9970932006836,8.134000778198242,0.0199999995529651,27.28552627563477
1226832,0.2000000029802322,22.676000595092773,84.9253921508789,19.98600006103516,0.2000000029802322,14.377325057983398
1226833,0.0,16.96000099182129,59.08990478515625,8.809999465942383,0.0,33.38862991333008
1226834,0.0,20.98500061035156,60.973365783691406,13.054998397827148,0.0,25.85253524780273
1226835,0.1800000071525573,21.36549949645996,86.8168716430664,19.075498580932617,0.1800000071525573,39.865997314453125
1226836,0.0600000023841857,21.450000762939453,86.91868591308594,19.170000076293945,0.0600000023841857,17.340179443359375
1226837,0.0,20.84549903869629,51.6223030090332,10.255499839782717,0.0,26.69796371459961
1226838,0.0,14.264999389648438,59.8777961730957,6.515000343322754,0.0,26.730981826782227
1226839,0.3199999928474426,13.656999588012695,64.20156860351562,6.796999931335449,0.3199999928474426,31.17098617553711
1226840,0.0,21.863998413085938,31.827505111694336,3.9040000438690186,0.0,20.404844284057617
1226841,0.0,15.745498657226562,70.49855041503906,10.17549991607666,0.0,17.42849349975586
1226842,0.0,24.5054988861084,78.99937438964844,20.605499267578125,0.0,16.090913772583008
1226843,0.0,21.983997344970703,26.470760345458984,1.5140000581741333,0.0,18.518123626708984
1226844,0.0,19.245500564575195,58.12738037109375,10.74549961090088,0.0,17.27935791015625
1226845,0.0,16.530000686645508,48.23551559448242,5.340000152587891,0.0,27.587589263916016
1226846,0.0,22.55550003051757,72.14518737792969,17.285497665405273,0.0,16.805477142333984
1226847,0.0,36.7599983215332,15.078471183776855,5.340000152587891,0.0,25.19585418701172
1226848,0.0,25.095001220703125,50.75012969970703,14.125,0.0,18.60068702697754
1226849,0.0,21.64699935913086,64.49468994140625,14.496999740600586,0.0,14.951510429382324
1226850,0.0,25.975500106811523,29.16648292541504,6.635499477386475,0.0,22.81072998046875
1226851,0.0,24.426000595092773,82.17308807373047,21.1560001373291,0.0,14.813085556030272
1226852,0.0,11.955499649047852,51.15155792236328,2.085500240325928,0.0,21.15641975402832
1226853,0.0,30.301000595092773,24.831403732299805,7.951000213623047,0.0,31.993396759033203
1226854,0.0,15.553998947143556,76.29142761230469,11.323999404907228,0.0,20.67738342285156
1226855,0.0,22.045499801635746,72.77909851074219,16.91550064086914,0.0,29.132762908935547
1226856,0.2199999988079071,22.715499877929688,88.13644409179688,20.63549995422364,0.2199999988079071,18.21445655822754
1226857,0.0,25.891000747680664,45.641075134277344,13.001001358032228,0.0,44.771949768066406
1226858,0.0,16.777000427246094,69.6169662475586,11.186999320983888,0.0,31.63808250427246
1226859,0.0,26.189998626708984,27.363582611083984,5.729999542236328,0.0,25.515548706054688
1226860,0.0199999995529651,18.347000122070312,66.39234161376953,11.967000007629396,0.0199999995529651,33.11620330810547
1226861,0.0,25.233997344970703,48.91213607788086,13.383999824523926,0.0,23.088848114013672
1226862,0.0,21.76000022888184,55.34113693237305,12.370000839233398,0.0,26.172277450561523
1226863,0.4800000190734863,18.96500015258789,89.24198913574219,17.115001678466797,0.4800000190734863,32.325286865234375
1226864,0.0,16.12700080871582,73.66210174560547,11.357000350952148,0.0,21.108192443847656
1226865,0.0,15.394000053405762,49.93878555297852,4.894000053405762,0.0,21.18123435974121
1226866,0.0,18.013999938964844,76.75379943847656,13.77400016784668,0.0,20.43809127807617
1226867,0.5199999809265137,12.934999465942385,77.97132873535156,8.96500015258789,0.5199999809265137,35.79718017578125
1226868,0.0,22.965999603271484,76.47169494628906,18.56599998474121,0.0,19.549362182617188
1226869,0.0,17.83500099182129,72.5863037109375,12.574999809265137,0.0,17.274261474609375
1226870,0.0,20.8700008392334,53.416259765625,10.719999313354492,0.0,34.998504638671875
1226871,0.0,35.10100173950195,10.861522674560549,-0.0289999954402446,0.0,26.8772029876709
1226872,0.0,12.253999710083008,66.40360260009766,6.013999938964844,0.0,25.46088600158692
1226873,0.0,13.965499877929688,61.808082580566406,6.625499725341797,0.0,21.55039596557617
1226874,0.0199999995529651,18.693998336791992,73.81187438964844,13.35400104522705,0.0199999995529651,18.247455596923828
1226875,0.1000000014901161,22.126001358032227,88.38523864746094,20.09600067138672,0.1000000014901161,13.67249870300293
1226876,0.0,21.359996795654297,69.79271697998047,15.539999008178713,0.0,34.069793701171875
1226877,0.1599999964237213,24.545499801635746,81.39402770996094,21.135501861572266,0.1599999964237213,18.775787353515625
1226878,0.0,29.06100082397461,47.55830764770508,16.361000061035156,0.0,21.87685775756836
1226879,0.0,17.765499114990234,63.5843620300293,10.755498886108398,0.0,12.79456615447998
1226880,0.0,26.09000015258789,30.32563781738281,7.290000915527344,0.0,24.523738861083984
1226881,0.0,22.61599922180176,67.94602966308594,16.38599967956543,0.0,23.17732620239257
1226882,0.0600000023841857,21.32699966430664,90.71815490722656,19.73699951171875,0.0600000023841857,22.714996337890625
1226883,0.0,22.985998153686523,82.01869201660156,19.72600173950196,0.0,19.52123641967773
1226884,0.0,20.99399948120117,78.30940246582031,16.893999099731445,0.0,18.33185195922852
1226885,0.0,18.253999710083008,79.31812286376953,14.573999404907228,0.0,20.91958999633789
1226886,0.1200000047683715,20.06399917602539,81.41351318359375,16.773998260498047,0.1200000047683715,23.460369110107425
1269638,0.0,16.977001190185547,61.672210693359375,9.557000160217283,0.0,20.65459442138672
1269639,0.0,15.623998641967772,81.37287139892578,12.36400032043457,0.0,16.617416381835938
1269640,0.0,13.404998779296877,63.42134475708008,6.585000038146973,0.0,27.68961524963379
1269641,0.0399999991059303,13.155000686645508,69.29408264160156,7.484999656677246,0.0399999991059303,16.712646484375
1269642,0.0,32.83100128173828,23.61068725585937,9.331000328063965,0.0,35.95100784301758
1269643,0.0,15.020001411437988,58.54184722900391,6.849999904632568,0.0,25.55795669555664
1269644,0.0,14.726999282836914,75.51327514648438,10.406999588012695,0.0,29.21020126342773
1269645,0.0399999991059303,16.696998596191406,75.92777252197266,12.417000770568848,0.0399999991059303,36.510780334472656
1269646,0.0,15.455500602722168,79.03460693359375,11.83549976348877,0.0,23.98406410217285
1269647,0.0,16.54549789428711,75.6482162475586,12.185500144958496,0.0,19.51326560974121
1269648,0.0,22.07550048828125,74.79493713378906,17.385498046875,0.0,24.951648712158203
1269649,0.0,15.935501098632812,73.31536102294922,11.145499229431152,0.0,12.57392692565918
1269650,0.0199999995529651,15.577000617980955,68.72151947021484,9.836999893188477,0.0199999995529651,23.66707992553711
1269651,0.0,22.98600196838379,79.85330963134766,19.285999298095703,0.0,25.86673927307129
1269652,0.0,16.02549934387207,54.38745880126953,6.815499782562256,0.0,25.35159111022949
1269653,0.0,21.78700065612793,86.56104278564453,19.386999130249023,0.0,10.908258438110352
1269654,0.0,15.545000076293944,66.10871887207031,9.204999923706056,0.0,23.40707397460937
1269655,0.0,20.25,52.83113861083984,10.130000114440918,0.0,30.4726619720459
1269656,0.0,21.915498733520508,52.20500564575195,11.595499038696287,0.0,11.139294624328612
1269657,0.0399999991059303,21.20549964904785,84.03089141845703,18.39549827575684,0.0399999991059303,32.01903533935547
1269658,0.0,14.334999084472656,59.9873275756836,6.664999961853027,0.0,32.74916458129883
1269659,0.0,14.565500259399414,60.24128341674805,6.945499420166016,0.0,25.453920364379883
1269660,0.6599999666213989,20.326000213623047,96.06944274902344,19.676000595092773,0.6599999666213989,16.45917320251465
1269661,0.0,13.203999519348145,71.70831298828125,8.0339994430542,0.0,21.72150039672852
1269662,0.0,19.266998291015625,73.49227905273438,14.27699851989746,0.0,12.50130844116211
1269663,0.0,17.494998931884766,75.04979705810547,12.925000190734863,0.0,20.457672119140625
1269664,0.0,23.444499969482425,67.21675109863281,16.974498748779297,0.0,31.9851131439209
1269665,0.0,30.67999839782715,32.52275848388672,11.649999618530272,0.0,20.689586639404297
1269666,0.0799999982118606,18.585498809814453,73.40656280517578,13.605501174926758,0.0799999982118606,13.302513122558594
1269668,0.0,22.559499740600582,63.403953552246094,15.219499588012695,0.0,36.715309143066406
1269669,0.0,22.91550064086914,76.37681579589844,18.515501022338867,0.0,31.154041290283203
1269670,0.0,16.99700164794922,64.63520812988281,10.217000007629396,0.0,28.06929397583008
1269671,0.0,23.957000732421875,52.56928253173828,13.506999015808104,0.0,20.17075157165528
1269672,0.0,18.059999465942383,75.05976867675781,13.550000190734863,0.0,32.81705856323242
1269673,0.2000000029802322,24.285499572753903,86.13514709472656,21.81550025939941,0.2000000029802322,28.218414306640625
1269674,3.920000076293945,23.09449958801269,78.22891998291016,18.92449951171875,3.920000076293945,11.305920600891112
1269675,0.0,23.995500564575195,79.37777709960938,20.195499420166016,0.0,41.01634216308594
1269676,0.0399999991059303,21.39999771118164,60.942420959472656,13.539999008178713,0.0399999991059303,17.991558074951172
1269677,0.0,17.94500160217285,75.16435241699219,13.464999198913574,0.0,23.56005477905273
1269678,0.1600000113248825,23.54600143432617,94.24932861328124,22.56599998474121,0.1600000113248825,17.63492202758789
1269679,0.0,23.999000549316406,85.58902740478516,21.429000854492188,0.0,17.94057846069336
1269680,0.0,21.427000045776367,79.99764251708984,17.69700050354004,0.0,18.878250122070312
1269681,0.0,27.886999130249023,56.8620719909668,18.506999969482425,0.0,21.59295654296875
1269682,0.0,19.724498748779297,86.822021484375,17.444499969482422,0.0,30.976696014404297
1269683,0.0,22.996000289916992,76.41709899902344,18.54600143432617,0.0,19.48350143432617
1269684,0.1000000014901161,31.08500099182129,38.791114807128906,15.074999809265137,0.1000000014901161,14.216873168945312
1269685,0.0,24.174999237060547,70.27304077148438,18.10500144958496,0.0,10.383041381835938
1269686,0.0,22.1299991607666,56.207664489746094,12.959999084472656,0.0,12.56591510772705
1269687,0.0,23.636999130249023,84.90667724609375,20.876998901367188,0.0,11.991191864013672
1269688,0.0,23.626998901367188,69.79710388183594,17.73699951171875,0.0,15.601516723632812
1269689,0.0,21.89999961853028,53.5350341796875,12.010000228881836,0.0,32.05089569091797
1269690,0.0,17.725000381469727,69.29817199707031,12.024999618530272,0.0,24.22128677368164
1269691,0.0,17.505001068115234,61.8962287902832,10.094999313354492,0.0,26.89206314086914
1269692,0.3400000035762787,28.985998153686523,64.51432037353516,21.576000213623047,0.3400000035762787,14.63915729522705
1269693,0.0,18.29700088500977,61.11993408203125,10.586999893188477,0.0,30.77518653869629
1269694,0.0,24.237003326416016,42.66535568237305,10.636999130249023,0.0,39.18239212036133
1269695,0.0,26.27499961853028,48.41508102416992,14.385000228881836,0.0,22.404430389404297
1269696,0.0,27.07700157165528,52.341346740722656,16.16699981689453,0.0,18.349336624145508
1269697,0.0,21.08699989318848,67.75279235839844,14.816999435424805,0.0,19.68913650512696
1269698,0.8199999928474426,20.27499961853028,89.70857238769531,18.52499961853028,0.8199999928474426,20.725948333740234
1324624,0.0,11.833999633789062,62.05852508544922,4.704000473022461,0.0,22.4630069732666
1324625,0.0,14.289999008178713,60.48535919189453,6.659999847412109,0.0,26.339599609375
1324626,0.0,28.350000381469727,85.94498443603516,25.76000022888184,0.0,4.175777435302734
1324627,0.0,15.47700023651123,65.89945983886719,9.07699966430664,0.0,33.73280334472656
1324628,0.0,15.795499801635742,68.36610412597656,9.975499153137209,0.0,30.04160499572754
1324629,0.0,25.211000442504883,43.34903717041016,11.731000900268556,0.0,36.10464477539063
1324630,0.0,16.625,63.530418395996094,9.5649995803833,0.0,28.787109375
1324631,0.0,14.62599754333496,75.48473358154297,10.29599952697754,0.0,14.655940055847168
1324632,0.0,25.21000099182129,42.489742279052734,11.140000343322754,0.0,27.142303466796875
1324633,0.0,18.58449935913086,80.70466613769531,15.16450023651123,0.0,18.67278861999512
1324634,0.0,18.52699851989746,75.4536361694336,14.066999435424805,0.0,22.976512908935547
1324635,0.0,20.80950164794922,73.76910400390625,15.949501037597656,0.0,15.90056610107422
1324636,0.1200000047683715,22.696001052856445,71.13545227050781,17.1560001373291,0.1200000047683715,18.086584091186523
1324637,0.0,19.965499877929688,52.67887115478516,9.925500869750977,0.0,21.15781021118164
1324638,0.0,22.85699844360352,72.39353942871094,17.536998748779297,0.0,28.917984008789062
1324639,0.0,20.0310001373291,63.906837463378906,12.940999984741213,0.0,35.88114547729492
1324640,0.0,20.81550025939941,86.7837142944336,18.41550064086914,0.0,20.267940521240234
1324641,0.0,21.876998901367188,79.5272216796875,18.15699958801269,0.0,32.983055114746094
1324642,0.0600000023841857,23.18550109863281,78.10369873046875,19.11549949645996,0.0600000023841857,30.06329727172852
1324643,0.0,25.9010009765625,33.36891555786133,8.511000633239746,0.0,27.68819808959961
1324644,0.0,19.42449951171875,74.96851348876953,14.704500198364258,0.0,20.310810089111328
1324645,0.0,28.207000732421875,46.62337112426758,15.69700050354004,0.0,9.696958541870115
1324646,0.0,24.8700008392334,49.5249252319336,13.56999969482422,0.0,28.39511489868164
1324647,0.0,34.084999084472656,28.52096176147461,13.274999618530272,0.0,26.20833206176757
1324648,0.0,22.266002655029297,77.00895690917969,17.98600196838379,0.0,16.903676986694336
1324649,0.1400000005960464,16.905498504638672,89.92147064208984,15.235499382019045,0.1400000005960464,9.510702133178713
1324650,0.0199999995529651,16.32699966430664,67.72624206542969,10.346999168395996,0.0199999995529651,29.510086059570312
1324651,0.1799999922513961,19.506500244140625,87.35166931152344,17.346500396728516,0.1799999922513961,34.261749267578125
1324652,0.0,31.740997314453125,18.237812042236328,4.520999908447266,0.0,27.18474769592285
1324653,0.0,18.200000762939453,59.36392974853516,9.940000534057615,0.0,31.226104736328125
1324654,0.0,19.117000579833984,56.72664642333984,9.987000465393066,0.0,28.064258575439453
1324655,0.0,24.145000457763672,50.31425857543945,12.624999046325684,0.0,20.04940414428711
1324656,0.0,21.041000366210938,60.85539627075195,13.060999870300291,0.0,36.16417694091797
1324657,0.0,17.815500259399414,80.02415466308594,14.155499458312988,0.0,15.524856567382812
1324658,0.1200000047683715,15.625500679016112,76.00163269042969,11.385499954223633,0.1200000047683715,29.47206115722656
1324659,0.0,21.479999542236328,47.93226623535156,9.890000343322754,0.0,18.786563873291016
1324660,0.0,22.20599937438965,81.1258544921875,18.79599952697754,0.0,15.078277587890623
1324661,0.0,20.137001037597656,85.54060363769531,17.567001342773438,0.0,23.18218994140625
1324662,0.0,22.18550109863281,79.16427612304688,18.30550003051757,0.0,25.383935928344727
1324663,0.0,28.39999961853028,42.6235580444336,12.779999732971191,0.0,44.28321838378906
1324664,0.0,29.225000381469727,36.12323760986328,12.114999771118164,0.0,21.92254638671875
1324665,0.0,19.7554988861084,35.40394973754883,3.945499897003174,0.0,32.096435546875
1324666,0.0,23.35700035095215,77.84793090820312,19.24699783325196,0.0,22.780330657958984
1324667,0.0,23.46699905395508,71.81700134277344,17.887001037597656,0.0,12.692946434020996
1324668,0.0399999991059303,22.19900131225586,82.97030639648438,19.138999938964844,0.0399999991059303,11.796021461486816
1324669,0.0,29.85100173950196,22.45270538330078,6.071000099182129,0.0,20.69523048400879
1324670,0.0,14.95400047302246,70.76536560058594,9.583999633789062,0.0,25.08530807495117
