_id,Player Occupation,Total Runs Scored in all matches combined,strike rate in all matches combined,no. of fours/ no. of balls played,no. of sixes/ no. of balls played,highest runs scored in a match,Balls Played till now,no. of dot_balls/ no. of balls played,maiden_overs/ floor(overs played),run conceded/ no. of balls played,Average Economy Rate,no. of wickets/ no. of balls played,highest wickets taken in a match,total_centuries,total_halfcenturies
74975,2,285,148.4375,0.08854166666666667,0.09375,64,192,0.328125,0.0,1.2083333333333333,5.0,0.125,2,0,3
74633,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.3859649122807018,5.0,0.07894736842105263,2,0,0
52161,0,896,152.90102389078498,0.15870307167235495,0.06996587030716724,108,586,0.363481228668942,0.0,0.0,0.0,0.0,0,1,6
103872,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.625,5.0,0.125,3,0,0
48155,0,51,124.39024390243902,0.12195121951219512,0.024390243902439025,38,41,0.3170731707317073,0.0,0.0,0.0,0.0,0,0,0
72509,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.7083333333333334,5.0,0.125,3,0,0
70405,0,768,179.85948477751757,0.11475409836065574,0.13817330210772832,77,427,0.2997658079625293,0.0,0.0,0.0,0.0,0,0,7
72103,2,126,143.1818181818182,0.125,0.045454545454545456,63,88,0.25,0.0,1.091743119266055,5.0,0.11009174311926606,4,0,2
58253,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.625,5.0,0.08333333333333333,2,0,0
98673,1,0,0.0,0.0,0.0,0,0,0.0,0.017241379310344827,1.0539772727272727,5.0,0.09943181818181818,5,0,0
62182,0,115,106.4814814814815,0.08333333333333333,0.0,46,108,0.3055555555555556,0.0,0.0,0.0,0.0,0,0,0
67458,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
103589,0,19,79.16666666666666,0.08333333333333333,0.0,19,24,0.4583333333333333,0.0,0.0,0.0,0.0,0,0,0
64864,2,22,110.00000000000001,0.0,0.1,22,20,0.4,0.0,1.3666666666666667,5.0,0.05,1,0,0
50789,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.4523809523809523,5.0,0.07142857142857142,2,0,0
66844,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.5416666666666667,5.0,0.08333333333333333,2,0,0
72397,1,0,0.0,0.0,0.0,0,0,0.0,0.14285714285714285,0.8478260869565217,5.0,0.17391304347826086,6,0,0
101751,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
49441,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.5416666666666667,5.0,0.08333333333333333,2,0,0
60557,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
96392,2,360,152.54237288135593,0.13559322033898305,0.08050847457627118,77,236,0.3389830508474576,0.0,1.3888888888888888,5.0,0.05555555555555555,1,0,2
46925,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
59832,2,276,186.48648648648648,0.10135135135135136,0.16891891891891891,94,148,0.31756756756756754,0.0,1.1666666666666667,5.0,0.08333333333333333,2,0,1
101430,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.3347639484978542,5.0,0.10300429184549356,4,0,0
64758,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
47154,1,0,0.0,0.0,0.0,0,0,0.0,0.031578947368421054,0.9055944055944056,5.0,0.08391608391608392,3,0,0
84201,0,28,70.0,0.025,0.025,28,40,0.525,0.0,0.0,0.0,0.0,0,0,0
104281,1,0,0.0,0.0,0.0,0,0,0.0,0.05,0.875,5.0,0.1,4,0,0
101217,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.6111111111111112,5.0,0.05555555555555555,1,0,0
84225,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
96408,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
69227,1,0,0.0,0.0,0.0,0,0,0.0,0.0,2.2222222222222223,5.0,0.1111111111111111,2,0,0
103766,0,153,151.4851485148515,0.13861386138613863,0.0891089108910891,46,101,0.38613861386138615,0.0,0.0,0.0,0.0,0,0,0
66101,2,34,161.9047619047619,0.19047619047619047,0.09523809523809523,34,21,0.42857142857142855,0.0,1.9166666666666667,5.0,0.08333333333333333,1,0,0
50781,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.2612612612612613,5.0,0.08108108108108109,2,0,0
63651,2,23,164.28571428571428,0.2857142857142857,0.0,23,14,0.21428571428571427,0.0,1.3028169014084507,5.0,0.08450704225352113,3,0,0
64443,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
104770,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0966183574879227,5.0,0.0966183574879227,3,0,0
82071,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
100878,0,367,149.79591836734693,0.16326530612244897,0.053061224489795916,101,245,0.32653061224489793,0.0,0.0,0.0,0.0,0,1,4
54460,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.5476190476190477,5.0,0.07142857142857142,2,0,0
95319,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
59339,2,97,164.40677966101697,0.06779661016949153,0.13559322033898305,47,59,0.3220338983050847,0.0,1.3875968992248062,5.0,0.10852713178294573,3,0,0
104814,0,65,135.41666666666669,0.08333333333333333,0.0625,33,48,0.2916666666666667,0.0,0.0,0.0,0.0,0,0,0
102743,0,747,156.9327731092437,0.18067226890756302,0.06092436974789916,104,476,0.33403361344537813,0.0,0.0,0.0,0.0,0,1,7
95094,0,758,131.59722222222223,0.12152777777777778,0.034722222222222224,75,576,0.3125,0.0,0.0,0.0,0.0,0,0,6
95323,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.1333333333333333,5.0,0.1,2,0,0
80607,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.5913978494623655,5.0,0.10215053763440861,4,0,0
101339,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
101306,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.2083333333333333,5.0,0.08333333333333333,2,0,0
57196,2,22,146.66666666666666,0.13333333333333333,0.0,22,15,0.26666666666666666,0.0,1.5555555555555556,5.0,0.1111111111111111,2,0,0
80807,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.25,5.0,0.16666666666666666,4,0,0
103588,2,153,139.0909090909091,0.08181818181818182,0.06363636363636363,45,110,0.2909090909090909,0.0,1.180952380952381,5.0,0.11428571428571428,3,0,0
94125,0,33,117.85714285714286,0.14285714285714285,0.0,33,28,0.32142857142857145,0.0,0.0,0.0,0.0,0,0,0
54314,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
51367,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.1176470588235294,5.0,0.09803921568627451,4,0,0
78281,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
50771,2,239,140.58823529411762,0.06470588235294118,0.10588235294117647,89,170,0.35294117647058826,0.0,1.263157894736842,5.0,0.05263157894736842,1,0,2
77821,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
73505,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
73871,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.3541666666666667,5.0,0.08333333333333333,2,0,0
80645,0,138,145.26315789473685,0.08421052631578947,0.10526315789473684,52,95,0.3684210526315789,0.0,0.0,0.0,0.0,0,0,1
70691,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.7380952380952381,5.0,0.09523809523809523,3,0,0
101780,1,0,0.0,0.0,0.0,0,0,0.0,0.3333333333333333,2.0,5.0,0.05555555555555555,1,0,0
75315,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
77669,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.7083333333333333,5.0,0.08333333333333333,2,0,0
89779,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.375,5.0,0.08333333333333333,2,0,0
86109,2,111,132.14285714285714,0.13095238095238096,0.03571428571428571,48,84,0.3333333333333333,0.0,0.875,5.0,0.041666666666666664,1,0,0
75321,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
68063,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
49346,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
72385,1,0,0.0,0.0,0.0,0,0,0.0,0.25,0.9166666666666666,5.0,0.041666666666666664,1,0,0
50709,2,26,130.0,0.1,0.05,26,20,0.35,0.0,1.1666666666666667,5.0,0.09259259259259259,3,0,0
101312,0,66,140.4255319148936,0.0425531914893617,0.1276595744680851,66,47,0.40425531914893614,0.0,0.0,0.0,0.0,0,0,1
49309,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
81147,2,545,154.39093484419263,0.1388101983002833,0.0821529745042493,83,353,0.34560906515580736,0.0,2.0,5.0,0.06666666666666667,1,0,8
66183,0,122,140.22988505747128,0.06896551724137931,0.05747126436781609,78,87,0.22988505747126436,0.0,0.0,0.0,0.0,0,0,1
78239,2,18,138.46153846153845,0.15384615384615385,0.0,18,13,0.23076923076923078,0.05,1.3666666666666667,5.0,0.1,5,0,0
108529,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0454545454545454,5.0,0.13636363636363635,5,0,0
80639,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.8333333333333334,5.0,0.08333333333333333,1,0,0
104787,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
71379,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.125,5.0,0.041666666666666664,1,0,0
70277,0,434,139.1025641025641,0.12179487179487179,0.05128205128205128,68,312,0.2948717948717949,0.0,0.0,0.0,0.0,0,0,3
106886,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
58408,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.875,5.0,0.041666666666666664,1,0,0
80817,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.1515151515151516,5.0,0.10606060606060606,4,0,0
106418,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
70695,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
81141,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
89889,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
49427,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.2777777777777777,5.0,0.1111111111111111,2,0,0
83439,0,157,212.16216216216216,0.10810810810810811,0.17567567567567569,46,74,0.21621621621621623,0.0,0.0,0.0,0.0,0,0,0
58403,0,274,137.68844221105527,0.16080402010050251,0.02512562814070352,77,199,0.3065326633165829,0.0,0.0,0.0,0.0,0,0,3
80425,0,33,206.25,0.0625,0.1875,33,16,0.125,0.0,0.0,0.0,0.0,0,0,0
104396,0,479,159.66666666666666,0.12666666666666668,0.09,64,300,0.29,0.0,0.0,0.0,0.0,0,0,3
56511,0,83,166.0,0.14,0.1,43,50,0.36,0.0,0.0,0.0,0.0,0,0,0
110981,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
80451,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.6666666666666667,5.0,0.2222222222222222,4,0,0
104922,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
49024,0,20,133.33333333333331,0.13333333333333333,0.0,20,15,0.2,0.0,0.0,0.0,0.0,0,0,0
77887,0,26,78.78787878787878,0.0,0.030303030303030304,26,33,0.36363636363636365,0.0,0.0,0.0,0.0,0,0,0
102735,2,59,178.78787878787878,0.06060606060606061,0.12121212121212122,59,33,0.2727272727272727,0.0,1.0,5.0,0.16666666666666666,1,0,1
67342,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.2222222222222223,5.0,0.1111111111111111,2,0,0
101792,1,0,0.0,0.0,0.0,0,0,0.0,0.05,1.025,5.0,0.11666666666666667,4,0,0
72505,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
54430,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.2916666666666667,5.0,0.08333333333333333,2,0,0
101414,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.3444444444444446,5.0,0.1111111111111111,4,0,0
75347,0,85,139.34426229508196,0.08196721311475409,0.08196721311475409,44,61,0.39344262295081966,0.0,0.0,0.0,0.0,0,0,0
107007,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.2,5.0,0.1,3,0,0
95429,2,163,149.54128440366972,0.11926605504587157,0.11009174311926606,49,109,0.43119266055045874,0.0,2.6666666666666665,5.0,0.3333333333333333,1,0,0
102753,0,310,131.35593220338984,0.1228813559322034,0.029661016949152543,65,236,0.2923728813559322,0.0,0.0,0.0,0.0,0,0,2
99252,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.2,5.0,0.2,1,0,0
101991,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.2,5.0,0.09166666666666666,4,0,0
58341,0,280,191.7808219178082,0.1643835616438356,0.1232876712328767,68,146,0.23972602739726026,0.0,0.0,0.0,0.0,0,0,2
96395,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
55398,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
104045,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.390625,5.0,0.125,4,0,0
96803,0,34,188.88888888888889,0.2777777777777778,0.05555555555555555,34,18,0.2222222222222222,0.0,0.0,0.0,0.0,0,0,0
103597,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.5223880597014925,5.0,0.11940298507462686,3,0,0
108718,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
83915,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.7608695652173914,5.0,0.06521739130434782,2,0,0
104752,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
51491,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.271604938271605,5.0,0.06790123456790123,2,0,0
58772,0,63,185.29411764705884,0.20588235294117646,0.08823529411764706,63,34,0.2647058823529412,0.0,0.0,0.0,0.0,0,0,1
63522,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
111976,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.4466019417475728,5.0,0.10679611650485436,3,0,0
103701,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,5.0,0.041666666666666664,1,0,0
103599,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.8888888888888888,5.0,0.1111111111111111,2,0,0
59610,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
90231,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0714285714285714,5.0,0.07142857142857142,2,0,0
108519,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
94051,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.2333333333333334,5.0,0.1,2,0,0
69697,2,169,211.24999999999997,0.1125,0.175,71,80,0.1875,0.0,0.6666666666666666,5.0,0.16666666666666666,1,0,2
108612,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.6666666666666667,5.0,0.16666666666666666,2,0,0
105938,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.3128205128205128,5.0,0.10256410256410256,4,0,0
94153,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
96532,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
88977,0,64,142.22222222222223,0.15555555555555556,0.044444444444444446,64,45,0.3111111111111111,0.0,0.0,0.0,0.0,0,0,1
85975,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.875,5.0,0.16666666666666666,4,0,0
104758,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.5,5.0,0.125,3,0,0
52319,0,93,147.61904761904762,0.12698412698412698,0.06349206349206349,57,63,0.38095238095238093,0.0,0.0,0.0,0.0,0,0,1
90143,0,39,121.875,0.15625,0.0625,39,32,0.5625,0.0,0.0,0.0,0.0,0,0,0
56832,0,143,166.27906976744185,0.23255813953488372,0.05813953488372093,53,86,0.43023255813953487,0.0,0.0,0.0,0.0,0,0,1
53649,0,226,159.1549295774648,0.176056338028169,0.07042253521126761,61,142,0.3591549295774648,0.0,0.0,0.0,0.0,0,0,1
85763,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.9444444444444444,5.0,0.1388888888888889,3,0,0
84027,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
54369,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.8888888888888888,5.0,0.1111111111111111,2,0,0
62587,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.125,5.0,0.08333333333333333,2,0,0
96335,2,200,172.41379310344826,0.1206896551724138,0.1206896551724138,100,116,0.28448275862068967,0.0,1.6111111111111112,5.0,0.1111111111111111,2,1,2
102738,0,92,167.27272727272725,0.12727272727272726,0.10909090909090909,52,55,0.2909090909090909,0.0,0.0,0.0,0.0,0,0,1
108342,2,58,175.75757575757575,0.09090909090909091,0.15151515151515152,58,33,0.36363636363636365,0.0,2.0,5.0,0.07142857142857142,1,0,1
95329,1,0,0.0,0.0,0.0,0,0,0.0,0.07142857142857142,1.5681818181818181,5.0,0.14772727272727273,5,0,0
110107,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
104817,0,108,156.52173913043478,0.17391304347826086,0.057971014492753624,56,69,0.3188405797101449,0.0,0.0,0.0,0.0,0,0,2
114312,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.1875,5.0,0.10416666666666667,3,0,0
58466,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
70472,0,34,154.54545454545453,0.22727272727272727,0.045454545454545456,34,22,0.45454545454545453,0.0,0.0,0.0,0.0,0,0,0
114254,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
50121,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.160621761658031,5.0,0.08808290155440414,3,0,0
110977,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
77873,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.3333333333333333,5.0,0.08333333333333333,3,0,0
106850,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0555555555555556,5.0,0.1111111111111111,2,0,0
101424,0,121,155.12820512820514,0.16666666666666666,0.05128205128205128,66,78,0.2948717948717949,0.0,0.0,0.0,0.0,0,0,2
56442,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
102574,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
69674,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
105215,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.108695652173913,5.0,0.08695652173913043,3,0,0
79151,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.4659090909090908,5.0,0.09090909090909091,3,0,0
72363,0,324,183.05084745762713,0.23163841807909605,0.07909604519774012,89,177,0.3107344632768362,0.0,0.0,0.0,0.0,0,0,4
66691,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
87569,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.4634146341463414,5.0,0.04878048780487805,1,0,0
110638,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
48777,0,69,153.33333333333334,0.17777777777777778,0.06666666666666667,47,45,0.35555555555555557,0.0,0.0,0.0,0.0,0,0,0
110604,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
66259,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
106837,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.8,5.0,0.16,5,0,0
114297,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
52656,0,10,66.66666666666666,0.06666666666666667,0.0,10,15,0.5333333333333333,0.0,0.0,0.0,0.0,0,0,0
108645,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
61690,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
101804,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
104825,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.3076923076923077,5.0,0.15384615384615385,2,0,0
114290,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
89105,0,125,178.57142857142858,0.12857142857142856,0.11428571428571428,61,70,0.2571428571428571,0.0,0.0,0.0,0.0,0,0,1
104818,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
68405,0,48,145.45454545454547,0.15151515151515152,0.06060606060606061,29,33,0.3939393939393939,0.0,0.0,0.0,0.0,0,0,0
103611,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
53330,2,29,126.08695652173914,0.17391304347826086,0.0,29,23,0.30434782608695654,0.0,1.0842105263157895,5.0,0.12631578947368421,4,0,0
89925,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.3888888888888888,5.0,0.08333333333333333,2,0,0
80247,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.5,5.0,0.1111111111111111,2,0,0
101328,1,0,0.0,0.0,0.0,0,0,0.0,0.0,2.0833333333333335,5.0,0.16666666666666666,2,0,0
110603,0,62,221.42857142857144,0.14285714285714285,0.17857142857142858,62,28,0.21428571428571427,0.0,0.0,0.0,0.0,0,0,1
69729,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.375,5.0,0.14583333333333334,4,0,0
101744,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
68020,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
111116,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.9166666666666667,5.0,0.08333333333333333,1,0,0
110974,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
111042,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.8541666666666666,5.0,0.125,3,0,0
102751,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
108673,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
101791,0,94,218.60465116279067,0.11627906976744186,0.20930232558139536,61,43,0.3023255813953488,0.0,0.0,0.0,0.0,0,0,1
110679,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
106914,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
84659,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
50309,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
83741,2,155,212.32876712328766,0.1232876712328767,0.2054794520547945,100,73,0.3287671232876712,0.0,2.0,5.0,0.08333333333333333,1,1,2
104260,0,140,222.22222222222223,0.14285714285714285,0.2222222222222222,65,63,0.38095238095238093,0.0,0.0,0.0,0.0,0,0,2
101425,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
114592,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
88945,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
58488,1,0,0.0,0.0,0.0,0,0,0.0,0.0,2.111111111111111,5.0,0.05555555555555555,1,0,0
116042,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
63314,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.3043478260869565,5.0,0.043478260869565216,1,0,0
104755,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
104757,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
57022,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
74477,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
102870,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
103088,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
63101,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
115076,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
2281,0,854,126.14475627769572,0.15214180206794684,0.023633677991137372,75,677,0.38847858197932056,0.0,0.0,0.0,0.0,0,0,5
7130,0,50,151.5151515151515,0.15151515151515152,0.06060606060606061,50,33,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,1
2232,2,1066,115.86956521739131,0.11739130434782609,0.02391304347826087,89,920,0.375,0.0,1.1126126126126126,5.0,0.08108108108108109,3,0,10
12049,2,195,140.28776978417267,0.12949640287769784,0.050359712230215826,77,139,0.26618705035971224,0.0,2.3333333333333335,5.0,0.16666666666666666,1,0,1
3947,0,162,154.2857142857143,0.11428571428571428,0.05714285714285714,50,105,0.23809523809523808,0.0,0.0,0.0,0.0,0,0,1
7987,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.8666666666666667,5.0,0.1,2,0,0
8244,0,9,90.0,0.1,0.0,9,10,0.4,0.0,0.0,0.0,0.0,0,0,0
2292,1,0,0.0,0.0,0.0,0,0,0.0,0.0,1.4210526315789473,5.0,0.05263157894736842,1,0,0
2024,2,462,124.19354838709677,0.12096774193548387,0.0456989247311828,86,372,0.40591397849462363,0.0,0.8939393939393939,5.0,0.07575757575757576,2,0,3
2230,0,28,84.84848484848484,0.030303030303030304,0.030303030303030304,28,33,0.5151515151515151,0.0,0.0,0.0,0.0,0,0,0
11984,2,364,138.93129770992368,0.08015267175572519,0.08778625954198473,71,262,0.3702290076335878,0.0,1.7391304347826086,5.0,0.17391304347826086,2,0,2
19647,-1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
7704,2,48,104.34782608695652,0.06521739130434782,0.043478260869565216,48,46,0.4782608695652174,0.0,1.2,5.0,0.14285714285714285,3,0,0
7129,2,13,76.47058823529412,0.0,0.0,13,17,0.29411764705882354,0.0,1.2878787878787878,5.0,0.07575757575757576,3,0,0
7136,2,21,105.0,0.1,0.0,21,20,0.4,0.029411764705882353,1.0784313725490196,5.0,0.06372549019607843,2,0,0
