player_id,name,matches,strike rate in all matches combined,Strike rate denominator,Total Runs Scored in all matches combined,no. of fours,no. of sixes,highest runs scored in a match,Balls Played till now,no. of dot_balls,maiden_overs,run conceded,Average Economy Rate Denominator,Average Economy Rate,no. of wickets,no. of balls thrown,highest wickets taken in a match,total centuries,total halfcenturies,total catches,total stumps,total direct_runouts,total indirect_runouts,total avg fp
ec4dada1,MN Waller,25,134.61347826086958,23,507,36,24,68,360,8,0,42,3,0.0,0,30,0,0,1,8,0,0,2,37.64
4a36c370,N Madziva,12,79.86124999999998,8,62,4,3,28,61,90,0,346,12,8.813333333333334,12,239,4,0,0,2,0,0,0,45.166666666666664
a945bb28,T Muzarabani,7,,1,0,0,0,0,2,46,0,218,7,9.98857142857143,5,132,2,0,0,1,0,1,0,26.428571428571427
26a85969,R Dhawan,40,122.95434782608694,23,211,18,7,25,189,225,1,960,37,8.534594594594596,26,686,2,0,0,11,0,2,1,35.15
99d63244,KM Jadhav,104,112.96620689655174,87,1330,114,43,69,1068,0,0,0,0,0.0,0,0,0,0,5,32,7,0,7,24.865384615384617
93b4fc78,MK Pandey,210,107.6867724867725,189,4568,384,130,114,3735,0,0,0,0,0.0,0,0,0,1,26,92,0,4,10,39.48571428571429
a1d3540a,PJ Moor,17,142.83466666666664,15,313,19,21,92,238,0,0,0,0,0.0,0,0,0,0,1,4,0,0,0,34.88235294117647
d2a989fc,DS Kulkarni,94,,21,105,7,2,28,109,790,7,2562,94,8.73276595744681,89,1835,4,0,0,22,0,1,1,38.255319148936174
d8b2f218,BB Sran,26,,6,10,0,0,3,13,208,0,813,26,9.566153846153846,24,531,4,0,0,4,0,1,1,34.0
0fdabe05,V Sibanda,23,93.0495652173913,23,446,42,11,59,440,0,0,0,0,0.0,0,0,0,0,1,10,0,1,0,34.78260869565217
f55c526f,T Maruma,10,82.99999999999999,9,86,5,4,23,87,0,0,0,0,0.0,0,0,0,0,0,3,0,0,0,15.2
5bbabe59,TL Chatara,53,,10,23,1,0,6,49,514,3,1389,53,7.718113207547172,57,1131,3,0,0,7,0,2,2,43.39622641509434
e186f49c,Mashrafe Mortaza,43,113.23000000000002,30,241,24,12,33,170,334,0,1264,42,8.285,30,913,2,0,0,7,0,1,3,39.13953488372094
a354c917,NT Broom,11,99.76285714285714,7,73,8,1,36,68,0,0,0,0,0.0,0,0,0,0,0,4,0,0,0,13.545454545454545
7147f314,Sabbir Rahman,43,101.91953488372093,43,939,88,29,80,777,25,0,78,8,0.0,6,67,3,0,4,22,0,1,3,46.18604651162791
0a8fce53,Mustafizur Rahman,155,,34,79,1,5,9,127,1411,7,4499,154,8.022922077922079,187,3414,6,0,0,27,0,0,3,45.696774193548386
8919756f,Mosaddek Hossain,28,101.27,26,296,19,10,34,262,102,1,354,21,8.045238095238094,15,280,5,0,0,11,0,0,0,38.75
d027ba9f,KS Williamson,170,114.34341463414634,164,4669,429,123,106,3730,36,0,195,14,0.0,6,136,2,1,36,83,0,2,3,50.970588235294116
af2c687b,C Munro,78,0.0,72,1906,152,115,109,1240,32,0,201,14,0.0,4,130,1,3,14,21,0,1,0,49.1025641025641
e84ac20c,MJ Henry,26,,4,12,2,0,10,10,226,1,796,25,9.1368,27,540,3,0,0,4,0,1,0,37.807692307692314
bf1d7d3e,Mahmudullah,124,110.8454385964912,114,2195,165,70,64,1833,261,1,994,69,0.0,32,788,3,0,8,40,0,1,2,40.83870967741937
2f9d0389,LH Ferguson,87,,17,95,6,4,24,76,814,4,2534,87,8.391149425287354,111,1853,5,0,0,21,0,0,4,49.839080459770116
4d9f9686,Soumya Sarkar,83,0.0,81,1434,143,54,68,1157,66,0,416,26,9.573846153846153,12,270,2,0,5,43,0,2,2,39.01204819277108
d365d463,Nurul Hasan,46,104.13243902439022,41,445,27,16,42,373,0,0,0,0,0.0,0,0,0,0,0,21,9,3,3,22.413043478260878
3b041a12,Tamim Iqbal,64,110.43593750000001,64,1556,163,45,103,1254,0,0,0,0,0.0,0,0,0,1,8,15,0,0,0,43.25
5fbe14fc,Imrul Kayes,14,0.0,13,119,14,3,36,133,0,0,0,0,0.0,0,0,0,0,0,4,0,0,0,15.642857142857142
f92c9151,TC Bruce,17,105.94117647058823,17,279,24,7,59,228,0,0,0,0,0.0,0,0,0,0,2,15,0,0,0,33.70588235294116
e4a0deae,MJ Santner,125,,82,791,59,27,77,660,1026,2,3057,123,7.3425203252032505,135,2598,4,0,1,48,0,4,2,51.664
7dc35884,Shakib Al Hasan,179,105.09777070063703,157,3023,300,69,84,2450,1409,3,4530,175,7.323485714285714,188,3760,5,0,14,43,0,4,8,68.88268156424584
94d7f855,C de Grandhomme,66,109.1049152542373,59,808,45,48,59,587,149,0,787,40,9.360249999999999,18,537,3,0,3,26,0,0,2,33.742424242424235
f56cd097,Rubel Hossain,26,52.222500000000004,12,20,1,0,8,35,177,0,856,25,9.576400000000001,26,532,3,0,0,1,0,1,0,36.73076923076923
8abdf100,CJ Anderson,72,106.95777777777778,63,1235,80,66,95,972,244,0,1126,49,0.0,27,729,2,0,6,32,0,1,0,45.75
397f4d3a,BM Wheeler,6,,3,37,3,2,30,28,53,0,216,6,10.264999999999999,7,128,2,0,0,1,0,0,0,48.833333333333336
0fa5042b,L Ronchi,38,,30,393,36,15,51,290,0,0,0,0,0.0,0,0,0,0,1,28,6,2,7,27.657894736842106
9219eff0,JDS Neesham,92,126.20791666666666,72,1036,78,53,48,702,294,0,1402,65,0.0,46,903,3,0,0,39,0,0,2,39.45652173913044
641ac5ff,IS Sodhi,126,,37,195,11,9,19,201,847,1,3431,121,8.213388429752065,146,2584,4,0,0,37,0,0,0,43.19047619047618
a818c1be,TA Boult,162,,33,138,8,5,17,135,1635,12,5063,162,8.276790123456795,199,3682,4,0,0,56,0,4,0,49.58024691358026
ef18b66e,Taskin Ahmed,69,,32,191,17,6,31,192,673,3,1869,67,8.123582089552238,77,1434,4,0,0,9,0,1,0,47.46376811594202
21e5f325,TA Blundell,9,,8,91,10,0,30,93,0,0,0,0,0.0,0,0,0,0,0,3,0,0,0,18.11111111111111
462d7c62,D Paterson,8,,2,5,1,0,4,2,68,0,269,8,8.896249999999998,9,179,4,0,0,1,0,1,0,46.25
13c35c9e,TG Southee,177,115.69730158730162,63,410,26,22,39,310,1585,7,5525,174,8.52977011494252,208,3921,5,0,0,87,0,1,6,49.011299435028235
ab6b1c45,AL Phehlukwayo,42,,25,166,16,5,27,150,245,0,1127,39,9.137948717948717,50,748,4,0,0,9,0,0,2,46.785714285714285
c4487b84,AB de Villiers,248,130.57909871244638,233,6639,535,304,133,4461,0,0,0,0,0.0,0,0,0,3,52,169,14,7,24,54.108870967741936
dce2019b,F Behardien,41,122.609696969697,33,532,39,16,64,416,11,0,27,3,0.0,3,30,2,0,1,15,0,0,1,26.195121951219512
9a46c4e5,GD Phillips,89,128.09543209876543,81,1976,139,97,108,1399,59,0,199,17,0.0,8,158,3,2,12,52,2,1,1,46.168539325842715
fb66ce1f,CH Morris,103,111.47854838709678,62,751,53,40,82,499,900,3,3053,103,8.393883495145634,126,2200,4,0,3,44,0,2,6,59.85436893203884
3355b542,F du Plessis,193,123.01919786096259,187,6058,555,215,119,4449,5,0,19,3,0.0,0,14,0,1,48,105,0,3,3,59.07253886010363
acee4cc4,Imran Tahir,96,,12,52,6,1,13,55,732,1,2658,96,7.5882291666666655,143,2143,5,0,0,20,0,0,2,53.59375
3a60e0b5,WD Parnell,89,89.63058823529413,34,239,17,5,29,259,740,5,2504,88,8.501477272727275,94,1817,5,0,0,16,0,2,2,43.96629213483146
2e8994e7,JP Duminy,157,118.91950704225351,142,3827,253,144,96,3057,391,0,1448,89,0.0,44,1141,4,0,25,59,0,1,2,53.37579617834395
e798611a,HM Amla,59,112.57152542372881,59,1849,205,47,104,1366,0,0,0,0,0.0,0,0,0,2,13,19,0,0,1,57.40677966101695
372455c4,Q de Kock,197,0.0,194,5694,573,224,140,4163,0,0,0,0,0.0,0,0,0,3,42,150,33,2,21,60.74111675126903
8d92a2c3,MA Wood,42,,10,39,3,1,10,35,379,0,1283,41,8.8890243902439,63,872,5,0,0,8,0,0,1,52.976190476190474
42172c3c,JT Smuts,13,0.0,13,174,18,6,45,165,42,0,181,10,9.304,1,136,1,0,0,1,0,0,0,28.692307692307693
d1c36f5c,JJ Roy,84,121.57273809523812,84,2131,227,91,91,1540,0,0,0,0,0.0,0,0,0,0,12,29,0,0,3,49.01190476190476
b8cc58c9,RR Hendricks,77,113.96815789473685,76,2242,247,62,117,1695,10,0,62,3,0.0,0,29,0,1,18,32,0,0,0,54.12987012987013
99b75528,JC Buttler,238,,225,7080,672,313,124,4786,0,0,0,0,0.0,0,0,0,8,53,130,14,5,20,59.680672268907564
ffe699c0,CJ Jordan,128,,63,505,32,24,36,399,909,3,3985,127,9.282440944881891,139,2615,4,0,0,61,0,2,6,47.50781250000001
d2a6c0e6,EJG Morgan,196,,178,3849,297,184,91,2928,0,0,0,0,0.0,0,0,0,0,19,81,0,6,8,37.74999999999999
8836fcac,M Mosehle,7,,6,105,6,9,36,65,0,0,0,0,0.0,0,0,0,0,0,6,2,0,1,39.857142857142854
f0a0204e,MS Crane,2,,0,0,0,0,0,0,16,0,62,2,7.75,1,48,1,0,0,0,0,0,0,21.5
abb83e27,JM Bairstow,129,126.11173553719006,121,3256,313,145,114,2303,0,0,0,0,0.0,0,0,0,2,22,73,5,2,5,51.06976744186046
d67d5f00,DA Miller,258,127.27974576271183,236,5509,374,264,106,3921,0,0,0,0,0.0,0,0,0,3,25,157,1,7,11,42.13565891472866
7f048519,DJ Willey,53,,28,259,22,11,33,218,426,2,1479,53,8.513396226415097,55,1057,4,0,0,21,0,1,0,49.24528301886792
92aeac25,AD Hales,79,118.86999999999999,78,2172,233,75,116,1559,0,0,0,0,0.0,0,0,0,1,13,40,0,0,1,53.063291139240505
a03bba42,T Shamsi,74,,14,12,0,0,4,31,571,1,2057,74,7.929459459459459,89,1618,5,0,0,13,0,0,0,43.7027027027027
4a461c24,LA Dawson,11,,5,57,8,2,34,35,64,0,243,11,7.863636363636363,6,204,3,0,0,2,0,0,0,33.90909090909091
c16d4035,SW Billings,67,,60,981,81,36,87,751,0,0,0,0,0.0,0,0,0,0,5,36,3,1,2,29.71641791044776
11614d87,D Pretorius,37,,22,305,25,18,77,187,199,0,943,34,8.707941176470586,41,654,5,0,1,9,0,0,1,52.08108108108109
e86754b2,TK Curran,43,,22,191,11,7,54,163,250,1,1345,42,10.393095238095235,42,826,4,0,1,10,0,0,0,39.465116279069775
5bb5a915,M Morkel,107,0.0,26,147,14,6,23,104,1101,3,3173,107,7.923644859813083,110,2419,4,0,0,16,0,4,3,43.57009345794392
50c6bc2b,LS Livingstone,98,134.46058823529407,85,1865,117,125,103,1189,263,1,1237,63,0.0,44,834,3,1,9,42,0,0,3,53.26530612244897
9a963804,LE Plunkett,27,,11,43,3,1,18,37,211,0,816,27,8.799629629629631,28,578,3,0,0,9,0,0,0,40.0
ad9c32a2,DJ Malan,62,115.5101666666667,60,1900,195,63,103,1422,2,0,27,1,0.0,1,12,1,1,17,22,0,0,0,57.01612903225808
0ebfb1ad,E Lewis,81,119.80746835443038,79,2121,175,149,125,1394,0,0,0,0,0.0,0,0,0,2,17,23,0,0,3,52.82716049382717
650d5e49,R Powell,113,122.83393939393935,99,2079,119,143,107,1462,25,0,236,15,0.0,5,131,2,1,10,59,0,0,3,38.61061946902658
4a745f65,AR Nurse,13,138.63125,8,85,7,3,20,70,70,0,320,13,7.91,8,240,2,0,0,6,0,0,0,35.15384615384615
9d430b40,SP Narine,224,121.68873015873014,126,1689,177,102,109,1060,2079,4,5704,221,6.7676470588235285,228,5117,5,1,8,38,0,2,5,56.80357142857142
bbff906c,CAK Walton,16,77.05285714285715,14,174,14,10,40,169,0,0,0,0,0.0,0,0,0,0,0,9,2,0,1,24.625
a343262c,JE Root,34,107.00066666666665,30,891,92,15,90,711,32,0,156,10,10.95,6,96,2,0,5,18,0,0,0,52.794117647058826
4180d897,JE Taylor,29,138.598,15,114,10,5,21,90,246,1,900,29,9.259310344827584,29,597,3,0,0,7,0,1,1,44.58620689655172
249d60c9,AU Rashid,125,88.97205128205128,39,177,14,2,22,190,941,1,3264,120,7.8239166666666655,131,2618,4,0,0,34,0,1,1,41.656
a757b0d8,KA Pollard,287,133.28125506072882,247,4956,312,322,87,3425,665,0,3347,167,9.279281437125755,108,2302,4,0,22,142,0,5,9,47.327526132404195
78cb83f3,KOK Williams,20,79.14200000000001,5,19,1,1,13,17,131,1,689,20,10.607000000000001,25,416,4,0,0,5,0,1,0,44.35
f846de6a,MN Samuels,72,97.60304347826086,69,1499,132,60,85,1351,227,0,797,37,0.0,29,627,3,0,8,13,0,0,1,51.40277777777778
e342e5fb,CR Brathwaite,53,126.36076923076922,39,470,23,35,43,371,289,1,1358,51,9.292745098039214,40,903,3,0,0,23,0,2,0,44.735849056603776
db584dad,CH Gayle,215,125.6566350710901,211,6736,549,476,175,4596,300,0,1143,65,0.0,36,884,3,7,52,48,0,0,0,67.70232558139529
ba607b88,V Kohli,369,118.86241573033703,356,11983,1057,388,113,8948,99,0,576,39,0.0,8,403,2,8,101,165,0,10,12,59.89159891598916
e087956b,BA Stokes,86,124.03999999999998,77,1511,122,54,107,1139,444,3,1840,72,9.086249999999996,51,1259,3,2,5,43,0,2,6,55.41860465116279
9170ff49,Parvez Rasool,12,79.888,5,22,1,0,10,26,68,0,305,12,9.179999999999998,5,222,1,0,0,3,0,0,0,21.083333333333332
1dc12ab9,SK Raina,279,119.49072519083968,262,7082,644,261,101,5161,407,0,1586,96,7.885729166666667,38,1257,2,2,46,148,0,7,10,54.4551971326165
bb351c23,MM Ali,157,,129,2342,179,134,93,1634,603,1,2275,122,8.416885245901643,85,1745,4,0,13,43,0,4,3,48.85350318471336
96fd40ae,A Nehra,114,,22,69,4,3,22,99,1068,2,3295,114,8.001315789473686,137,2472,4,0,0,22,0,2,3,45.859649122807
1c914163,Yuvraj Singh,181,115.21828402366862,169,3711,285,206,83,2835,402,0,1522,101,0.0,60,1245,4,0,19,41,0,5,6,50.70165745856354
245c97cb,TS Mills,26,,9,16,0,2,7,26,192,1,836,26,9.94807692307692,25,531,3,0,0,3,0,0,2,35.03846153846154
dbe50b21,HH Pandya,249,139.85615740740744,216,4279,317,228,91,2963,1199,3,4688,193,8.995544041450776,158,3211,4,0,15,121,0,4,3,56.22489959839358
6b19d823,A Mishra,172,,55,381,31,5,31,417,1316,5,4429,172,7.573023255813954,190,3599,5,0,0,24,0,3,7,44.110465116279066
919a3be2,RR Pant,183,126.06543352601162,173,4439,401,195,128,3111,0,0,0,0,0.0,0,0,0,1,22,112,34,2,12,50.91256830601093
8cf9814c,Mohammed Shami,134,,26,81,6,3,21,89,1234,3,4207,134,8.744104477611936,151,2920,4,0,0,20,0,5,6,43.55223880597016
2e81a32d,B Kumar,262,,84,373,30,3,27,419,2600,17,7170,261,7.574291187739463,266,5677,5,0,0,48,0,6,4,43.729007633587784
bd17b45f,STR Binny,98,,68,915,68,36,48,711,214,0,818,66,8.121212121212118,23,624,2,0,0,19,0,1,3,25.918367346938776
1bae756b,ADS Fletcher,59,,56,973,65,53,84,874,0,0,0,0,0.0,0,0,0,0,6,23,3,2,5,32.22033898305085
87e562a9,DJ Bravo,243,122.18943181818177,176,2741,190,118,70,2214,1487,3,6365,229,8.475938864628827,259,4539,4,0,9,120,0,12,9,58.06995884773662
89f64c19,LMP Simmons,92,0.0,90,2552,244,110,100,2056,14,0,106,6,0.0,7,61,4,1,21,44,0,3,3,55.57608695652174
495d42a5,R Ashwin,272,,107,984,78,32,50,832,2180,7,7058,270,7.402222222222219,247,5904,4,0,1,56,0,2,9,42.27573529411766
29e95537,AM Rahane,205,104.71178010471205,191,5017,511,109,105,4088,2,0,5,1,0.0,1,6,1,2,33,86,0,2,7,44.380487804878065
740742ef,RG Sharma,404,115.4347058823529,391,10576,953,473,118,7832,104,0,567,40,0.0,16,401,4,6,79,159,0,6,8,51.29207920792077
bbd41817,AD Russell,207,148.23122093023255,172,3541,234,298,88,2038,1024,0,4481,182,9.918956043956051,172,2850,5,0,14,56,0,4,5,62.56521739130435
09a9d073,J Charles,58,106.00456140350879,57,1294,139,61,118,989,0,0,0,0,0.0,0,0,0,1,6,20,2,0,1,44.3448275862069
76388dc8,S Badree,60,,18,54,1,1,14,85,611,4,1459,60,6.7988333333333335,61,1314,4,0,0,9,0,1,1,44.666666666666664
fe93fd9d,RA Jadeja,310,,218,3467,253,121,62,2664,1772,3,6484,279,8.00695340501792,211,5125,5,0,3,127,0,8,24,47.80000000000002
5eea345c,Khalid Latif,12,92.41833333333334,12,237,25,6,59,224,0,0,0,0,0.0,0,0,0,0,1,4,0,1,0,36.083333333333336
2911de16,Hasan Ali,50,,17,129,7,11,23,66,386,3,1455,49,8.534081632653063,59,1009,4,0,0,12,0,3,0,48.68
8a75e999,Babar Azam,126,113.0842857142857,119,4172,443,73,122,3211,0,0,0,0,0.0,0,0,0,3,38,50,0,0,4,58.809523809523824
2254ab79,Sarfraz Ahmed,61,,40,818,79,16,89,652,0,0,0,0,0.0,0,0,0,0,3,36,10,2,3,29.442622950819672
3086f7a4,Mohammad Nawaz (3),57,,36,468,37,24,45,346,387,1,1318,54,7.476666666666667,49,1048,3,0,0,25,0,0,1,50.175438596491226
64c34cd0,Shoaib Malik,117,,103,2181,180,59,75,1730,192,0,717,50,8.145199999999999,25,555,2,0,7,50,0,1,1,41.350427350427346
193ef196,Sharjeel Khan,20,127.05588235294117,17,388,51,14,59,288,0,0,0,0,0.0,0,0,0,0,2,6,0,0,0,39.0
64d43928,Sohail Tanvir,60,,26,220,19,8,41,184,576,0,1558,60,7.501499999999999,66,1275,6,0,0,10,0,0,6,49.9
b3118300,Wahab Riaz,36,,14,154,10,7,30,123,281,2,991,35,8.470285714285712,34,710,3,0,0,6,0,0,1,43.305555555555564
