player_id,name,matches,strike rate in all matches combined,Strike rate denominator,Total Runs Scored in all matches combined,no. of fours,no. of sixes,highest runs scored in a match,Balls Played till now,no. of dot_balls,maiden_overs,run conceded,Average Economy Rate Denominator,Average Economy Rate,no. of wickets,no. of balls thrown,highest wickets taken in a match,total centuries,total halfcenturies,total catches,total stumps,total direct_runouts,total indirect_runouts,total avg fp
910584a7,Usman Waheed,3,79.92333333333333,3,44,4,1,28,38,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,24.0
78fcc740,Pavandeep Singh,61,67.19666666666667,12,17,0,0,4,38,716,6,1349,61,6.078360655737705,74,1361,4,0,0,12,0,1,0,51.91803278688525
bfe33045,Nawaf Ahmed,8,,3,10,1,1,10,9,36,0,128,7,8.667142857142858,4,93,2,0,0,3,0,1,0,26.25
2edb4286,S Varathappan,1,90.0,1,9,2,0,9,10,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,17.0
b25a3800,Meet Bhavsar,54,115.15537037037039,54,1390,118,46,89,1060,71,1,171,12,0.0,9,170,3,0,11,23,2,0,5,54.48148148148148
324edd0c,Jandu Hamoud,2,,1,2,0,0,2,4,12,0,48,2,9.585,2,30,2,0,0,0,0,0,0,32.0
d482c8b8,Musawar Shah,9,,1,1,0,0,1,1,83,1,215,9,6.963333333333334,14,186,3,0,0,2,0,0,0,59.77777777777778
62141a22,Gayan Munaweera,18,,10,58,6,2,22,43,136,1,470,18,8.49111111111111,20,336,2,0,0,6,0,1,0,47.888888888888886
7fa79e6a,Qalandar Khan,1,147.06,1,25,1,2,25,17,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,47.0
a300e810,PRP Boissevain,6,0.0,2,7,0,0,7,14,51,0,198,6,8.721666666666666,6,138,2,0,0,2,0,0,0,38.666666666666664
95d3c4a6,TS Braat,5,133.33499999999998,2,31,4,1,26,29,31,0,136,5,9.45,6,84,2,0,0,1,0,0,0,49.6
3a7ea906,VJ Kingma,23,0.0,5,9,0,0,4,17,239,1,621,23,7.9113043478260865,21,473,4,0,0,2,0,0,0,38.04347826086956
3df3f50b,Waheed Ahmed,13,132.18583333333333,12,124,6,9,45,105,65,0,226,12,7.208333333333333,7,186,3,0,0,2,0,0,0,38.61538461538461
07b6f54c,DDP D'Silva,8,77.38666666666667,6,91,5,0,29,108,0,0,0,0,0.0,0,0,0,0,0,3,0,0,0,17.125
d07dbc28,Zawar Farid,14,122.0323076923077,13,157,11,8,55,121,30,0,155,7,0.0,3,108,1,0,1,6,0,0,0,30.0
9ac1dc9f,Qadeer Ahmed,9,,4,7,1,0,5,10,75,1,236,9,8.537777777777778,7,168,2,0,0,2,0,2,0,35.22222222222222
62c713bf,AJ Staal,12,100.27799999999999,10,107,7,7,28,75,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,14.916666666666666
383dd431,TD Astle,5,40.0,2,4,0,0,3,10,27,0,118,5,9.532,7,78,4,0,0,3,0,0,0,52.8
0605de92,HD Rutherford,8,0.0,7,151,12,9,62,105,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,35.375
de063a39,LD Madushanka,3,51.20666666666667,3,22,1,0,20,29,5,0,36,1,0.0,0,24,0,0,0,0,0,0,0,10.333333333333334
9d1d34bd,Taijul Islam,1,,0,0,0,0,0,0,9,0,26,1,8.67,1,18,1,0,0,0,0,0,0,34.0
fbcfa528,T Munyonga,23,,17,244,16,4,44,232,36,0,64,5,0.0,3,78,1,0,0,7,0,0,1,23.782608695652176
3abe1ef6,A Ndlovu,7,78.33333333333333,3,10,1,0,5,13,47,1,176,7,9.071428571428571,2,126,1,0,0,1,0,0,0,19.0
2f0d7e4a,RW Chakabva,44,0.0,44,563,51,23,48,464,0,0,0,0,0.0,0,0,0,0,0,22,2,0,7,26.886363636363637
1274d7ab,Nazmul Hossain Shanto,45,102.94139534883722,43,932,86,18,71,854,5,0,26,3,0.0,0,18,0,0,4,25,0,1,1,37.40000000000001
c7537f8a,TS Fray,28,0.0,26,406,33,7,62,441,0,0,0,0,0.0,0,0,0,0,1,7,0,0,0,23.071428571428573
e1592949,KS Leverock,25,0.0,25,701,61,41,103,460,202,0,468,22,6.8881818181818195,24,412,4,1,4,12,0,1,0,94.12
30baaf1f,TP Allen,5,178.51666666666668,3,27,0,3,11,17,9,0,28,2,11.25,1,18,1,0,0,3,0,0,0,21.4
519c30cb,CJ Gannon,4,166.66666666666666,3,12,0,1,7,9,21,0,68,3,7.916666666666667,3,54,2,0,0,2,0,0,0,33.5
c6e10e5c,NK Patel,20,90.19,11,115,9,2,28,105,191,1,362,20,6.4455,26,382,4,0,0,8,0,0,1,61.19999999999999
56f53516,DAP Darrell,10,67.00333333333334,9,75,1,5,30,84,0,0,0,0,0.0,0,0,0,0,0,4,0,0,1,14.7
7bbeac6d,GH O'Brien,9,,4,25,1,1,7,29,102,2,212,9,7.078888888888889,10,189,2,0,0,2,0,0,0,53.22222222222222
94a1827c,OGL Bascome,21,105.2721052631579,19,269,23,13,49,229,29,0,101,6,0.0,7,85,4,0,0,4,1,0,0,35.095238095238095
52f96571,RJ Trott,15,,7,30,3,0,19,56,101,1,306,14,6.887142857142857,16,276,4,0,0,2,0,0,0,41.53333333333333
f86ce673,AC Douglas,17,111.65733333333334,15,334,30,21,74,234,57,0,115,8,0.0,12,116,5,0,2,10,0,0,0,66.17647058823529
f1eb3c73,DMW Rawlins,24,134.6039130434783,23,722,54,49,91,460,255,2,481,23,5.938260869565218,26,498,4,0,6,19,0,0,0,108.20833333333333
ab126ea8,JE Pitcher,9,62.120000000000005,3,10,0,0,5,19,33,0,102,6,8.223333333333334,2,78,1,0,0,4,0,0,0,13.88888888888889
3cc58287,O Bascome,13,91.67272727272729,11,146,11,8,37,142,0,0,0,0,0.0,0,0,0,0,0,9,2,0,1,26.307692307692307
0e0afd8b,MO Jones,15,90.99727272727273,11,90,1,3,27,106,134,0,251,14,6.441428571428571,14,266,3,0,0,5,0,0,1,47.86666666666667
5dc19220,GM Strydom,6,70.04833333333333,6,97,6,5,49,89,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,28.833333333333332
2f1c0815,D Cato,3,45.846666666666664,3,30,2,0,20,58,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,8.0
95c434f7,GDR Eranga,8,,1,1,0,0,1,1,82,1,192,8,6.71875,10,168,3,0,0,1,0,0,0,50.625
0e6c2f00,AF Ifill,19,71.32461538461538,13,89,5,1,25,146,177,1,411,19,7.466842105263158,19,356,3,0,0,7,0,0,0,48.05263157894737
f8c72766,D Heyliger,42,175.30793103448275,29,345,22,24,30,204,343,0,1006,41,7.885121951219514,42,786,5,0,0,8,0,1,1,53.523809523809526
9025e58f,Junaid Siddiqui,20,,6,30,0,1,13,33,185,3,372,20,5.805,14,391,3,0,0,3,0,1,0,38.150000000000006
82e81007,Hamza Tariq,23,104.45722222222223,18,207,13,10,55,144,0,0,0,0,0.0,0,0,0,0,1,13,5,1,0,22.82608695652174
f28a60e0,Saad Bin Zafar,46,,24,382,34,12,33,302,436,7,1000,44,6.568181818181819,52,942,3,0,0,19,0,0,1,63.21739130434783
b3bad3f2,NR Kumar,34,111.88129032258064,31,673,48,25,83,529,63,0,166,11,0.0,6,156,2,0,4,16,0,1,0,43.76470588235294
e258a603,N Dutta,24,158.2642857142857,7,80,5,5,27,50,178,1,505,24,6.908333333333332,24,451,4,0,0,5,0,0,1,45.166666666666664
0f71478c,YSD Seneveratne,18,0.0,18,495,40,27,150,406,7,0,28,3,9.333333333333334,0,18,0,1,4,5,0,0,0,50.55555555555556
d465c6d7,C Wright,22,78.29733333333334,15,97,3,3,20,112,181,0,376,19,6.051578947368422,24,365,3,0,0,10,0,2,1,52.0
3a026eb4,Rizwan Cheema,16,0.0,16,141,11,9,32,126,47,0,187,8,0.0,5,144,1,0,0,6,0,0,0,29.4375
c8a18d94,C Hauptfleisch,5,53.504,5,69,4,2,42,84,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,23.0
cbabd6ad,NS Dhaliwal,34,114.11212121212124,33,937,74,42,69,714,31,0,61,6,5.5,4,60,1,0,8,13,0,1,1,55.5294117647059
1d6e8f52,T Taylor,17,72.37230769230769,13,96,3,5,19,125,130,0,302,15,7.044,15,270,3,0,0,4,0,0,0,44.05882352941177
f80682f8,Ravinderpal Singh,32,115.69333333333333,27,585,41,34,101,396,2,0,14,2,0.0,2,7,2,1,2,19,0,0,0,38.96875000000001
f06b5585,P Manning,13,0.0,13,138,10,1,31,202,38,0,130,9,7.881111111111112,5,102,2,0,0,4,0,0,0,29.92307692307692
e52eb657,KR Ebanks,5,,4,15,1,0,8,27,27,0,104,5,9.7,1,66,1,0,0,0,0,0,0,12.6
6db7068e,RA Thomas,7,68.81142857142858,7,72,7,1,18,91,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,15.714285714285714
04cf2e94,A Morris,17,,10,14,0,0,5,32,205,4,327,17,5.235294117647059,24,379,4,0,0,1,0,0,0,61.94117647058823
819574ef,OR Willis,5,32.5,5,19,0,1,15,41,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,8.6
684dc2da,Abraash Khan,6,,4,66,7,1,22,60,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,18.0
dab18aa5,DL Brangman,24,0.0,9,59,5,1,23,61,265,5,368,24,6.235833333333335,36,456,5,0,0,4,0,0,1,62.583333333333336
91136091,LHB Harrington-Myers,4,60.59,4,32,1,1,17,39,11,0,26,2,8.665,2,24,2,0,0,0,0,0,0,28.75
c725d464,A Gavde,1,16.67,1,1,0,0,1,6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0
a6bab2a9,K Gore,7,,3,47,4,2,31,28,74,2,106,7,6.404285714285714,10,126,3,0,0,3,0,0,0,73.0
679302a1,Z McLaughlin,3,,2,6,0,0,4,16,24,0,55,3,8.07,2,43,2,0,0,0,0,0,0,28.0
3fca55af,S Sohal,25,96.56954545454545,22,391,35,19,62,318,0,0,0,0,0.0,0,0,0,0,2,2,0,0,0,28.36
18a0ba24,S Smith,20,66.04166666666667,6,22,1,0,7,35,0,0,0,0,0.0,0,0,0,0,0,6,5,0,4,7.6
c01d7726,H Thaker,33,119.82192307692308,26,423,25,17,47,357,237,3,527,27,0.0,28,504,4,0,0,9,0,0,3,56.96969696969697
518d96de,MR Montfort,1,100.0,1,1,0,0,1,1,8,0,27,1,9.0,1,18,1,0,0,0,0,0,0,34.0
7f6c2dae,DC Stovell,17,77.03933333333335,15,198,13,3,49,191,109,1,291,15,7.132666666666667,16,259,3,0,0,5,0,1,0,53.11764705882352
b561eea1,M Simmons,3,,1,18,1,0,18,16,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,7.333333333333333
2f22325f,Ameer Saiyed,11,79.938,10,154,14,2,44,169,24,0,105,6,9.408333333333333,3,70,1,0,0,1,0,0,0,29.90909090909091
e16e7347,CG Williams,33,92.29290322580646,31,746,62,21,81,674,65,1,183,13,6.423076923076923,9,174,3,0,5,3,0,0,0,47.696969696969695
915264c2,HN Ya France,19,,8,29,2,1,13,32,67,0,192,15,6.939333333333334,6,174,1,0,0,3,0,0,0,16.0
33ab1f1c,B Khumalo,23,,8,22,1,0,10,35,148,0,494,22,8.598636363636365,12,352,2,0,0,11,0,1,2,26.869565217391305
3676b91f,D Kegasitswe,4,57.144999999999996,2,5,0,0,4,11,20,0,156,3,13.0,2,72,1,0,0,0,0,0,0,15.25
9f2e1944,P Silas,32,87.74749999999999,24,286,22,4,42,271,3,0,34,2,0.0,0,12,0,0,0,20,0,1,2,18.718750000000004
e28327c6,H Pragji,4,44.5225,4,38,1,0,30,65,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,10.0
c26cd57a,B Shikongo,35,,3,1,0,0,1,6,228,0,577,33,7.681818181818183,28,502,3,0,0,10,0,0,3,34.142857142857146
a2317d14,V Mbazo,32,78.56551724137931,29,288,21,5,35,323,0,0,0,0,0.0,0,0,0,0,0,10,10,1,4,19.625
9f308dfc,JP Kotze,46,93.69309523809521,42,818,80,38,101,683,0,0,0,0,0.0,0,0,0,1,3,18,5,1,0,36.39130434782609
b018e1eb,L Louwrens,1,113.33,1,17,1,1,17,15,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,27.0
e734d090,CN Ackermann,25,101.91960000000003,25,515,38,11,62,448,128,1,284,17,6.117647058823529,11,282,3,0,1,7,0,0,1,53.52
59ea70a4,HT Tector,73,98.66907692307693,65,1181,93,26,64,1011,68,0,170,12,0.0,8,156,2,0,4,45,0,3,0,34.69863013698631
bb9d73d8,Suraj Kumar,16,109.29099999999998,10,114,10,3,42,100,0,0,0,0,0.0,0,0,0,0,0,10,1,0,0,16.75
4f21dc48,Ahsan Abbasi,5,95.076,5,63,7,0,18,69,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,17.8
296358c9,Raag Kapur,7,92.22333333333334,3,12,1,0,6,16,25,0,90,5,7.934,3,72,2,0,0,2,0,0,0,20.571428571428573
d5ae21a2,KD Shah,44,88.36100000000002,40,663,49,16,79,618,160,2,482,25,8.49,12,384,2,0,3,14,0,1,0,37.70454545454545
9ffb7550,Nasrulla Rana,38,,23,165,9,10,26,146,223,3,754,35,8.874857142857142,30,528,6,0,0,9,0,1,0,38.0
906ef9e5,A Bhagwat,3,0.0,3,2,0,0,1,9,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,5.333333333333333
65122d56,K Christie,10,,3,14,0,0,11,18,89,0,278,10,7.782999999999999,9,216,2,0,0,3,0,0,0,37.0
00321fff,Mohammad Ghazanfar,26,,11,30,2,0,7,48,190,1,544,25,7.12,26,480,3,0,0,4,0,0,0,42.0
e6dd77bb,SS McKechnie,29,92.73478260869565,23,273,20,3,44,275,0,0,0,0,0.0,0,0,0,0,0,14,9,1,2,21.413793103448278
be0f9ce9,Haroon Arshad,35,113.685,24,336,26,9,68,251,215,2,732,33,9.31060606060606,30,502,5,0,1,5,0,0,2,48.42857142857143
ed547c49,I Pandey,4,59.9975,4,33,5,0,22,50,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,15.25
28c7d721,S Bhari,8,0.0,4,1,0,0,1,6,59,0,185,8,7.95875,8,150,2,0,0,0,0,0,0,35.75
03806cf8,JR Hazlewood,77,,14,43,3,1,13,48,815,6,2275,77,7.971298701298699,100,1747,4,0,0,14,0,0,1,50.1038961038961
24bb1c2f,Haris Rauf,77,,22,87,6,5,13,71,633,0,2321,75,8.421866666666668,107,1654,4,0,0,18,0,0,3,51.02597402597404
c13e34f4,Haider Ali,34,113.6374193548387,31,503,43,22,68,397,0,0,0,0,0.0,0,0,0,0,3,7,0,1,0,27.44117647058823
684d21d7,M Bhanuka,5,,4,64,7,0,36,66,0,0,0,0,0.0,0,0,0,0,0,6,0,0,0,28.4
270b4de6,NMS Param,14,113.19833333333334,12,254,21,7,72,199,16,0,57,3,0.0,2,48,2,0,1,1,0,0,0,35.0
c8a7b014,OJ Hairs,26,141.3468,25,438,40,31,127,255,4,0,20,1,0.0,1,12,1,1,2,4,0,0,0,34.57692307692308
98e908bd,TB Sole,8,143.74833333333333,6,69,9,1,33,43,35,0,111,5,6.366,4,102,2,0,0,4,0,0,0,37.75
8f1e023f,Sidhant Singh,11,109.54333333333334,9,178,15,6,77,135,38,0,218,8,9.103749999999998,6,138,2,0,2,3,0,0,0,45.27272727272727
f3a5c378,Aritra Dutta,29,111.8758620689655,29,662,66,34,122,486,0,0,0,0,0.0,0,0,0,1,3,5,0,0,1,43.58620689655172
2a242d58,Simandeep Singh,7,102.85714285714286,7,33,2,0,14,32,0,0,0,0,0.0,0,0,0,0,0,4,0,0,0,10.714285714285714
0f9c9d1d,DC Delany,7,,1,0,0,0,0,1,52,0,200,7,8.278571428571428,7,147,2,0,0,0,0,0,0,35.57142857142857
092ccf20,JS Kundi,12,72.313,10,97,8,4,31,88,15,0,54,6,7.5,0,48,0,0,0,3,0,0,0,17.166666666666668
84dc72db,Junaid Siddique,60,98.9342857142857,21,79,5,3,18,74,585,2,1764,60,7.919999999999999,80,1346,4,0,0,13,0,1,2,52.233333333333334
bceb1b07,JJ Tucker,5,86.74600000000001,5,94,11,1,50,97,8,0,62,4,10.0,1,42,1,0,1,1,0,0,0,38.6
c70448aa,R Hekure,23,,15,77,8,0,18,99,98,0,378,21,6.865238095238096,11,305,2,0,0,6,0,0,3,25.043478260869566
42bf1b7d,H Carlyon,30,108.376,30,577,57,22,110,478,134,0,267,19,0.0,14,264,3,1,2,8,0,1,0,54.3
2494ff9e,D Ajekun,30,75.64892857142857,28,348,30,2,36,458,27,0,88,7,8.365714285714287,4,73,1,0,0,3,0,0,0,22.033333333333335
51e0e79f,AS Abioye,4,,0,0,0,0,0,0,16,0,70,3,10.056666666666667,3,48,2,0,0,2,0,0,0,26.75
abee08c7,JO Adedeji,42,0.0,39,668,54,16,68,773,83,1,223,13,7.006923076923077,8,204,2,0,3,17,0,2,2,35.88095238095239
c25d26dc,Sulaimon Runsewe,55,103.1637037037037,54,1046,111,11,80,931,4,0,23,2,0.0,2,15,1,0,7,37,2,1,10,38.07272727272729
7ca68967,NA Greenwood,26,124.60230769230769,26,773,80,22,86,538,108,0,222,14,0.0,12,246,3,0,4,9,0,1,2,74.42307692307692
3a1c34e6,D Gim,16,,12,64,0,1,13,116,8,0,65,4,0.0,2,36,1,0,0,4,0,0,0,8.625
6b75c2b1,NR Kirton,25,123.7528,25,564,36,20,69,469,6,0,73,4,0.0,1,30,1,0,2,8,0,0,3,40.84
bb9b51f4,JOA Gordon,17,,3,4,0,0,2,8,167,0,417,16,7.640625,20,326,3,0,0,3,0,1,0,44.88235294117647
db1bf9c2,RN Patel,46,106.99222222222217,45,797,83,17,66,683,23,0,53,7,0.0,7,50,2,0,2,28,0,2,1,38.58695652173913
797f52cc,AAhan Achar,9,0.0,5,12,1,0,5,15,61,0,153,9,6.111111111111111,6,156,2,0,0,1,0,0,1,30.333333333333332
0da52658,AR Gandhi,3,82.06,3,86,5,1,50,98,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,38.666666666666664
0079f139,R Gaznavi,18,71.82928571428572,14,131,11,1,30,171,0,0,0,0,0.0,0,0,0,0,0,3,0,0,1,11.38888888888889
9a137157,OO Bascome,2,90.83500000000001,2,22,3,0,16,23,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,21.0
cf17c429,Avi Dixit,11,81.67699999999999,10,86,6,1,23,91,37,0,84,4,8.0625,5,78,3,0,0,1,0,1,0,28.727272727272727
5fbd0632,SA Wijeratne,17,92.91230769230768,13,261,38,2,56,213,0,0,0,0,0.0,0,0,0,0,3,11,4,0,2,35.94117647058823
13bc54a8,U Aryaman Sunil,23,110.15238095238094,21,191,11,12,36,149,155,0,630,22,9.560000000000002,16,402,3,0,0,7,0,0,0,41.130434782608695
6cedad99,EB Ringera,26,61.903999999999996,10,21,1,0,6,36,208,0,533,24,7.113333333333332,26,449,4,0,0,7,0,0,2,41.65384615384616
ee7abb32,Gershon Yusuf,1,0.0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,6.0
527c2dab,C Floyd,4,85.55666666666667,3,24,2,1,21,24,26,0,102,4,8.9575,2,66,1,0,0,0,0,0,0,27.5
2a9eee66,Vikramjit Singh,23,96.25590909090906,22,336,29,15,52,286,14,0,58,4,0.0,4,48,3,0,1,9,0,0,0,33.56521739130435
f70c0c66,Arslan Ahmed,2,25.0,2,11,1,0,11,29,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,4.5
8a1d0222,Kuldeep Lal,6,,3,27,3,0,17,26,8,0,52,3,11.5,2,30,1,0,0,0,0,0,0,17.5
91cd337c,R Panchal,16,68.40000000000002,13,131,3,4,24,178,62,1,108,7,6.511428571428572,2,108,1,0,0,7,0,0,0,22.1875
4a4991c1,Mian Mehmood,4,64.395,4,28,2,0,12,33,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,10.5
a049c39b,Tariq Aziz,3,0.0,3,27,1,1,23,36,33,0,62,3,5.166666666666667,6,72,3,0,0,0,0,0,0,92.0
a0a32dd1,Imran Khan,6,96.41,5,57,5,3,36,47,19,0,27,2,0.0,1,36,1,0,0,3,0,0,0,30.5
17bc032c,C Munoz-Mills,34,,22,254,21,12,33,190,0,0,0,0,0.0,0,0,0,0,0,21,0,0,3,19.0
33328ec7,Fakhrul Mohon,6,,2,8,0,1,8,9,44,1,132,6,8.805,3,102,1,0,0,1,0,0,0,27.5
ab8ef1e9,TC Vine,8,,0,0,0,0,0,0,39,0,142,7,8.404285714285715,5,102,1,0,0,0,0,0,0,24.0
7db29f25,Ali Naqi,3,,0,0,0,0,0,0,12,0,46,3,7.666666666666667,0,36,0,0,0,0,0,0,0,5.333333333333333
6ebf4d4e,Farzan Afzal,4,90.67,4,121,8,6,59,115,36,0,46,3,3.8333333333333335,2,72,2,0,1,1,0,0,0,81.25
f9f857dc,Awais Ahmed,21,,16,244,25,9,47,216,0,0,0,0,0.0,0,0,0,0,0,16,10,1,5,33.42857142857143
7fcc57bf,Atif Mehmood,24,,7,44,2,2,15,45,257,5,407,23,5.790434782608696,25,449,4,0,0,1,0,0,1,50.083333333333336
161641cd,Aamer Ikram,3,78.41666666666667,3,53,3,4,23,67,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,29.666666666666668
7ee25c46,Raja Adeel,26,,5,5,0,0,2,13,282,1,542,26,6.121923076923077,30,528,3,0,0,4,0,1,2,49.80769230769231
a3b9191a,PD Hennessy,9,71.57875,8,134,6,4,52,141,22,0,48,3,0.0,3,42,2,0,1,1,0,0,0,33.44444444444444
d03efd83,Mukhtiar Singh,1,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
79209272,Yasir Ali,32,81.53933333333332,30,590,48,15,80,586,259,0,561,30,6.201333333333334,42,549,6,0,2,9,0,1,2,78.78124999999999
58aa33cd,Najjam Shahzad,22,101.42947368421055,19,302,26,15,47,235,169,0,427,21,7.261904761904762,19,356,3,0,0,13,0,0,0,63.63636363636363
69e53eb3,F Stoman,19,71.51615384615386,13,128,5,4,28,168,111,1,288,12,0.0,11,240,3,0,0,6,1,1,1,37.05263157894737
ddc7e056,P Buccimazza,4,29.545,2,2,0,0,1,13,34,0,64,3,6.0566666666666675,3,66,2,0,0,1,0,0,0,34.75
bd3cecc6,Zohaib Sarwar,13,0.0,9,80,2,6,33,71,44,0,191,9,8.658888888888889,6,133,2,0,0,2,0,0,0,27.384615384615383
f08adc01,MG Hunter,3,49.245,2,28,1,1,27,39,25,0,47,3,6.263333333333333,3,45,2,0,0,0,0,0,0,52.666666666666664
177009a5,LA Collado,6,56.25,4,17,1,0,8,27,0,0,0,0,0.0,0,0,0,0,0,2,2,0,0,9.166666666666666
3bc56bd6,CJ Delany,9,92.58,9,210,22,1,69,193,12,0,59,3,0.0,0,30,0,0,2,1,0,1,0,38.666666666666664
b89cde87,K Nestor,29,70.60782608695652,23,213,19,7,35,223,91,0,349,14,0.0,7,225,2,0,0,8,0,0,0,23.482758620689655
7cd7eb50,JD Freyone,14,0.0,13,105,8,2,21,138,0,0,0,0,0.0,0,0,0,0,0,3,0,0,1,11.214285714285714
716bf559,BA Pai,36,102.52823529411764,34,911,81,15,86,807,339,1,759,34,6.661764705882353,28,687,3,0,6,13,0,1,2,76.0
486f252b,MO Bacarese,3,52.43666666666667,3,28,0,1,13,55,25,0,32,2,4.0,1,48,1,0,0,1,0,0,0,31.333333333333332
01c05b6c,RJ Hatchman,15,,11,94,6,4,32,76,49,0,349,12,12.923333333333334,5,180,1,0,0,1,0,0,0,20.533333333333335
4e6ff836,JA Fitzgerald,31,,26,279,13,16,28,201,117,0,519,19,0.0,12,309,2,0,0,7,0,1,2,31.03225806451613
03b9ec54,E Packard,6,86.75800000000001,5,45,3,1,26,58,48,0,143,6,7.958333333333333,2,108,1,0,0,2,0,0,0,30.833333333333332
aa4154ad,MD Garratt,6,,2,5,0,0,4,18,14,0,64,3,0.0,2,47,1,0,0,1,0,0,0,13.833333333333334
ab75eb29,T Caruana,1,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
125bba96,J Perman,7,,4,43,3,3,30,37,49,0,137,7,7.9157142857142855,5,114,2,0,0,1,0,0,0,39.285714285714285
84d0b84c,Tauqeer Hussain,4,71.43,2,6,0,0,3,10,21,0,51,4,5.625,4,51,2,0,0,2,0,0,0,41.25
ecbd4377,NH Naureen,1,,0,0,0,0,0,0,10,1,32,1,10.67,1,18,1,0,0,0,0,0,0,45.0
2d46e8ed,Zulqarnain Haider,6,,3,8,0,0,4,12,57,0,81,6,5.278333333333333,5,96,2,0,0,0,0,0,0,39.0
321fcf79,S Singh,1,0.0,1,0,0,0,0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
7c6293d1,A Orfila,4,0.0,2,2,0,0,2,9,23,0,102,4,8.105,2,72,1,0,0,0,0,0,0,18.25
e4f6147b,N Advani,9,29.1675,4,4,0,0,2,13,21,0,52,4,7.375,5,50,4,0,0,2,0,0,0,22.0
7e9f1cde,Kushal Malla,45,128.47317073170726,41,879,50,63,137,597,151,0,390,26,6.615384615384615,19,366,4,1,5,15,0,0,2,54.28888888888889
41fc1ece,BB Chari,3,42.593333333333334,3,21,4,0,19,31,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,17.0
6e3f5a5c,R Ngarava,63,,23,72,8,2,12,63,652,9,1566,61,7.253770491803277,71,1298,4,0,0,10,0,1,4,49.06349206349206
8b7ce771,D Jakiel,16,,6,62,5,0,38,76,176,2,367,16,7.274999999999999,20,310,4,0,0,7,0,1,2,61.74999999999999
ade3660b,WT Mashinge,2,,0,0,0,0,0,0,10,0,59,2,11.665,1,30,1,0,0,2,0,0,0,21.5
dca8273d,Zubaidi Zulkifle,52,114.03509803921568,51,957,92,49,96,662,0,0,0,0,0.0,0,0,0,0,3,23,0,0,3,38.05769230769231
349cf113,Ainool Haqqiem,4,103.30000000000001,2,20,1,0,12,20,0,0,0,0,0.0,0,0,0,0,0,1,2,0,0,14.0
af19aa66,PK Matautaava,19,94.59473684210528,19,368,27,19,103,287,162,2,336,17,6.222941176470589,16,336,3,1,2,13,0,1,0,75.47368421052632
f104c434,Muhammad Wafiq,31,43.72916666666666,12,34,1,2,12,52,245,3,727,29,8.04,24,556,3,0,0,3,0,0,1,33.903225806451616
1087dd78,Mohamed Arief,18,106.53428571428572,14,237,26,5,52,192,4,0,19,2,0.0,0,12,0,0,1,5,0,0,1,25.38888888888889
1bada9da,Ainool Hafizs,42,93.55227272727274,22,150,9,3,21,159,0,0,0,0,0.0,0,0,0,0,0,15,8,0,12,11.714285714285714
6dba59e0,Syazrul Idrus,26,93.52615384615386,13,59,4,3,10,59,218,3,564,25,7.9704,42,468,7,0,0,3,0,0,1,64.1923076923077
49f6d023,AL Stephen,15,20.20375,8,14,0,0,7,38,117,1,353,15,7.770666666666667,14,277,3,0,0,3,0,0,0,36.06666666666667
ffb59fe6,T Langa,1,155.56,1,14,2,0,14,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,22.0
60bec5c3,Muhammad Amir,43,,33,409,39,8,80,408,155,1,431,21,0.0,27,361,5,0,1,22,0,1,0,40.06976744186046
c5aef772,R Shepherd,63,,42,652,32,49,44,448,333,0,1831,57,10.548771929824559,60,1070,4,0,0,8,0,0,2,49.19047619047619
aeab0d4f,D Klein,23,93.02470588235293,17,123,10,5,31,99,279,0,547,23,6.185652173913044,28,528,3,0,0,8,1,1,2,62.78260869565217
020e49e9,AD Algar,6,,2,40,2,1,28,50,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,12.0
