Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
Durham,G Clark,4fd09cfc,1,55,30,4,3,183.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,103,0,0,103
Durham,AZ Lees,c9c0fe50,2,30,24,4,1,125.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,56,0,0,56
Durham,MA Jones,05f96194,3,15,13,1,0,115.38,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,19,0,0,19
Durham,OG Robinson,60f4c586,4,12,14,0,0,85.71,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,0,0,12
Durham,AJ Turner,ff1e12a0,5,31,18,3,0,172.22,"[11, 13]",2.0,12,3,0,19,1,1,0,0,0,0,1,9.5,0,0,1,0,6,53,3,12,68
Durham,BFW de Leede,fc4375ef,6,5,9,0,0,55.56,[2],1.0,6,1,0,10,2,0,0,0,0,0,0,10.0,1,0,0,0,0,5,1,8,14
Durham,WD Parnell,3a60e0b5,7,2,3,0,0,66.67,"[1, 3, 17, 19]",4.0,24,10,0,35,1,2,2,0,2,0,5,8.75,0,0,0,0,0,2,76,0,78
Durham,L Trevaskis,b5781ac3,8,6,2,0,1,300.0,"[7, 9]",2.0,12,5,0,16,1,1,0,0,0,0,0,8.0,2,0,0,0,0,12,5,16,33
Durham,BA Raine,4c0f3806,9,0,0,0,0,0.0,"[5, 12, 18, 20]",4.0,24,6,0,40,3,1,0,0,0,0,5,10.0,0,0,0,0,0,0,4,0,4
Durham,NA Sowter,ee0c05c0,10,0,0,0,0,0.0,"[8, 10, 14, 16]",4.0,24,12,0,14,0,0,4,0,1,0,0,3.5,0,0,0,0,0,0,134,0,134
Durham,LS Robinson,32ccd79b,11,0,0,0,0,0.0,"[4, 6, 15]",3.0,18,7,0,26,3,1,0,0,0,0,0,8.67,0,0,0,0,0,0,7,0,7
Northamptonshire,EN Gay,aa710a58,1,53,45,5,1,117.78,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,87,0,8,95
Northamptonshire,CA Lynn,45eda7c8,2,24,24,2,1,100.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,38,0,8,46
Northamptonshire,JJ Cobb,58c481c6,3,2,5,0,0,40.0,"[15, 17]",2.0,12,1,0,17,2,0,0,0,0,0,0,8.5,0,0,0,0,0,2,1,0,3
Northamptonshire,DJ Willey,7f048519,4,17,13,1,1,130.77,"[2, 5, 18]",3.0,18,7,0,20,1,0,1,0,0,2,0,6.67,0,0,0,0,2,29,34,0,63
Northamptonshire,SA Zaib,ab01e323,5,8,6,0,1,133.33,"[8, 12, 14, 16]",4.0,24,10,0,17,0,0,1,0,0,0,0,4.25,0,0,0,0,0,14,41,0,55
Northamptonshire,LD McManus,6feb46a4,6,12,7,1,1,171.43,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,22,0,12,34
Northamptonshire,TAI Taylor,867a45a7,7,10,8,0,0,125.0,[4],1.0,6,2,0,14,2,1,0,0,0,0,0,14.0,1,0,0,0,0,10,2,8,20
Northamptonshire,AJ Tye,7c7d63a2,8,15,7,1,1,214.29,"[6, 19]",1.833,11,4,0,22,1,2,1,0,0,0,1,12.0,0,0,0,0,0,25,29,0,54
Northamptonshire,JJG Sales,a63dfe8a,9,8,5,1,0,160.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,0,0,12
Northamptonshire,BW Sanderson,e871a7a1,10,0,0,0,0,0.0,"[1, 3, 10]",3.0,18,5,0,33,4,1,0,0,0,0,0,11.0,1,0,0,0,0,0,3,8,11
Northamptonshire,FJ Heldreich,56ef4f99,11,0,0,0,0,0.0,"[7, 9, 11, 13]",4.0,24,6,0,36,2,1,3,1,0,0,0,9.0,0,0,0,0,0,0,93,0,93
