Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
Kolkata Knight Riders,VR Iyer,a24be938,1,43,24,3,4,179.17,[10],1.0,6,1,0,8,1,0,0,0,0,0,0,8.0,0,0,0,0,6,89,1,0,90
Kolkata Knight Riders,AM Rahane,29e95537,2,25,24,3,0,104.17,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,41,0,14,55
Kolkata Knight Riders,N Rana,fb2d1dda,3,43,26,3,4,165.38,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,4,87,0,16,103
Kolkata Knight Riders,SS Iyer,85ec8e33,4,6,8,1,0,75.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,10,0,6,16
Kolkata Knight Riders,AD Russell,bbd41817,5,9,5,0,1,180.0,"[5, 11, 18]",2.5,15,6,0,22,4,0,2,0,0,0,0,8.8,0,0,0,0,0,15,56,0,71
Kolkata Knight Riders,RK Singh,0a509d6b,6,23,19,2,1,121.05,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,37,0,20,57
Kolkata Knight Riders,SP Jackson,acc1aeda,7,5,7,0,0,71.43,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,1,0,5,0,22,27
Kolkata Knight Riders,PJ Cummins,ded9240e,8,0,2,0,0,0.0,"[2, 4, 15, 17]",4.0,24,10,0,22,2,0,3,0,0,0,1,5.5,0,0,0,0,0,-2,93,0,91
Kolkata Knight Riders,SP Narine,9d430b40,9,0,1,0,0,0.0,"[6, 8, 12, 14]",4.0,24,8,0,21,0,1,0,0,0,0,1,5.25,0,0,0,0,0,-2,12,0,10
Kolkata Knight Riders,TG Southee,13c35c9e,10,0,4,0,0,0.0,"[1, 3, 16]",3.0,18,11,0,10,1,0,1,0,0,0,0,3.33,0,0,0,0,0,-2,42,0,40
Kolkata Knight Riders,CV Varun,5b7ab5a9,11,0,0,0,0,0.0,"[7, 9, 13]",3.0,18,5,0,22,1,1,1,0,0,0,0,7.33,1,0,0,1,0,0,30,14,44
Mumbai Indians,RG Sharma,740742ef,1,2,6,0,0,33.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,2
Mumbai Indians,Ishan Kishan,752f7486,2,51,43,5,1,118.6,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,85,0,16,101
Mumbai Indians,Tilak Varma,b0482a1d,3,6,5,1,0,120.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,10,0,8,18
Mumbai Indians,Ramandeep Singh,be24ead0,4,12,16,0,0,75.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,0,0,12
Mumbai Indians,TH David,f1f99156,5,13,9,3,0,144.44,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,25,0,0,25
Mumbai Indians,KA Pollard,a757b0d8,6,15,16,0,1,93.75,"[10, 13]",2.0,12,3,0,26,2,2,0,0,0,0,1,13.0,2,0,0,0,0,21,-3,16,34
Mumbai Indians,DR Sams,caf69bf7,7,1,2,0,0,50.0,"[1, 3, 7, 19]",4.0,24,13,0,26,0,2,1,0,0,0,3,6.5,2,0,0,0,0,1,40,16,57
Mumbai Indians,M Ashwin,e2db2409,8,0,2,0,0,0.0,"[2, 8, 14, 16]",4.0,24,10,0,35,3,2,1,0,0,0,1,8.75,0,0,0,0,0,-2,35,0,33
Mumbai Indians,K Kartikeya,f6d8a7ab,9,3,5,0,0,60.0,"[6, 9, 11]",3.0,18,8,0,32,2,3,2,0,1,0,0,10.67,0,0,0,0,0,3,64,0,67
Mumbai Indians,JJ Bumrah,462411b3,10,0,0,0,0,0.0,"[4, 15, 18, 20]",4.0,24,18,1,10,1,0,5,0,0,0,0,2.5,1,0,0,0,0,0,173,8,181
Mumbai Indians,RP Meredith,64775749,11,0,1,0,0,0.0,"[5, 12, 17]",3.0,18,5,0,35,4,1,0,0,0,0,5,11.67,0,0,0,0,0,0,1,0,1
