Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
Leicestershire,JJ Cobb,58c481c6,1,5,4,1,0,125.0,"[14, 16, 20]",3.0,18,4,0,18,1,0,3,0,0,0,0,6.0,0,0,0,0,0,9,85,0,94
Leicestershire,NJ O'Brien,84826f48,2,6,8,1,0,75.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,10,0,0,10
Leicestershire,GP Smith,d86f6c69,3,0,5,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,-2,0,0,-2
Leicestershire,EJH Eckersley,d510d457,4,2,6,0,0,33.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,2
Leicestershire,MAG Boyce,a4e2bf36,5,20,18,2,0,111.11,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,28,0,8,36
Leicestershire,SB Styris,57efa3be,6,3,4,0,0,75.0,"[7, 9, 11, 13]",4.0,24,11,0,13,0,0,1,1,0,0,0,3.25,0,0,0,0,0,3,50,0,53
Leicestershire,TJ Wells,eb1a5b03,7,8,18,0,0,44.44,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,-6,2,0,0,2
Leicestershire,BA Raine,4c0f3806,8,20,23,2,0,86.96,[3],1.0,6,1,0,14,3,0,0,0,0,0,0,14.0,1,0,0,0,0,28,1,8,37
Leicestershire,JKH Naik,9c7d7cda,9,0,3,0,0,0.0,"[10, 12, 15, 18]",4.0,24,6,0,27,0,1,1,1,0,0,0,6.75,0,0,0,0,0,-2,41,0,39
Leicestershire,CE Shreck,f7177fd6,10,10,13,0,1,76.92,"[1, 5, 17, 19]",4.0,24,7,0,36,5,0,1,1,0,0,2,9.0,0,0,0,0,0,16,40,0,56
Leicestershire,A Sheikh,b2dbe638,11,14,9,0,2,155.56,"[2, 4, 6, 8]",4.0,24,13,0,11,0,0,2,0,2,0,1,2.75,1,0,0,0,0,26,85,8,119
Nottinghamshire,MJ Lumb,11df3dc8,1,12,9,2,0,133.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,0,0,20
Nottinghamshire,AD Hales,92aeac25,2,18,18,3,0,100.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,30,0,8,38
Nottinghamshire,MH Wessels,90f47cf2,3,1,5,0,0,20.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1
Nottinghamshire,SR Patel,18fac429,4,44,36,2,1,122.22,"[7, 9, 11, 13]",4.0,24,11,0,18,1,0,1,0,0,0,0,4.5,0,0,0,0,0,62,42,0,104
Nottinghamshire,JWA Taylor,c374f37f,5,12,22,0,0,54.55,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,-4,8,0,0,8
Nottinghamshire,JEC Franklin,cf73ad76,6,9,13,0,0,69.23,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,-2,7,0,8,15
Nottinghamshire,CMW Read,be4cefab,7,6,4,1,0,150.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,10,0,16,26
Nottinghamshire,SJ Mullaney,0e0d43b4,8,10,8,1,0,125.0,"[10, 12, 14, 16]",4.0,24,12,0,22,0,2,1,0,0,0,0,5.5,1,0,0,0,0,14,41,8,63
Nottinghamshire,A Shahzad,a73321d3,9,4,4,0,0,100.0,"[4, 6, 8, 18]",4.0,24,15,0,19,2,0,1,1,0,0,0,4.75,0,0,0,0,0,4,54,0,58
Nottinghamshire,LJ Fletcher,e423d162,10,0,1,0,0,0.0,"[2, 5, 17, 19]",3.5,21,13,1,11,1,0,3,0,1,0,0,3.14,0,0,0,0,0,-2,118,0,116
Nottinghamshire,HF Gurney,e412cb64,11,0,0,0,0,0.0,"[1, 3, 15]",3.0,18,12,0,19,2,1,1,0,0,0,1,6.33,0,0,0,0,0,0,39,0,39
