,Team,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
0,England,3d284ca3,0.0,0.23404255319148937,0.2857142857142857,0.5,0.0,0.4230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,0,0,19
1,England,99b75528,0.1,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2,0,0,-2
2,England,abb83e27,0.20000000000000004,0.6595744680851063,0.6428571428571428,0.75,0.6666666666666666,0.5299076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,65,0,0,65
3,England,4ae1755b,0.30000000000000004,1.0,0.7142857142857142,1.0,0.6666666666666666,0.7230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,85,0,16,101
4,England,bb351c23,0.4,0.3404255319148936,0.21428571428571427,0.0,0.6666666666666666,0.820523076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,0,0,28
5,England,50c6bc2b,0.5000000000000001,0.2765957446808511,0.14285714285714285,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,0,25
6,England,e94915e6,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5555555555555556,0.0,0.40625,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.40625,0.0,0.0,0.0,0.0,0,0,7,0,7
7,England,5574750c,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.46875,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,1.0,0.46875,0.0,0.0,0.0,0.0,0,0,31,0,31
8,England,249d60c9,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2222222222222222,0.0,0.90625,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.90625,0.0,0.0,0.0,0.0,0,0,-4,0,-4
9,England,ffe699c0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4444444444444444,0.0,0.59375,0.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.59375,0.0,0.0,0.0,0.0,0,0,29,0,29
10,England,8db7f47f,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8888888888888888,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1875,0.0,0.0,0.0,0.0,0,0,14,0,14
11,Namibia,7eb36269,0.0,0.7021276595744681,1.0,0.25,1.0,0.36264615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,59,0,0,59
12,Namibia,72e361fe,0.1,0.3829787234042553,0.5714285714285714,0.25,0.3333333333333333,0.34615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,28,0,8,36
13,Namibia,aa8d28ae,0.20000000000000004,0.5744680851063829,0.42857142857142855,0.5,0.6666666666666666,0.6923076923076923,1.0,1.0,1.0,0.0,0.1875,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,6,57,40,0,97
14,Namibia,95a5e066,0.30000000000000004,0.02127659574468085,0.10714285714285714,0.0,0.0,0.10255384615384615,1.0,1.0,0.1111111111111111,0.0,0.8125,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0,1,-5,0,-4
15,Namibia,bb134e5c,0.4,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
16,Namibia,3c87f0c3,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
17,Namibia,8716233e,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,22,22
18,Namibia,ff6a7ab5,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2222222222222222,0.0,0.96875,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,1.0,0.96875,0.0,0.0,0.0,1.0,0,0,54,6,60
19,Namibia,e85d03d6,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4444444444444444,0.0,0.75,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0,0,25,0,25
20,Namibia,537021f5,0.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2222222222222222,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,-4,0,-4
21,Namibia,9f308dfc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
