,Team,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
0,Kolkata Knight Riders,bb345e0b,0.0,0.0,0.1509433962264151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2,0,0,-2
1,Kolkata Knight Riders,86dc8f2e,0.1,1.0,0.8679245283018867,0.8333333333333333,1.0,0.6020000000000001,0.75,0.75,0.25,0.0,0.6388888888888888,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6972727272727273,0.5,0.0,0.0,0.0,4,122,4,8,134
2,Kolkata Knight Riders,93b4fc78,0.20000000000000004,0.8888888888888888,1.0,1.0,0.6666666666666666,0.46442307692307694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,108,0,0,108
3,Kolkata Knight Riders,1c17e270,0.30000000000000004,0.013888888888888888,0.03773584905660377,0.0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,24,25
4,Kolkata Knight Riders,3c6ffae8,0.4,0.05555555555555555,0.07547169811320754,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,4
5,Kolkata Knight Riders,7dc35884,0.5000000000000001,0.013888888888888888,0.03773584905660377,0.0,0.0,0.19230769230769232,1.0,1.0,0.4375,0.0,0.8055555555555555,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.6590909090909091,0.5,0.0,0.0,0.0,0,1,32,8,41
6,Kolkata Knight Riders,271f83cd,0.6000000000000001,0.18055555555555555,0.09433962264150943,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,0,25
7,Kolkata Knight Riders,98ae73b1,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.4375,0.0,0.41666666666666663,0.0,0.0,0.25,0.0,0.0,0.0,0.3333333333333333,0.4545454545454546,0.0,0.0,0.0,0.0,0,0,36,0,36
8,Kolkata Knight Riders,41eb4a4f,0.8,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3125,0.0,0.41666666666666663,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6818181818181819,0.0,0.0,0.0,0.0,0,0,5,0,5
9,Kolkata Knight Riders,9d430b40,0.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8125,0.0,0.5555555555555556,0.2,0.5,1.0,0.0,1.0,0.0,0.0,0.4545454545454546,0.0,0.0,0.0,0.0,0,0,149,0,149
