,Team,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
0,England,f41598c1,0.0,0.18987341772151897,0.3902439024390244,0.2857142857142857,0.0,0.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,23,0,8,31
1,England,1200550f,0.1,0.31645569620253167,0.34146341463414637,0.2857142857142857,0.5,0.89285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,55,0,12,67
2,England,ac7fa28f,0.20000000000000004,0.11392405063291139,0.21951219512195122,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0,9
3,England,39f01cdb,0.30000000000000004,0.20253164556962025,0.2682926829268293,0.2857142857142857,0.0,0.72725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,26,0,0,26
4,England,a386e91b,0.4,1.0,1.0,0.7142857142857142,1.0,0.9634,0.25,0.25,0.1,0.0,0.3269230769230769,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,141,1,0,142
5,England,7bf96684,0.5000000000000001,0.08860759493670886,0.14634146341463417,0.14285714285714285,0.0,0.58335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,11
6,England,3edb58fc,0.6000000000000001,0.02531645569620253,0.0975609756097561,0.0,0.0,0.25,1.0,1.0,0.7000000000000001,0.0,0.75,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.0,0.5735294117647058,1.0,0.0,0.0,0.0,0,2,57,16,75
7,England,3812d56b,0.7000000000000001,0.2911392405063291,0.43902439024390244,0.2857142857142857,0.0,0.6389,1.0,1.0,0.9,0.0,0.6730769230769231,0.42857142857142855,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.5147058823529411,0.5,0.0,0.0,0.0,0,31,34,8,73
8,England,eba6a852,0.8,0.012658227848101266,0.024390243902439025,0.0,0.0,0.5,0.75,0.75,0.5,0.0,0.6153846153846154,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.14285714285714285,0.6276470588235294,0.0,0.0,0.0,0.0,0,1,28,0,29
9,England,9dca07d7,0.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,0.8076923076923077,0.8571428571428571,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.6176470588235294,0.0,0.0,1.0,0.0,0,0,32,12,44
10,England,d12143bf,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.0,0.7115384615384616,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.14285714285714285,0.5441176470588235,0.0,0.0,0.0,0.0,0,0,74,0,74
11,West Indies,db584dad,0.0,0.06329113924050633,0.1951219512195122,0.14285714285714285,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0,9
12,West Indies,85ad2217,0.1,0.7721518987341772,0.8292682926829269,1.0,0.75,0.89705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,121,0,0,121
13,West Indies,881a9bdd,0.20000000000000004,0.5189873417721519,0.6341463414634146,0.8571428571428571,0.0,0.78845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,73,0,0,73
14,West Indies,f846de6a,0.30000000000000004,0.6455696202531646,0.6341463414634146,0.42857142857142855,1.0,0.98075,1.0,1.0,0.0,0.0,1.0,0.42857142857142855,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.7647058823529411,0.0,0.0,0.0,0.5,6,101,-6,6,101
15,West Indies,87e562a9,0.4,0.012658227848101266,0.04878048780487805,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.5,0.0,0.0,0.0,0,1,0,8,9
16,West Indies,d1523761,0.5000000000000001,0.3037974683544304,0.29268292682926833,0.2857142857142857,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6,44,0,6,50
17,West Indies,35205dfc,0.6000000000000001,0.0759493670886076,0.12195121951219512,0.14285714285714285,0.0,0.6,1.0,1.0,0.8,0.0,0.46153846153846156,0.14285714285714285,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.3529411764705882,0.0,0.0,0.0,1.0,0,10,97,12,119
18,West Indies,2f8a9682,0.7000000000000001,0.02531645569620253,0.0975609756097561,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,2,0,8,10
19,West Indies,c03c6200,0.8,0.012658227848101266,0.04878048780487805,0.0,0.0,0.25,1.0,1.0,0.4,0.0,0.7115384615384616,0.42857142857142855,0.3333333333333333,0.6666666666666666,0.0,0.5,0.0,0.0,0.5441176470588235,0.0,0.0,0.0,0.0,0,1,62,0,63
20,West Indies,d68e7f48,0.9,0.0,0.024390243902439025,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.38235294117647056,0.0,0.0,0.0,0.0,0,0,12,0,12
21,West Indies,83904270,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.4,0.0,0.75,0.7142857142857142,0.3333333333333333,0.0,0.0,0.0,0.0,0.8571428571428571,0.7647058823529411,0.5,0.0,0.0,0.0,0,0,-2,8,6
