,Team,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
0,Gujarat Lions,35205dfc,0.0,0.32,0.31746031746031744,0.2727272727272727,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,64,0,0,64
1,Gujarat Lions,b8a55852,0.1,0.42,0.38095238095238093,0.4545454545454546,0.6666666666666666,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,84,0,0,84
2,Gujarat Lions,1dc12ab9,0.20000000000000004,0.28,0.38095238095238093,0.2727272727272727,0.0,0.291675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,44,0,8,52
3,Gujarat Lions,c03f1114,0.30000000000000004,0.5,0.6190476190476191,0.2727272727272727,0.0,0.320525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70,0,0,70
4,Gujarat Lions,fe93fd9d,0.4,0.12,0.14285714285714285,0.0,0.3333333333333333,0.33332500000000004,0.75,0.75,0.4444444444444444,0.0,0.32075471698113206,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.42792452830188676,1.0,0.0,0.0,0.0,0,18,8,8,34
5,Gujarat Lions,87e562a9,0.5000000000000001,0.04,0.015873015873015872,0.09090909090909091,0.0,1.0,1.0,1.0,0.5555555555555556,0.0,0.8113207547169811,0.8,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.8113207547169811,0.0,0.0,0.0,0.0,0,8,3,0,11
6,Gujarat Lions,b8d490fd,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
7,Gujarat Lions,e938e1bc,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.6666666666666666,0.0,0.5283018867924528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7041509433962264,0.0,0.0,0.0,0.0,0,0,6,0,6
8,Gujarat Lions,d2a989fc,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.7358490566037735,0.6000000000000001,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.7358490566037735,0.0,0.0,0.0,0.0,0,0,31,0,31
9,Gujarat Lions,c8179c68,0.9,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.2222222222222222,0.0,0.5283018867924528,0.4,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.7041509433962264,0.0,0.0,0.0,0.0,0,0,2,0,2
