,Team,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
0,Chennai Super Kings,45a43fe2,0.0,1.0,1.0,1.0,1.0,0.7069718605627888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,187,0,8,195
1,Chennai Super Kings,3355b542,0.1,0.24752475247524752,0.31666666666666665,0.2222222222222222,0.2,0.5526249475010501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,45,0,0,45
2,Chennai Super Kings,1dc12ab9,0.20000000000000004,0.0297029702970297,0.08333333333333333,0.0,0.0,0.251994960100798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,3
3,Chennai Super Kings,bb351c23,0.30000000000000004,0.2079207920792079,0.2833333333333333,0.1111111111111111,0.2,0.5188156236875263,0.58325,0.5833333333333333,0.36363636363636365,0.0,0.41818181818181815,0.14285714285714285,0.5,0.0,0.0,0.0,0.0,0.0,0.717090909090909,0.0,0.0,0.0,0.0,0,31,4,0,35
4,Chennai Super Kings,70d205c9,0.4,0.019801980198019802,0.06666666666666667,0.0,0.0,0.20999580008399832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2
5,Chennai Super Kings,fe93fd9d,0.5000000000000001,0.31683168316831684,0.25,0.4444444444444444,0.2,0.8959680806383873,0.25,0.25,0.2727272727272727,0.0,0.16363636363636364,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.6545454545454545,0.0,0.0,0.0,0.0,6,64,3,0,67
6,Chennai Super Kings,4a8a2e3b,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,8,8
7,Chennai Super Kings,e94915e6,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.36363636363636365,0.0,1.0,0.7142857142857142,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,-2,0,-2
8,Chennai Super Kings,1abb78f8,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5454545454545454,0.42857142857142855,0.25,0.6666666666666666,0.0,0.0,0.0,1.0,0.5454545454545454,0.0,0.0,0.0,0.0,0,0,61,0,61
9,Chennai Super Kings,03806cf8,0.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6363636363636364,0.0,0.9818181818181818,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.9818181818181818,1.0,0.0,0.0,0.0,0,0,1,8,9
