Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp,age,batting,bowling,all_rounder,bowling_style,batting_style
Dhaka Dynamites,Hazratullah,5ea51c25,1,1,3,0,0,33.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,27,True,False,False,Slow left-arm orthodox,Left-hand bat
Dhaka Dynamites,SP Narine,9d430b40,2,8,9,2,0,88.89,"[6, 10, 12, 19]",4.0,24,7,0,40,1,3,2,0,1,0,0,10.0,1,0,0,0,0,16,63,8,87,36,True,False,True,Right-arm offbreak,Left-hand bat
Dhaka Dynamites,Rony Talukdar,8bd614b2,3,18,8,2,1,225.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,32,0,0,32,34,True,False,False,Right-arm slow-medium,Right-hand bat
Dhaka Dynamites,Shakib Al Hasan,7dc35884,4,36,37,4,0,97.3,"[5, 9, 13, 17]",4.0,24,6,0,35,3,1,1,0,0,0,0,8.75,1,0,0,0,0,56,31,8,95,38,True,False,True,Slow left-arm orthodox,Left-hand bat
Dhaka Dynamites,Mizanur Rahman,7b0fb3d5,5,15,12,1,1,125.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,25,0,0,25,33,True,False,False,Right-arm offbreak,Right-hand bat
Dhaka Dynamites,KA Pollard,a757b0d8,6,62,26,5,4,238.46,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,6,120,0,8,128,37,True,False,True,Right-arm medium,Right-hand bat
Dhaka Dynamites,AD Russell,bbd41817,7,23,13,0,3,176.92,"[1, 4, 15]",3.0,18,7,0,26,2,1,1,0,0,0,1,8.67,1,0,0,0,6,47,32,8,87,36,True,False,True,Right-arm fast,Right-hand bat
Dhaka Dynamites,Shuvagata Hom,bb01f9e0,8,3,8,0,0,37.5,"[3, 8]",2.0,12,2,0,27,1,2,1,0,0,0,1,13.5,0,0,0,0,0,3,21,0,24,38,True,False,True,Right-arm offbreak,Right-hand bat
Dhaka Dynamites,Nurul Hasan,d365d463,9,4,3,1,0,133.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,8,0,20,28,31,True,False,False,,Right-hand bat
Dhaka Dynamites,Rubel Hossain,f56cd097,10,1,1,0,0,100.0,"[2, 11, 14]",3.0,18,4,0,26,2,1,0,0,0,0,1,8.67,0,0,0,0,0,1,4,0,5,35,True,False,False,Right-arm fast,Right-hand bat
Dhaka Dynamites,Al Islam,45d38a84,11,0,0,0,0,0.0,"[7, 16, 18, 20]",4.0,24,9,0,26,3,0,4,0,2,0,0,6.5,0,0,0,0,0,0,135,0,135,28,True,False,False,Right-arm offbreak,Right-hand bat
Rangpur Riders,CH Gayle,db584dad,1,8,9,0,1,88.89,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,14,0,0,14,45,True,False,True,Right-arm offbreak,Left-hand bat
Rangpur Riders,Mehedi Maruf,3361993b,2,10,10,1,0,100.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,14,0,8,22,36,True,True,False,Right-arm offbreak,Right-hand bat
Rangpur Riders,RR Rossouw,cad00a4d,3,83,44,8,4,188.64,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,157,0,0,157,35,True,False,False,Right-arm offbreak,Left-hand bat
Rangpur Riders,Mohammad Mithun,77191792,4,49,35,1,2,140.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,2,71,0,8,79,34,True,False,False,,Right-hand bat
Rangpur Riders,RS Bopara,7ca5e05d,5,3,4,0,0,75.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,3,0,8,11,39,True,False,True,Right-arm medium,Right-hand bat
Rangpur Riders,BAC Howell,0bec3a6c,6,13,8,0,1,162.5,"[9, 12, 14, 16]",4.0,24,8,0,25,2,0,2,1,0,0,0,6.25,2,0,0,0,0,19,68,16,103,36,True,False,True,Right-arm medium,Right-hand bat
Rangpur Riders,Mashrafe Mortaza,e186f49c,7,0,1,0,0,0.0,"[1, 3, 5, 7]",4.0,24,15,0,22,4,0,1,0,0,0,1,5.5,0,0,0,0,0,-2,44,0,42,41,True,False,False,Right-arm fast-medium,Right-hand bat
Rangpur Riders,Farhad Reza,4948a447,8,0,1,0,0,0.0,"[10, 17, 19]",3.0,18,5,0,32,1,3,1,0,0,0,1,10.67,0,0,0,0,0,-2,28,0,26,38,True,False,True,Right-arm fast-medium,Right-hand bat
Rangpur Riders,Sohag Gazi,5a4c12ab,9,0,2,0,0,0.0,"[2, 4, 6]",3.0,18,6,0,28,2,2,2,0,1,0,0,9.33,0,0,0,0,0,-2,64,0,62,33,True,False,True,Right-arm offbreak,Right-hand bat
Rangpur Riders,Shafiul Islam,1a8eebbe,10,10,4,2,0,250.0,"[8, 15, 18, 20]",4.0,24,8,0,35,4,1,3,1,1,0,3,8.75,0,0,0,0,0,18,103,0,121,35,True,False,False,Right-arm fast-medium,Right-hand bat
Rangpur Riders,Nazmul Islam,6575e3bc,11,1,2,0,0,50.0,"[11, 13]",2.0,12,1,0,34,2,3,0,0,0,0,0,17.0,0,0,0,0,0,1,-5,0,-4,33,True,False,False,Slow left-arm orthodox,Left-hand bat
