Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp,age,batting,bowling,all_rounder,bowling_style,batting_style
Kolkata Knight Riders,RV Uthappa,1c17e270,1,2,4,0,0,50.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,2,39,True,False,False,Right-arm medium,Right-hand bat
Kolkata Knight Riders,G Gambhir,bb345e0b,2,51,34,7,0,150.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,87,0,0,87,43,True,False,False,Legbreak,Left-hand bat
Kolkata Knight Riders,MK Pandey,93b4fc78,3,50,35,5,2,142.86,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,92,0,0,92,35,True,False,False,Right-arm medium,Right-hand bat
Kolkata Knight Riders,PP Chawla,98ae73b1,3,0,0,0,0,0.0,"[6, 12, 14]",3.167,19,4,0,32,1,2,0,0,0,0,0,10.1,0,0,0,0,0,0,2,0,2,36,True,False,True,Legbreak,Left-hand bat
Kolkata Knight Riders,SP Narine,9d430b40,4,0,0,0,0,0.0,"[5, 8, 10, 16]",4.0,24,11,0,34,3,2,1,1,0,0,0,8.5,0,0,0,0,0,0,44,0,44,36,True,False,True,Right-arm offbreak,Left-hand bat
Kolkata Knight Riders,YK Pathan,3c6ffae8,4,6,12,0,0,50.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,-4,2,0,0,2,42,True,False,True,Right-arm offbreak,Right-hand bat
Kolkata Knight Riders,AS Rajpoot,db31895a,5,0,0,0,0,0.0,"[7, 9, 18]",3.0,18,6,0,28,4,0,0,0,0,1,0,9.33,0,0,0,0,0,0,6,0,6,31,True,False,False,Right-arm medium,Right-hand bat
Kolkata Knight Riders,AD Russell,bbd41817,5,39,19,2,3,205.26,"[1, 3, 19]",2.5,15,4,0,32,2,3,0,0,0,0,0,12.8,0,0,0,0,6,75,-2,0,73,36,True,False,True,Right-arm fast,Right-hand bat
Kolkata Knight Riders,M Morkel,5bb5a915,6,0,0,0,0,0.0,"[2, 4]",2.0,12,6,0,20,3,1,0,0,0,0,0,10.0,0,0,0,0,0,0,4,0,4,40,True,False,False,Right-arm fast,Left-hand bat
Kolkata Knight Riders,SA Yadav,271f83cd,6,5,5,1,0,100.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,9,0,0,9,34,True,False,False,Right-arm offbreak,Right-hand bat
Kolkata Knight Riders,Shakib Al Hasan,7dc35884,7,18,11,1,1,163.64,"[11, 13, 15, 17]",4.0,24,4,0,39,2,2,0,0,0,0,1,9.75,0,0,0,0,4,32,4,0,36,38,True,False,True,Slow left-arm orthodox,Left-hand bat
Royal Challengers Bangalore,CH Gayle,db584dad,1,49,31,5,4,158.06,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,101,0,0,101,45,True,False,True,Right-arm offbreak,Left-hand bat
Royal Challengers Bangalore,V Kohli,ba607b88,2,75,51,5,3,147.06,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,127,0,0,127,36,True,False,False,Right-arm medium,Right-hand bat
Royal Challengers Bangalore,SR Watson,4329fbb5,3,0,0,0,0,0.0,"[6, 12, 18, 20]",4.0,24,5,0,46,3,3,0,0,0,0,2,11.5,0,0,0,1,0,0,1,6,7,43,True,False,True,Right-arm fast-medium,Right-hand bat
Royal Challengers Bangalore,AB de Villiers,c4487b84,3,59,30,5,3,196.67,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,6,111,0,8,119,41,True,True,False,Right-arm medium,Right-hand bat
Royal Challengers Bangalore,KL Rahul,b17e2f24,4,0,0,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,12,12,32,True,False,False,,Right-hand bat
