Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp,age,batting,bowling,all_rounder,bowling_style,batting_style
Hong Kong,Irfan Ahmed,5c124657,1,12,8,2,0,150.0,"[10, 16]",2.0,12,2,0,27,3,1,0,0,0,0,1,13.5,0,0,0,0,0,20,-4,0,16,35,True,False,True,Right-arm fast-medium,Right-hand bat
Hong Kong,Waqas Barkat,a2eac9df,2,51,60,2,0,85.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,67,0,0,67,35,True,True,False,Legbreak,Right-hand bat
Hong Kong,JJ Atkinson,bf2d865c,3,12,11,2,0,109.09,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,20,0,0,20,34,True,False,False,,Right-hand bat
Hong Kong,MS Chapman,7fa12533,4,12,18,1,0,66.67,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,-2,14,0,0,14,30,True,False,True,Slow left-arm orthodox,Left-hand bat
Hong Kong,Munir Dar,04029c44,5,0,0,0,0,0.0,"[2, 4, 15, 19]",4.0,24,12,0,16,1,0,1,0,0,0,0,4.0,0,0,0,0,0,0,43,0,43,51,True,False,True,Slow left-arm orthodox,Right-hand bat
Hong Kong,Nizakat Khan,e3eb9e46,5,17,15,1,0,113.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,21,0,0,21,32,True,False,True,Legbreak,Right-hand bat
Hong Kong,Babar Hayat,fbb657bb,6,0,0,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,33,True,False,False,Right-arm medium,Right-hand bat
Hong Kong,Tanwir Afzal,5f5ca1a7,7,0,0,0,0,0.0,"[1, 3, 5, 7]",4.0,24,12,0,12,1,0,2,0,2,0,0,3.0,0,0,0,0,0,0,84,0,84,36,True,False,True,Right-arm fast-medium,Right-hand bat
Hong Kong,Aizaz Khan,f6c2659d,8,0,0,0,0,0.0,"[12, 14]",2.0,12,2,0,17,2,0,0,0,0,0,0,8.5,0,0,0,0,0,0,2,0,2,32,True,False,True,Right-arm medium-fast,Right-hand bat
Hong Kong,Haseeb Amjad,fb0abc20,9,0,0,0,0,0.0,"[6, 8, 18, 20]",3.833,23,13,0,12,0,0,5,1,4,0,0,3.13,0,0,0,0,0,0,196,0,196,37,True,False,False,Right-arm medium-fast,Right-hand bat
Hong Kong,Nadeem Ahmed,023f6b02,10,0,0,0,0,0.0,"[9, 11, 13, 17]",4.0,24,12,0,14,1,0,0,0,0,0,0,3.5,1,0,0,0,0,0,18,8,26,37,True,False,False,Slow left-arm orthodox,Right-hand bat
Italy,DA Marage,3528b8dd,1,3,9,0,0,33.33,"[8, 10, 15, 17]",4.0,24,8,0,22,0,0,0,0,0,0,1,5.5,0,0,0,0,0,3,12,0,15,43,True,False,True,Legbreak,Right-hand bat
Italy,AM Northcote,8cf570b0,2,16,17,2,0,94.12,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,24,0,0,24,41,True,False,False,Right-arm offbreak,Right-hand bat
Italy,PA Petricola,d159bc7a,3,1,6,0,0,16.67,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,41,True,True,False,Right-arm medium-fast,Left-hand bat
Italy,DG Crowley,1f1f93b5,4,0,5,0,0,0.0,"[2, 4, 12, 14]",4.0,24,13,0,19,1,0,0,0,0,0,0,4.75,0,0,0,0,0,-2,19,0,17,35,True,True,False,Slow left-arm orthodox,Right-hand bat
Italy,DSF Arsakulasuriya,35c4c7ed,5,0,0,0,0,0.0,[11],1.0,6,1,0,9,1,0,0,0,0,0,0,9.0,1,0,0,0,0,0,1,8,9,39,True,False,False,Right-arm medium,Left-hand bat
Italy,CS Sandri,b7ccb3c9,5,41,41,3,1,100.0,"[7, 9, 13, 16]",4.0,24,14,0,14,1,0,1,0,1,0,0,3.5,0,0,0,0,0,63,53,0,116,41,True,True,False,Right-arm offbreak,Right-hand bat
Italy,MG Raso,2dfaa85a,6,24,29,3,0,82.76,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,36,0,0,36,44,True,True,False,Legbreak,Left-hand bat
Italy,BBJL Perera,c8c9d60b,7,0,1,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,-2,0,0,-2,37,True,True,False,Right-arm offbreak,Right-hand bat
Italy,A Bonora,71c1f483,8,6,7,0,0,85.71,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,6,0,12,18,46,True,True,False,Right-arm fast-medium,Right-hand bat
Italy,GRD Munasinghe,eff8b730,9,5,3,0,0,166.67,"[1, 6, 19]",2.667,16,4,0,27,4,0,0,0,0,0,0,10.12,0,0,0,0,0,5,2,0,7,38,True,True,False,Right-arm medium-fast,Right-hand bat
Italy,V Pennazza,235fb973,10,1,1,0,0,100.0,"[3, 5, 18]",3.0,18,10,0,20,1,0,1,0,0,0,6,6.67,0,0,0,0,0,1,37,0,38,40,True,True,False,Left-arm medium,Right-hand bat
