Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp,age,batting,bowling,all_rounder,bowling_style,batting_style
Haryana,Chaitanya Bishnoi,e793a8ed,1,33,24,4,2,137.5,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,2,67,0,16,83,30,True,False,True,Slow left-arm orthodox,Left-hand bat
Haryana,HV Patel,f986ca1a,2,16,12,3,0,133.33,"[1, 3, 14, 16]",4.0,24,14,0,14,0,1,3,0,0,0,1,3.5,0,0,0,0,2,30,99,0,129,34,True,False,False,Right-arm medium,Right-hand bat
Haryana,Treyaksh Bali,3ad2a6d1,3,17,20,1,1,85.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,27,0,0,27,24,True,False,False,Legbreak googly,Right-hand bat
Haryana,GA Singh,7c628737,4,37,30,4,2,123.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,69,0,0,69,31,True,True,False,Right-arm offbreak,Right-hand bat
Haryana,RP Sharma,805b89d7,5,6,4,1,0,150.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,1,0,0,10,0,28,38,31,True,True,False,Right-arm fast-medium,Right-hand bat
Haryana,AH Hooda,e4072aa1,6,0,0,0,0,0.0,"[2, 4, 6, 20]",4.0,24,15,0,22,4,0,3,0,0,0,1,5.5,0,0,0,0,0,0,98,0,98,35,True,False,False,Right-arm medium,Right-hand bat
Haryana,Sumit Kumar,8998a68f,6,0,1,0,0,0.0,"[5, 7, 9, 18]",4.0,24,12,1,18,0,1,2,0,0,0,0,4.5,1,0,0,0,0,0,80,8,88,29,True,False,True,Right-arm medium-fast,Right-hand bat
Haryana,J Yadav,81049310,7,0,0,0,0,0.0,"[8, 10, 12]",3.0,18,6,0,23,2,1,1,0,0,0,0,7.67,2,0,0,0,0,0,31,16,47,35,True,False,False,Right-arm offbreak,Right-hand bat
Haryana,YS Chahal,57ee1fde,8,0,0,0,0,0.0,"[11, 13]",2.0,12,9,0,8,0,1,0,0,0,0,0,4.0,1,0,0,0,0,0,15,8,23,34,True,False,False,Legbreak googly,Right-hand bat
Haryana,A Mishra,6b19d823,9,0,0,0,0,0.0,"[15, 17, 19]",3.0,18,4,0,26,0,2,0,0,0,0,0,8.67,0,0,0,0,0,0,4,0,4,42,True,False,False,Legbreak,Right-hand bat
Haryana,R Tewatia,39a2dfa8,10,0,0,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,8,8,31,True,False,True,Legbreak,Left-hand bat
Puducherry,KB Arun Karthik,7daedf2f,1,0,2,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,-2,0,0,-2,39,True,True,False,Legbreak googly,Right-hand bat
Puducherry,Damodaran Rohit,37fec668,2,13,15,1,1,86.67,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,23,0,0,23,32,True,True,False,Right-arm offbreak,Right-hand bat
Puducherry,Suresh Kumar,177eb92d,3,4,8,1,0,50.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,8,0,8,16,40,True,True,False,Right-arm offbreak,Right-hand bat
Puducherry,R Vinay Kumar,41eb4a4f,4,5,6,1,0,83.33,"[1, 3]",2.0,12,8,0,10,2,0,0,0,0,0,0,5.0,0,0,0,0,0,9,12,0,21,41,True,False,False,Right-arm medium,Right-hand bat
Puducherry,P Dogra,2728e7e9,5,17,19,1,1,89.47,[16],0.167,1,0,0,1,0,0,0,0,0,0,0,5.99,1,0,0,0,0,27,0,8,35,40,True,False,False,Legbreak,Right-hand bat
Puducherry,Subramanian Anand,8b470bea,6,22,23,2,0,95.65,"[13, 15]",2.0,12,8,0,14,3,0,2,0,1,0,1,7.0,0,0,0,0,0,30,68,0,98,39,True,True,False,Legbreak googly,Right-hand bat
Puducherry,Marimuthu Vikneshwaran,ee2ac9d7,7,11,15,0,1,73.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,17,0,8,25,32,True,True,False,Right-arm medium,Right-hand bat
Puducherry,Sagar Trivedi,8da6dbf1,8,17,17,0,1,100.0,"[2, 10, 12]",3.0,18,6,0,36,3,2,0,0,0,2,1,12.0,0,0,0,0,0,23,2,0,25,33,True,True,False,Right-arm medium,Left-hand bat
Puducherry,Fabid Ahmed,f705d984,9,20,14,0,2,142.86,"[6, 8]",2.0,12,9,1,8,0,1,2,0,0,0,0,4.0,0,0,0,0,2,34,77,0,111,29,True,True,False,Right-arm offbreak,Right-hand bat
Puducherry,Sagar Udeshi,8db0c0e1,10,0,1,0,0,0.0,"[4, 7, 9, 14]",4.0,24,11,0,25,3,1,0,0,0,0,0,6.25,0,0,0,0,0,0,13,0,13,38,True,True,False,Slow left-arm orthodox,Left-hand bat
Puducherry,A Aravinddaraj,21d38d47,11,0,0,0,0,0.0,"[5, 11]",2.0,12,4,0,19,2,1,0,0,0,0,0,9.5,0,0,0,0,0,0,4,0,4,28,True,True,False,Right-arm medium,Right-hand bat
