Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp,age,batting,bowling,all_rounder,bowling_style,batting_style
Hobart Hurricanes,JW Wells,8bdac857,1,72,61,7,1,118.03,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,114,0,0,114,36,True,False,False,Right-arm medium,Right-hand bat
Hobart Hurricanes,MJ Cosgrove,be768595,2,2,5,0,0,40.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,2,40,True,False,False,Right-arm medium,Left-hand bat
Hobart Hurricanes,TR Birt,d2d4bb0a,3,25,16,0,3,156.25,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,51,0,0,51,43,True,False,False,Right-arm medium,Left-hand bat
Hobart Hurricanes,OA Shah,7bf96684,4,49,30,5,1,163.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,83,0,0,83,46,True,False,False,Right-arm offbreak,Right-hand bat
Hobart Hurricanes,PA Jaques,03252e44,5,12,7,1,0,171.43,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,16,0,0,16,45,True,False,False,Left-arm medium,Left-hand bat
Hobart Hurricanes,TIF Triffitt,593513d5,5,0,0,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,34,True,False,False,,Right-hand bat
Hobart Hurricanes,JJ Krejza,047d9032,6,0,0,0,0,0.0,"[4, 8, 16, 18]",4.0,24,8,0,39,2,3,3,0,1,0,0,9.75,0,0,0,0,0,0,95,0,95,42,True,False,False,Right-arm offbreak,Right-hand bat
Hobart Hurricanes,Naved-ul-Hasan,33f28243,7,0,0,0,0,0.0,"[7, 11, 17, 19]",4.0,24,4,0,38,2,2,0,0,0,0,0,9.5,0,0,0,0,0,0,4,0,4,47,True,False,False,Right-arm medium-fast,Right-hand bat
Hobart Hurricanes,XJ Doherty,502b2c81,8,0,0,0,0,0.0,"[2, 10, 12, 15]",4.0,24,6,0,33,3,0,0,0,0,0,0,8.25,0,0,0,0,0,0,6,0,6,42,True,False,False,Slow left-arm orthodox,Left-hand bat
Hobart Hurricanes,MG Hogan,5da34add,9,0,0,0,0,0.0,"[1, 3, 6, 13]",4.0,24,7,0,25,2,0,0,0,0,0,0,6.25,3,0,0,0,0,0,9,28,37,43,True,False,False,Right-arm fast-medium,Right-hand bat
Hobart Hurricanes,B Laughlin,b2a79f17,10,0,0,0,0,0.0,"[5, 9, 14, 20]",4.0,24,9,0,36,5,1,1,0,0,0,0,9.0,0,0,0,0,0,0,34,0,34,42,True,False,False,Right-arm fast-medium,Right-hand bat
Melbourne Renegades,AJ Finch,b8d490fd,1,67,45,5,3,148.89,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,115,0,0,115,38,True,False,False,Slow left-arm orthodox,Right-hand bat
Melbourne Renegades,BJ Hodge,b57f8a9a,2,63,41,8,1,153.66,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,113,0,0,113,50,True,False,False,Right-arm offbreak,Right-hand bat
Melbourne Renegades,NJ Reardon,c7bdb5b5,3,17,16,1,0,106.25,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,21,0,0,21,40,True,False,False,Right-arm medium,Left-hand bat
Melbourne Renegades,Shahid Afridi,0dc00542,4,18,10,0,2,180.0,"[8, 10, 16, 20]",3.833,23,5,0,46,3,2,1,1,0,0,6,12.0,0,0,0,0,6,36,32,0,68,45,True,False,True,Legbreak googly,Right-hand bat
Melbourne Renegades,AB McDonald,16043342,5,1,2,0,0,50.0,[9],1.0,6,1,0,15,3,0,0,0,0,0,0,15.0,0,0,0,0,0,1,1,0,2,43,True,False,True,Right-arm fast-medium,Right-hand bat
Melbourne Renegades,GA Manou,f58839ad,5,0,0,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,45,True,False,False,,Right-hand bat
Melbourne Renegades,BG McDonald,0a3049c5,6,0,0,0,0,0.0,"[12, 14, 18]",3.0,18,2,0,28,1,1,1,0,0,0,0,9.33,0,0,0,0,0,0,27,0,27,40,True,True,False,Legbreak googly,Left-hand bat
Melbourne Renegades,WD Sheridan,25d12bb4,6,5,6,0,0,83.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,5,0,8,13,37,True,True,False,Left-arm fast-medium,Right-hand bat
Melbourne Renegades,JM Herrick,44ec8c4a,7,0,0,0,0,0.0,"[1, 3, 15, 17]",4.0,24,14,0,23,3,0,0,0,0,0,1,5.75,0,0,0,0,0,0,18,0,18,40,True,True,False,Right-arm fast-medium,Right-hand bat
Melbourne Renegades,AK Heal,78ba5d1b,8,0,0,0,0,0.0,"[5, 7, 11, 13]",4.0,24,7,0,33,1,2,0,0,0,0,0,8.25,0,0,0,0,0,0,7,0,7,42,True,False,False,Slow left-arm orthodox,Left-hand bat
Melbourne Renegades,DP Nannes,c404f58a,9,0,0,0,0,0.0,"[2, 4, 6, 19]",4.0,24,8,0,22,2,0,1,0,1,0,0,5.5,0,0,0,0,0,0,45,0,45,48,True,False,False,Left-arm fast,Right-hand bat
