Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp,age,batting,bowling,all_rounder,bowling_style,batting_style
Kolkata Knight Riders,MS Bisla,5afd4539,1,1,2,0,0,50.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,1,0,12,13,40,True,False,False,,Right-hand bat
Kolkata Knight Riders,G Gambhir,bb345e0b,2,0,2,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,-2,0,0,-2,43,True,False,False,Legbreak,Left-hand bat
Kolkata Knight Riders,JH Kallis,86dc8f2e,3,79,60,7,3,131.67,"[7, 9, 11, 20]",4.0,24,4,0,40,4,1,0,0,0,0,2,10.0,0,0,0,0,2,139,2,0,141,49,True,False,True,Right-arm fast-medium,Right-hand bat
Kolkata Knight Riders,MK Tiwary,26e5cabf,4,27,25,4,0,108.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,47,0,0,47,39,True,False,False,Legbreak googly,Right-hand bat
Kolkata Knight Riders,YK Pathan,3c6ffae8,5,40,30,2,1,133.33,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,60,0,0,60,42,True,False,True,Right-arm offbreak,Right-hand bat
Kolkata Knight Riders,Shakib Al Hasan,7dc35884,6,0,0,0,0,0.0,"[1, 3, 5, 13]",4.0,24,12,0,27,2,1,1,0,0,0,0,6.75,0,0,0,0,0,0,39,0,39,38,True,False,True,Slow left-arm orthodox,Left-hand bat
Kolkata Knight Riders,DB Das,7050a1e7,6,4,1,1,0,400.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,8,0,0,8,38,True,False,False,Legbreak googly,Right-hand bat
Kolkata Knight Riders,LR Shukla,b1451597,7,0,0,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,43,True,False,True,Right-arm medium,Right-hand bat
Kolkata Knight Riders,R Bhatia,33a364a6,8,0,0,0,0,0.0,"[8, 10, 12, 15]",4.0,24,4,0,41,4,2,0,0,0,0,0,10.25,0,0,0,0,0,0,2,0,2,45,True,False,True,Right-arm medium-fast,Right-hand bat
Kolkata Knight Riders,B Lee,dd09ff8e,9,0,0,0,0,0.0,"[2, 4, 17, 19]",4.0,24,9,0,44,6,2,0,0,0,0,1,11.0,0,0,0,0,0,0,7,0,7,48,True,False,False,Right-arm fast,Right-hand bat
Kolkata Knight Riders,SP Narine,9d430b40,10,0,0,0,0,0.0,"[6, 14, 16, 18]",4.0,24,10,0,28,3,1,0,0,0,0,0,7.0,0,0,0,0,0,0,12,0,12,36,True,False,True,Right-arm offbreak,Left-hand bat
Mumbai Indians,HH Gibbs,e1d1b294,1,66,58,7,2,113.79,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,114,0,0,114,51,True,False,False,Right-arm bowler,Right-hand bat
Mumbai Indians,SR Tendulkar,d2c2b2d5,2,2,2,0,0,100.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,2,51,True,False,False,Legbreak googly,Right-hand bat
Mumbai Indians,RG Sharma,740742ef,3,109,60,12,5,181.67,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,6,209,0,8,217,37,True,False,False,Right-arm offbreak,Right-hand bat
Mumbai Indians,KD Karthik,c03f1114,6,0,0,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,39,True,True,False,Right-arm offbreak,Right-hand bat
Mumbai Indians,AT Rayudu,70d205c9,7,0,0,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,39,True,False,False,Right-arm offbreak,Right-hand bat
Mumbai Indians,DR Smith,35205dfc,8,0,0,0,0,0.0,"[9, 11, 13, 20]",4.0,24,6,0,32,4,0,1,0,0,1,0,8.0,0,0,0,0,0,0,31,0,31,41,True,False,True,Right-arm medium,Right-hand bat
Mumbai Indians,KA Pollard,a757b0d8,9,0,0,0,0,0.0,"[8, 10, 15, 17]",4.0,24,6,0,29,3,0,1,1,0,0,1,7.25,0,0,0,0,0,0,39,0,39,37,True,False,True,Right-arm medium,Right-hand bat
Mumbai Indians,Harbhajan Singh,8b5b6769,10,0,0,0,0,0.0,[7],1.0,6,3,0,7,0,1,0,0,0,0,0,7.0,0,0,0,0,0,0,3,0,3,44,True,False,False,Right-arm offbreak,Right-hand bat
Mumbai Indians,SL Malinga,a12e1d51,11,0,0,0,0,0.0,"[4, 14, 16, 19]",4.0,24,4,0,27,2,0,0,0,0,0,0,6.75,0,0,0,0,0,0,6,0,6,41,True,False,False,Right-arm fast,Right-hand bat
Mumbai Indians,PP Ojha,6c6591ab,12,0,0,0,0,0.0,"[2, 6, 12]",3.0,18,6,0,26,1,2,1,0,0,0,0,8.67,0,0,0,0,0,0,31,0,31,38,True,False,False,Slow left-arm orthodox,Left-hand bat
Mumbai Indians,MM Patel,f0f628c7,13,0,0,0,0,0.0,"[1, 3, 5, 18]",4.0,24,10,0,32,4,1,1,0,1,0,0,8.0,1,0,0,0,0,0,43,8,51,41,True,False,False,Right-arm medium-fast,Right-hand bat
